format,arithmetic_type,kernel,storage_layout,access_method,packet_values,rank,strategy_id,decoder,screen_median_ms,selected
e11m5,fp64,dot,padded,thread_packet,8,3,padded/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.038843149354380949,0
e11m5,fp64,dot,padded,thread_packet,8,4,padded/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.041083943336823608,0
e11m5,fp64,dot,padded,thread_packet,8,5,padded/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.043201654190569164,0
e11m5,fp64,dot,padded,thread_packet,8,6,padded/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.05133249905644631,0
e11m5,fp64,gemv,dense,cooperative_shuffle,32,1,dense/cooperative_shuffle/x32/direct_masked,direct_masked,0.047669193840990165,1
e11m5,fp64,gemv,dense,cooperative_shuffle,32,2,dense/cooperative_shuffle/x32/direct_branchy,direct_branchy,0.047690202395121256,1
e11m5,fp64,gemv,dense,cooperative_shuffle,32,3,dense/cooperative_shuffle/x32/subnormal_lut_shared,subnormal_lut_shared,0.056004745314638109,0
e11m5,fp64,gemv,dense,cooperative_shuffle,32,4,dense/cooperative_shuffle/x32/subnormal_lut_global,subnormal_lut_global,0.06169449834226208,0
e11m5,fp64,gemv,dense,cooperative_shuffle,32,5,dense/cooperative_shuffle/x32/prefix_lut_global,prefix_lut_global,0.068811490502156,0
e11m5,fp64,gemv,dense,cooperative_shuffle,32,6,dense/cooperative_shuffle/x32/prefix_lut_shared,prefix_lut_shared,0.079226567340489731,0
e11m5,fp64,gemv,dense,scalar,1,1,dense/scalar/x1/direct_masked,direct_masked,0.038647626664310271,1
e11m5,fp64,gemv,dense,scalar,1,2,dense/scalar/x1/direct_branchy,direct_branchy,0.038697424688673515,1
e11m5,fp64,gemv,dense,scalar,1,3,dense/scalar/x1/generic,generic,0.038736917933479678,1
e11m5,fp64,gemv,dense,scalar,1,4,dense/scalar/x1/subnormal_lut_shared,subnormal_lut_shared,0.048968947262305496,0
e11m5,fp64,gemv,dense,scalar,1,5,dense/scalar/x1/subnormal_lut_global,subnormal_lut_global,0.051421655067124428,0
e11m5,fp64,gemv,dense,scalar,1,6,dense/scalar/x1/prefix_lut_shared,prefix_lut_shared,0.056754089836872065,0
e11m5,fp64,gemv,dense,scalar,1,7,dense/scalar/x1/prefix_lut_global,prefix_lut_global,0.058980488195651916,0
e11m5,fp64,gemv,dense,thread_packet,2,1,dense/thread_packet/x2/direct_masked,direct_masked,0.037395907020497332,1
e11m5,fp64,gemv,dense,thread_packet,2,2,dense/thread_packet/x2/direct_branchy,direct_branchy,0.03744187548780066,1
e11m5,fp64,gemv,dense,thread_packet,2,3,dense/thread_packet/x2/subnormal_lut_shared,subnormal_lut_shared,0.042260898029909726,0
e11m5,fp64,gemv,dense,thread_packet,2,4,dense/thread_packet/x2/subnormal_lut_global,subnormal_lut_global,0.049904167652130127,0
e11m5,fp64,gemv,dense,thread_packet,2,5,dense/thread_packet/x2/prefix_lut_global,prefix_lut_global,0.056741835089290843,0
e11m5,fp64,gemv,dense,thread_packet,2,6,dense/thread_packet/x2/prefix_lut_shared,prefix_lut_shared,0.061220253570170344,0
e11m5,fp64,gemv,dense,thread_packet,4,1,dense/thread_packet/x4/direct_masked,direct_masked,0.035789243840741086,1
e11m5,fp64,gemv,dense,thread_packet,4,2,dense/thread_packet/x4/direct_branchy,direct_branchy,0.035845696926116943,1
e11m5,fp64,gemv,dense,thread_packet,4,3,dense/thread_packet/x4/subnormal_lut_shared,subnormal_lut_shared,0.042606000389371596,0
e11m5,fp64,gemv,dense,thread_packet,4,4,dense/thread_packet/x4/subnormal_lut_global,subnormal_lut_global,0.048022167706730387,0
e11m5,fp64,gemv,dense,thread_packet,4,5,dense/thread_packet/x4/prefix_lut_global,prefix_lut_global,0.055348782703794286,0
e11m5,fp64,gemv,dense,thread_packet,4,6,dense/thread_packet/x4/prefix_lut_shared,prefix_lut_shared,0.060574674554161032,0
e11m5,fp64,gemv,dense,thread_packet,8,1,dense/thread_packet/x8/direct_masked,direct_masked,0.035057659730300159,1
e11m5,fp64,gemv,dense,thread_packet,8,2,dense/thread_packet/x8/direct_branchy,direct_branchy,0.035137203402985304,1
e11m5,fp64,gemv,dense,thread_packet,8,3,dense/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.042128515589064448,0
e11m5,fp64,gemv,dense,thread_packet,8,4,dense/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.04806396874514493,0
e11m5,fp64,gemv,dense,thread_packet,8,5,dense/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.053022042910257972,0
e11m5,fp64,gemv,dense,thread_packet,8,6,dense/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.057730514464266192,0
e11m5,fp64,gemv,padded,scalar,1,1,padded/scalar/x1/direct_masked,direct_masked,0.034135346611340836,1
e11m5,fp64,gemv,padded,scalar,1,2,padded/scalar/x1/direct_branchy,direct_branchy,0.034143580805449492,1
e11m5,fp64,gemv,padded,scalar,1,3,padded/scalar/x1/generic,generic,0.034157106224360037,1
e11m5,fp64,gemv,padded,scalar,1,4,padded/scalar/x1/subnormal_lut_shared,subnormal_lut_shared,0.040167025431909198,0
e11m5,fp64,gemv,padded,scalar,1,5,padded/scalar/x1/subnormal_lut_global,subnormal_lut_global,0.041836348772403428,0
e11m5,fp64,gemv,padded,scalar,1,6,padded/scalar/x1/prefix_lut_global,prefix_lut_global,0.046388133214070246,0
e11m5,fp64,gemv,padded,scalar,1,7,padded/scalar/x1/prefix_lut_shared,prefix_lut_shared,0.048881062626306399,0
e11m5,fp64,gemv,padded,thread_packet,2,1,padded/thread_packet/x2/direct_masked,direct_masked,0.024017408394195486,1
e11m5,fp64,gemv,padded,thread_packet,2,2,padded/thread_packet/x2/direct_branchy,direct_branchy,0.024032560399689599,1
e11m5,fp64,gemv,padded,thread_packet,2,3,padded/thread_packet/x2/subnormal_lut_shared,subnormal_lut_shared,0.028491026116005437,0
e11m5,fp64,gemv,padded,thread_packet,2,4,padded/thread_packet/x2/subnormal_lut_global,subnormal_lut_global,0.035258774110742727,0
e11m5,fp64,gemv,padded,thread_packet,2,5,padded/thread_packet/x2/prefix_lut_global,prefix_lut_global,0.046650398976419802,0
e11m5,fp64,gemv,padded,thread_packet,2,6,padded/thread_packet/x2/prefix_lut_shared,prefix_lut_shared,0.05353160759778109,0
e11m5,fp64,gemv,padded,thread_packet,4,1,padded/thread_packet/x4/direct_masked,direct_masked,0.021006036306312228,1
e11m5,fp64,gemv,padded,thread_packet,4,2,padded/thread_packet/x4/direct_branchy,direct_branchy,0.021021028053785189,1
e11m5,fp64,gemv,padded,thread_packet,4,3,padded/thread_packet/x4/subnormal_lut_shared,subnormal_lut_shared,0.025482855290652709,0
e11m5,fp64,gemv,padded,thread_packet,4,4,padded/thread_packet/x4/subnormal_lut_global,subnormal_lut_global,0.031884675109894539,0
e11m5,fp64,gemv,padded,thread_packet,4,5,padded/thread_packet/x4/prefix_lut_global,prefix_lut_global,0.037921290758044221,0
e11m5,fp64,gemv,padded,thread_packet,4,6,padded/thread_packet/x4/prefix_lut_shared,prefix_lut_shared,0.045312488180260443,0
e11m5,fp64,gemv,padded,thread_packet,8,1,padded/thread_packet/x8/direct_branchy,direct_branchy,0.020675716210452486,1
e11m5,fp64,gemv,padded,thread_packet,8,2,padded/thread_packet/x8/direct_masked,direct_masked,0.020707056395673523,1
e11m5,fp64,gemv,padded,thread_packet,8,3,padded/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.026165704957254607,0
e11m5,fp64,gemv,padded,thread_packet,8,4,padded/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.028612155590496083,0
e11m5,fp64,gemv,padded,thread_packet,8,5,padded/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.035854365703833366,0
e11m5,fp64,gemv,padded,thread_packet,8,6,padded/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.042520376873962026,0
e11m8,fp64,dot,dense,cooperative_shuffle,8,1,dense/cooperative_shuffle/x8/direct_branchy,direct_branchy,0.11786183803976572,1
e11m8,fp64,dot,dense,cooperative_shuffle,8,2,dense/cooperative_shuffle/x8/direct_masked,direct_masked,0.11793655850166498,1
e11m8,fp64,dot,dense,cooperative_shuffle,8,3,dense/cooperative_shuffle/x8/subnormal_lut_shared,subnormal_lut_shared,0.12721517758491713,0
e11m8,fp64,dot,dense,cooperative_shuffle,8,4,dense/cooperative_shuffle/x8/subnormal_lut_global,subnormal_lut_global,0.12861264878117282,0
e11m8,fp64,dot,dense,cooperative_shuffle,8,5,dense/cooperative_shuffle/x8/prefix_lut_global,prefix_lut_global,0.13193178804297195,0
e11m8,fp64,dot,dense,cooperative_shuffle,8,6,dense/cooperative_shuffle/x8/prefix_lut_shared,prefix_lut_shared,0.14598164838903088,0
e11m8,fp64,dot,dense,scalar,1,1,dense/scalar/x1/direct_masked,direct_masked,0.068717561230786345,1
e11m8,fp64,dot,dense,scalar,1,2,dense/scalar/x1/generic,generic,0.069013635877152563,1
e11m8,fp64,dot,dense,scalar,1,3,dense/scalar/x1/direct_branchy,direct_branchy,0.069236543356578778,1
e11m8,fp64,dot,dense,scalar,1,4,dense/scalar/x1/subnormal_lut_shared,subnormal_lut_shared,0.074052510516021325,0
e11m8,fp64,dot,dense,scalar,1,5,dense/scalar/x1/subnormal_lut_global,subnormal_lut_global,0.07804876282101586,0
e11m8,fp64,dot,dense,scalar,1,6,dense/scalar/x1/prefix_lut_global,prefix_lut_global,0.080229030226782169,0
e11m8,fp64,dot,dense,scalar,1,7,dense/scalar/x1/prefix_lut_shared,prefix_lut_shared,0.086439341468949493,0
e11m8,fp64,dot,dense,thread_packet,2,1,dense/thread_packet/x2/direct_masked,direct_masked,0.045930939776944978,1
e11m8,fp64,dot,dense,thread_packet,2,2,dense/thread_packet/x2/direct_branchy,direct_branchy,0.046196957739858296,1
e11m8,fp64,dot,dense,thread_packet,2,3,dense/thread_packet/x2/subnormal_lut_shared,subnormal_lut_shared,0.051800148231340638,0
e11m8,fp64,dot,dense,thread_packet,2,4,dense/thread_packet/x2/subnormal_lut_global,subnormal_lut_global,0.054916494348075953,0
e11m8,fp64,dot,dense,thread_packet,2,5,dense/thread_packet/x2/prefix_lut_global,prefix_lut_global,0.062281315839743306,0
e11m8,fp64,dot,dense,thread_packet,2,6,dense/thread_packet/x2/prefix_lut_shared,prefix_lut_shared,0.070401858180101723,0
e11m8,fp64,dot,dense,thread_packet,4,1,dense/thread_packet/x4/direct_masked,direct_masked,0.038303042008053692,1
e11m8,fp64,dot,dense,thread_packet,4,2,dense/thread_packet/x4/direct_branchy,direct_branchy,0.038566447201595508,1
e11m8,fp64,dot,dense,thread_packet,4,3,dense/thread_packet/x4/subnormal_lut_shared,subnormal_lut_shared,0.045536585174483862,0
e11m8,fp64,dot,dense,thread_packet,4,4,dense/thread_packet/x4/subnormal_lut_global,subnormal_lut_global,0.054681490122194573,0
e11m8,fp64,dot,dense,thread_packet,4,5,dense/thread_packet/x4/prefix_lut_global,prefix_lut_global,0.062702359297336668,0
e11m8,fp64,dot,dense,thread_packet,4,6,dense/thread_packet/x4/prefix_lut_shared,prefix_lut_shared,0.06852090290692299,0
e11m8,fp64,dot,dense,thread_packet,8,1,dense/thread_packet/x8/direct_masked,direct_masked,0.031848880190427614,1
e11m8,fp64,dot,dense,thread_packet,8,2,dense/thread_packet/x8/direct_branchy,direct_branchy,0.032117313244642121,1
e11m8,fp64,dot,dense,thread_packet,8,3,dense/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.03772071644004947,0
e11m8,fp64,dot,dense,thread_packet,8,4,dense/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.044735347726714114,0
e11m8,fp64,dot,dense,thread_packet,8,5,dense/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.052410778246427842,0
e11m8,fp64,dot,dense,thread_packet,8,6,dense/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.059294886495168161,0
e11m8,fp64,dot,padded,scalar,1,1,padded/scalar/x1/direct_masked,direct_masked,0.070688929715758769,1
e11m8,fp64,dot,padded,scalar,1,2,padded/scalar/x1/direct_branchy,direct_branchy,0.070711604086290888,1
e11m8,fp64,dot,padded,scalar,1,3,padded/scalar/x1/generic,generic,0.070727970538564694,1
e11m8,fp64,dot,padded,scalar,1,4,padded/scalar/x1/subnormal_lut_shared,subnormal_lut_shared,0.075581044417161208,0
e11m8,fp64,dot,padded,scalar,1,5,padded/scalar/x1/subnormal_lut_global,subnormal_lut_global,0.077635726344490813,0
e11m8,fp64,dot,padded,scalar,1,6,padded/scalar/x1/prefix_lut_global,prefix_lut_global,0.080705605884634712,0
e11m8,fp64,dot,padded,scalar,1,7,padded/scalar/x1/prefix_lut_shared,prefix_lut_shared,0.085830178177147581,0
e11m8,fp64,dot,padded,thread_packet,2,1,padded/thread_packet/x2/direct_masked,direct_masked,0.046873241453491844,1
e11m8,fp64,dot,padded,thread_packet,2,2,padded/thread_packet/x2/direct_branchy,direct_branchy,0.046877783121668203,1
e11m8,fp64,dot,padded,thread_packet,2,3,padded/thread_packet/x2/subnormal_lut_shared,subnormal_lut_shared,0.050551311877647019,0
e11m8,fp64,dot,padded,thread_packet,2,4,padded/thread_packet/x2/subnormal_lut_global,subnormal_lut_global,0.052131291693089554,0
e11m8,fp64,dot,padded,thread_packet,2,5,padded/thread_packet/x2/prefix_lut_global,prefix_lut_global,0.056175269170744974,0
e11m8,fp64,dot,padded,thread_packet,2,6,padded/thread_packet/x2/prefix_lut_shared,prefix_lut_shared,0.061932113728945769,0
e11m8,fp64,dot,padded,thread_packet,4,1,padded/thread_packet/x4/direct_branchy,direct_branchy,0.038430992982276715,1
e11m8,fp64,dot,padded,thread_packet,4,2,padded/thread_packet/x4/direct_masked,direct_masked,0.03868900094266798,1
e11m8,fp64,dot,padded,thread_packet,4,3,padded/thread_packet/x4/subnormal_lut_shared,subnormal_lut_shared,0.040988868344676951,0
e11m8,fp64,dot,padded,thread_packet,4,4,padded/thread_packet/x4/subnormal_lut_global,subnormal_lut_global,0.041633424299120855,0
e11m8,fp64,dot,padded,thread_packet,4,5,padded/thread_packet/x4/prefix_lut_global,prefix_lut_global,0.046336489387173177,0
e11m8,fp64,dot,padded,thread_packet,4,6,padded/thread_packet/x4/prefix_lut_shared,prefix_lut_shared,0.052505040856897327,0
e11m8,fp64,dot,padded,thread_packet,8,1,padded/thread_packet/x8/direct_branchy,direct_branchy,0.038273706747379614,1
e11m8,fp64,dot,padded,thread_packet,8,2,padded/thread_packet/x8/direct_masked,direct_masked,0.038565702319145204,1
e11m8,fp64,dot,padded,thread_packet,8,3,padded/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.039390991263299008,0
e11m8,fp64,dot,padded,thread_packet,8,4,padded/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.04094939390484359,0
e11m8,fp64,dot,padded,thread_packet,8,5,padded/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.043671107984281282,0
e11m8,fp64,dot,padded,thread_packet,8,6,padded/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.051268514887923639,0
e11m8,fp64,gemv,dense,cooperative_shuffle,8,1,dense/cooperative_shuffle/x8/direct_branchy,direct_branchy,0.049934029667888277,1
e11m8,fp64,gemv,dense,cooperative_shuffle,8,2,dense/cooperative_shuffle/x8/direct_masked,direct_masked,0.050001109943908897,1
e11m8,fp64,gemv,dense,cooperative_shuffle,8,3,dense/cooperative_shuffle/x8/subnormal_lut_shared,subnormal_lut_shared,0.056215673622066829,0
e11m8,fp64,gemv,dense,cooperative_shuffle,8,4,dense/cooperative_shuffle/x8/subnormal_lut_global,subnormal_lut_global,0.06684230125113709,0
e11m8,fp64,gemv,dense,cooperative_shuffle,8,5,dense/cooperative_shuffle/x8/prefix_lut_global,prefix_lut_global,0.072253263708370832,0
e11m8,fp64,gemv,dense,cooperative_shuffle,8,6,dense/cooperative_shuffle/x8/prefix_lut_shared,prefix_lut_shared,0.081827178535344838,0
e11m8,fp64,gemv,dense,scalar,1,1,dense/scalar/x1/direct_masked,direct_masked,0.044191448331243763,1
e11m8,fp64,gemv,dense,scalar,1,2,dense/scalar/x1/direct_branchy,direct_branchy,0.044239103996628129,1
e11m8,fp64,gemv,dense,scalar,1,3,dense/scalar/x1/generic,generic,0.044256296422746449,1
e11m8,fp64,gemv,dense,scalar,1,4,dense/scalar/x1/subnormal_lut_shared,subnormal_lut_shared,0.053637148521758701,0
e11m8,fp64,gemv,dense,scalar,1,5,dense/scalar/x1/subnormal_lut_global,subnormal_lut_global,0.056579990442409071,0
e11m8,fp64,gemv,dense,scalar,1,6,dense/scalar/x1/prefix_lut_shared,prefix_lut_shared,0.061841620674616168,0
e11m8,fp64,gemv,dense,scalar,1,7,dense/scalar/x1/prefix_lut_global,prefix_lut_global,0.063447792279092891,0
e11m8,fp64,gemv,dense,thread_packet,2,1,dense/thread_packet/x2/direct_masked,direct_masked,0.040233816212068535,1
e11m8,fp64,gemv,dense,thread_packet,2,2,dense/thread_packet/x2/direct_branchy,direct_branchy,0.040277724350325943,1
e11m8,fp64,gemv,dense,thread_packet,2,3,dense/thread_packet/x2/subnormal_lut_shared,subnormal_lut_shared,0.04491039034650994,0
e11m8,fp64,gemv,dense,thread_packet,2,4,dense/thread_packet/x2/subnormal_lut_global,subnormal_lut_global,0.052829359741544304,0
e11m8,fp64,gemv,dense,thread_packet,2,5,dense/thread_packet/x2/prefix_lut_global,prefix_lut_global,0.060194998979568481,0
e11m8,fp64,gemv,dense,thread_packet,2,6,dense/thread_packet/x2/prefix_lut_shared,prefix_lut_shared,0.065612904013019724,0
e11m8,fp64,gemv,dense,thread_packet,4,1,dense/thread_packet/x4/direct_branchy,direct_branchy,0.037574321870857547,1
e11m8,fp64,gemv,dense,thread_packet,4,2,dense/thread_packet/x4/direct_masked,direct_masked,0.037574432778834564,1
e11m8,fp64,gemv,dense,thread_packet,4,3,dense/thread_packet/x4/subnormal_lut_shared,subnormal_lut_shared,0.044403361088593496,0
e11m8,fp64,gemv,dense,thread_packet,4,4,dense/thread_packet/x4/subnormal_lut_global,subnormal_lut_global,0.04968673679664351,0
e11m8,fp64,gemv,dense,thread_packet,4,5,dense/thread_packet/x4/prefix_lut_global,prefix_lut_global,0.057536481477307375,0
e11m8,fp64,gemv,dense,thread_packet,4,6,dense/thread_packet/x4/prefix_lut_shared,prefix_lut_shared,0.063689197197295072,0
e11m8,fp64,gemv,dense,thread_packet,8,1,dense/thread_packet/x8/direct_branchy,direct_branchy,0.03334955754000743,1
e11m8,fp64,gemv,dense,thread_packet,8,2,dense/thread_packet/x8/direct_masked,direct_masked,0.033364887239999169,1
e11m8,fp64,gemv,dense,thread_packet,8,3,dense/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.040149511023329636,0
e11m8,fp64,gemv,dense,thread_packet,8,4,dense/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.046022511312016096,0
e11m8,fp64,gemv,dense,thread_packet,8,5,dense/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.052707976777759742,0
e11m8,fp64,gemv,dense,thread_packet,8,6,dense/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.057531181588230361,0
e11m8,fp64,gemv,padded,scalar,1,1,padded/scalar/x1/direct_masked,direct_masked,0.034079830401024108,1
e11m8,fp64,gemv,padded,scalar,1,2,padded/scalar/x1/generic,generic,0.034102581958854128,1
e11m8,fp64,gemv,padded,scalar,1,3,padded/scalar/x1/direct_branchy,direct_branchy,0.034108970916335232,1
e11m8,fp64,gemv,padded,scalar,1,4,padded/scalar/x1/subnormal_lut_shared,subnormal_lut_shared,0.040226931799025763,0
e11m8,fp64,gemv,padded,scalar,1,5,padded/scalar/x1/subnormal_lut_global,subnormal_lut_global,0.041880111125991798,0
e11m8,fp64,gemv,padded,scalar,1,6,padded/scalar/x1/prefix_lut_global,prefix_lut_global,0.046391415731448574,0
e11m8,fp64,gemv,padded,scalar,1,7,padded/scalar/x1/prefix_lut_shared,prefix_lut_shared,0.048988337705631067,0
e11m8,fp64,gemv,padded,thread_packet,2,1,padded/thread_packet/x2/direct_branchy,direct_branchy,0.023976431987198982,1
e11m8,fp64,gemv,padded,thread_packet,2,2,padded/thread_packet/x2/direct_masked,direct_masked,0.023990845494039438,1
e11m8,fp64,gemv,padded,thread_packet,2,3,padded/thread_packet/x2/subnormal_lut_shared,subnormal_lut_shared,0.028592283960650174,0
e11m8,fp64,gemv,padded,thread_packet,2,4,padded/thread_packet/x2/subnormal_lut_global,subnormal_lut_global,0.035291633346253473,0
e11m8,fp64,gemv,padded,thread_packet,2,5,padded/thread_packet/x2/prefix_lut_global,prefix_lut_global,0.046705539409930885,0
e11m8,fp64,gemv,padded,thread_packet,2,6,padded/thread_packet/x2/prefix_lut_shared,prefix_lut_shared,0.053491385671901842,0
e11m8,fp64,gemv,padded,thread_packet,4,1,padded/thread_packet/x4/direct_branchy,direct_branchy,0.020972932005679384,1
e11m8,fp64,gemv,padded,thread_packet,4,2,padded/thread_packet/x4/direct_masked,direct_masked,0.020975727644439175,1
e11m8,fp64,gemv,padded,thread_packet,4,3,padded/thread_packet/x4/subnormal_lut_shared,subnormal_lut_shared,0.025624477030832857,0
e11m8,fp64,gemv,padded,thread_packet,4,4,padded/thread_packet/x4/subnormal_lut_global,subnormal_lut_global,0.031880655058643279,0
e11m8,fp64,gemv,padded,thread_packet,4,5,padded/thread_packet/x4/prefix_lut_global,prefix_lut_global,0.037969984749490898,0
e11m8,fp64,gemv,padded,thread_packet,4,6,padded/thread_packet/x4/prefix_lut_shared,prefix_lut_shared,0.04540648261465291,0
e11m8,fp64,gemv,padded,thread_packet,8,1,padded/thread_packet/x8/direct_branchy,direct_branchy,0.020871080889708477,1
e11m8,fp64,gemv,padded,thread_packet,8,2,padded/thread_packet/x8/direct_masked,direct_masked,0.020875464975489887,1
e11m8,fp64,gemv,padded,thread_packet,8,3,padded/thread_packet/x8/subnormal_lut_shared,subnormal_lut_shared,0.02635333691180982,0
e11m8,fp64,gemv,padded,thread_packet,8,4,padded/thread_packet/x8/subnormal_lut_global,subnormal_lut_global,0.028660618899223687,0
e11m8,fp64,gemv,padded,thread_packet,8,5,padded/thread_packet/x8/prefix_lut_global,prefix_lut_global,0.035712284031516842,0
e11m8,fp64,gemv,padded,thread_packet,8,6,padded/thread_packet/x8/prefix_lut_shared,prefix_lut_shared,0.042650658292476148,0
e1m0,fp32,dot,dense,cooperative_shuffle,16,1,dense/cooperative_shuffle/x16/full_lut_global,full_lut_global,0.035598557694513991,1
e1m0,fp32,dot,dense,cooperative_shuffle,16,2,dense/cooperative_shuffle/x16/full_lut_shared,full_lut_shared,0.035939651405819457,1
e1m0,fp32,dot,dense,cooperative_shuffle,16,3,dense/cooperative_shuffle/x16/direct_branchy,direct_branchy,0.039079140040500102,0
e1m0,fp32,dot,dense,cooperative_shuffle,16,4,dense/cooperative_shuffle/x16/exponent_only,exponent_only,0.039181884655282516,0
e1m0,fp32,dot,dense,scalar,1,1,dense/scalar/x1/full_lut_shared,full_lut_shared,0.036954055019602999,1
e1m0,fp32,dot,dense,scalar,1,2,dense/scalar/x1/full_lut_global,full_lut_global,0.039341488751498135,1
e1m0,fp32,dot,dense,scalar,1,3,dense/scalar/x1/direct_branchy,direct_branchy,0.042354547871952565,1
e1m0,fp32,dot,dense,scalar,1,4,dense/scalar/x1/exponent_only,exponent_only,0.042557043844096962,0
e1m0,fp32,dot,dense,scalar,1,5,dense/scalar/x1/generic,generic,0.045301885722757694,1
e1m0,fp32,dot,dense,thread_packet,2,1,dense/thread_packet/x2/full_lut_shared,full_lut_shared,0.034346587517682242,1
e1m0,fp32,dot,dense,thread_packet,2,2,dense/thread_packet/x2/full_lut_global,full_lut_global,0.036712624132633209,1
e1m0,fp32,dot,dense,thread_packet,2,3,dense/thread_packet/x2/exponent_only,exponent_only,0.041299585638375116,0
e1m0,fp32,dot,dense,thread_packet,2,4,dense/thread_packet/x2/direct_branchy,direct_branchy,0.041315806787768222,0
e1m0,fp32,dot,dense,thread_packet,4,1,dense/thread_packet/x4/full_lut_shared,full_lut_shared,0.029990063624547821,1
e1m0,fp32,dot,dense,thread_packet,4,2,dense/thread_packet/x4/full_lut_global,full_lut_global,0.032390227982367598,1
e1m0,fp32,dot,dense,thread_packet,4,3,dense/thread_packet/x4/direct_branchy,direct_branchy,0.036324677100548375,0
e1m0,fp32,dot,dense,thread_packet,4,4,dense/thread_packet/x4/exponent_only,exponent_only,0.036327938700831217,0
e1m0,fp32,dot,dense,thread_packet,8,1,dense/thread_packet/x8/full_lut_shared,full_lut_shared,0.028630709558549391,1
e1m0,fp32,dot,dense,thread_packet,8,2,dense/thread_packet/x8/full_lut_global,full_lut_global,0.030600565860515311,1
e1m0,fp32,dot,dense,thread_packet,8,3,dense/thread_packet/x8/exponent_only,exponent_only,0.035356778345066744,0
e1m0,fp32,dot,dense,thread_packet,8,4,dense/thread_packet/x8/direct_branchy,direct_branchy,0.035459303772953837,0
e1m0,fp32,dot,padded,scalar,1,1,padded/scalar/x1/exponent_only,exponent_only,0.03280877901448144,1
e1m0,fp32,dot,padded,scalar,1,2,padded/scalar/x1/direct_branchy,direct_branchy,0.032884324640754782,1
e1m0,fp32,dot,padded,scalar,1,3,padded/scalar/x1/full_lut_shared,full_lut_shared,0.034027140157181376,0
e1m0,fp32,dot,padded,scalar,1,4,padded/scalar/x1/full_lut_global,full_lut_global,0.035789981046443264,0
e1m0,fp32,dot,padded,scalar,1,5,padded/scalar/x1/generic,generic,0.037390476181393573,1
e1m0,fp32,dot,padded,thread_packet,2,1,padded/thread_packet/x2/full_lut_shared,full_lut_shared,0.024088530350906183,1
e1m0,fp32,dot,padded,thread_packet,2,2,padded/thread_packet/x2/full_lut_global,full_lut_global,0.026982643450909886,1
e1m0,fp32,dot,padded,thread_packet,2,3,padded/thread_packet/x2/exponent_only,exponent_only,0.031000654650669472,0
e1m0,fp32,dot,padded,thread_packet,2,4,padded/thread_packet/x2/direct_branchy,direct_branchy,0.031076873375090543,0
e1m0,fp32,dot,padded,thread_packet,4,1,padded/thread_packet/x4/full_lut_shared,full_lut_shared,0.021152828690500711,1
e1m0,fp32,dot,padded,thread_packet,4,2,padded/thread_packet/x4/full_lut_global,full_lut_global,0.023569433838589143,1
e1m0,fp32,dot,padded,thread_packet,4,3,padded/thread_packet/x4/direct_branchy,direct_branchy,0.026077354453007004,0
e1m0,fp32,dot,padded,thread_packet,4,4,padded/thread_packet/x4/exponent_only,exponent_only,0.026097541536603656,0
e1m0,fp32,dot,padded,thread_packet,8,1,padded/thread_packet/x8/full_lut_shared,full_lut_shared,0.018923064538195165,1
e1m0,fp32,dot,padded,thread_packet,8,2,padded/thread_packet/x8/full_lut_global,full_lut_global,0.021867235793257556,1
e1m0,fp32,dot,padded,thread_packet,8,3,padded/thread_packet/x8/direct_branchy,direct_branchy,0.025374997974799498,0
e1m0,fp32,dot,padded,thread_packet,8,4,padded/thread_packet/x8/exponent_only,exponent_only,0.025435951855387107,0
e1m0,fp32,gemv,dense,cooperative_shuffle,16,1,dense/cooperative_shuffle/x16/full_lut_shared,full_lut_shared,0.030208041359891583,1
e1m0,fp32,gemv,dense,cooperative_shuffle,16,2,dense/cooperative_shuffle/x16/full_lut_global,full_lut_global,0.03324403414514214,1
e1m0,fp32,gemv,dense,cooperative_shuffle,16,3,dense/cooperative_shuffle/x16/direct_branchy,direct_branchy,0.033626747141079522,0
e1m0,fp32,gemv,dense,cooperative_shuffle,16,4,dense/cooperative_shuffle/x16/exponent_only,exponent_only,0.033698879882662444,0
