distribution,benchmark_format,component,n,m,strategy,decode_kind,table_location,unpack,lanes,median_time_ms,speedup_vs_fp64,cv_percent
normal_0_1,e1m6,gemv,65536,1024,full_high_shared_x8,full_high_lut,shared,shift_mask,8,0.0716669536331325,2.0971620176817103,0.06787462507710512
uniform_0_1,e1m6,gemv,256,1024,e1_integer_x1,e1_integer,none,shift_mask,1,0.003347173425849751,1.001074649658936,0.23045669729043994
uniform_0_1,e1m6,gemv,1024,1024,full_high_global_x4,full_high_lut,global,shift_mask,4,0.003925780342767355,1.085997460530424,0.01089094915873989
uniform_0_1,e1m6,gemv,4096,1024,full_high_shared_x8,full_high_lut,shared,shift_mask,8,0.006070762360421423,1.2821458728180413,0.08108401425057324
uniform_0_1,e1m6,gemv,16384,1024,full_high_shared_x8,full_high_lut,shared,shift_mask,8,0.013299776790352215,3.272271394564639,0.04415721612433966
uniform_0_1,e1m6,gemv,65536,1024,full_high_shared_x8,full_high_lut,shared,shift_mask,8,0.050182028992535314,2.9926760527080347,0.11048517652683879
normal_0_1,e2m13,dot,4096,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004537909371512276,0.9572061812252544,0.008543138536762016
normal_0_1,e2m13,dot,65536,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004928204793572019,0.9440707603358065,0.014083371021799417
normal_0_1,e2m13,dot,1048576,1,fp32_bits_x8,fp32_bits,none,shift_mask,8,0.008724914766211811,1.0799690894617857,0.14908062606983602
normal_0_1,e2m13,dot,16777216,1,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.05378094140221091,1.3541472873700982,0.1516032318831247
normal_0_1,e2m13,dot,134217728,1,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.344277100129561,1.4618085044029443,0.20491230427763768
uniform_0_1,e2m13,dot,4096,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.00453753500509165,0.9575365661302404,0.004653319313087458
uniform_0_1,e2m13,dot,65536,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004927871591854563,0.942533117911269,0.011635690419698396
uniform_0_1,e2m13,dot,1048576,1,fp32_bits_x8,fp32_bits,none,shift_mask,8,0.007927216708621992,1.187631103639407,0.1670114390265635
uniform_0_1,e2m13,dot,16777216,1,fp32_bits_x4,fp32_bits,none,shift_mask,4,0.04677198813164648,1.557164699791354,0.07209334795498279
uniform_0_1,e2m13,dot,134217728,1,subnormal_shared_x8,subnormal_high_lut,shared,shift_mask,8,0.29719999313354495,1.693591815446174,0.08687909870434678
normal_0_1,e2m13,gemv,256,1024,fp32_bits_x1,fp32_bits,none,shift_mask,1,0.003922867249971823,0.8542776878926149,0.052234907565197795
normal_0_1,e2m13,gemv,1024,1024,fp32_bits_x4,fp32_bits,none,shift_mask,4,0.006185027720841401,0.6920567298060032,0.2672502443463103
normal_0_1,e2m13,gemv,4096,1024,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.013719269171388793,0.5691884090580629,0.21063466413783738
normal_0_1,e2m13,gemv,16384,1024,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.04158014129189884,1.0466832351569744,0.12483108162802815
normal_0_1,e2m13,gemv,65536,1024,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.15521919852808902,0.9679277240737292,0.14908162171030184
uniform_0_1,e2m13,gemv,256,1024,fp32_bits_x1,fp32_bits,none,shift_mask,1,0.00372812675052699,0.899337861564589,0.029639556168596856
uniform_0_1,e2m13,gemv,1024,1024,fp32_bits_x4,fp32_bits,none,shift_mask,4,0.005329599384926796,0.7999507326324695,0.23616476055973284
uniform_0_1,e2m13,gemv,4096,1024,fp32_bits_x4,fp32_bits,none,shift_mask,4,0.012481689453125,0.6211740542961776,0.06540342850174023
uniform_0_1,e2m13,gemv,16384,1024,fp32_bits_x4,fp32_bits,none,shift_mask,4,0.04001304956787791,1.0880008844902864,0.0970577783263232
uniform_0_1,e2m13,gemv,65536,1024,subnormal_shared_x8,subnormal_high_lut,shared,shift_mask,8,0.14376912161568614,1.0450964757144552,0.15728411071136106
normal_0_1,e2m29,dot,4096,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004540319151303562,0.9567383247258594,0.01646025286893751
normal_0_1,e2m29,dot,65536,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004932521036918589,0.944163026774454,0.006813254533930998
normal_0_1,e2m29,dot,1048576,1,prefix_global_x4,prefix_high_lut,global,shift_mask,4,0.010167628479003906,0.9270077401088217,0.21918753566218277
normal_0_1,e2m29,dot,16777216,1,prefix_global_x4,prefix_high_lut,global,shift_mask,4,0.07384377867732216,0.9917421624329538,0.14906432241001338
normal_0_1,e2m29,dot,134217728,1,prefix_global_x8,prefix_high_lut,global,shift_mask,8,0.500053342183431,1.0071586601110034,0.09967367141323051
uniform_0_1,e2m29,dot,4096,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004542394625303339,0.9562061170017533,0.028841837137691693
uniform_0_1,e2m29,dot,65536,1,word_masked_x2,direct_words_masked,none,shift_mask,2,0.004930781935455009,0.9420374120816458,0.007827273822248992
uniform_0_1,e2m29,dot,1048576,1,generic_x8,generic,none,shift_mask,8,0.009073478005149148,1.03779978446422,0.27811651549269434
uniform_0_1,e2m29,dot,16777216,1,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0.0627769520629345,1.1597181607870737,0.1761961321764064
uniform_0_1,e2m29,dot,134217728,1,prefix_shared_x8,prefix_high_lut,shared,shift_mask,8,0.4153279993269179,1.2120014488994109,0.07091954707870532
normal_0_1,e2m29,gemv,256,1024,word_branchy_x1,direct_words_branchy,none,shift_mask,1,0.004131360587926445,0.8113556021399846,0.11670815381782836
normal_0_1,e2m29,gemv,1024,1024,prefix_global_x4,prefix_high_lut,global,shift_mask,4,0.007086905321147313,0.6041935621395955,0.1764475319851688
normal_0_1,e2m29,gemv,4096,1024,prefix_global_x4,prefix_high_lut,global,shift_mask,4,0.01879060433511919,0.4152152187027026,0.23851100456605204
normal_0_1,e2m29,gemv,16384,1024,prefix_global_x8,prefix_high_lut,global,shift_mask,8,0.06844279267067133,0.636723393115946,0.17825753781648035
normal_0_1,e2m29,gemv,65536,1024,prefix_global_x8,prefix_high_lut,global,shift_mask,8,0.25501288397837496,0.5888893902700152,0.19073452498421875
uniform_0_1,e2m29,gemv,256,1024,word_branchy_x1,direct_words_branchy,none,shift_mask,1,0.003927735595015792,0.8532366128518902,0.026490103242879176
uniform_0_1,e2m29,gemv,1024,1024,word_branchy_x4,direct_words_branchy,none,shift_mask,4,0.006431771997819867,0.6642154987575632,0.2072727440402019
uniform_0_1,e2m29,gemv,4096,1024,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0.016121238689750652,0.480602416459473,0.20177421156946668
uniform_0_1,e2m29,gemv,16384,1024,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0.05731237967183271,0.7593722344178746,0.07617133852888888
uniform_0_1,e2m29,gemv,65536,1024,prefix_shared_x8,prefix_high_lut,shared,shift_mask,8,0.21612521185391192,0.6950105021453069,0.11873931161146788
normal_0_1,e3m12,dot,4096,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004537966064218775,0.9571533253171732,0.013208944865516397
normal_0_1,e3m12,dot,65536,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004927574694028904,0.9427556666164255,0.016324211714440946
normal_0_1,e3m12,dot,1048576,1,subnormal_global_x8,subnormal_high_lut,global,shift_mask,8,0.00863401415616647,1.091571426348456,0.9264262324701594
normal_0_1,e3m12,dot,16777216,1,subnormal_global_x8,subnormal_high_lut,global,shift_mask,8,0.050121904230442174,1.4620013743291644,0.09421147375736563
normal_0_1,e3m12,dot,134217728,1,subnormal_global_x8,subnormal_high_lut,global,shift_mask,8,0.3210083373049472,1.5690791128372783,0.16216971086268536
uniform_0_1,e3m12,dot,4096,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.004538047842605122,0.9571694169752071,0.008041002830368385
uniform_0_1,e3m12,dot,65536,1,word_masked_x1,direct_words_masked,none,shift_mask,1,0.00492817041825275,0.9448386285126072,0.007574868838368621
uniform_0_1,e3m12,dot,1048576,1,fp32_bits_x8,fp32_bits,none,shift_mask,8,0.00866536968545788,1.087789071482129,0.20418398901644785
uniform_0_1,e3m12,dot,16777216,1,subnormal_global_x8,subnormal_high_lut,global,shift_mask,8,0.05019687091227758,1.4596436060462794,0.1199842511538341
uniform_0_1,e3m12,dot,134217728,1,subnormal_global_x8,subnormal_high_lut,global,shift_mask,8,0.32123234931458816,1.5675831349554392,0.13339302225828634
normal_0_1,e3m12,gemv,256,1024,fp32_bits_x1,fp32_bits,none,shift_mask,1,0.003924249465729677,0.8541169104221427,0.04000875068799504
normal_0_1,e3m12,gemv,1024,1024,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.005751058291510403,0.7407180699528071,1.3353030770354983
normal_0_1,e3m12,gemv,4096,1024,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.012246618687088621,0.6306428723203663,0.15646953043590492
normal_0_1,e3m12,gemv,16384,1024,subnormal_global_x4,subnormal_high_lut,global,shift_mask,4,0.03834143846636116,1.1353766914392387,1.0822725650788727
normal_0_1,e3m12,gemv,65536,1024,subnormal_global_x8,subnormal_high_lut,global,shift_mask,8,0.14983110716848663,1.0026521470190508,0.10784518129980766
uniform_0_1,e3m12,gemv,256,1024,fp32_bits_x1,fp32_bits,none,shift_mask,1,0.003922683950120336,0.8542005532151733,0.04375190684476531
