gpu,compute_capability,distribution,benchmark_format,format,storage_bits,strategy,decode_kind,table_location,unpack,lanes,lookup_entry_bytes,shared_table_bytes,component,n,m,blocks,threads,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,main_array_unique_bytes,main_array_requested_bytes,useful_flops,main_array_unique_gb_per_s,main_array_requested_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,byte_quad_l2_x8,quad_high_lut,global,shift_mask,8,16,0,dot,4096,1,2,256,10,0,0,0,2212,10.714176177978516,0.0048436601166268155,2088,2088,8192,0.43107896708782878,0.43107896708782878,1.6912829973101022
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,full_high_global_x1,full_high_lut,global,shift_mask,1,4,0,dot,4096,1,16,256,10,0,0,1,2141,10.160608291625977,0.0047457301689051738,2312,2312,8192,0.48717476925860953,0.48717476925860953,1.726183265469952
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,byte_quad_shared_x8,quad_high_lut,shared,shift_mask,8,16,4096,dot,4096,1,2,256,10,0,0,2,2222,11.282719612121582,0.0050777315986145731,2088,2088,8192,0.41120724076272513,0.41120724076272513,1.6133188296591208
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,full_high_warp_x8,warp_high_lut,warp_register,shift_mask,8,4,0,dot,4096,1,2,256,10,0,0,3,2084,11.08022403717041,0.0053168061598706379,2088,2088,8192,0.39271696902540504,0.39271696902540504,1.5407746217701717
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,fp32_bits_x8,fp32_bits,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,4,2039,11.812064170837402,0.0057930672735838169,2088,2088,8192,0.36043082211753458,0.36043082211753458,1.4141040683845036
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,byte_quad_l2_x4,quad_high_lut,global,shift_mask,4,16,0,dot,4096,1,4,256,10,0,0,5,2265,10.960736274719238,0.0048391771632314519,2120,2120,8192,0.43809100772502607,0.43809100772502607,1.692849780794063
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,full_high_shared_x4,full_high_lut,shared,shift_mask,4,4,16,dot,4096,1,4,256,10,0,0,6,2243,10.602368354797363,0.0047268695295574516,2120,2120,8192,0.44849979182701982,0.44849979182701982,1.7330708937013899
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,byte_quad_shared_x4,quad_high_lut,shared,shift_mask,4,16,4096,dot,4096,1,4,256,10,0,0,7,2201,10.674847602844238,0.0048499989108787998,2120,2120,8192,0.43711350022053191,0.43711350022053191,1.6890725442483951
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,generic_x4,generic,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,8,2084,11.074848175048828,0.0053142265715205505,2120,2120,8192,0.39892917087150243,0.39892917087150243,1.5415225319713903
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m1,e0m1,2,fixed_integer_x4,fixed_integer,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,9,2298,10.58131217956543,0.0046045744906725106,2120,2120,8192,0.46041170672653581,0.46041170672653581,1.77910033089801
