gpu,compute_capability,distribution,benchmark_format,format,storage_bits,strategy,decode_kind,table_location,unpack,lanes,lookup_entry_bytes,shared_table_bytes,component,n,m,blocks,threads,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,main_array_unique_bytes,main_array_requested_bytes,useful_flops,main_array_unique_gb_per_s,main_array_requested_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,full_high_warp_x4,warp_high_lut,warp_register,shift_mask,4,4,0,dot,4096,1,4,256,10,0,0,0,2141,10.858400344848633,0.005071648923329581,4168,4168,8192,0.82182344697149745,0.82182344697149745,1.615253761418068
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,fp32_bits_x4,fp32_bits,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,1,2093,11.213727951049805,0.0053577295513854775,4168,4168,8192,0.77794146942750764,0.77794146942750764,1.5290058823296888
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,fixed_integer_x1,fixed_integer,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,0,2,2233,10.605888366699219,0.0047496141364528517,4360,4360,8192,0.91796930755646033,0.91796930755646033,1.7247716897941567
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,fp64_e11m52,64,raw_pointer_x1,none,none,scalar,1,0,0,dot,4096,1,16,256,10,0,0,3,2012,9.2441921234130859,0.0045945288883762854,65800,65800,8192,14.321381277298668,14.321381277298668,1.7829902040065455
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,word_branchy_x2,direct_words_branchy,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,4,2243,10.653823852539062,0.0047498100100486235,4232,4232,8192,0.89098300585641266,0.89098300585641266,1.724700563321298
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,pair_shared_x8,pair_high_lut,shared,shift_mask,8,8,2048,dot,4096,1,2,256,10,0,0,5,2141,11.213567733764648,0.0052375374749017512,4136,4136,8192,0.78968408719167893,0.78968408719167893,1.5640938206659172
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,word_masked_x8,direct_words_masked,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,6,2030,10.87600040435791,0.0053576356671713845,4136,4136,8192,0.77198231774943382,0.77198231774943382,1.5290326757745072
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,full_high_shared_x8,full_high_lut,shared,shift_mask,8,4,64,dot,4096,1,2,256,10,0,0,7,2222,11.09391975402832,0.004992763165629307,4136,4136,8192,0.82839899726721422,0.82839899726721422,1.6407748030979252
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,pair_l2_x2,pair_high_lut,global,shift_mask,2,8,0,dot,4096,1,8,256,10,0,0,8,2212,10.766880035400391,0.0048674864536168132,4232,4232,8192,0.86944258403747354,0.86944258403747354,1.6830041702351093
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,pair_l2_x4,pair_high_lut,global,shift_mask,4,8,0,dot,4096,1,4,256,10,0,0,9,2212,11.041760444641113,0.0049917542697292556,4168,4168,8192,0.83497699902324429,0.83497699902324429,1.6411064241838811
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,full_high_global_x2,full_high_lut,global,shift_mask,2,4,0,dot,4096,1,8,256,10,0,0,10,2181,10.356320381164551,0.004748427501680216,4232,4232,8192,0.89124241625306899,0.89124241625306899,1.7252027112346742
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,full_high_global_x8,full_high_lut,global,shift_mask,8,4,0,dot,4096,1,2,256,10,0,0,11,1375,6.8658881187438965,0.0049933731772682883,4136,4136,8192,0.82829779653333879,0.82829779653333879,1.6405743590911777
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,word_masked_x2,direct_words_masked,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,12,2222,10.552767753601074,0.0047492204111615997,4232,4232,8192,0.89109361823973665,0.89109361823973665,1.7249146787854259
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,13,2131,11.402976036071777,0.0053509976706108764,4136,4136,8192,0.77293997392598923,0.77293997392598923,1.5309294647973173
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m3,e0m3,4,fp32_bits_x1,fp32_bits,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,0,14,2161,10.795647621154785,0.0049956721985908309,4360,4360,8192,0.87275542242940984,0.87275542242940984,1.6398193625095701
