format,component,distribution,strategy,lanes,case_count,geomean_speedup_vs_fp64,mean_rank_within_format,wins,median_cv_percent
e0m1,gemv,normal_0_1,fp32_bits_x1,1,5,0.6379456953248149,36.2,0,0.11980222793389489
e0m1,gemv,normal_0_1,generic_x2,2,5,0.6106117817225191,39.4,0,0.15161606718802859
e0m1,gemv,normal_0_1,generic_x1,1,5,0.573219313854196,39.8,0,0.13953283719651335
e0m1,gemv,uniform_0_1,full_high_shared_x8,8,5,1.6247097241844897,7.8,1,0.07244156699248652
e0m1,gemv,uniform_0_1,pair_l2_x4,4,5,1.5876358855005204,4.0,1,0.2274053418969512
e0m1,gemv,uniform_0_1,pair_shared_x4,4,5,1.58449610397158,7.0,0,0.15642903429923424
e0m1,gemv,uniform_0_1,pair_shared_x8,8,5,1.5632701854668016,11.8,2,0.09027096669248805
e0m1,gemv,uniform_0_1,full_high_global_x8,8,5,1.5600480598804445,7.0,0,0.11813413911029867
e0m1,gemv,uniform_0_1,pair_l2_x8,8,5,1.5343000552725599,11.0,0,0.14993149296449562
e0m1,gemv,uniform_0_1,byte_quad_l2_x4,4,5,1.4786431579598218,7.0,0,0.2242282581014798
e0m1,gemv,uniform_0_1,byte_quad_shared_x4,4,5,1.462878041144813,11.8,0,0.09783425770792817
e0m1,gemv,uniform_0_1,full_high_global_x4,4,5,1.461666361090293,8.2,0,0.1299239907919432
e0m1,gemv,uniform_0_1,full_high_shared_x4,4,5,1.4411429699998035,14.2,0,0.14314825565746903
e0m1,gemv,uniform_0_1,word_masked_x8,8,5,1.399541837877795,13.6,0,0.11430984398949434
e0m1,gemv,uniform_0_1,word_branchy_x8,8,5,1.3987116648351696,14.2,0,0.08907873394394156
e0m1,gemv,uniform_0_1,word_masked_x4,4,5,1.3519784363767295,10.0,1,0.22681406139252835
e0m1,gemv,uniform_0_1,word_branchy_x4,4,5,1.3510570087111813,10.4,0,0.15637477793016177
e0m1,gemv,uniform_0_1,fixed_integer_x8,8,5,1.3107680810037927,17.2,0,0.10042770882658422
e0m1,gemv,uniform_0_1,fixed_integer_x4,4,5,1.2669081168072092,13.8,0,0.20086606595281495
e0m1,gemv,uniform_0_1,byte_quad_shared_x8,8,5,1.1874333425695993,23.0,0,0.15860839786418846
e0m1,gemv,uniform_0_1,byte_quad_l2_x8,8,5,1.1570677142228083,23.0,0,0.14175474537072186
e0m1,gemv,uniform_0_1,full_high_warp_x4,4,5,1.1445580563476185,19.8,0,0.12004725760117106
e0m1,gemv,uniform_0_1,full_high_warp_x8,8,5,1.1145023639841318,24.6,0,0.13312700910523506
e0m1,gemv,uniform_0_1,pair_l2_x2,2,5,1.08180251623985,18.6,0,0.17641173944979888
e0m1,gemv,uniform_0_1,pair_shared_x2,2,5,1.0647996130492883,21.8,0,0.10206260191447472
e0m1,gemv,uniform_0_1,full_high_global_x2,2,5,1.0482646751933398,21.2,0,0.15166227098625867
e0m1,gemv,uniform_0_1,full_high_shared_x2,2,5,1.0455124061579888,21.8,0,0.13433762791981657
e0m1,gemv,uniform_0_1,word_masked_x2,2,5,0.9820691739750053,21.6,0,0.12815108395316618
e0m1,gemv,uniform_0_1,word_branchy_x2,2,5,0.9818852771408154,22.2,0,0.15243262927874981
e0m1,gemv,uniform_0_1,fixed_integer_x2,2,5,0.9595199182927039,23.8,0,0.18313613215578606
e0m1,gemv,uniform_0_1,full_high_global_x1,1,5,0.9332568968902833,24.2,0,0.27595518254292656
