distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,samples,median_time_ms,q25_time_ms,q75_time_ms,mad_time_ms,min_time_ms,max_time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,134217728,15,0.49629626735564203,0.4961889020858272,0.4964268284459268,0.00012591577345322236,0.495963865710843,0.4966162712343277,268435456.0,2147483648.0,134217728.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,16777216,15,0.06836084726219353,0.06834772435201478,0.06837117067679832,1.135619554651357e-05,0.06831247795562041,0.06838665360129924,33554432.0,268435456.0,16777216.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,15,0.0054141711999123425,0.0054135983791313395,0.005415236736623715,6.83972186170563e-07,0.005413391481099972,0.005429089661857954,8192.0,65536.0,4096.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,65536,15,0.005422323986999971,0.005421986974271617,0.0054225324090560875,2.724783761155758e-07,0.005421473567647145,0.005422853168688322,131072.0,1048576.0,65536.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,1048576,15,0.008011258302095975,0.008008302969969907,0.008014214256724862,3.029098709944611e-06,0.007993525064333923,0.008023122583294661,2097152.0,16777216.0,1048576.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,134217728,15,0.49677418124291206,0.4965987205505371,0.49711793468844506,0.00020851627472912027,0.49628697672197897,0.4980737932266728,268435456.0,2147483648.0,134217728.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,16777216,15,0.0684330485691534,0.0684101670701927,0.06845667206238364,2.676972718995696e-05,0.06839207622492424,0.06852261819572092,33554432.0,268435456.0,16777216.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,15,0.005414622202550565,0.005414246953411988,0.005415493084868597,4.806411148848902e-07,0.005413871256749097,0.005431125109210254,8192.0,65536.0,4096.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,65536,15,0.0054946588185019124,0.0054884470865398105,0.005505197538349205,8.080057993144728e-06,0.005486466927442722,0.00550796029096592,131072.0,1048576.0,65536.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,1048576,15,0.008303633276021705,0.008301509358490895,0.008304517545468723,1.7036324884041332e-06,0.008285864986820683,0.008310231879715007,2097152.0,16777216.0,1048576.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,134217728,15,0.7175596485967222,0.7096368540888247,0.7200967125270678,0.007696732230808467,0.702080021733823,0.746246918388035,268435456.0,2147483648.0,134217728.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,16777216,15,0.07209443813417016,0.07204745222882526,0.07210794309290444,2.872187916826141e-05,0.07198423525182213,0.0721787336396008,33554432.0,268435456.0,16777216.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,15,0.005977839152018229,0.005976934560139974,0.005979596710205078,1.092529296874839e-06,0.005976439412434896,0.005983198038736979,8192.0,65536.0,4096.0
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,65536,15,0.006142445917844901,0.006141521836768211,0.00614322280472057,8.980904922439512e-07,0.006139717163810586,0.006148628074287789,131072.0,1048576.0,65536.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,1048576,15,0.0071254346712510686,0.007123673976283213,0.00712771929140108,2.3220636389351818e-06,0.007112109327798511,0.007135562000354084,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,134217728,15,0.46010277488014917,0.45994277433915576,0.4602240071152196,0.0001348148692737472,0.4597672838153261,0.46051198785955255,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,16777216,15,0.029566422553911603,0.029554761599187983,0.029582290126852796,1.3850486441834009e-05,0.02953021428356432,0.029588866560426478,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,4096,15,0.00553856978324547,0.005538201178932598,0.00553871528494792,2.399501759691239e-07,0.005537729957629577,0.005539871640583177,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,65536,15,0.005538891535725086,0.005538534028881093,0.005539200148606663,3.5726479467347583e-07,0.0055380467836021775,0.0055399957647178375,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,1048576,15,0.006506815254024514,0.006506369745811004,0.006507216158316767,4.4550821351029696e-07,0.006505265267760823,0.006507937786042823,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,134217728,15,0.245321445777768,0.2452466839649638,0.24542556825231332,9.128695628682348e-05,0.24518977618608317,0.24568603077872855,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,16777216,15,0.0190496254727185,0.019039585295901357,0.019071298766421132,2.122780241339481e-05,0.019024638065778875,0.019085131793383107,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,4096,15,0.005583815706104862,0.005581401404282801,0.0055894937730373295,2.9676241384713614e-06,0.005578891017980743,0.005591707062302974,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,65536,15,0.005547373070634894,0.005546661189882531,0.005548084710316904,7.116396820100804e-07,0.005545593489289164,0.0055498806844466375,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,1048576,15,0.006265800319616047,0.006265169854943841,0.006266352812534915,6.906804817146187e-07,0.006258875501522552,0.006267181680579477,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,134217728,15,0.1402685575396101,0.14025226040421246,0.1403037008838119,2.9608468028990975e-05,0.14010048803882064,0.1404901664947795,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,16777216,15,0.015555659763650084,0.01550170134966011,0.015567464309756227,1.9190534221908556e-05,0.015469388815482125,0.015576144475152136,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,4096,15,0.005771760408043256,0.005771305597373072,0.005772377633806412,5.847911544254805e-07,0.0057708832213116176,0.005773449912289072,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,65536,15,0.005772996680725743,0.005772755022437716,0.005773084992791278,1.9342262179769532e-07,0.0057725455212605074,0.005773592307211229,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,1048576,15,0.006266200906845159,0.006265790441671313,0.006266602522421092,4.19054489469127e-07,0.00626087344890078,0.0062672139255240495,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,134217728,15,0.09414136862453026,0.09412243094625353,0.09417762032038049,2.0860116693041664e-05,0.09411038024516045,0.09431676019596148,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,16777216,15,0.01621042972346847,0.016178430068246652,0.016230454566556946,2.5157070971056766e-05,0.01615968915121234,0.016238308764025478,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,4096,15,0.0057730084373837426,0.005772864071647624,0.005773241000067919,2.246751522362589e-07,0.005771805708270922,0.0057743239821049204,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,65536,15,0.0057738528810959925,0.005773630341289058,0.005774131115103811,2.7017612343541164e-07,0.005773089278052389,0.0057744415806491615,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,1048576,15,0.006507597970699079,0.006507102692324813,0.006507694918806381,4.2467486133929144e-07,0.006499147151715189,0.00650834036136859,2097152.0,2097152.0,1048576.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,134217728,15,0.24508276142057825,0.2450431448514344,0.24512052536010742,4.5119738969645606e-05,0.2446982274289991,0.245252718690966,268435456.0,268435456.0,134217728.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,16777216,15,0.01994086748146149,0.019917686301541615,0.019945589892835503,1.1085027671723507e-05,0.019907083856054098,0.019952529884246457,33554432.0,33554432.0,16777216.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,4096,15,0.005578495183756932,0.0055769781992225445,0.005582524334210806,3.366025618321139e-06,0.005574300499160055,0.0055841821462996885,8192.0,8192.0,4096.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,65536,15,0.005545848628399601,0.005545410925898251,0.005546770855223894,6.722774980819773e-07,0.005544269731351091,0.0055472709868207,131072.0,131072.0,65536.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,1048576,15,0.006380222364645052,0.006378029753496572,0.006381402254498261,1.7435916780965052e-06,0.006373389185819904,0.006383075514663755,2097152.0,2097152.0,524288.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,134217728,15,0.14647159954108815,0.14640047526595618,0.14651992061350605,7.096847685258978e-05,0.1463512099615418,0.14673330288122197,268435456.0,268435456.0,67108864.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,16777216,15,0.01822789809585099,0.018207676478061187,0.01825078884653577,2.192167382221097e-05,0.018198869430521455,0.018267649500398907,33554432.0,33554432.0,8388608.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,4096,15,0.00577219183689919,0.005771993913783446,0.005772431609429954,2.3091030170070692e-07,0.005771415407164047,0.005772968266634333,8192.0,8192.0,2048.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,65536,15,0.005773039510204288,0.005772853403891784,0.005773354830225992,2.2660613180520983e-07,0.005772408388020175,0.005773864452952201,131072.0,131072.0,32768.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,1048576,15,0.006277353520401091,0.0062770339134121615,0.006277655628778711,3.2784162954692386e-07,0.0062767662875921225,0.006278027216936534,2097152.0,2097152.0,262144.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,134217728,15,0.09962888372024434,0.09957294016076415,0.0996762410106275,5.025671632498396e-05,0.09935076284728594,0.09975581201130912,268435456.0,268435456.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,16777216,15,0.015708777050223787,0.015705012046760364,0.015710519683444807,3.3724782617650106e-06,0.01570109628681835,0.015713461668206603,33554432.0,33554432.0,4194304.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,4096,15,0.005772888866879455,0.005772690676274363,0.005772959885179613,1.4250848270891403e-07,0.005772112620342845,0.005773585365291635,8192.0,8192.0,1024.0
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,65536,15,0.005773586113761568,0.005773415016228757,0.00577387970157355,2.6102095204358355e-07,0.005773080598323717,0.005774401743477637,131072.0,131072.0,16384.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,1048576,15,0.00697914465314391,0.006978774484182369,0.006979569947788481,4.4431300521598216e-07,0.006978071907352161,0.006980069110848311,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,134217728,15,0.4620305552627101,0.4619258244832357,0.4622763575929584,0.00017553387266217024,0.4617037628636216,0.4625405976266572,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,16777216,15,0.02976198330731459,0.029747966981269944,0.029783211291675837,1.721717941929185e-05,0.02973079412755832,0.029805430560044838,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,4096,15,0.005535243179997787,0.005535109289761248,0.005535724010373571,1.8885570206642055e-07,0.005534786074032337,0.005536457118142415,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,65536,15,0.0055363594058902895,0.005536226627590252,0.005536797341336025,3.279856955300253e-07,0.005535906096115075,0.005537078738154349,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,2,1,1048576,15,0.006410422994193097,0.006408543257511538,0.0064122493654688644,2.1202792569096837e-06,0.006391376588817163,0.00641493117623446,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,2,1,134217728,15,0.2448545518468638,0.2447926568203285,0.24494373602945296,6.714805227808762e-05,0.24459279169801806,0.2450706919685739,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,2,1,16777216,15,0.018922436682320767,0.018918789674350463,0.0189405424421569,1.4647987830383041e-05,0.01890539795101743,0.018968769515661454,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,2,1,4096,15,0.005536222552684382,0.005536015891649614,0.005536397456174817,2.0666103476771336e-07,0.005535856629934747,0.005536731621380118,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,2,1,65536,15,0.00553670562897111,0.005536681727359169,0.005536978585379464,1.285906722370972e-07,0.005536192700378877,0.005537684160963933,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,1048576,15,0.006101154455483147,0.006093565589608576,0.006106140480962155,7.050985554458121e-06,0.006067743831766615,0.00611587836634825,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,134217728,15,0.1396581703257338,0.13963902553665303,0.13971439254618137,2.6916789117259476e-05,0.1395170087012175,0.13988665108368775,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,16777216,15,0.015411750843982823,0.015380068646361496,0.015417705940095006,1.207945362621636e-05,0.015333213553523385,0.015430103074635892,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,4096,15,0.005536285147461662,0.005536142403037757,0.005536467058124193,1.5855248407335015e-07,0.005535604221168454,0.00553766257216705,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,65536,15,0.0055369771760085534,0.005536764595896153,0.0055371115360353974,2.0529836269444351e-07,0.005536457118142415,0.005537276902222281,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,1048576,15,0.006264225691712638,0.006263590407097477,0.006264702279739619,6.019010314623624e-07,0.0062590930902845805,0.006265279018517696,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,134217728,15,0.09453527029458579,0.09447521977610403,0.09455168711674677,4.591879906593044e-05,0.09434867834115958,0.09472166408192027,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,16777216,15,0.016409974668468833,0.016400570177849922,0.01645453406957573,2.1211366920372704e-05,0.01638497651078319,0.01646831502744563,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,4096,15,0.005537015510801161,0.005536818821574184,0.005537629493549389,2.94789809165627e-07,0.005536507437636689,0.005538587560429178,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,65536,15,0.005538497246046426,0.005538361920988109,0.005538982141089013,2.5453434786791573e-07,0.005537876788948923,0.005539674171159566,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,2,1,1048576,15,0.006399910805751061,0.006398209484754532,0.006406218278116001,2.280640973810824e-06,0.006386601314247318,0.006417977517856522,2097152.0,2097152.0,1048576.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,2,1,134217728,15,0.24427612366214876,0.24418528618351107,0.24431535505479382,7.121793685421762e-05,0.2440340595860635,0.24440516194989603,268435456.0,268435456.0,134217728.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,2,1,16777216,15,0.019390916613661664,0.019367517181980768,0.019396925183213336,7.633608114385182e-06,0.01934699281852621,0.019405242796323437,33554432.0,33554432.0,16777216.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,2,1,4096,15,0.00553612352853798,0.0055359537055693474,0.005536439504968115,2.3163944841853717e-07,0.005535614289433123,0.005537588280367564,8192.0,8192.0,4096.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,2,1,65536,15,0.005536296976794833,0.005536117376673204,0.005536468889751723,2.031275046178102e-07,0.005535468626558111,0.0055366878574745915,131072.0,131072.0,65536.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,4,1,1048576,15,0.006172062832152464,0.006169256363697331,0.006174264311854799,2.486346801164503e-06,0.006155950213791034,0.006198415740785635,2097152.0,2097152.0,524288.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,4,1,134217728,15,0.1426396999719008,0.14257373449937352,0.14271894490943765,6.943828654737416e-05,0.1425433968597988,0.14290686373440725,268435456.0,268435456.0,67108864.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,4,1,16777216,15,0.016962321892891836,0.016912527637934622,0.016964580264129236,8.907670395984224e-06,0.016906469038105262,0.01697122956328782,33554432.0,33554432.0,8388608.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,4,1,4096,15,0.005536290372437515,0.005536129983828162,0.005536649879860182,3.212328681632959e-07,0.005535312093050355,0.005537574848260711,8192.0,8192.0,2048.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,4,1,65536,15,0.005536362690291381,0.005536007998612126,0.00553643339373208,1.8932549237030138e-07,0.005535874108375587,0.005537135025550579,131072.0,131072.0,32768.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,8,1,1048576,15,0.006133616382114696,0.006133081301437434,0.00613853644007897,2.9060983683156655e-06,0.006120123131377736,0.006157629425324346,2097152.0,2097152.0,262144.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,8,1,134217728,15,0.09390580058097839,0.09389520287513733,0.09395009875297547,2.6202201843253392e-05,0.09368079900741577,0.094023197889328,268435456.0,268435456.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,8,1,16777216,15,0.014589836222105175,0.014553294742186688,0.014594625210814888,1.4403442585811388e-05,0.01454815050450767,0.014604239664690986,33554432.0,33554432.0,4194304.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,8,1,4096,15,0.005536712672909789,0.005536237487339961,0.005536926199692656,2.534008450823591e-07,0.005535873194132507,0.005537409171321969,8192.0,8192.0,1024.0
normal_0_1,dot,fp8_e4m3,8,fp32,vector_packet,8,1,65536,15,0.005537192572443552,0.005536745435294713,0.005537490975687234,3.451749119700101e-07,0.005536235624110365,0.005537867487616957,131072.0,131072.0,16384.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_single,1,1,1048576,15,0.007217071685146408,0.007216675999514224,0.007217477442776503,4.633119038664757e-07,0.007209945890510665,0.007218365505220808,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_single,1,1,134217728,15,0.47560998797416687,0.4754125028848648,0.4757020026445389,0.00016999244689941406,0.47487398982048035,0.47603800892829895,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_single,1,1,16777216,15,0.03162931706864021,0.03161170027848613,0.03164665823037914,1.8682093978615588e-05,0.031563929739715044,0.03168850827079288,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_single,1,1,4096,15,0.005537074669859463,0.0055367940649352874,0.005537395668507817,3.37012728353521e-07,0.0055365292350749926,0.005538678468020638,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_single,1,1,65536,15,0.005537825522662924,0.005537751277206123,0.005537907364189564,8.184152663990446e-08,0.0055373153608112395,0.005538483195290169,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,1048576,15,0.0066224685660353656,0.0066220089121981785,0.006623576621751528,7.029052253243809e-07,0.006612234287433796,0.006624594465032354,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,134217728,15,0.25606779324806345,0.25601112236410883,0.2561434567984888,6.670871023406466e-05,0.25589965561688954,0.25632271524203026,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,16777216,15,0.021352862706900146,0.02132715483296497,0.02137501900090224,2.408380488260614e-05,0.021315449640060328,0.021387297809754062,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,4096,15,0.005537329895079933,0.00553702128399486,0.005537709996347555,3.166330857541644e-07,0.005536474844183679,0.005539024424753468,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,65536,15,0.0055379933034046544,0.005537796862397842,0.005538118885334009,1.57152805450346e-07,0.005537287051213495,0.005538683653228595,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,4,1,1048576,15,0.006440979866248728,0.006430948762957397,0.006450253764876809,1.0298195819812353e-05,0.006412258126953397,0.006477060190553389,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,4,1,134217728,15,0.15467612276372222,0.15460387456048394,0.15470482639430727,5.7072983574602e-05,0.1543996653605982,0.15482325406418634,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,4,1,16777216,15,0.018289827218451224,0.01823318881421395,0.018297164093160852,1.1969433517337175e-05,0.018219617983918048,0.018307906734365068,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,4,1,4096,15,0.005649915950264997,0.005647528909161657,0.0056512094067480275,1.6289556811670616e-06,0.005646131709664168,0.005652183544136093,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,4,1,65536,15,0.005652061492602817,0.005651420204430627,0.005652575844411269,5.85606049806689e-07,0.005650081945963864,0.0056533912571865045,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,8,1,1048576,15,0.006476438359210366,0.006473438520180551,0.0064831138180013285,4.227746996963294e-06,0.0064629300644523215,0.0064944912467086524,2097152.0,2097152.0,2097152.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,8,1,134217728,15,0.11494646072387696,0.11487200076763446,0.11500492095947265,6.178342379055402e-05,0.11456516706026518,0.1153105222261869,268435456.0,268435456.0,268435456.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,8,1,16777216,15,0.01791813895312703,0.017882415792618435,0.017952509533995735,3.585524836405632e-05,0.017869517413532966,0.01796981700569639,33554432.0,33554432.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,8,1,4096,15,0.005701129257534665,0.005700067746437202,0.005705297714861484,1.5032493461998586e-06,0.005698758233834698,0.005707079908172386,8192.0,8192.0,8192.0
normal_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,8,1,65536,15,0.0057735728646466835,0.005773333494296807,0.00577394810027467,3.830877368798946e-07,0.005772822393390708,0.00577424338715757,131072.0,131072.0,131072.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,2,1,1048576,15,0.006623401198276254,0.006623065275559017,0.006623872896520102,3.992125045416267e-07,0.006616340329954047,0.006624617227693883,2097152.0,2097152.0,1048576.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,2,1,134217728,15,0.2549835948620812,0.25494264344037587,0.255046779826536,4.8265618793064125e-05,0.2547997296866724,0.2552043462203721,268435456.0,268435456.0,134217728.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,2,1,16777216,15,0.021963285363238792,0.021950660312425305,0.021992786303042598,2.643413205845324e-05,0.021936180127031753,0.022005488139227775,33554432.0,33554432.0,16777216.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,2,1,4096,15,0.005537565816554576,0.005537410759415466,0.005537761460750475,1.7936076592960787e-07,0.005537027734256787,0.0055392291567741185,8192.0,8192.0,4096.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,2,1,65536,15,0.005538022433783336,0.005537771479545879,0.005538208057955133,2.5842741839879335e-07,0.005537472311237825,0.005538394164267637,131072.0,131072.0,65536.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,4,1,1048576,15,0.006406558526528848,0.006404720716648274,0.006408702951293808,2.18013385394622e-06,0.0063912250974156835,0.006424666525007368,2097152.0,2097152.0,524288.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,4,1,134217728,15,0.15729225442764608,0.15723897548432045,0.15737225147003825,7.080524525743259e-05,0.15719216935178068,0.15764868513066718,268435456.0,268435456.0,67108864.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,4,1,16777216,15,0.01898067555529006,0.01897572727068096,0.019015444085953084,5.855966121591505e-06,0.0189713254888007,0.019026246307589485,33554432.0,33554432.0,8388608.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,4,1,4096,15,0.0056465056947040074,0.0056403249653462825,0.005647667047336017,1.575741065940571e-06,0.005637311693375485,0.005652548213900648,8192.0,8192.0,2048.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,4,1,65536,15,0.005557285335487472,0.005542163839359245,0.005558754393678464,2.3632468339690807e-06,0.0055410776309624404,0.005560399053577416,131072.0,131072.0,32768.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,8,1,1048576,15,0.006493832397460937,0.0064801450093587235,0.006495863596598307,2.611287434895783e-06,0.00647017822265625,0.006502741495768229,2097152.0,2097152.0,262144.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,8,1,134217728,15,0.1140895990224985,0.11401366087106558,0.11412208997286283,5.0464043250444957e-05,0.11396997158343976,0.11454252096322867,268435456.0,268435456.0,33554432.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,8,1,16777216,15,0.017675999591225074,0.017663221610219854,0.017686336918881065,1.220954091925644e-05,0.017653011020861174,0.017692757907666657,33554432.0,33554432.0,4194304.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,8,1,4096,15,0.005644133406775062,0.0056379858717036085,0.00564908402754395,5.435654319092646e-06,0.005637354990589848,0.0056499735771464625,8192.0,8192.0,1024.0
normal_0_1,dot,fp8_e4m3,8,fp64,vector_packet,8,1,65536,15,0.00560530121930821,0.005600534989210422,0.005610826248656252,4.933979696856126e-06,0.005598738759815574,0.005622546829863222,131072.0,131072.0,16384.0
normal_0_1,dot,fp8_e5m2,8,fp16,scalar_single,1,1,1048576,15,0.00685314038270454,0.006851253385153761,0.006858783568160097,5.140344136978295e-06,0.006844414856282648,0.006868865550730309,2097152.0,2097152.0,2097152.0
