distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,samples,median_time_ms,q25_time_ms,q75_time_ms,mad_time_ms,min_time_ms,max_time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions
normal_0_1,dot,bf16_e8m7,16,bf16,packed_arithmetic,8,1,1048576,15,0.006010935778828042,0.006005336297552319,0.0060277600523897515,7.256636009277118e-06,0.005998343023542262,0.006034608477300238,2097152.0,4194304.0,262144.0
normal_0_1,dot,bf16_e8m7,16,bf16,packed_arithmetic,8,1,134217728,15,0.12983522917094983,0.12980645581295613,0.12987143533271656,2.9471882602633004e-05,0.12977937229892664,0.1299107367532295,268435456.0,536870912.0,33554432.0
normal_0_1,dot,bf16_e8m7,16,bf16,packed_arithmetic,8,1,16777216,15,0.02300414646106363,0.022989286673616872,0.02301809186980766,1.5314709743495525e-05,0.022975898960313025,0.02303107453601674,33554432.0,67108864.0,4194304.0
normal_0_1,dot,bf16_e8m7,16,bf16,packed_arithmetic,8,1,4096,15,0.005343074246678298,0.0053422028904980805,0.00534606365785697,1.2871563113041676e-06,0.005339825486598966,0.005361577118653302,8192.0,16384.0,1024.0
normal_0_1,dot,bf16_e8m7,16,bf16,packed_arithmetic,8,1,65536,15,0.005351724295780577,0.00535025032870288,0.00535311933808726,1.4976914880313746e-06,0.005348792334495507,0.005354735181836659,131072.0,262144.0,16384.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_single,1,1,1048576,15,0.006875474016823872,0.006867796687756554,0.006876053690283289,2.1509229614332173e-06,0.006864140285935617,0.0068790089101696626,2097152.0,4194304.0,2097152.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_single,1,1,134217728,15,0.47962599992752075,0.4794284999370575,0.4796764999628067,0.00014200806617736816,0.4792729914188385,0.48021700978279114,268435456.0,536870912.0,268435456.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_single,1,1,16777216,15,0.0668110303138489,0.0667930607382021,0.06682827265839598,1.767998961009487e-05,0.06674440375201779,0.06689943461657659,33554432.0,67108864.0,33554432.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_single,1,1,4096,15,0.005277445216378766,0.005273381155170128,0.0052781157388896525,1.3253408039873987e-06,0.005271313433161753,0.005280015949241653,8192.0,16384.0,8192.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_single,1,1,65536,15,0.005319965260946722,0.005319810086820663,0.005320213031537885,2.1659721762424394e-07,0.005319019899529926,0.005320507446732417,131072.0,262144.0,131072.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,2,1,1048576,15,0.006175540165347947,0.006172835365843378,0.006177794472288689,2.4927255198436277e-06,0.006169635287964542,0.006180455012874709,2097152.0,4194304.0,2097152.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,2,1,134217728,15,0.25950675175107757,0.25945075627031,0.2596408252058358,7.394264484278379e-05,0.2593335118787042,0.25978869405286065,268435456.0,536870912.0,268435456.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,2,1,16777216,15,0.039148033142089846,0.03914001083374023,0.03915733337402344,9.045918782556173e-06,0.039122517903645834,0.039193257649739584,33554432.0,67108864.0,33554432.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,2,1,4096,15,0.00531886273119823,0.005318654531455902,0.005319155727524355,2.775996564381364e-07,0.0053183691185641,0.005331817075430629,8192.0,16384.0,8192.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,2,1,65536,15,0.0053202270558386135,0.005320015052954355,0.005320591005412015,3.634980230617785e-07,0.0053197271896131115,0.005321954687436421,131072.0,262144.0,131072.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,4,1,1048576,15,0.005975608989668431,0.00597103509385377,0.005986519105840537,7.428513106193246e-06,0.005968180476562238,0.005988212761732919,2097152.0,4194304.0,2097152.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,4,1,134217728,15,0.15904976694207443,0.1589904835349635,0.15906543229755604,2.6612532766229213e-05,0.15892648194965564,0.15911107314260384,268435456.0,536870912.0,268435456.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,4,1,16777216,15,0.026750269220836127,0.02673692489737895,0.026764358157542214,1.916422772763396e-05,0.026672059030675176,0.026793074252000497,33554432.0,67108864.0,33554432.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,4,1,4096,15,0.005368418150782061,0.005365690372021651,0.005370106531692006,2.6262150081010974e-06,0.005360492450991781,0.005384504358303739,8192.0,16384.0,8192.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,4,1,65536,15,0.005404373551157198,0.0054021088065804215,0.005406077965688149,2.0701597636778313e-06,0.005398536934462967,0.005409229590271234,131072.0,262144.0,131072.0
normal_0_1,dot,bf16_e8m7,16,bf16,scalar_unrolled,8,1,1048576,15,0.006689385020922963,0.006689294052558499,0.006689713050129745,2.7317664074745507e-07,0.006684027391577093,0.006690259946505953,2097152.0,4194304.0,2097152.0
