gpu,compute_capability,distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,round,sample,batch_iterations,time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,result_checksum,max_abs_error,relative_l2_error,useful_gflop_per_s,effective_gb_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,scalar_unrolled,4,1,4096,0,0,2021,0.0053290688478374532,8192,8192,8192,1021.0188589096069,0,0,1.5372291546438417,1.5372291546438417
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,scalar_unrolled,4,1,4096,0,0,2151,0.005255289490086597,8192,8192,8192,1021.0188751220703,1.621246337890625e-05,1.587871099288047e-08,1.5588104167150287,1.5588104167150287
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,scalar_unrolled,8,1,4096,0,0,1687,0.005502387625123879,8192,8192,8192,1021,0.018858909606933594,1.847067705201243e-05,1.4888082334649348,1.4888082334649348
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,scalar_unrolled,2,1,4096,0,0,2084,0.0052114242326732792,8192,8192,8192,1021.0188751220703,1.621246337890625e-05,1.587871099288047e-08,1.5719311332667674,1.5719311332667674
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,vector_packet,2,1,4096,0,0,1978,0.0053498241127561876,8192,8192,4096,1021.1875,0.16864109039306641,0.00016516941770611956,1.5312652953331478,1.5312652953331478
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,scalar_unrolled,8,1,4096,0,0,2084,0.0052837158576540663,8192,8192,8192,1021.0188293457031,2.956390380859375e-05,2.8955296516429094e-08,1.5504240236788946,1.5504240236788946
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,scalar_unrolled,4,1,4096,0,0,2039,0.0054809767688940182,8192,8192,8192,1020.75,0.26885890960693359,0.00026332413672952175,1.4946241054134275,1.4946241054134275
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,scalar_single,1,1,4096,0,0,2056,0.0052843891692996485,8192,8192,8192,1021.0188589096069,0,0,1.5502264760499656,1.5502264760499656
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,4096,0,0,2056,0.0053249959351951513,8192,8192,1024,1021.0188589096069,0,0,1.5384049302001539,1.5384049302001539
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,vector_packet,2,1,4096,0,0,2065,0.0052845712435447565,8192,8192,4096,1021.0188589096069,0,0,1.5501730646562375,1.5501730646562375
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,scalar_unrolled,2,1,4096,0,0,2030,0.0052840195265896799,8192,8192,8192,1021.0188589096069,0,0,1.5503349218860927,1.5503349218860927
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,vector_packet,4,1,4096,0,0,2103,0.0052401941274950407,8192,8192,2048,1021.0188751220703,1.621246337890625e-05,1.587871099288047e-08,1.5633008626564004,1.5633008626564004
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,vector_packet,8,1,4096,0,0,2093,0.0052814369730213532,8192,8192,1024,1021.0188293457031,2.956390380859375e-05,2.8955296516429094e-08,1.5510930153756242,1.5510930153756242
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,scalar_unrolled,2,1,4096,0,0,1995,0.0053539448214652841,8192,8192,8192,1021.1875,0.16864109039306641,0.00016516941770611956,1.5300867441061876,1.5300867441061876
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,vector_packet,2,1,4096,0,0,2030,0.0052064313089906292,8192,8192,4096,1021.0188751220703,1.621246337890625e-05,1.587871099288047e-08,1.5734386019563529,1.5734386019563529
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,scalar_single,1,1,4096,0,0,1796,0.0053489351591182446,8192,8192,8192,1020.9375,0.081358909606933594,7.9684041971389747e-05,1.5315197803501559,1.5315197803501559
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,4096,0,0,2012,0.0053268706585256525,8192,8192,2048,1021.0188589096069,0,0,1.5378635084538255,1.5378635084538255
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,scalar_single,1,1,4096,0,0,1962,0.0051913066984559664,8192,8192,8192,1021.018856048584,2.86102294921875e-06,2.8021254693318478e-09,1.5780227360553596,1.5780227360553596
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,scalar_unrolled,8,1,4096,0,0,2004,0.0053638165106554472,8192,8192,8192,1021.0188589096069,0,0,1.5272707378647739,1.5272707378647739
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,vector_packet,4,1,4096,0,0,2021,0.0054781907622853112,8192,8192,2048,1020.75,0.26885890960693359,0.00026332413672952175,1.4953842163361577,1.4953842163361577
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,vector_packet,8,1,4096,0,0,2030,0.0054977576720890743,8192,8192,1024,1021,0.018858909606933594,1.847067705201243e-05,1.4900620377629612,1.4900620377629612
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,vector_packet,4,1,4096,0,1,2103,0.0052199560973511614,8192,8192,2048,1021.0188751220703,1.621246337890625e-05,1.587871099288047e-08,1.5693618580732864,1.5693618580732864
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp32,scalar_single,1,1,4096,0,1,1962,0.0051903773277663795,8192,8192,8192,1021.018856048584,2.86102294921875e-06,2.8021254693318478e-09,1.5783052912504409,1.5783052912504409
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,4096,0,1,2056,0.0053280309016602509,8192,8192,1024,1021.0188589096069,0,0,1.5375286200850145,1.5375286200850145
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,4096,0,1,2012,0.0053279684267745573,8192,8192,2048,1021.0188589096069,0,0,1.5375466488939518,1.5375466488939518
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp64,scalar_single,1,1,4096,0,1,2056,0.0052846382564143909,8192,8192,8192,1021.0188589096069,0,0,1.5501534073891829,1.5501534073891829
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,vector_packet,8,1,4096,0,1,2030,0.0055007685581451565,8192,8192,1024,1021,0.018858909606933594,1.847067705201243e-05,1.4892464413667896,1.4892464413667896
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,vector_packet,2,1,4096,0,1,1978,0.0053457148275192152,8192,8192,4096,1021.1875,0.16864109039306641,0.00016516941770611956,1.5324423887762191,1.5324423887762191
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e5m2,8,fp16,scalar_unrolled,2,1,4096,0,1,1995,0.0053494694836456374,8192,8192,8192,1021.1875,0.16864109039306641,0.00016516941770611956,1.5313668065673667,1.5313668065673667
