gpu,compute_capability,distribution,component,storage,storage_bits,arithmetic,family,lanes,logical_values,repeats,round,sample,batch_iterations,time_ms,logical_storage_bytes,modeled_load_instructions,modeled_conversions,useful_flops,values_per_s,effective_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,2,1107296256,4096,0,0,114,0.12981725993909335,0,0,0,2214592512,8529653580113.4043,0,17059.30716022681
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,8,134217728,1,0,0,52,0.2903470809643085,1073741824,134217728,134217728,0,462266496891.34979,3698.1319751307983,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,4,134217728,1,0,0,60,0.25177973111470542,1073741824,67108864,0,0,533075984336.69501,4264.60787469356,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_single,1,134217728,1,0,0,34,0.44428612204159007,1073741824,134217728,0,0,302097502805.71613,2416.7800224457292,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,8,134217728,1,0,0,59,0.25256352505441437,1073741824,67108864,134217728,0,531421661029.96478,4251.373288239718,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,1,553648128,4096,0,0,143,0.10333896183467411,0,0,0,1107296256,5357593284958.1826,0,10715.186569916365
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,2,69206016,256,0,0,1215,0.010016763946156443,2162688,270336,69206016,0,6909019357150.291,215.90685491094661,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,4,2214592512,4096,0,0,90,0.16413439644707573,0,0,0,4429185024,13492555856286.244,0,26985.111712572489
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,2,134217728,1,0,0,52,0.29109047009394717,1073741824,67108864,0,0,461085957079.53705,3688.6876566362962,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,2,134217728,1,0,0,52,0.2914756994981032,1073741824,134217728,0,0,460476561960.77997,3683.8124956862398,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,4,138412032,256,0,0,878,0.014458459710748972,4325376,540672,138412032,0,9573082801973.6582,299.15883756167682,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,8,276824064,256,0,0,569,0.023885891181932392,8650752,1081344,276824064,0,11589438379816.174,362.16994936925545,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_single,1,134217728,1,0,0,34,0.44427481819601622,1073741824,134217728,134217728,0,302105189182.21124,2416.8415134576899,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,8,134217728,1,0,0,59,0.25322033187090343,1073741824,67108864,0,0,530043251299.53137,4240.3460103962507,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,1,34603008,256,0,0,1375,0.0085157006003639922,1081344,135168,34603008,0,4063436424540.4473,126.98238826688898,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,4,134217728,1,0,0,60,0.25185066858927407,1073741824,67108864,134217728,0,532925835582.69781,4263.4066846615824,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,8,134217728,1,0,0,52,0.29101969645573544,1073741824,134217728,0,0,461198089457.88904,3689.5847156631121,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,2,134217728,1,0,0,52,0.2915833913362943,1073741824,134217728,134217728,0,460306492029.24438,3682.4519362339552,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,4,134217728,1,0,0,59,0.25215890852071471,1073741824,134217728,134217728,0,532274385177.9248,4258.1950814233987,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,8,4429185024,4096,0,0,49,0.30774073698082749,0,0,0,8858370048,14392586004224.531,0,28785.172008449063
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,2,134217728,1,0,0,52,0.29092308191152721,1073741824,67108864,134217728,0,461351251740.20062,3690.8100139216049,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,4,134217728,1,0,0,60,0.25201387405395509,1073741824,134217728,0,0,532580710105.12927,4260.6456808410339,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,2,134217728,1,0,1,52,0.29074522165151745,1073741824,67108864,134217728,0,461633478402.85815,3693.0678272228652,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,4,138412032,256,0,1,878,0.014456674015331921,4325376,540672,138412032,0,9574265273824.957,299.19578980702988,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,8,134217728,1,0,1,52,0.29009969417865461,1073741824,134217728,0,0,462660701453.00995,3701.2856116240796,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,2,134217728,1,0,1,52,0.29140246831453764,1073741824,134217728,0,0,460592282475.54303,3684.7382598043441,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,4,134217728,1,0,1,60,0.25168479283650719,1073741824,67108864,134217728,0,533277066474.12335,4266.2165317929866,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,2,134217728,1,0,1,52,0.29082523859464204,1073741824,67108864,0,0,461506465699.40686,3692.051725595255,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,4,134217728,1,0,1,60,0.25189545949300129,1073741824,67108864,0,0,532831073137.02545,4262.6485850962035,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_single,1,134217728,1,0,1,34,0.44424564698163199,1073741824,134217728,134217728,0,302125026799.75482,2417.0002143980387,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,2,134217728,1,0,1,52,0.29146214631887585,1073741824,134217728,134217728,0,460497974420.17847,3683.9837953614278,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_single,1,134217728,1,0,1,34,0.44417883368099437,1073741824,134217728,0,0,302170472392.19434,2417.3637791375545,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,4,2214592512,4096,0,1,90,0.16406115425957574,0,0,0,4429185024,13498579368130.594,0,26997.158736261186
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,4,134217728,1,0,1,59,0.25218439910371426,1073741824,134217728,134217728,0,532220583339.10309,4257.7646667128247,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,8,4429185024,4096,0,1,49,0.30768914125403579,0,0,0,8858370048,14394999465851.006,0,28789.998931702012
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,8,134217728,1,0,1,52,0.29098277825575608,1073741824,134217728,134217728,0,461256603585.07825,3690.0528286806261,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,4,134217728,1,0,1,60,0.25187840461730959,1073741824,134217728,0,0,532867151528.62415,4262.9372122289933,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,1,34603008,256,0,1,1375,0.0085180976174094453,1081344,135168,34603008,0,4062292961902.4014,126.94665505945004,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,1,553648128,4096,0,1,143,0.10303664040732217,0,0,0,1107296256,5373313083688.7773,0,10746.626167377555
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,8,276824064,256,0,1,569,0.023899557720378748,8650752,1081344,276824064,0,11582811164909.416,361.96284890341923,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,8,134217728,1,0,1,59,0.25281898045943957,1073741824,67108864,134217728,0,530884697644.49866,4247.0775811559888,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,8,134217728,1,0,1,59,0.25203958608336369,1073741824,67108864,0,0,532526378438.05469,4260.2110275044379,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,2,69206016,256,0,1,1215,0.0099671438397694028,2162688,270336,69206016,0,6943414995564.1787,216.98171861138059,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,2,1107296256,4096,0,1,114,0.12983438424896776,0,0,0,2214592512,8528528574346.4629,0,17057.057148692926
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,1,34603008,256,0,2,1375,0.0085363901311700987,1081344,135168,34603008,0,4053587929826.3638,126.67462280707387,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,4,134217728,1,0,2,59,0.2521458965236858,1073741824,134217728,134217728,0,532301853214.54163,4258.4148257163333,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,4,134217728,1,0,2,60,0.25192586580912274,1073741824,134217728,0,0,532766762828.92303,4262.1341026313839,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,8,4429185024,4096,0,2,49,0.30778252348607898,0,0,0,8858370048,14390631975568.723,0,28781.263951137444
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,8,276824064,256,0,2,569,0.023957032939461706,8650752,1081344,276824064,0,11555022890335.434,361.09446532298227,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,4,134217728,1,0,2,60,0.25183572769165041,1073741824,67108864,0,0,532957452980.36981,4263.6596238429584,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,2,134217728,1,0,2,52,0.29104553736173189,1073741824,67108864,134217728,0,461157141307.35748,3689.25713045886,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,2,134217728,1,0,2,52,0.29111077235295224,1073741824,134217728,0,0,461053800638.02667,3688.4304051042136,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_single,1,134217728,1,0,2,34,0.44419198877671184,1073741824,134217728,0,0,302161523375.58051,2417.2921870046439,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,2,134217728,1,0,2,52,0.29117107391357422,1073741824,134217728,134217728,0,460958316346.48804,3687.6665307719045,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,4,2214592512,4096,0,2,90,0.16379342608981662,0,0,0,4429185024,13520643440144.061,0,27041.28688028812
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,4,138412032,256,0,2,878,0.014467243724640519,4325376,540672,138412032,0,9567270354632.7559,298.97719858227362,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,8,134217728,1,0,2,59,0.25247837325273936,1073741824,67108864,134217728,0,531600890289.49634,4252.8071223159704,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_unrolled,8,134217728,1,0,2,52,0.29089353634760928,1073741824,134217728,0,0,461398110405.63556,3691.1848832450846,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,8,134217728,1,0,2,52,0.29097846838144154,1073741824,134217728,134217728,0,461263435561.33838,3690.1074844907071,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,2,134217728,1,0,2,52,0.29133046590364897,1073741824,67108864,0,0,460706117994.50287,3685.6489439560228,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,8,134217728,1,0,2,59,0.25321166798219841,1073741824,67108864,0,0,530061387255.80347,4240.4910980464274,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_single,1,134217728,1,0,2,34,0.44499293495627013,1073741824,134217728,134217728,0,301617660543.73358,2412.9412843498685,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,1,553648128,4096,0,2,143,0.10338237735774967,0,0,0,1107296256,5355343358802.126,0,10710.686717604252
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,4,134217728,1,0,2,60,0.25162666638692222,1073741824,67108864,134217728,0,533400254938.06598,4267.2020395045274,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,2,1107296256,4096,0,2,114,0.1298565613596063,0,0,0,2214592512,8527072058635.6133,0,17054.144117271226
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,2,69206016,256,0,2,1215,0.0099608495892811212,2162688,270336,69206016,0,6947802532273.2158,217.11882913353799,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,4,138412032,256,0,3,878,0.014461849707948863,4325376,540672,138412032,0,9570838778937.2969,299.08871184179054,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,8,134217728,1,0,3,59,0.25305111125364144,1073741824,67108864,0,0,530397702405.14435,4243.1816192411552,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,4,134217728,1,0,3,59,0.25205153125827595,1073741824,134217728,134217728,0,532501141056.22217,4260.0091284497776,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,8,4429185024,4096,0,3,49,0.3068323330003388,0,0,0,8858370048,14435196514948.471,0,28870.393029896943
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_single,1,134217728,1,0,3,34,0.44426070942598228,1073741824,134217728,134217728,0,302114783396.93652,2416.918267175492,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,4,134217728,1,0,3,60,0.2517818609873454,1073741824,67108864,0,0,533071474941.34143,4264.5717995307314,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,4,134217728,1,0,3,60,0.25176374117533368,1073741824,67108864,134217728,0,533109840890.58276,4264.878727124662,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,1,34603008,256,0,3,1375,0.0085629210038618616,1081344,135168,34603008,0,4041028521037.8687,126.2821412824334,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,scalar_single,1,134217728,1,0,3,34,0.44451576120713177,1073741824,134217728,0,0,301941437656.8266,2415.531501254613,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp64_e11m52,64,fp64,independent_chains,2,1107296256,4096,0,3,114,0.13011227992543004,0,0,0,2214592512,8510313220509.3447,0,17020.626441018689
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp64_e11m52,64,none,vector_packet,2,134217728,1,0,3,52,0.29110338137700009,1073741824,67108864,0,0,461065506574.03137,3688.5240525922509,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,2,69206016,256,0,3,1215,0.010046024871951758,2162688,270336,69206016,0,6888895546458.5215,215.2779858268288,0
