gpu,compute_capability,distribution,component,storage,storage_bits,arithmetic,family,lanes,logical_values,repeats,round,sample,batch_iterations,time_ms,logical_storage_bytes,modeled_load_instructions,modeled_conversions,useful_flops,values_per_s,effective_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp32,vector_packet,8,134217728,1,0,0,49,0.30489143060178175,67108864,16777216,134217728,0,440214825766.29572,220.10741288314784,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_unrolled,8,134217728,1,0,0,42,0.35915047781808035,67108864,134217728,134217728,0,373708894431.66766,186.85444721583383,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp64,vector_packet,4,134217728,1,0,0,45,0.33346203698052301,67108864,33554432,134217728,0,402497775205.03613,201.24888760251807,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp4_e2m1,4,none,scalar_single,1,134217728,1,0,0,37,0.40926010544235641,67108864,134217728,0,0,327952141474.74323,163.9760707373716,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp16,vector_packet,8,134217728,1,0,0,49,0.30920816927540057,67108864,16777216,134217728,0,434069152553.5249,217.03457627676246,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_unrolled,2,134217728,1,0,0,41,0.36747004346149725,67108864,134217728,134217728,0,365248080457.64703,182.6240402288235,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp4_e2m1,4,fp16,register_resident,2,69206016,256,0,0,116,0.12754620354751062,135168,270336,69206016,0,542595656124.1037,1.05975714086739,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp32,vector_packet,2,134217728,1,0,0,44,0.34823272444985132,67108864,67108864,134217728,0,385425373827.34857,192.71268691367428,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp4_e2m1,4,none,vector_packet,2,134217728,1,0,0,73,0.20487452206546314,67108864,67108864,0,0,655121616132.98938,327.5608080664947,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp4_e2m1,4,fp64,independent_chains,8,4429185024,4096,0,0,49,0.30731428885946466,0,0,0,8858370048,14412558037694.998,0,28825.116075389997
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp4_e2m1,4,fp32,independent_chains,8,4429185024,4096,0,0,71,0.20928360039079694,0,0,0,8858370048,21163555174554.277,0,42327.110349108552
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp4_e2m1,4,fp16,register_resident,8,276824064,256,0,0,29,0.52633048748147904,540672,1081344,276824064,0,525951033778.45111,1.0272481128485373,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp32,vector_packet,4,134217728,1,0,0,46,0.32822192233541736,67108864,33554432,134217728,0,408923715530.61554,204.46185776530777,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp4_e2m1,4,none,vector_packet,8,134217728,1,0,0,253,0.057590639167152374,67108864,16777216,0,0,2330547636577.5942,1165.2738182887972,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp4_e2m1,4,fp16,register_resident,1,34603008,256,0,0,227,0.064415293117976918,67584,135168,34603008,0,537186222790.67212,1.0491918413880315,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp4_e2m1,4,fp32,register_resident,4,138412032,256,0,0,61,0.24803200706106718,270336,540672,138412032,0,558041011077.74365,1.089923849761218,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp64,vector_packet,8,134217728,1,0,0,48,0.3150773247083028,67108864,16777216,134217728,0,425983456995.06677,212.99172849753339,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp16,scalar_unrolled,2,134217728,1,0,0,41,0.37314731318776201,67108864,134217728,134217728,0,359690994029.65204,179.84549701482601,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp4_e2m1,4,fp32,register_resident,2,69206016,256,0,0,118,0.1254215563757945,135168,270336,69206016,0,551787252524.92798,1.07770947758775,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp4_e2m1,4,fp16,independent_chains,8,4429185024,4096,0,0,91,0.16512210552509016,0,0,0,8858370048,26823695167374.117,0,53647.390334748234
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_single,1,134217728,1,0,0,27,0.57175586841724535,67108864,134217728,134217728,0,234746568271.4306,117.37328413571529,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp4_e2m1,4,fp32,independent_chains,2,1107296256,4096,0,0,119,0.12415569369532481,0,0,0,2214592512,8918610359644.7148,0,17837.220719289431
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp4_e2m1,4,fp16,scalar_unrolled,4,134217728,1,0,0,41,0.37331981193728564,67108864,134217728,134217728,0,359524792706.54773,179.76239635327386,0
