distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,useful_flops,logical_storage_bytes,modeled_load_instructions,report,kernel_role,kernel_name,block_size,grid_size,duration_ns,dram_read_bytes,dram_write_bytes,instructions,fp32_add_instructions,fp32_mul_instructions,fp32_fma_instructions,fp64_add_instructions,fp64_mul_instructions,fp64_fma_instructions,dram_percent_peak,sm_percent_peak,l1_hit_rate_percent,l2_hit_rate_percent,achieved_occupancy_percent,eligible_warps_per_scheduler,long_scoreboard_stall_percent,math_pipe_throttle_percent,mio_throttle_percent,registers_per_thread,shared_memory_bytes,duration_ms
normal_0_1,gemv,fp4_e2m1,4,fp32,scalar_single,1,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 0, 1>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",502880.0,33594624.0,713728.0,225111265.0,261120.0,0.0,67108864.0,0.0,0.0,0.0,1.48,73.08,71.76,50.1,66.09,3.36,nan,nan,nan,24.0,2048.0,0.50288
normal_0_1,gemv,fp4_e2m1,4,fp32,scalar_unrolled,2,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 1, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",445376.0,33596928.0,712960.0,211503285.0,523264.0,0.0,67108864.0,0.0,0.0,0.0,1.67,77.5,71.76,52.41,64.22,3.87,nan,nan,nan,31.0,2048.0,0.445376
normal_0_1,gemv,fp4_e2m1,4,fp32,vector_packet,2,1024,65536,1.34218e+08,3.35872e+07,6.71089e+07,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",407040.0,33596416.0,716800.0,187394229.0,523264.0,0.0,67108864.0,0.0,0.0,0.0,1.83,76.47,43.52,52.23,65.04,3.68,nan,nan,nan,28.0,2048.0,0.40703999999999996
normal_0_1,gemv,fp4_e2m1,4,fp32,scalar_unrolled,4,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",429184.0,33602816.0,775680.0,210982050.0,1047552.0,0.0,67108864.0,0.0,0.0,0.0,1.74,80.64,85.88,23.62,55.24,3.58,nan,nan,nan,36.0,2048.0,0.42918399999999995
normal_0_1,gemv,fp4_e2m1,4,fp32,vector_packet,4,1024,65536,1.34218e+08,3.35872e+07,3.35544e+07,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",381440.0,33598976.0,993024.0,179016866.0,1047552.0,0.0,67108864.0,0.0,0.0,0.0,1.97,78.09,43.53,23.56,63.44,3.8,nan,nan,nan,32.0,2048.0,0.38144
normal_0_1,gemv,fp4_e2m1,4,fp32,scalar_unrolled,8,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",440544.0,33605376.0,602112.0,211828921.0,2096128.0,0.0,67108864.0,0.0,0.0,0.0,1.69,79.62,92.94,7.59,42.38,2.51,nan,nan,nan,56.0,2048.0,0.440544
normal_0_1,gemv,fp4_e2m1,4,fp32,vector_packet,8,1024,65536,1.34218e+08,3.35872e+07,1.67772e+07,fp4_e2m1/fp32/gemv/fp4_e2m1_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 2, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",380224.0,33603072.0,356608.0,173825209.0,2096128.0,0.0,67108864.0,0.0,0.0,0.0,1.94,76.73,43.53,7.04,42.45,2.14,nan,nan,nan,56.0,2048.0,0.380224
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_single,1,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",1026176.0,134231040.0,2438144.0,423995852.0,0.0,0.0,0.0,134640.0,0.0,134217728.0,2.89,67.03,50.0,45.17,44.55,1.43,nan,nan,nan,29.0,3072.0,1.026176
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_single,1,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3680.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,41.24,13.27,0.08,nan,nan,nan,16.0,3072.0,0.0036799999999999997
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 1, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",850016.0,134227712.0,2461440.0,361085496.0,0.0,0.0,0.0,269808.0,0.0,134217728.0,3.49,69.99,0.0,46.93,41.25,1.6,nan,nan,nan,32.0,3072.0,0.850016
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3776.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,33.45,11.95,0.07,nan,nan,nan,16.0,3072.0,0.003776
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,134217728,2.68435e+08,1.34218e+08,1.34218e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 2, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",836320.0,134237696.0,2462720.0,358988344.0,0.0,0.0,0.0,269808.0,0.0,134217728.0,3.55,69.76,0.0,47.53,41.49,1.59,nan,nan,nan,32.0,3072.0,0.83632
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,134217728,2.68435e+08,1.34218e+08,1.34218e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3680.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,47.37,15.8,0.09,nan,nan,nan,16.0,3072.0,0.0036799999999999997
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 1, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",858944.0,134234624.0,2501888.0,392561106.0,0.0,0.0,0.0,540144.0,0.0,134217728.0,3.46,73.76,75.0,17.46,38.53,1.96,nan,nan,nan,40.0,3072.0,0.8589439999999999
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4096.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.04,0.03,0.0,41.34,11.26,0.08,nan,nan,nan,16.0,3072.0,0.004096
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,134217728,2.68435e+08,1.34218e+08,6.71089e+07,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 2, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",810496.0,134232320.0,2458112.0,349577938.0,0.0,0.0,0.0,540144.0,0.0,134217728.0,3.66,71.65,0.0,17.39,39.18,1.72,nan,nan,nan,40.0,3072.0,0.810496
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,134217728,2.68435e+08,1.34218e+08,6.71089e+07,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3680.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,35.07,10.78,0.07,nan,nan,nan,16.0,3072.0,0.0036799999999999997
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 1, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",906688.0,134237696.0,2461440.0,397314103.0,0.0,0.0,0.0,1080816.0,0.0,134217728.0,3.28,69.85,87.5,1.56,39.33,1.81,nan,nan,nan,64.0,3072.0,0.9066879999999999
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,1.34218e+08,2.68435e+08,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3776.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,38.76,10.63,0.08,nan,nan,nan,16.0,3072.0,0.003776
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,134217728,2.68435e+08,1.34218e+08,3.35544e+07,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp4_e2m1, 3, 2, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",793600.0,134236160.0,2464512.0,346466615.0,0.0,0.0,0.0,1080816.0,0.0,134217728.0,3.74,72.44,0.0,1.27,38.6,1.82,nan,nan,nan,64.0,3072.0,0.7936
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,134217728,2.68435e+08,1.34218e+08,3.35544e+07,fp4_e2m1/fp64/dot/fp4_e2m1_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3712.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,41.72,12.05,0.08,nan,nan,nan,16.0,3072.0,0.003712
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_single,1,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 0, 1>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",507840.0,33594624.0,701440.0,223013089.0,0.0,0.0,0.0,261120.0,0.0,67108864.0,1.47,72.57,71.74,50.55,66.05,3.34,nan,nan,nan,24.0,3072.0,0.50784
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,2,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 1, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",454848.0,33596416.0,705536.0,216728757.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,1.64,75.1,71.75,52.53,64.05,3.86,nan,nan,nan,28.0,3072.0,0.454848
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,2,1024,65536,1.34218e+08,3.35872e+07,6.71089e+07,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",418976.0,33596672.0,705536.0,191587509.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,1.78,74.78,43.51,52.41,65.22,3.61,nan,nan,nan,28.0,3072.0,0.41897599999999996
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,4,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",445920.0,33599488.0,708096.0,214667426.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,1.67,77.6,85.87,23.55,55.08,3.41,nan,nan,nan,40.0,3072.0,0.44592
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,4,1024,65536,1.34218e+08,3.35872e+07,3.35544e+07,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",392800.0,33598720.0,719360.0,183750818.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,1.9,75.85,43.5,23.87,55.57,3.06,nan,nan,nan,40.0,3072.0,0.3928
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,8,1024,65536,1.34218e+08,3.35872e+07,1.34218e+08,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",452896.0,33606144.0,334848.0,216833209.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,1.63,78.03,92.94,7.62,42.42,2.45,nan,nan,nan,64.0,3072.0,0.45289599999999997
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,8,1024,65536,1.34218e+08,3.35872e+07,1.67772e+07,fp4_e2m1/fp64/gemv/fp4_e2m1_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp4_e2m1, 3, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",394560.0,33604352.0,363520.0,178838713.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,1.87,73.86,43.53,7.38,42.62,2.07,nan,nan,nan,64.0,3072.0,0.39455999999999997
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",615936.0,2147503360.0,2460672.0,59117312.0,0.0,0.0,0.0,134640.0,0.0,134217728.0,75.86,15.58,0.0,0.34,49.48,0.15,nan,nan,nan,22.0,3072.0,0.6159359999999999
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3808.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,29.07,11.96,0.08,nan,nan,nan,16.0,3072.0,0.0038079999999999998
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 1, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",514688.0,2147508480.0,2436864.0,36069760.0,0.0,0.0,0.0,269808.0,0.0,134217728.0,90.78,10.05,50.0,0.56,47.92,0.11,nan,nan,nan,30.0,3072.0,0.5146879999999999
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3808.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,51.73,13.37,0.07,nan,nan,nan,16.0,3072.0,0.0038079999999999998
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,134217728,2.68435e+08,2.14748e+09,1.34218e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 2, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",511680.0,2147519744.0,2467328.0,31875456.0,0.0,0.0,0.0,269808.0,0.0,134217728.0,91.31,9.23,0.0,0.55,49.53,0.1,nan,nan,nan,26.0,3072.0,0.51168
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,134217728,2.68435e+08,2.14748e+09,1.34218e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3776.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,35.77,12.09,0.07,nan,nan,nan,16.0,3072.0,0.003776
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 1, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",572064.0,2155242752.0,2460160.0,24552320.0,0.0,0.0,0.0,540144.0,0.0,134217728.0,81.99,8.49,73.42,4.31,51.7,0.07,nan,nan,nan,32.0,3072.0,0.572064
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3840.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,36.47,11.98,0.07,nan,nan,nan,16.0,3072.0,0.0038399999999999997
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,134217728,2.68435e+08,2.14748e+09,1.34218e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 2, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",506752.0,2147514368.0,2441472.0,20362240.0,0.0,0.0,0.0,540144.0,0.0,134217728.0,92.19,5.64,50.0,1.47,51.28,0.06,nan,nan,nan,38.0,3072.0,0.506752
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,134217728,2.68435e+08,2.14748e+09,1.34218e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3776.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,37.13,11.95,0.08,nan,nan,nan,16.0,3072.0,0.003776
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 1, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",778848.0,2147672064.0,2458112.0,18827392.0,0.0,0.0,0.0,1080816.0,0.0,134217728.0,60.0,6.14,70.36,40.86,48.82,0.04,nan,nan,nan,40.0,3072.0,0.778848
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,2.14748e+09,2.68435e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3936.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.04,0.03,0.0,46.48,11.31,0.08,nan,nan,nan,16.0,3072.0,0.003935999999999999
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,134217728,2.68435e+08,2.14748e+09,1.34218e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp64_e11m52, 3, 2, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",699744.0,2186568448.0,2434304.0,15681664.0,0.0,0.0,0.0,1080816.0,0.0,134217728.0,67.99,3.58,44.31,37.06,53.87,0.03,nan,nan,nan,44.0,3072.0,0.6997439999999999
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,134217728,2.68435e+08,2.14748e+09,1.34218e+08,fp64/fp64/dot/fp64_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4064.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.04,0.03,0.0,35.44,11.86,0.08,nan,nan,nan,16.0,3072.0,0.004064
