distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,useful_flops,logical_storage_bytes,modeled_load_instructions,report,kernel_role,kernel_name,block_size,grid_size,duration_ns,dram_read_bytes,dram_write_bytes,instructions,fp32_add_instructions,fp32_mul_instructions,fp32_fma_instructions,fp64_add_instructions,fp64_mul_instructions,fp64_fma_instructions,dram_percent_peak,sm_percent_peak,l1_hit_rate_percent,l2_hit_rate_percent,achieved_occupancy_percent,eligible_warps_per_scheduler,long_scoreboard_stall_percent,math_pipe_throttle_percent,mio_throttle_percent,registers_per_thread,shared_memory_bytes,duration_ms
normal_0_1,dot,fp16_e5m10,16,fp64,vector_packet,4,1,134217728,2.68435e+08,5.36871e+08,6.71089e+07,fp16/fp64/dot/fp16_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3744.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,39.07,10.33,0.08,nan,nan,nan,16.0,3072.0,0.003744
normal_0_1,dot,fp16_e5m10,16,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,fp16/fp64/dot/fp16_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp16_e5m10, 3, 1, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",211648.0,536891904.0,2416640.0,37705984.0,0.0,0.0,0.0,1080816.0,0.0,134217728.0,55.37,45.26,87.47,1.17,45.6,0.37,nan,nan,nan,40.0,3072.0,0.211648
normal_0_1,dot,fp16_e5m10,16,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,fp16/fp64/dot/fp16_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3776.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,52.6,14.11,0.08,nan,nan,nan,16.0,3072.0,0.003776
normal_0_1,dot,fp16_e5m10,16,fp64,vector_packet,8,1,134217728,2.68435e+08,5.36871e+08,3.35544e+07,fp16/fp64/dot/fp16_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp16_e5m10, 3, 2, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",145088.0,536892416.0,2468864.0,28281472.0,0.0,0.0,0.0,1080816.0,0.0,134217728.0,80.82,67.13,0.0,0.64,46.38,0.41,nan,nan,nan,40.0,3072.0,0.145088
normal_0_1,dot,fp16_e5m10,16,fp64,vector_packet,8,1,134217728,2.68435e+08,5.36871e+08,3.35544e+07,fp16/fp64/dot/fp16_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3744.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,35.85,12.06,0.08,nan,nan,nan,16.0,3072.0,0.003744
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 0, 1>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",132928.0,134359296.0,2618112.0,42745856.0,0.0,0.0,0.0,261120.0,0.0,67108864.0,22.39,45.98,43.55,19.78,95.48,0.81,nan,nan,nan,22.0,3072.0,0.132928
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 1, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",86560.0,134363392.0,2416384.0,29163520.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,34.34,57.03,71.73,6.59,87.01,1.06,nan,nan,nan,26.0,3072.0,0.08656
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,65536,1.34218e+08,1.34349e+08,6.71089e+07,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",81600.0,134366208.0,2431232.0,27066368.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,36.42,59.47,43.54,6.31,90.81,1.06,nan,nan,nan,24.0,3072.0,0.08159999999999999
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",83584.0,134387712.0,2501120.0,23945216.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,35.62,58.88,83.92,13.1,68.79,1.41,nan,nan,nan,32.0,3072.0,0.08358399999999999
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,65536,1.34218e+08,1.34349e+08,3.35544e+07,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",78592.0,134445824.0,2436864.0,19750912.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,37.88,62.43,40.74,8.33,67.81,1.16,nan,nan,nan,29.0,3072.0,0.078592
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",111712.0,134381568.0,2676736.0,19816448.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,26.66,42.99,91.85,15.16,79.85,0.53,nan,nan,nan,32.0,3072.0,0.11171199999999999
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,65536,1.34218e+08,1.34349e+08,1.67772e+07,fp16/fp64/gemv/fp16_fp64_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp16_e5m10, 3, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",66720.0,134416128.0,2510336.0,15622144.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,44.61,73.23,38.12,10.78,56.45,0.93,nan,nan,nan,40.0,3072.0,0.06672
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_single,1,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",539936.0,1073756416.0,2437888.0,59117312.0,134640.0,0.0,134217728.0,0.0,0.0,0.0,43.31,17.51,0.0,0.47,49.84,0.18,nan,nan,nan,18.0,2048.0,0.539936
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_single,1,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4064.0,5888.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,43.0,11.96,0.07,nan,nan,nan,16.0,3072.0,0.004064
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,2,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 1, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",318944.0,1073764864.0,2430464.0,36065536.0,269808.0,0.0,134217728.0,0.0,0.0,0.0,73.32,16.05,50.0,0.67,49.36,0.18,nan,nan,nan,22.0,2048.0,0.318944
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,2,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4096.0,6144.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,39.74,10.87,0.07,nan,nan,nan,16.0,3072.0,0.004096
normal_0_1,dot,fp32_e8m23,32,fp32,vector_packet,2,1,134217728,2.68435e+08,1.07374e+09,1.34218e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 2, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",316960.0,1073764608.0,2509824.0,31871232.0,269808.0,0.0,134217728.0,0.0,0.0,0.0,73.79,15.03,0.0,0.7,49.72,0.17,nan,nan,nan,20.0,2048.0,0.31695999999999996
normal_0_1,dot,fp32_e8m23,32,fp32,vector_packet,2,1,134217728,2.68435e+08,1.07374e+09,1.34218e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4032.0,6144.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,35.62,11.01,0.08,nan,nan,nan,16.0,3072.0,0.004032
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,4,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 1, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",259712.0,1073763840.0,2433536.0,24548096.0,540144.0,0.0,134217728.0,0.0,0.0,0.0,90.04,18.53,75.0,0.61,50.07,0.15,nan,nan,nan,28.0,2048.0,0.259712
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,4,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4032.0,6144.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,35.27,13.03,0.08,nan,nan,nan,16.0,3072.0,0.004032
normal_0_1,dot,fp32_e8m23,32,fp32,vector_packet,4,1,134217728,2.68435e+08,1.07374e+09,6.71089e+07,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 2, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",257344.0,1073761024.0,2715136.0,18256640.0,540144.0,0.0,134217728.0,0.0,0.0,0.0,90.87,10.08,0.0,0.46,49.66,0.12,nan,nan,nan,26.0,2048.0,0.25734399999999996
normal_0_1,dot,fp32_e8m23,32,fp32,vector_packet,4,1,134217728,2.68435e+08,1.07374e+09,6.71089e+07,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4032.0,6144.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,35.99,10.96,0.07,nan,nan,nan,16.0,3072.0,0.004032
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,8,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 1, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",394976.0,1073762048.0,2454272.0,18806272.0,1080816.0,0.0,134217728.0,0.0,0.0,0.0,59.21,12.25,87.25,1.76,49.85,0.07,nan,nan,nan,32.0,2048.0,0.394976
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,8,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4032.0,6144.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,35.38,13.46,0.07,nan,nan,nan,16.0,3072.0,0.004032
normal_0_1,dot,fp32_e8m23,32,fp32,vector_packet,8,1,134217728,2.68435e+08,1.07374e+09,6.71089e+07,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 2, 2, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",256160.0,1073768960.0,2439424.0,12523264.0,1080816.0,0.0,134217728.0,0.0,0.0,0.0,91.27,6.94,50.0,1.72,49.75,0.08,nan,nan,nan,38.0,2048.0,0.25616
normal_0_1,dot,fp32_e8m23,32,fp32,vector_packet,8,1,134217728,2.68435e+08,1.07374e+09,6.71089e+07,fp32/fp32/dot/fp32_fp32_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4480.0,5888.0,0.0,735.0,0.0,0.0,0.0,783.0,0.0,0.0,0.03,0.03,0.0,33.49,12.05,0.07,nan,nan,nan,16.0,3072.0,0.00448
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_single,1,1024,65536,1.34218e+08,2.68698e+08,1.34218e+08,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 0, 1>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",133152.0,268720640.0,2653440.0,34325504.0,261120.0,0.0,67108864.0,0.0,0.0,0.0,44.27,36.81,43.55,6.8,94.37,0.57,nan,nan,nan,18.0,2048.0,0.133152
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,2,1024,65536,1.34218e+08,2.68698e+08,1.34218e+08,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 1, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",83840.0,268716032.0,2426112.0,20734976.0,523264.0,0.0,67108864.0,0.0,0.0,0.0,70.2,35.97,71.75,6.12,94.96,0.58,nan,nan,nan,19.0,2048.0,0.08384
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,2,1024,65536,1.34218e+08,2.68698e+08,6.71089e+07,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",84128.0,268720640.0,2470400.0,18637824.0,523264.0,0.0,67108864.0,0.0,0.0,0.0,69.98,32.45,43.54,5.04,94.82,0.53,nan,nan,nan,18.0,2048.0,0.084128
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,4,1024,65536,1.34218e+08,2.68698e+08,1.34218e+08,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",106720.0,268736000.0,2417408.0,14468096.0,1047552.0,0.0,67108864.0,0.0,0.0,0.0,55.15,24.07,85.89,6.19,96.72,0.27,nan,nan,nan,23.0,2048.0,0.10672
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,4,1024,65536,1.34218e+08,2.68698e+08,3.35544e+07,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",71200.0,268717824.0,2434816.0,10806272.0,1047552.0,0.0,67108864.0,0.0,0.0,0.0,82.63,22.61,43.54,4.49,95.97,0.35,nan,nan,nan,21.0,2048.0,0.0712
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,8,1024,65536,1.34218e+08,2.68698e+08,1.34218e+08,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",204768.0,270313728.0,2460416.0,10847232.0,2096128.0,0.0,67108864.0,0.0,0.0,0.0,28.95,12.29,90.49,25.59,85.25,0.19,nan,nan,nan,31.0,2048.0,0.20476799999999998
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,8,1024,65536,1.34218e+08,2.68698e+08,3.35544e+07,fp32/fp32/gemv/fp32_fp32_gemv_20260810T181143Z_ncu_raw.csv,main,"void gemv<fp32_e8m23, 2, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)","(256, 1, 1)","(1024, 1, 1)",70368.0,268719360.0,2505472.0,7701504.0,2096128.0,0.0,67108864.0,0.0,0.0,0.0,83.65,16.27,71.7,6.25,95.81,0.26,nan,nan,nan,31.0,2048.0,0.070368
normal_0_1,dot,fp32_e8m23,32,fp64,scalar_single,1,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 3, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",542208.0,1073758208.0,2463232.0,67514368.0,0.0,0.0,0.0,134640.0,0.0,134217728.0,43.13,17.4,0.0,0.39,50.22,0.2,nan,nan,nan,24.0,3072.0,0.542208
normal_0_1,dot,fp32_e8m23,32,fp64,scalar_single,1,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3808.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,53.55,11.86,0.07,nan,nan,nan,16.0,3072.0,0.0038079999999999998
normal_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 3, 1, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",324512.0,1073760512.0,2465536.0,44466816.0,0.0,0.0,0.0,269808.0,0.0,134217728.0,72.06,29.14,50.0,0.71,50.63,0.23,nan,nan,nan,28.0,3072.0,0.32451199999999997
normal_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3776.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,36.34,13.27,0.08,nan,nan,nan,16.0,3072.0,0.003776
normal_0_1,dot,fp32_e8m23,32,fp64,vector_packet,2,1,134217728,2.68435e+08,1.07374e+09,1.34218e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 3, 2, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",323296.0,1073766912.0,2441216.0,40272512.0,0.0,0.0,0.0,269808.0,0.0,134217728.0,72.34,29.64,0.0,0.39,49.91,0.21,nan,nan,nan,28.0,3072.0,0.323296
normal_0_1,dot,fp32_e8m23,32,fp64,vector_packet,2,1,134217728,2.68435e+08,1.07374e+09,1.34218e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4032.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.04,0.03,0.0,34.57,11.14,0.08,nan,nan,nan,16.0,3072.0,0.004032
normal_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 3, 1, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",261152.0,1073801216.0,2466304.0,35054976.0,0.0,0.0,0.0,540144.0,0.0,134217728.0,89.53,37.82,75.0,0.43,49.21,0.23,nan,nan,nan,32.0,3072.0,0.261152
normal_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",4000.0,7936.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.04,0.03,0.0,32.86,12.85,0.07,nan,nan,nan,16.0,3072.0,0.004
normal_0_1,dot,fp32_e8m23,32,fp64,vector_packet,4,1,134217728,2.68435e+08,1.07374e+09,6.71089e+07,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,map,"void dot_map<storage::fp32_e8m23, 3, 2, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *)","(256, 1, 1)","(528, 1, 1)",260704.0,1073763840.0,2441472.0,26666368.0,0.0,0.0,0.0,540144.0,0.0,134217728.0,89.7,36.8,0.0,0.73,50.26,0.18,nan,nan,nan,31.0,3072.0,0.260704
normal_0_1,dot,fp32_e8m23,32,fp64,vector_packet,4,1,134217728,2.68435e+08,1.07374e+09,6.71089e+07,fp32/fp64/dot/fp32_fp64_dot_20260810T181143Z_ncu_raw.csv,finalize,"void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)","(256, 1, 1)","(1, 1, 1)",3744.0,8192.0,0.0,718.0,0.0,0.0,0.0,783.0,0.0,0.0,0.05,0.03,0.0,45.59,12.7,0.07,nan,nan,nan,16.0,3072.0,0.003744
