distribution,component,storage,storage_bits,arithmetic,family,lanes,logical_values,repeats,samples,median_time_ms,q25_time_ms,q75_time_ms,mad_time_ms,min_time_ms,max_time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,modeled_conversions
normal_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,1,34603008.0,256.0,15,0.008557242632084126,0.008537309326193877,0.008570578258159612,1.8157628945679807e-05,0.008518828878148305,0.008583129354750587,0.0,1081344.0,135168.0,34603008.0
normal_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,2,69206016.0,256.0,15,0.009976312469581828,0.009961680791277062,0.010015074903879569,2.4390919589063753e-05,0.009951921549992764,0.010054254376538802,0.0,2162688.0,270336.0,69206016.0
normal_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,4,138412032.0,256.0,15,0.014488514141074306,0.014459600998398471,0.014506395005862623,2.5082057436924196e-05,0.014452292490957053,0.014541232665203628,0.0,4325376.0,540672.0,138412032.0
normal_0_1,register_decode,fp64_e11m52,64,fp64,register_resident,8,276824064.0,256.0,15,0.023942219494930847,0.023887632592406796,0.023963985510512712,3.1491471684862854e-05,0.023871944144420825,0.023997625276814923,0.0,8650752.0,1081344.0,276824064.0
normal_0_1,register_decode,fp8_e4m3,8,fp16,register_resident,1,34603008.0,256.0,15,0.008439068852863878,0.008433018227202774,0.008473116336141215,9.810502168845422e-06,0.00842479270002761,0.008486733260744306,0.0,135168.0,135168.0,34603008.0
normal_0_1,register_decode,fp8_e4m3,8,fp16,register_resident,2,69206016.0,256.0,15,0.008311456053520397,0.008310028581376116,0.008313710898920766,2.0397283537875593e-06,0.008305858282462058,0.008315988708150285,0.0,270336.0,270336.0,69206016.0
normal_0_1,register_decode,fp8_e4m3,8,fp16,register_resident,4,138412032.0,256.0,15,0.009472148759024484,0.009470111835076941,0.00947602491201081,2.2109250844629114e-06,0.009468844958714076,0.009481615161303407,0.0,540672.0,540672.0,138412032.0
normal_0_1,register_decode,fp8_e4m3,8,fp16,register_resident,8,276824064.0,256.0,15,0.018470663567111918,0.01845490377243251,0.018508953590915627,1.985863463519616e-05,0.01845010470037591,0.01851213141663434,0.0,1081344.0,1081344.0,276824064.0
normal_0_1,register_decode,fp8_e4m3,8,fp32,register_resident,1,34603008.0,256.0,15,0.008138866120547945,0.008135961147950743,0.008174891283507159,1.261784480168296e-05,0.008126248275746262,0.008181976429390064,0.0,135168.0,135168.0,34603008.0
normal_0_1,register_decode,fp8_e4m3,8,fp32,register_resident,2,69206016.0,256.0,15,0.009480202499824234,0.009475227775453012,0.009495012367827982,8.303907853139322e-06,0.009464936920359164,0.009497012518629243,0.0,270336.0,270336.0,69206016.0
normal_0_1,register_decode,fp8_e4m3,8,fp32,register_resident,4,138412032.0,256.0,15,0.011750843914096396,0.011747137019602935,0.011775549983441495,4.232488922062405e-06,0.011735084132897698,0.011779271639310397,0.0,540672.0,540672.0,138412032.0
normal_0_1,register_decode,fp8_e4m3,8,fp32,register_resident,8,276824064.0,256.0,15,0.015350342925483658,0.015343015433768549,0.015429225899058686,1.0982490855560717e-05,0.015337392141127728,0.015432558680427144,0.0,1081344.0,1081344.0,276824064.0
normal_0_1,register_decode,fp8_e4m3,8,fp64,register_resident,1,34603008.0,256.0,15,0.008171331443462425,0.008167592391751643,0.008189745057405898,1.2396415299802815e-05,0.008158209641324224,0.0082058467540795,0.0,135168.0,135168.0,34603008.0
normal_0_1,register_decode,fp8_e4m3,8,fp64,register_resident,2,69206016.0,256.0,15,0.010222405390022627,0.010215751485886916,0.010233137342664931,9.071593191108465e-06,0.010205699727426167,0.010235712419148365,0.0,270336.0,270336.0,69206016.0
normal_0_1,register_decode,fp8_e4m3,8,fp64,register_resident,4,138412032.0,256.0,15,0.01370027399218432,0.013699283558434435,0.013700569103129136,9.381421614169938e-07,0.013698467084820445,0.01371198213061603,0.0,540672.0,540672.0,138412032.0
normal_0_1,register_decode,fp8_e4m3,8,fp64,register_resident,8,276824064.0,256.0,15,0.02288933029305669,0.022869571404432555,0.022929866358918964,2.168095950196708e-05,0.022784054790516456,0.022953331163776063,0.0,1081344.0,1081344.0,276824064.0
normal_0_1,register_decode,fp8_e5m2,8,fp16,register_resident,1,34603008.0,256.0,15,0.008395654403745897,0.008395193894085717,0.008397235944577228,8.720368262857964e-07,0.008392990052931967,0.008402951311044656,0.0,135168.0,135168.0,34603008.0
normal_0_1,register_decode,fp8_e5m2,8,fp16,register_resident,2,69206016.0,256.0,15,0.008242575191704297,0.008237082734067216,0.008266530145607104,9.686179310509219e-06,0.008230267766534093,0.00829146458552434,0.0,270336.0,270336.0,69206016.0
normal_0_1,register_decode,fp8_e5m2,8,fp16,register_resident,4,138412032.0,256.0,15,0.009472736466964757,0.009463588732165368,0.009493169469826056,1.304038011927175e-05,0.009415785349613872,0.0095142655800785,0.0,540672.0,540672.0,138412032.0
normal_0_1,register_decode,fp8_e5m2,8,fp16,register_resident,8,276824064.0,256.0,15,0.018487424541091382,0.01845219710313719,0.01849836960161691,1.8053902221162876e-05,0.018441026738735787,0.018505478443312545,0.0,1081344.0,1081344.0,276824064.0
normal_0_1,register_decode,fp8_e5m2,8,fp32,register_resident,1,34603008.0,256.0,15,0.008201479746005465,0.00819889859131878,0.008202692729541423,1.8695465215223112e-06,0.008195649599332637,0.00820372731363989,0.0,135168.0,135168.0,34603008.0
normal_0_1,register_decode,fp8_e5m2,8,fp32,register_resident,2,69206016.0,256.0,15,0.009479652280392855,0.009473788812293769,0.009491763870168177,8.372786622610345e-06,0.009449664850412688,0.009500745660770013,0.0,270336.0,270336.0,69206016.0
normal_0_1,register_decode,fp8_e5m2,8,fp32,register_resident,4,138412032.0,256.0,15,0.011743729448722201,0.01171014853950278,0.01176042144072022,2.787546066327154e-05,0.011658626351845456,0.011771604909385473,0.0,540672.0,540672.0,138412032.0
normal_0_1,register_decode,fp8_e5m2,8,fp32,register_resident,8,276824064.0,256.0,15,0.01540926004268588,0.01534670696415436,0.015415558103388821,7.36940341326299e-06,0.015331535025573086,0.01541843481545723,0.0,1081344.0,1081344.0,276824064.0
normal_0_1,register_decode,fp8_e5m2,8,fp64,register_resident,1,34603008.0,256.0,15,0.00820297545417565,0.008202105907798234,0.008203551225790105,6.319690777027015e-07,0.008201439614521423,0.008204713873906967,0.0,135168.0,135168.0,34603008.0
normal_0_1,register_decode,fp8_e5m2,8,fp64,register_resident,2,69206016.0,256.0,15,0.010224320816754498,0.010216173918350883,0.010245163703841908,9.846129146309085e-06,0.01021404649102967,0.0102527356865414,0.0,270336.0,270336.0,69206016.0
normal_0_1,register_decode,fp8_e5m2,8,fp64,register_resident,4,138412032.0,256.0,15,0.013704785933861366,0.01370341859312139,0.013705572511395838,1.2308104425408362e-06,0.013702837829915887,0.013707931225116435,0.0,540672.0,540672.0,138412032.0
normal_0_1,register_decode,fp8_e5m2,8,fp64,register_resident,8,276824064.0,256.0,15,0.022814543211037958,0.022811925833382055,0.022817402625767418,3.562206763643022e-06,0.022809794138093017,0.022924950713854014,0.0,1081344.0,1081344.0,276824064.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,scalar_single,1,134217728.0,1.0,15,0.40631265898008606,0.4062469070022171,0.4063978324065337,7.353602228937772e-05,0.4060791376474741,0.40692584579055374,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,scalar_unrolled,2,134217728.0,1.0,15,0.2131096342919578,0.21306839795179772,0.21316980308210345,4.732105093943617e-05,0.21299470982081453,0.2133417398157254,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,scalar_unrolled,4,134217728.0,1.0,15,0.11831193542480468,0.1182803192138672,0.11833510589599609,2.6626586914060835e-05,0.11824153900146485,0.11839641571044922,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,scalar_unrolled,8,134217728.0,1.0,15,0.08514163948896993,0.08509771258844806,0.08518168554140654,4.290983166997664e-05,0.085061734811419,0.08530959642002348,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,vector_packet,2,134217728.0,1.0,15,0.21136224773568166,0.2112667056876169,0.21137780202946194,6.310368927434085e-05,0.211227040895274,0.21160383627448284,0.0,268435456.0,67108864.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,vector_packet,4,134217728.0,1.0,15,0.11727619171142578,0.11718069939386278,0.11729549226306735,5.104428245908399e-05,0.11713650869944739,0.11732927201286195,0.0,268435456.0,33554432.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,bf16,vector_packet,8,134217728.0,1.0,15,0.07909055466347552,0.07907063910301695,0.07912723307913923,2.6383298508653175e-05,0.07896816984136054,0.07919370367171917,0.0,268435456.0,16777216.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,scalar_single,1,134217728.0,1.0,15,0.41383611833727035,0.4137427098042256,0.4138975143432617,7.696409483215483e-05,0.41368043744886246,0.4141569653072873,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,scalar_unrolled,2,134217728.0,1.0,15,0.21883176720660666,0.21879002667855524,0.21888300992440485,4.7766644021729476e-05,0.21863513061965723,0.21908869259599326,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,scalar_unrolled,4,134217728.0,1.0,15,0.12420106728871663,0.12416520118713378,0.12423853476842245,4.1866302490228824e-05,0.1241002639134725,0.12428293228149415,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,scalar_unrolled,8,134217728.0,1.0,15,0.09234020113945007,0.09227889776229858,0.09241989850997925,6.719827651976984e-05,0.09222019910812378,0.09246000051498413,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,vector_packet,2,134217728.0,1.0,15,0.2178578584090523,0.21780475671740546,0.21789495495782382,4.684061243914739e-05,0.21767559604368347,0.21799558833025504,0.0,268435456.0,67108864.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,vector_packet,4,134217728.0,1.0,15,0.12360282705611542,0.12356746497274446,0.12363186603834649,3.172770267774461e-05,0.12351193147547104,0.12367058601699957,0.0,268435456.0,33554432.0,134217728.0
normal_0_1,stream_decode,bf16_e8m7,16,fp64,vector_packet,8,134217728.0,1.0,15,0.08703585792990291,0.08700216517728918,0.08705957637113684,3.25651729808224e-05,0.08695755565867705,0.0871305409599753,0.0,268435456.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,scalar_single,1,134217728.0,1.0,15,0.4064120988588075,0.40618767609467377,0.40652237711726014,0.00019632803427205303,0.406077410723712,0.4070581745457005,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,scalar_unrolled,2,134217728.0,1.0,15,0.21312766007974115,0.21308596705047178,0.21318061586836695,4.462121238171801e-05,0.21288834155445369,0.21331110134930678,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,scalar_unrolled,4,134217728.0,1.0,15,0.11832101761348664,0.11829473101903522,0.11838946266779823,5.8158995613219466e-05,0.11820622095986018,0.11846450775388688,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,scalar_unrolled,8,134217728.0,1.0,15,0.08523162575655205,0.08518418600392896,0.08524939625762229,2.3631162421655638e-05,0.08517320766005405,0.08532725378524425,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,vector_packet,2,134217728.0,1.0,15,0.21141859511254538,0.21131627660402108,0.21146185968963194,5.0920835683060384e-05,0.2111103165317589,0.21158625374377613,0.0,268435456.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,vector_packet,4,134217728.0,1.0,15,0.11734449863433838,0.11731362715363503,0.11737887561321259,3.349781036376953e-05,0.1172262504696846,0.11753024905920029,0.0,268435456.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp16,vector_packet,8,134217728.0,1.0,15,0.07915252187977666,0.07911347824594249,0.0791751327721969,3.304170525592065e-05,0.0790848680164503,0.07925078143244205,0.0,268435456.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,scalar_single,1,134217728.0,1.0,15,0.4139312537940773,0.41381362966589025,0.41402551290151235,9.943987872146343e-05,0.41356194985879435,0.4144268035888672,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,scalar_unrolled,2,134217728.0,1.0,15,0.21885364195879767,0.21875317657695098,0.21892940998077393,8.375504437613257e-05,0.21864941540886373,0.21916423124425552,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,scalar_unrolled,4,134217728.0,1.0,15,0.12424727510814824,0.12424303874496587,0.12431034765952875,3.887208040095902e-05,0.12418353656106744,0.1244614892754673,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,scalar_unrolled,8,134217728.0,1.0,15,0.09242619872093201,0.09237749874591827,0.09247770011425019,5.559921264648715e-05,0.092290598154068,0.09255999922752381,0.0,268435456.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,vector_packet,2,134217728.0,1.0,15,0.21752904809039572,0.21750354075777356,0.21757635171862616,3.709654877151469e-05,0.2174511370451554,0.21771826260331748,0.0,268435456.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,vector_packet,4,134217728.0,1.0,15,0.12352819679197201,0.12350928881936822,0.1236003962430087,3.0415117248022705e-05,0.12346631042228258,0.12369665823692133,0.0,268435456.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp16_e5m10,16,fp64,vector_packet,8,134217728.0,1.0,15,0.08642865336218546,0.08640074452688529,0.08648195377615994,3.7021415178167816e-05,0.08636669779932776,0.08658232799796171,0.0,268435456.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_single,1,134217728.0,1.0,15,0.4176177713606093,0.4173555506600274,0.4177751143773397,0.00024178293016224872,0.4171724319458008,0.41802310943603516,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_unrolled,2,134217728.0,1.0,15,0.2274196364662864,0.22731926946929007,0.2275321266867898,0.00011685400298147575,0.2270627888766202,0.22773187810724432,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_unrolled,4,134217728.0,1.0,15,0.15213909927679567,0.15205028592323772,0.152185143256674,7.216784418845323e-05,0.15200358994153082,0.15228636410771584,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_unrolled,8,134217728.0,1.0,15,0.14821599960327148,0.14813519954681398,0.14825007915496827,7.136344909669523e-05,0.14794112205505372,0.148372802734375,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,vector_packet,2,134217728.0,1.0,15,0.22710157163215405,0.2270310286319617,0.22717187621376733,7.078864357690229e-05,0.22682278084032464,0.22726399970777106,0.0,536870912.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,vector_packet,4,134217728.0,1.0,15,0.1503582000732422,0.1503129783941775,0.1504045700540348,4.962998993543466e-05,0.15020016261509486,0.15047804190188038,0.0,536870912.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp32,vector_packet,8,134217728.0,1.0,15,0.13057302795680223,0.1305231837044775,0.13061734849372797,4.786094733044699e-05,0.13050222818830373,0.130784000970621,0.0,536870912.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,scalar_single,1,134217728.0,1.0,15,0.42499645551045734,0.42481154865688747,0.4250711070166694,9.777810838490497e-05,0.4246986707051595,0.4254373444451226,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,scalar_unrolled,2,134217728.0,1.0,15,0.2305855971116286,0.23050953791691708,0.2306385187002329,6.350003756008804e-05,0.23041821993314304,0.23083076477050782,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,scalar_unrolled,4,134217728.0,1.0,15,0.15373746716246314,0.15366759105604522,0.15380163095435317,7.05329739317806e-05,0.15357256908806002,0.15390334810529435,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,scalar_unrolled,8,134217728.0,1.0,15,0.15034710631078604,0.15028718539646693,0.1504963222815066,0.00010938060526943794,0.1501629401226433,0.15065730347925302,0.0,536870912.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,vector_packet,2,134217728.0,1.0,15,0.2310217784001277,0.23095015745896558,0.2310872664818397,7.139352651744368e-05,0.23067668034480168,0.23126399700458233,0.0,536870912.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,vector_packet,4,134217728.0,1.0,15,0.15360857776759826,0.15351158810645035,0.15366004176975526,7.521245897429418e-05,0.1534089943797318,0.15371810283857523,0.0,536870912.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp32_e8m23,32,fp64,vector_packet,8,134217728.0,1.0,15,0.13163340719122635,0.13157950786122102,0.13166105538083797,4.744111445911803e-05,0.1315017583077414,0.1317723508466754,0.0,536870912.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,scalar_single,1,134217728.0,1.0,15,0.5682808911358869,0.5680800014071994,0.5685493327953197,0.0002607416223596726,0.5676906726978443,0.5691235506976092,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,scalar_unrolled,2,134217728.0,1.0,15,0.3744839906692505,0.3742720007896423,0.3748699903488159,0.00024318695068359375,0.3739104032516479,0.37551040649414064,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,scalar_unrolled,4,134217728.0,1.0,15,0.3736448049545288,0.3735376000404358,0.3738584041595459,0.00020160675048830345,0.3729423999786377,0.374944806098938,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,scalar_unrolled,8,134217728.0,1.0,15,0.3578057062058222,0.3576880069006057,0.3581329527355376,0.00014246077764601406,0.3570643833705357,0.35883199600946336,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,vector_packet,2,134217728.0,1.0,15,0.37436399459838865,0.37419240474700927,0.3744339942932129,0.00011758804321287952,0.373744797706604,0.37555680274963377,0.0,67108864.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,vector_packet,4,134217728.0,1.0,15,0.33946472948247736,0.33940217711708764,0.33994436264038086,0.0001723549582741679,0.33881163597106934,0.34043273058804596,0.0,67108864.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp16,vector_packet,8,134217728.0,1.0,15,0.31208332379659015,0.31198566158612573,0.3121783336003622,9.868542353314025e-05,0.3115066687266032,0.3128453294436137,0.0,67108864.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,scalar_single,1,134217728.0,1.0,15,0.5675946694833262,0.5673351111235443,0.5679348133228443,0.0002880096435546875,0.5670162836710612,0.5686874036435727,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,scalar_unrolled,2,134217728.0,1.0,15,0.3573241915021624,0.3572380996885754,0.35748343240647085,0.0001409621465773836,0.3568784849984305,0.3576060930887858,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,scalar_unrolled,4,134217728.0,1.0,15,0.36005485625494094,0.35986475717453725,0.3607756183260963,0.0004175276983351961,0.3593226614452544,0.3608685675121489,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,scalar_unrolled,8,134217728.0,1.0,15,0.35024372366971745,0.35018009363218794,0.35103590543880014,0.00010865233665285912,0.34957619600517803,0.3512394483699355,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,vector_packet,2,134217728.0,1.0,15,0.35140838179477424,0.3512617710024811,0.3517785959465559,0.00026416778564453125,0.35085321027179095,0.35221135339071585,0.0,67108864.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,vector_packet,4,134217728.0,1.0,15,0.330345050148342,0.3302577371182649,0.3306559998056163,0.00010088215703552006,0.32965774121491803,0.3314942691637122,0.0,67108864.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp32,vector_packet,8,134217728.0,1.0,15,0.3061531417223872,0.3060248141386071,0.3062876681892239,0.000152159710319677,0.3057299633415378,0.30706742345070354,0.0,67108864.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_single,1,134217728.0,1.0,15,0.572251249242712,0.5720616269994665,0.5727111145302102,0.00028444219518586333,0.5717606014675565,0.5730986771760164,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_unrolled,2,134217728.0,1.0,15,0.3704000100856874,0.3702657513502168,0.3705498532551091,0.00017640648818595395,0.3696359076151034,0.3713389373407131,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_unrolled,4,134217728.0,1.0,15,0.36831609214224464,0.3681319050672578,0.36875316573352346,0.00022790490127194696,0.36757541284328554,0.3693486888234208,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,scalar_unrolled,8,134217728.0,1.0,15,0.3599977039155506,0.3598841939653669,0.3606929551987421,0.00026741481962655467,0.3594262940543039,0.36099352155412945,0.0,67108864.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,vector_packet,2,134217728.0,1.0,15,0.36609638028028535,0.36586028773610185,0.3663160975386457,0.00024897877762958265,0.36556878904017004,0.3668612736027415,0.0,67108864.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,vector_packet,4,134217728.0,1.0,15,0.3356487062242296,0.335391288333469,0.3364103105333116,0.00030292934841580355,0.3348878224690755,0.3365639156765408,0.0,67108864.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp4_e2m1,4,fp64,vector_packet,8,134217728.0,1.0,15,0.3162879943847656,0.3161516686280569,0.31672799587249756,0.00020599365234375,0.31584399938583374,0.31765133142471313,0.0,67108864.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_single,1,134217728.0,1.0,15,0.44453929452335134,0.44432705991408405,0.44466352462768555,0.00017788830925435928,0.4442287052378935,0.4448225918938132,0.0,1073741824.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,2,134217728.0,1.0,15,0.29137538029597354,0.2912763082064115,0.2914276948341956,7.631228520316169e-05,0.2912313754741962,0.29148369569044846,0.0,1073741824.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,4,134217728.0,1.0,15,0.2521146615346273,0.25207040309906004,0.2522085348765055,6.774266560871656e-05,0.2517893314361572,0.25238186518351235,0.0,1073741824.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,scalar_unrolled,8,134217728.0,1.0,15,0.2908009360818302,0.2903570193870395,0.29091638677260456,0.00029616262398513005,0.2902732549929151,0.29142149756936464,0.0,1073741824.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,2,134217728.0,1.0,15,0.29100799560546875,0.29092708000769985,0.291053845332219,7.814627427321641e-05,0.2908012316777156,0.29144984025221604,0.0,1073741824.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,4,134217728.0,1.0,15,0.25172425905863444,0.25169440110524494,0.25182586510976157,8.265177408856017e-05,0.2515610694885254,0.2519594669342041,0.0,1073741824.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp64_e11m52,64,fp64,vector_packet,8,134217728.0,1.0,15,0.252170853695627,0.25199755975755594,0.2523324691643149,0.00016703848111426778,0.2514614169880495,0.25252990399376823,0.0,1073741824.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,scalar_single,1,134217728.0,1.0,15,0.40198652367842824,0.40172884338780457,0.40205221427114385,0.000232420469585215,0.4015376944290964,0.40238736805162933,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,scalar_unrolled,2,134217728.0,1.0,15,0.2063338136019772,0.20627594647342212,0.20640131545393434,6.093064399614878e-05,0.20618082072636854,0.20646706672563944,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,scalar_unrolled,4,134217728.0,1.0,15,0.11070171155427631,0.11066297660196633,0.11073864671520721,3.921537470996661e-05,0.11064877904447398,0.11077196795241277,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,scalar_unrolled,8,134217728.0,1.0,15,0.06562208918343602,0.06559844354612637,0.06563306065787256,2.0955516173773447e-05,0.06556276304531941,0.06570137918522928,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,vector_packet,2,134217728.0,1.0,15,0.20593797344050996,0.20583254670443601,0.20598444220137924,7.364194687098369e-05,0.20576000213623047,0.2061900308687393,0.0,134217728.0,67108864.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,vector_packet,4,134217728.0,1.0,15,0.11421637168297401,0.11418843269348145,0.11424344869760367,3.1507932222812896e-05,0.11415802882267878,0.11431458546565129,0.0,134217728.0,33554432.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp16,vector_packet,8,134217728.0,1.0,15,0.06799793682889455,0.06795391838671425,0.06802403762043896,3.745698709091416e-05,0.06790149266818701,0.06809482047085388,0.0,134217728.0,16777216.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp32,scalar_single,1,134217728.0,1.0,15,0.4017473772952431,0.4016551594985159,0.40188000076695496,9.599484895406185e-05,0.4014812519675807,0.402191162109375,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp32,scalar_unrolled,2,134217728.0,1.0,15,0.20636888345082602,0.2063208884663052,0.20642222298516166,5.066394805908203e-05,0.2063035567601522,0.20667333073086208,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp32,scalar_unrolled,4,134217728.0,1.0,15,0.11095513944272642,0.11093475553724501,0.11100171760276512,4.622141520181644e-05,0.1108700434366862,0.11106464951126664,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp32,scalar_unrolled,8,134217728.0,1.0,15,0.06547328101264106,0.06542911953396267,0.06549966176350912,3.640916612412948e-05,0.06539207034640843,0.06555221133761936,0.0,134217728.0,134217728.0,134217728.0
normal_0_1,stream_decode,fp8_e4m3,8,fp32,vector_packet,2,134217728.0,1.0,15,0.20631451802710965,0.20626082485669278,0.20640394785632826,7.49614140758692e-05,0.20607429661162913,0.20646399667818252,0.0,134217728.0,67108864.0,134217728.0
