distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,median_time_ms,hbm_floor_ms,stream_load_scaled_component_ms,stream_decode_scaled_component_ms,register_decode_scaled_component_ms,arithmetic_chain_scaled_component_ms,note
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_single,1,1,4096,0.00568899515304334,9.60677061812021e-07,2.49950381977534e-05,3.492744441178662e-05,1.5226970747668674e-05,7.644859735656022e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_single,1,1,65536,0.005948864119824167,1.5370832988992335e-05,0.0003999206111640544,0.0005588391105885859,0.00024363153196269878,1.2231775577049635e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,1048576,0.010801595894109273,0.00024593332782387736,0.0032231164713428444,0.005787500157588866,0.004054128358899782,0.0001232255588878285,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,134217728,0.6581579291302225,0.0314794659614563,0.4125589083318841,0.7408000201713748,0.5189284299391721,0.015772871537642046,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,16777216,0.08458617105649385,0.003934933245182038,0.05156986354148551,0.09260000252142185,0.06486605374239651,0.001971608942205256,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,4096,0.005939775111445091,9.60677061812021e-07,1.2590298716182986e-05,2.2607422490581507e-05,1.5836438901952273e-05,4.8134983940558e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,2,1,65536,0.006184444847787415,1.5370832988992335e-05,0.00020144477945892777,0.0003617187598493041,0.0002533830224312364,7.70159743048928e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,1048576,0.010990243505787206,0.00024593332782387736,0.001722925901412964,0.005754938939722573,0.004076259734826686,7.768564826839574e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,134217728,0.6604159811268682,0.0314794659614563,0.22053451538085939,0.7366321842844893,0.5217612460578158,0.009943762978354654,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,16777216,0.08594694751047949,0.003934933245182038,0.027566814422607423,0.09207902303556116,0.06522015575722698,0.0012429703722943318,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,4096,0.0064287693796034814,9.60677061812021e-07,6.7301793023943904e-06,2.24802302332913e-05,1.5922889589166743e-05,3.0345956354842085e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,4,1,65536,0.00659573624253939,1.5370832988992335e-05,0.00010768286883831025,0.0003596836837326608,0.0002547662334266679,4.8553530167747336e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,1048576,0.011348279092760078,0.00024593332782387736,0.0011196449614953303,0.005624964123680478,0.004132069292522612,7.283998147602353e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,134217728,0.6950065439397638,0.0314794659614563,0.14331455507140228,0.7199954078311012,0.5289048694428944,0.009323517628931011,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,16777216,0.08998929942312416,0.003934933245182038,0.017914319383925285,0.08999942597888765,0.0661131086803618,0.0011654397036163764,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,4096,0.00789403414130994,9.60677061812021e-07,4.373613130841134e-06,2.1972516108126867e-05,1.6140895673916455e-05,2.845311776407169e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,scalar_unrolled,8,1,65536,0.007944948312575785,1.5370832988992335e-05,6.997781009345815e-05,0.00035156025773002987,0.0002582543307826633,4.55249884225147e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,1048576,0.010706186094707736,0.00024593332782387736,0.003203773947611247,0.005720255941879459,0.004054128358899782,0.0001232255588878285,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,134217728,0.6494839986165365,0.0314794659614563,0.4100830652942396,0.7321927605605707,0.5189284299391721,0.015772871537642046,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,16777216,0.08350481151860986,0.003934933245182038,0.05126038316177995,0.09152409507007134,0.06486605374239651,0.001971608942205256,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,4096,0.00594004604023376,9.60677061812021e-07,1.2514741982856433e-05,2.2344749772966635e-05,1.5836438901952273e-05,4.8134983940558e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,2,1,65536,0.006184352358247094,1.5370832988992335e-05,0.00020023587172570293,0.00035751599636746616,0.0002533830224312364,7.70159743048928e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,1048576,0.01064039100190623,0.00024593332782387736,0.0016651223246142161,0.0052445110347535875,0.004076259734826686,7.768564826839574e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,134217728,0.6209146579106649,0.0314794659614563,0.21313565755061967,0.6712974124484592,0.5217612460578158,0.009943762978354654,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,16777216,0.08130860461869054,0.003934933245182038,0.02664195719382746,0.0839121765560574,0.06522015575722698,0.0012429703722943318,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,4096,0.0064286139973422935,9.60677061812021e-07,6.504384080524282e-06,2.04863712295062e-05,1.5922889589166743e-05,3.0345956354842085e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,4,1,65536,0.006600147809998346,1.5370832988992335e-05,0.00010407014528838851,0.0003277819396720992,0.0002547662334266679,4.8553530167747336e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,1048576,0.010793745466742994,0.00024593332782387736,0.000900891281870514,0.004941999912261963,0.004132069292522612,7.283998147602353e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,134217728,0.6086259078979492,0.0314794659614563,0.1153140840794258,0.6325759887695312,0.5289048694428944,0.009323517628931011,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,16777216,0.08049389032217172,0.003934933245182038,0.014414260509928225,0.0790719985961914,0.0661131086803618,0.0011654397036163764,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,4096,0.007587306765750988,9.60677061812021e-07,3.5191065698066955e-06,1.9304687157273293e-05,1.6140895673916455e-05,2.845311776407169e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp4_e2m1,4,fp64,vector_packet,8,1,65536,0.007648883031176664,1.5370832988992335e-05,5.630570511690713e-05,0.0003088749945163727,0.0002582543307826633,4.55249884225147e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,1048576,0.007733787985119093,0.003934933245182038,0.006940088289625505,0.006945926476927365,0.0005186207655808561,0.00019563849644939766,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,134217728,0.5918178558349609,0.5036714553833008,0.8883313010720646,0.8890785890467027,0.06638345799434958,0.0250417275455229,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,16777216,0.0819838220180746,0.0629589319229126,0.11104141263400807,0.11113482363083783,0.008297932249293698,0.0031302159431903626,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,0.005391341202484205,1.5370832988992335e-05,2.7109719881349628e-05,2.7132525300497518e-05,2.025862365550219e-06,7.642128767554596e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,65536,0.005420193301798602,0.00024593332782387736,0.00043375551810159404,0.0004341204048079603,3.241379784880351e-05,1.2227406028087354e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,1048576,0.007745689372439117,0.003934933245182038,0.004552903943336927,0.004552740317124587,0.0003023124990782372,0.00012315576821803284,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,134217728,0.4965269406636556,0.5036714553833008,0.5827717047471267,0.5827507605919471,0.03869599988201436,0.015763938331908204,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,16777216,0.06840233064033616,0.0629589319229126,0.07284646309339084,0.07284384507399339,0.004836999985251795,0.0019704922914885255,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,0.0054141278958751565,1.5370832988992335e-05,1.7784781028659872e-05,1.7784141863767916e-05,1.180908199524364e-06,4.810772196016908e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,65536,0.005423175221751173,0.00024593332782387736,0.00028455649645855796,0.00028454626982028666,1.8894531192389824e-05,7.697235513627053e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,1048576,0.00838272519164033,0.003934933245182038,0.0039385750889778135,0.003939291586478552,0.00021952294153142887,7.758248936046254e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,134217728,0.5668615561265212,0.5036714553833008,0.5041376113891601,0.5042293230692546,0.028098936516022896,0.009930558638139205,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,16777216,0.07008655015812364,0.0629589319229126,0.06301720142364502,0.06302866538365683,0.003512367064502862,0.0012413198297674007,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,0.005600825117861417,1.5370832988992335e-05,1.5385058941319584e-05,1.5387857759681842e-05,8.57511490357144e-07,3.030565990643068e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,65536,0.0056151065729596284,0.00024593332782387736,0.00024616094306111335,0.0002462057241549095,1.3720183845714305e-05,4.848905585028909e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,1048576,0.010611647575746558,0.003934933245182038,0.004543019568218905,0.004543764626278597,0.00018138045071917309,7.283750716447092e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,134217728,0.59438720703125,0.5036714553833008,0.5815065047320198,0.5816018721636604,0.023216697692054155,0.009323200917052278,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,16777216,0.08286181905052879,0.0629589319229126,0.07268831309150248,0.07270023402045755,0.0029020872115067694,0.0011654001146315348,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,0.006604982648577009,1.5370832988992335e-05,1.7746170188355097e-05,1.774908057140077e-05,7.085173856217699e-07,2.8452151236121454e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,65536,0.006762108287295779,0.00024593332782387736,0.00028393872301368155,0.0002839852891424123,1.1336278169948318e-05,4.552344197779433e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,1048576,0.007738000276137372,0.003934933245182038,0.0045491826648895554,0.004546999931335449,0.0003023124990782372,0.00012315576821803284,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,134217728,0.49629626735564203,0.5036714553833008,0.5822953811058631,0.5820159912109375,0.03869599988201436,0.015763938331908204,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,16777216,0.06836084726219353,0.0629589319229126,0.07278692263823289,0.07275199890136719,0.004836999985251795,0.0019704922914885255,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,0.0054141711999123425,1.5370832988992335e-05,1.7770244784724826e-05,1.77617184817791e-05,1.180908199524364e-06,4.810772196016908e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,65536,0.005422323986999971,0.00024593332782387736,0.0002843239165555972,0.0002841874957084656,1.8894531192389824e-05,7.697235513627053e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,1048576,0.008011258302095975,0.003934933245182038,0.003935991724332174,0.003933191547791163,0.00021952294153142887,7.758248936046254e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,134217728,0.49677418124291206,0.5036714553833008,0.5038069407145183,0.5034485181172689,0.028098936516022896,0.009930558638139205,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,16777216,0.0684330485691534,0.0629589319229126,0.06297586758931478,0.06293106476465861,0.003512367064502862,0.0012413198297674007,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,0.005414622202550565,1.5370832988992335e-05,1.5374967673172554e-05,1.536402948355923e-05,8.57511490357144e-07,3.030565990643068e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,65536,0.0054946588185019124,0.00024593332782387736,0.00024599948277076087,0.0002458244717369477,1.3720183845714305e-05,4.848905585028909e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,1048576,0.008303633276021705,0.003934933245182038,0.00394999147471735,0.0039401695889941715,0.00018138045071917309,7.283750716447092e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,134217728,0.7175596485967222,0.5036714553833008,0.5055989087638209,0.504341707391254,0.023216697692054155,0.009323200917052278,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,16777216,0.07209443813417016,0.0629589319229126,0.0631998635954776,0.06304271342390674,0.0029020872115067694,0.0011654001146315348,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,0.005977839152018229,1.5370832988992335e-05,1.542965419811465e-05,1.5391287457008482e-05,7.085173856217699e-07,2.8452151236121454e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,65536,0.006142445917844901,0.00024593332782387736,0.0002468744671698344,0.0002462605993121357,1.1336278169948318e-05,4.552344197779433e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,1048576,0.0071254346712510686,0.0004918666556477547,0.006280894734357533,0.006281039432475441,0.0005114587183553866,0.00018683871724437304,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,134217728,0.46010277488014917,0.0629589319229126,0.8039545259977642,0.8039730473568565,0.06546671594948948,0.02391535580727975,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,16777216,0.029566422553911603,0.007869866490364075,0.10049431574972052,0.10049663091960706,0.008183339493686185,0.0029894194759099687,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,4096,0.00553856978324547,1.921354123624042e-06,2.4534745056084112e-05,2.4535310283107193e-05,1.997885618575729e-06,7.298387392358322e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,65536,0.005538891535725086,3.074166597798467e-05,0.0003925559208973458,0.0003925649645297151,3.196616989721166e-05,1.1677419827773315e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,1048576,0.006506815254024514,0.0004918666556477547,0.0032114725406855752,0.0032239658375308937,0.0002518623046521332,9.331116837312809e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,134217728,0.245321445777768,0.0629589319229126,0.41106848520775363,0.4126676272039544,0.03223837499547305,0.011943829551760396,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,16777216,0.0190496254727185,0.007869866490364075,0.051383560650969204,0.0515834534004943,0.004029796874434131,0.0014929786939700495,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,4096,0.005583815706104862,1.921354123624042e-06,1.2544814612053028e-05,1.2593616552855053e-05,9.838371275473954e-07,3.644967514575316e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,65536,0.005547373070634894,3.074166597798467e-05,0.00020071703379284845,0.00020149786484568085,1.5741394040758326e-05,5.831948023320506e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,1048576,0.006265800319616047,0.0004918666556477547,0.0017399091386433804,0.0017297142430355674,0.0001435174054397649,5.355389780560329e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,134217728,0.1402685575396101,0.0629589319229126,0.2227083697463527,0.22140342310855263,0.018370227896289906,0.0068548989191172215,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,16777216,0.015555659763650084,0.007869866490364075,0.027838546218294086,0.02767542788856908,0.0022962784870362383,0.0008568623648896527,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,4096,0.005771760408043256,1.921354123624042e-06,6.796520072825705e-06,6.756696261857685e-06,5.606148649990816e-07,2.0919491330313786e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,65536,0.005772996680725743,3.074166597798467e-05,0.00010874432116521128,0.00010810714018972296,8.969837839985306e-06,3.347118612850206e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,1048576,0.006266200906845159,0.0004918666556477547,0.0010413136671889912,0.0010253451434911879,0.00013992926944781755,3.912504337497175e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,134217728,0.09414136862453026,0.0629589319229126,0.13328814940019088,0.13124417836687205,0.017910946489320647,0.005008005551996384,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,16777216,0.01621042972346847,0.007869866490364075,0.01666101867502386,0.016405522295859006,0.002238868311165081,0.000626000693999548,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,4096,0.0057730084373837426,1.921354123624042e-06,4.067631512456997e-06,4.005254466762453e-06,5.465987087805373e-07,1.528322006834834e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,65536,0.0057738528810959925,3.074166597798467e-05,6.508210419931195e-05,6.408407146819924e-05,8.745579340488597e-06,2.4453152109357343e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,1048576,0.006507597970699079,0.0004918666556477547,0.0032045547276327055,0.003217780835007968,0.0002518623046521332,9.331116837312809e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,134217728,0.24508276142057825,0.0629589319229126,0.4101830051369863,0.4118759468810199,0.03223837499547305,0.011943829551760396,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,16777216,0.01994086748146149,0.007869866490364075,0.05127287564212329,0.05148449336012749,0.004029796874434131,0.0014929786939700495,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,4096,0.005578495183756932,1.921354123624042e-06,1.2517791904815256e-05,1.2569456386749875e-05,9.838371275473954e-07,3.644967514575316e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,65536,0.005545848628399601,3.074166597798467e-05,0.0002002846704770441,0.000201111302187998,1.5741394040758326e-05,5.831948023320506e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,1048576,0.006380222364645052,0.0004918666556477547,0.0016863358064289511,0.0017846308075464689,0.0001435174054397649,5.355389780560329e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,134217728,0.14647159954108815,0.0629589319229126,0.21585098322290575,0.22843274336594802,0.018370227896289906,0.0068548989191172215,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,16777216,0.01822789809585099,0.007869866490364075,0.026981372902863218,0.028554092920743502,0.0022962784870362383,0.0008568623648896527,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,4096,0.00577219183689919,1.921354123624042e-06,6.58724924386309e-06,6.971214091978394e-06,5.606148649990816e-07,2.0919491330313786e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,65536,0.005773039510204288,3.074166597798467e-05,0.00010539598790180945,0.0001115394254716543,8.969837839985306e-06,3.347118612850206e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,1048576,0.006277353520401091,0.0004918666556477547,0.0009562265508028926,0.0010624677629514773,0.00013992926944781755,3.912504337497175e-05,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,134217728,0.09962888372024434,0.0629589319229126,0.12239699850277025,0.1359958736577891,0.017910946489320647,0.005008005551996384,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,16777216,0.015708777050223787,0.007869866490364075,0.015299624812846281,0.016999484207223636,0.002238868311165081,0.000626000693999548,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,4096,0.005772888866879455,1.921354123624042e-06,3.735259964073799e-06,4.150264699029208e-06,5.465987087805373e-07,1.528322006834834e-07,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,65536,0.005773586113761568,3.074166597798467e-05,5.9764159425180786e-05,6.640423518446733e-05,8.745579340488597e-06,2.4453152109357343e-06,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,1048576,0.00697914465314391,0.0004918666556477547,0.006280894734357533,0.006277302770238174,0.0004932646133665421,0.0001867398853003312,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,134217728,0.4620305552627101,0.0629589319229126,0.8039545259977642,0.8034947545904862,0.06313787051091739,0.023902705318442394,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
normal_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,16777216,0.02976198330731459,0.007869866490364075,0.10049431574972052,0.10043684432381078,0.007892233813864674,0.0029878381648052992,isolated_component_equivalents_can_exceed_kernel_time_and_do_not_sum
