distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,median_time_ms,x1_time_ms,speedup_over_x1
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,4,1024,1024,0.00399105814599916,0.004437673405191601,1.1119039720431412
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,4,1024,16384,0.014558903815337965,0.020232406859820053,1.3896930096141573
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,4,1024,256,0.003510683051860791,0.003600240111708999,1.025509867602756
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,4,1024,4096,0.006262725303197698,0.007209449661003518,1.15116811164022
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,4,1024,65536,0.050417739466616984,0.11425116635108179,2.266090617306052
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,8,1024,1024,0.004558211815457384,0.004437673405191601,0.9735557681069088
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,8,1024,16384,0.022782363513908763,0.020232406859820053,0.8880732171386895
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,8,1024,256,0.0036608073281945647,0.003600240111708999,0.9834552296650269
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,8,1024,4096,0.00833508662524201,0.007209449661003518,0.8649519777239497
normal_0_1,gemv,bf16_e8m7,16,bf16,scalar_unrolled,8,1024,65536,0.0846550820887774,0.11425116635108179,1.34960788569394
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,2,1024,1024,0.004130419842798742,0.004437673405191601,1.074387973641117
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,2,1024,16384,0.01722104984298252,0.020232406859820053,1.1748648917629516
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,2,1024,256,0.003557349131116128,0.003600240111708999,1.0120570062178333
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,2,1024,4096,0.006617296208216492,0.007209449661003518,1.089485710500879
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,2,1024,65536,0.06432642790948459,0.11425116635108179,1.7761155105930584
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,4,1024,1024,0.003792636939829723,0.004437673405191601,1.1700759855465728
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,4,1024,16384,0.011069354230782797,0.020232406859820053,1.8277856537968311
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,4,1024,256,0.003435938479003011,0.003600240111708999,1.0478185606960178
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,4,1024,4096,0.005221112059827799,0.007209449661003518,1.3808264558185517
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,4,1024,65536,0.044033653467984185,0.11425116635108179,2.59463290808134
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,8,1024,1024,0.0037458775228239954,0.004437673405191601,1.1846819278399858
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,8,1024,16384,0.008601835016896967,0.020232406859820053,2.3521035709330205
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,8,1024,256,0.003413599550242994,0.003600240111708999,1.0546755876660223
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,8,1024,4096,0.004594850540161133,0.007209449661003518,1.569028110487941
normal_0_1,gemv,bf16_e8m7,16,bf16,vector_packet,8,1024,65536,0.03813938080795168,0.11425116635108179,2.9956219511372235
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,1024,0.004760265133696109,0.004760265133696109,1.0
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,16384,0.024415430225087232,0.024415430225087232,1.0
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,256,0.0037676165715034345,0.0037676165715034345,1.0
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,4096,0.008409169673589229,0.008409169673589229,1.0
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,65536,0.11757815830291264,0.11757815830291264,1.0
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,1024,0.00417744040246408,0.004760265133696109,1.1395171863824194
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,16384,0.01974427563020553,0.024415430225087232,1.236582728197716
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,256,0.0036631715636806362,0.0037676165715034345,1.028512180226103
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,4096,0.007091901629466793,0.008409169673589229,1.1857425713082648
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,65536,0.07198313069461014,0.11757815830291264,1.6334126783362661
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,1024,0.004176678051192494,0.004760265133696109,1.1397251776054402
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,16384,0.01575305664314414,0.024415430225087232,1.549885255806087
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,256,0.0036616171447126987,0.0037676165715034345,1.0289488011994363
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,4096,0.006487430071246651,0.008409169673589229,1.2962250970318805
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,65536,0.060175677379929876,0.11757815830291264,1.9539149939362037
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,1024,0.0047735029733933735,0.004760265133696109,0.9972268081174246
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,16384,0.02356583846581949,0.024415430225087232,1.0360518366660287
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,256,0.003974063205300549,0.0037676165715034345,0.948051497137298
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,4096,0.00870465691974413,0.008409169673589229,0.9660541192054716
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,65536,0.08621633405516134,0.11757815830291264,1.3637573389247328
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,1024,0.004136654215121488,0.004760265133696109,1.1507524888822032
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,16384,0.01941237224529741,0.024415430225087232,1.2577252237166323
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,256,0.003660792807625482,0.0037676165715034345,1.0291804998238188
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,4096,0.00684428768202213,0.008409169673589229,1.2286405926036057
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,65536,0.07007456725498415,0.11757815830291264,1.6779005980168895
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,1024,0.003909168556565863,0.004760265133696109,1.2177180555954128
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,16384,0.015408241707176768,0.024415430225087232,1.5845695238357498
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,256,0.003601286626393141,0.0037676165715034345,1.046186255737406
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,4096,0.006062734019420784,0.008409169673589229,1.3870259930011934
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,65536,0.05827073066953629,0.11757815830291264,2.0177910410926434
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,1024,0.0044492913561930475,0.004760265133696109,1.0698928779007049
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,16384,0.01525353117485267,0.024415430225087232,1.6006411856514304
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,256,0.004296093336159298,0.0037676165715034345,0.8769866659535099
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,4096,0.005812937838171944,0.008409169673589229,1.4466298982880144
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,65536,0.05477957985617898,0.11757815830291264,2.1463866391748194
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,2,1024,1024,0.0037665585497836094,0.00444350420720306,1.1797252448016085
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,2,1024,16384,0.011987675723153079,0.02006409797200396,1.6737271207004727
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,2,1024,256,0.0033809846896621218,0.003578773674118846,1.0585004081980893
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,2,1024,4096,0.005221259349052039,0.007180105119743603,1.3751672996376263
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,2,1024,65536,0.06369834521721149,0.11426405943641367,1.7938308922590216
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,4,1024,1024,0.003591587960158162,0.00444350420720306,1.2371976564392377
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,4,1024,16384,0.00894058762441262,0.02006409797200396,2.2441587527444127
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,4,1024,256,0.0033808824028230943,0.003578773674118846,1.0585324325775156
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,4,1024,4096,0.00473208160874266,0.007180105119743603,1.517324871675532
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,4,1024,65536,0.043913504656623394,0.11426405943641367,2.602025511966953
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,8,1024,1024,0.003942535019653086,0.00444350420720306,1.1270677838123695
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,8,1024,16384,0.01273206542791494,0.02006409797200396,1.575871415804509
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,8,1024,256,0.0034378284145853977,0.003578773674118846,1.040998340387051
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,8,1024,4096,0.005757584305462311,0.007180105119743603,1.2470690377788691
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,8,1024,65536,0.04227407562345882,0.11426405943641367,2.7029345467936388
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_single,1,1024,1024,0.00444350420720306,0.00444350420720306,1.0
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_single,1,1024,16384,0.02006409797200396,0.02006409797200396,1.0
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_single,1,1024,256,0.003578773674118846,0.003578773674118846,1.0
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_single,1,1024,4096,0.007180105119743603,0.007180105119743603,1.0
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_single,1,1024,65536,0.11426405943641367,0.11426405943641367,1.0
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,2,1024,1024,0.003962397575378418,0.00444350420720306,1.121418061330884
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,2,1024,16384,0.013502898077661947,0.02006409797200396,1.4859104954066347
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,2,1024,256,0.003548552682091882,0.003578773674118846,1.0085164276070853
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,2,1024,4096,0.005789756774902344,0.007180105119743603,1.2401393355361996
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,2,1024,65536,0.0646206003374758,0.11426405943641367,1.7682296177949286
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,4,1024,1024,0.004004521903844414,0.00444350420720306,1.1096216511981656
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,4,1024,16384,0.014579185342366716,0.02006409797200396,1.3762153029016124
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,4,1024,256,0.0035256745918072316,0.003578773674118846,1.0150606872327366
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,4,1024,4096,0.006231756591796875,0.007180105119743603,1.1521799694800465
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,4,1024,65536,0.05049136333667768,0.11426405943641367,2.263041674563193
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,8,1024,1024,0.004554635136067366,0.00444350420720306,0.9756004760986716
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,8,1024,16384,0.022778186392276845,0.02006409797200396,0.8808470361278138
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,8,1024,256,0.003677597632995239,0.003578773674118846,0.9731281209260771
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,8,1024,4096,0.008315608016214636,0.007180105119743603,0.8634492036833733
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,8,1024,65536,0.08470767667923851,0.11426405943641367,1.3489221274371146
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,2,1024,1024,0.004126735965555015,0.00444350420720306,1.0767599973179875
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,2,1024,16384,0.017558682467288898,0.02006409797200396,1.142688126480022
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,2,1024,256,0.0035559102363392787,0.003578773674118846,1.006429700487351
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,2,1024,4096,0.006598676380921266,0.007180105119743603,1.0881129343611122
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,2,1024,65536,0.06433558045772084,0.11426405943641367,1.7760632393999172
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,4,1024,1024,0.0037632906957543043,0.00444350420720306,1.1807496593914906
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,4,1024,16384,0.011088833383827849,0.02006409797200396,1.809396649539869
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,4,1024,256,0.0034576558345054834,0.003578773674118846,1.0350288881862313
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,4,1024,4096,0.005242378874258561,0.007180105119743603,1.3696272802791458
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,4,1024,65536,0.044039360584656885,0.11426405943641367,2.594589429080466
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,8,1024,1024,0.003742566889479612,0.00444350420720306,1.1872878530758633
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,8,1024,16384,0.008591030583237156,0.02006409797200396,2.3354704395015293
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,8,1024,256,0.0034176985589554777,0.003578773674118846,1.0471297021620878
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,8,1024,4096,0.004582899738046228,0.007180105119743603,1.5667166052392432
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,8,1024,65536,0.038130577263015004,0.11426405943641367,2.996651706798177
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,1024,0.00474851481234244,0.00474851481234244,1.0
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,16384,0.023915848517500407,0.023915848517500407,1.0
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,256,0.0037511438461247403,0.0037511438461247403,1.0
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,4096,0.008330817799700362,0.008330817799700362,1.0
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,65536,0.11756953430175782,0.11756953430175782,1.0
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,1024,0.004151927751170915,0.00474851481234244,1.1436891720968114
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,16384,0.019725570022889057,0.023915848517500407,1.212428765797341
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,256,0.003679592176754042,0.0037511438461247403,1.0194455434009042
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,4096,0.007115692024800314,0.008330817799700362,1.1707670554971985
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,65536,0.07190972019508841,0.11756953430175782,1.634960252700136
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,1024,0.004134801057007935,0.00474851481234244,1.1484264289558364
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,16384,0.015773345376843603,0.023915848517500407,1.5162191625253183
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,256,0.0036856816695617126,0.0037511438461247403,1.0177612128317126
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,4096,0.00653471119192241,0.008330817799700362,1.2748563104055968
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,65536,0.060143607561705545,0.11756953430175782,1.954813471758158
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,1024,0.004819804651556771,0.00474851481234244,0.9852089774652373
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,16384,0.023564408425571157,0.023915848517500407,1.0149140214166328
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,256,0.003954092208333996,0.0037511438461247403,0.9486738418033085
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,4096,0.008658125741141182,0.008330817799700362,0.9621964439849219
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,65536,0.08627851064815077,0.11756953430175782,1.36267459206863
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,1024,0.0040966819004459275,0.00474851481234244,1.1591124055361879
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,16384,0.019225697246239355,0.023915848517500407,1.2439522068401692
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,256,0.003645561478875421,0.0037511438461247403,1.0289618945836265
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,4096,0.006779473960782825,0.008330817799700362,1.228829529826589
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,65536,0.06946007710582805,0.11756953430175782,1.692620267648582
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,1024,0.003890929707181202,0.00474851481234244,1.2204062190017098
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,16384,0.015049939714996508,0.023915848517500407,1.5890992901233663
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,256,0.003602035068688278,0.0037511438461247403,1.041395703982072
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,4096,0.005849407646251554,0.008330817799700362,1.4242156306269673
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,65536,0.05603041175667566,0.11756953430175782,2.098316443083254
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,1024,0.004426075921767598,0.00474851481234244,1.0728498327353755
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,16384,0.01543025865080607,0.023915848517500407,1.5499317969145678
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,256,0.004293905319394292,0.0037511438461247403,0.8735972423942233
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,4096,0.005810292496773946,0.008330817799700362,1.4338035140788334
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,65536,0.05463117711684283,0.11756953430175782,2.1520593277773443
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_single,1,1024,1024,0.0044448465210585875,0.0044448465210585875,1.0
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_single,1,1024,16384,0.03349177542697178,0.03349177542697178,1.0
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_single,1,1024,256,0.003615915392785308,0.003615915392785308,1.0
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_single,1,1024,4096,0.007239263184264056,0.007239263184264056,1.0
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_single,1,1024,65536,0.12106049750462052,0.12106049750462052,1.0
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,2,1024,1024,0.004112362396335527,0.0044448465210585875,1.0808499088065129
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,2,1024,16384,0.023258596951844263,0.03349177542697178,1.4399740232102043
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,2,1024,256,0.0035892079329481763,0.003615915392785308,1.007441045583334
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,2,1024,4096,0.00616385957650971,0.007239263184264056,1.1744691932718063
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,2,1024,65536,0.08001762532932873,0.12106049750462052,1.5129228967539532
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,4,1024,1024,0.00458933086446036,0.0044448465210585875,0.9685173399632929
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,4,1024,16384,0.02312130200660835,0.03349177542697178,1.4485246296856216
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,4,1024,256,0.0036449715916534713,0.003615915392785308,0.992028415547957
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,4,1024,4096,0.008172945455664847,0.007239263184264056,0.8857593903610803
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,4,1024,65536,0.07928263486086667,0.12106049750462052,1.5269484637722994
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,8,1024,1024,0.005849649498499737,0.0044448465210585875,0.7598483502641585
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,8,1024,16384,0.042191108300888645,0.03349177542697178,0.7938112264822008
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,8,1024,256,0.003963991993682338,0.003615915392785308,0.9121903875053781
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,8,1024,4096,0.013007999656205168,0.007239263184264056,0.5565239372381696
normal_0_1,gemv,fp32_e8m23,32,fp32,scalar_unrolled,8,1024,65536,0.15389789502645276,0.12106049750462052,0.7866286766548172
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,2,1024,1024,0.00404110217596762,0.0044448465210585875,1.0999094621987113
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,2,1024,16384,0.023240779901479745,0.03349177542697178,1.441077948715454
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,2,1024,256,0.0035714865255600725,0.003615915392785308,1.0124398809591668
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,2,1024,4096,0.005987557474497647,0.007239263184264056,1.2090511389824157
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,2,1024,65536,0.07979767809632005,0.12106049750462052,1.5170929830626656
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,4,1024,1024,0.003891334786813395,0.0044448465210585875,1.14224212630609
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,4,1024,16384,0.020306327259011145,0.03349177542697178,1.6493270791796903
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,4,1024,256,0.003543399548733201,0.003615915392785308,1.0204650486220308
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,4,1024,4096,0.005802358372284077,0.007239263184264056,1.247641513982244
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,4,1024,65536,0.06919616824584388,0.12106049750462052,1.7495260297435873
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,8,1024,1024,0.004131918237946659,0.0044448465210585875,1.0757343841506983
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,8,1024,16384,0.01972475896907758,0.03349177542697178,1.6979561311485067
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,8,1024,256,0.0035901960316442956,0.003615915392785308,1.0071637762713568
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,8,1024,4096,0.005969783528645833,0.007239263184264056,1.2126508690853968
normal_0_1,gemv,fp32_e8m23,32,fp32,vector_packet,8,1024,65536,0.0682935281233354,0.12106049750462052,1.772649632128978
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,1024,0.004707978388284473,0.004707978388284473,1.0
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,16384,0.033988133571935045,0.033988133571935045,1.0
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,256,0.003778775063827909,0.003778775063827909,1.0
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,4096,0.007952904590192987,0.007952904590192987,1.0
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,65536,0.12256933053334554,0.12256933053334554,1.0
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,1024,0.004368545608393563,0.004707978388284473,1.077699264313216
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,16384,0.023469131482051916,0.033988133571935045,1.4482058527784705
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,256,0.003742908259480645,0.003778775063827909,1.0095826031152153
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,4096,0.007340560088286529,0.007952904590192987,1.083419316038784
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,65536,0.0809213554924303,0.12256933053334554,1.5146722368585528
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,1024,0.004755656646631458,0.004707978388284473,0.9899744111297949
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,16384,0.023406145588451662,0.033988133571935045,1.4521029719948602
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,256,0.003804972937873176,0.003778775063827909,0.9931148330164181
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,4096,0.008367956339657963,0.007952904590192987,0.9503998667514629
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,65536,0.07963312509897592,0.12256933053334554,1.5391751909899838
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,1024,0.006069243645140444,0.004707978388284473,0.7757108897834549
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,16384,0.04256925048378013,0.033988133571935045,0.7984198261814666
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,256,0.00415857375344349,0.003778775063827909,0.9086709261075169
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,4096,0.013294300970341727,0.007952904590192987,0.5982190871062067
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,65536,0.1563523342734889,0.12256933053334554,0.7839302886194798
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,1024,0.004294915876105583,0.004707978388284473,1.096174761996371
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,16384,0.023545556420447842,0.033988133571935045,1.4435052187774369
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,256,0.0037041026235416236,0.003778775063827909,1.020159387542802
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,4096,0.007090979286207464,0.007952904590192987,1.1215523652229584
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,65536,0.08129154267858286,0.12256933053334554,1.507774689649699
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,4,1024,1024,0.004202200318030469,0.004707978388284473,1.12036029507776
