gpu,compute_capability,distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,round,sample,batch_iterations,time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,result_checksum,max_abs_error,relative_l2_error,useful_gflop_per_s,effective_gb_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,vector_packet,8,1,4096,0,0,2021,0.0053005680950604589,8192,32768,2048,1019.6924438476562,4.1804549482549191e-05,4.0997212464315233e-08,1.5454947192611364,6.1819788770445454
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,4,1,4096,0,0,2093,0.0052641605681571103,8192,32768,8192,1019.6924743652344,1.1286971357549191e-05,1.1068995325909388e-08,1.5561835346652191,6.2247341386608763
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_single,1,1,4096,0,0,2103,0.0052646617916613262,8192,32768,8192,1019.6924856522057,0,0,1.556035377804377,6.2241415112175078
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,2,1,4096,0,0,2103,0.0053000094150283819,8192,32768,4096,1019.6924856522057,0,0,1.5456576316206658,6.1826305264826633
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,vector_packet,2,1,4096,0,0,1461,0.0052088379125575512,8192,32768,4096,1019.6924896240234,3.9718177049508085e-06,3.8951132432935339e-09,1.5727116369374046,6.2908465477496183
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,4,1,4096,0,0,2030,0.0053008709047815484,8192,32768,2048,1019.6924856522057,0,0,1.5454064336127418,6.1816257344509671
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,2,1,4096,0,0,2075,0.0053009580129600433,8192,32768,8192,1019.6924856522057,0,0,1.5453810386673115,6.1815241546692459
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,vector_packet,4,1,4096,0,0,1995,0.0052085412773572115,8192,32768,2048,1019.6924743652344,1.1286971357549191e-05,1.1068995325909388e-08,1.5728012055146046,6.2912048220584182
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,8,1,4096,0,0,2093,0.005353188548883182,8192,32768,2048,1019.6924856522058,1.1368683772161603e-13,1.1149129695596489e-16,1.5303029073595902,6.1212116294383607
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_single,1,1,4096,0,0,1978,0.0052071022673974262,8192,32768,8192,1019.6925010681152,1.5415909501825809e-05,1.5118194670195727e-08,1.5732358573580429,6.2929434294321718
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,4,1,4096,0,0,2131,0.0053399456101144108,8192,32768,8192,1019.6924856522057,0,0,1.5340980223625316,6.1363920894501263
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,8,1,4096,0,0,1987,0.0058318590721894463,8192,32768,8192,1019.6924856522058,1.1368683772161603e-13,1.1149129695596489e-16,1.4046978671116086,5.6187914684464344
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,2,1,4096,0,0,2030,0.0052082602026427317,8192,32768,8192,1019.6924896240234,3.9718177049508085e-06,3.8951132432935339e-09,1.5728860850391622,6.2915443401566487
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,8,1,4096,0,0,1954,0.005711574027335754,8192,32768,8192,1019.6924438476562,4.1804549482549191e-05,4.0997212464315233e-08,1.4342806310121967,5.7371225240487869
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,8,1,4096,0,1,1987,0.0058330671236511448,8192,32768,8192,1019.6924856522058,1.1368683772161603e-13,1.1149129695596489e-16,1.4044069485818476,5.6176277943273902
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,4,1,4096,0,1,2093,0.0052474496242707275,8192,32768,8192,1019.6924743652344,1.1286971357549191e-05,1.1068995325909388e-08,1.5611393317831985,6.2445573271327941
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,vector_packet,8,1,4096,0,1,2021,0.0053005520510590945,8192,32768,2048,1019.6924438476562,4.1804549482549191e-05,4.0997212464315233e-08,1.5454993972492299,6.1819975889969196
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,8,1,4096,0,1,2093,0.0053532805900737765,8192,32768,2048,1019.6924856522058,1.1368683772161603e-13,1.1149129695596489e-16,1.5302765962221123,6.1211063848884493
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,4,1,4096,0,1,2131,0.00534752890964116,8192,32768,8192,1019.6924856522057,0,0,1.5319225269134105,6.1276901076536419
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_unrolled,2,1,4096,0,1,2075,0.0053001408404614548,8192,32768,8192,1019.6924856522057,0,0,1.5456193045780962,6.1824772183123846
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,2,1,4096,0,1,2030,0.0052086228807571491,8192,32768,8192,1019.6924896240234,3.9718177049508085e-06,3.8951132432935339e-09,1.5727765644667242,6.2911062578668968
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,scalar_single,1,1,4096,0,1,2103,0.0052639316843625088,8192,32768,8192,1019.6924856522057,0,0,1.5562511999036508,6.2250047996146032
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,4,1,4096,0,1,2030,0.0053013594866973424,8192,32768,2048,1019.6924856522057,0,0,1.5452640064413889,6.1810560257655558
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,2,1,4096,0,1,2103,0.0053006030240061166,8192,32768,4096,1019.6924856522057,0,0,1.5454845350423183,6.1819381401692732
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,vector_packet,2,1,4096,0,1,1461,0.0052103271719366618,8192,32768,4096,1019.6924896240234,3.9718177049508085e-06,3.8951132432935339e-09,1.5722621113167179,6.2890484452668716
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_single,1,1,4096,0,1,1978,0.0052070699639701267,8192,32768,8192,1019.6925010681152,1.5415909501825809e-05,1.5118194670195727e-08,1.5732456173402394,6.2929824693609575
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,vector_packet,4,1,4096,0,1,1995,0.0052089906276616832,8192,32768,2048,1019.6924743652344,1.1286971357549191e-05,1.1068995325909388e-08,1.5726655288065645,6.2906621152262581
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,8,1,4096,0,1,1954,0.0057162906642824014,8192,32768,8192,1019.6924438476562,4.1804549482549191e-05,4.0997212464315233e-08,1.433097174569304,5.7323886982772159
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp64,vector_packet,4,1,4096,0,2,2030,0.0053011546581249519,8192,32768,2048,1019.6924856522057,0,0,1.5453237130979227,6.1812948523916909
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp32_e8m23,32,fp32,scalar_unrolled,4,1,4096,0,2,2093,0.0052581058981540493,8192,32768,8192,1019.6924743652344,1.1286971357549191e-05,1.1068995325909388e-08,1.55797546848114,6.23190187392456
