distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,native_arithmetic,native_time_ms,mixed_fp64_time_ms,mixed_over_native_slowdown
normal_0_1,dot,fp8_e5m2,8,fp64,scalar_unrolled,8,1,16777216,fp16,0.015972998456028262,0.017666147219254667,1.1060006840849224
normal_0_1,dot,fp8_e5m2,8,fp64,scalar_unrolled,8,1,4096,fp16,0.005497668741037046,0.005366431551026593,0.9761285744572349
normal_0_1,dot,fp8_e5m2,8,fp64,scalar_unrolled,8,1,65536,fp16,0.005507831582923976,0.005462917631640338,0.9918454385165144
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,2,1,1048576,fp16,0.006277639849220534,0.006323407624013226,1.0072906021836177
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,2,1,134217728,fp16,0.24472102811259608,0.25468473919367385,1.0407145685759929
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,2,1,16777216,fp16,0.019688385078705937,0.02169015846754375,1.1016728076394058
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,2,1,4096,fp16,0.005355065914210428,0.005283672526731329,0.9866680655994082
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,2,1,65536,fp16,0.005338028226180605,0.005283706714927677,0.9898236747819156
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,1048576,fp16,0.006121540323893229,0.006064151291582042,0.9906250666866981
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,134217728,fp16,0.14613897660199335,0.15692698830052426,1.073820222019974
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,16777216,fp16,0.017978418004381786,0.018719450450558374,1.0412178894714752
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,4096,fp16,0.005481306509155453,0.005326427838217887,0.9717442053862758
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,4,1,65536,fp16,0.005497032079467474,0.005290474027438925,0.9624237135526124
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,1048576,fp16,0.006062766469265205,0.006125825350401831,1.0104010077670482
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,134217728,fp16,0.09925927411789862,0.11375851997962365,1.1460744700238594
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,16777216,fp16,0.015500102515903506,0.017408174779824405,1.1231006222031865
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,4096,fp16,0.005499471714448244,0.005327166863964097,0.9686688359481026
normal_0_1,dot,fp8_e5m2,8,fp64,vector_packet,8,1,65536,fp16,0.005505539839130297,0.005330426221616895,0.968193197646343
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,1024,bf16,0.004437673405191601,0.004760265133696109,1.0726938868748455
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,16384,bf16,0.020232406859820053,0.024415430225087232,1.20674867771537
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,256,bf16,0.003600240111708999,0.0037676165715034345,1.0464903602540507
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,4096,bf16,0.007209449661003518,0.008409169673589229,1.166409375056059
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_single,1,1024,65536,bf16,0.11425116635108179,0.11757815830291264,1.02911998238694
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,1024,bf16,0.0039906773051946115,0.00417744040246408,1.046799849495814
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,16384,bf16,0.0134318425865371,0.01974427563020553,1.4699603202613063
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,256,bf16,0.0035483726926874956,0.0036631715636806362,1.0323525404278189
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,4096,bf16,0.005750072409409453,0.007091901629466793,1.233358664816388
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,2,1024,65536,bf16,0.06461861872777147,0.07198313069461014,1.1139688856220256
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,1024,bf16,0.00399105814599916,0.004176678051192494,1.0465089453480925
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,16384,bf16,0.014558903815337965,0.01575305664314414,1.082022166157051
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,256,bf16,0.003510683051860791,0.0036616171447126987,1.0429927995840886
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,4096,bf16,0.006262725303197698,0.006487430071246651,1.0358797100575718
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,65536,bf16,0.050417739466616984,0.060175677379929876,1.1935417576540475
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,1024,bf16,0.004558211815457384,0.0047735029733933735,1.0472314948607508
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,16384,bf16,0.022782363513908763,0.02356583846581949,1.0343895378296641
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,256,bf16,0.0036608073281945647,0.003974063205300549,1.0855701622681344
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,4096,bf16,0.00833508662524201,0.00870465691974413,1.044339106612631
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,65536,bf16,0.0846550820887774,0.08621633405516134,1.0184425072643206
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,1024,bf16,0.004130419842798742,0.004136654215121488,1.0015093798112595
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,16384,bf16,0.01722104984298252,0.01941237224529741,1.1272467371208408
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,256,bf16,0.003557349131116128,0.003660792807625482,1.029078865384489
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,4096,bf16,0.006617296208216492,0.00684428768202213,1.0343027524631268
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,65536,bf16,0.06432642790948459,0.07007456725498415,1.0893589078751258
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,1024,bf16,0.003792636939829723,0.003909168556565863,1.0307257506017362
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,16384,bf16,0.011069354230782797,0.015408241707176768,1.3919729539712395
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,256,bf16,0.003435938479003011,0.003601286626393141,1.048123139689657
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,4096,bf16,0.005221112059827799,0.006062734019420784,1.1611959195567894
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,65536,bf16,0.044033653467984185,0.05827073066953629,1.3233226425761728
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,1024,bf16,0.0037458775228239954,0.0044492913561930475,1.1877834577033242
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,16384,bf16,0.008601835016896967,0.01525353117485267,1.7732880420153934
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,256,bf16,0.003413599550242994,0.004296093336159298,1.2585229383023222
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,4096,bf16,0.004594850540161133,0.005812937838171944,1.265098350286731
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,65536,bf16,0.03813938080795168,0.05477957985617898,1.436299664433933
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,1024,fp16,0.00444350420720306,0.00474851481234244,1.0686419075838722
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,16384,fp16,0.02006409797200396,0.023915848517500407,1.191972275597483
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,256,fp16,0.003578773674118846,0.0037511438461247403,1.048164591477927
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,4096,fp16,0.007180105119743603,0.008330817799700362,1.160264043599107
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,65536,fp16,0.11426405943641367,0.11756953430175782,1.0289283864204353
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,1024,fp16,0.003962397575378418,0.004151927751170915,1.0478321955803227
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,16384,fp16,0.013502898077661947,0.019725570022889057,1.4608397330289689
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,256,fp16,0.003548552682091882,0.003679592176754042,1.0369275889078564
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,4096,fp16,0.005789756774902344,0.007115692024800314,1.2290139813205427
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,65536,fp16,0.0646206003374758,0.07190972019508841,1.112798702264383
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,1024,fp16,0.004004521903844414,0.004134801057007935,1.0325330105045627
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,16384,fp16,0.014579185342366716,0.015773345376843603,1.0819085570581704
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,256,fp16,0.0035256745918072316,0.0036856816695617126,1.0453833936138908
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,4096,fp16,0.006231756591796875,0.00653471119192241,1.0486146394941558
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,65536,fp16,0.05049136333667768,0.060143607561705545,1.1911662428417005
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,1024,fp16,0.004554635136067366,0.004819804651556771,1.0582197053260256
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,16384,fp16,0.022778186392276845,0.023564408425571157,1.0345164456798408
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,256,fp16,0.003677597632995239,0.003954092208333996,1.075183476533175
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,4096,fp16,0.008315608016214636,0.008658125741141182,1.0411897391337674
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,65536,fp16,0.08470767667923851,0.08627851064815077,1.018544174866943
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,1024,fp16,0.004126735965555015,0.0040966819004459275,0.992717230915682
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,16384,fp16,0.017558682467288898,0.019225697246239355,1.0949396278482761
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,256,fp16,0.0035559102363392787,0.003645561478875421,1.0252118969764648
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,4096,fp16,0.006598676380921266,0.006779473960782825,1.0273990675439544
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,65536,fp16,0.06433558045772084,0.06946007710582805,1.0796526060952363
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,1024,fp16,0.0037632906957543043,0.003890929707181202,1.0339168620619446
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,16384,fp16,0.011088833383827849,0.015049939714996508,1.3572157858324039
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,256,fp16,0.0034576558345054834,0.003602035068688278,1.0417563925078865
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,4096,fp16,0.005242378874258561,0.005849407646251554,1.1157926175411819
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,65536,fp16,0.044039360584656885,0.05603041175667566,1.2722803195329861
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,1024,fp16,0.003742566889479612,0.004426075921767598,1.182631079810313
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,16384,fp16,0.008591030583237156,0.01543025865080607,1.7960893633545707
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,256,fp16,0.0034176985589554777,0.004293905319394292,1.25637332998338
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,4096,fp16,0.004582899738046228,0.005810292496773946,1.267820120204283
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,65536,fp16,0.038130577263015004,0.05463117711684283,1.4327393141732656
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,1024,fp32,0.0044448465210585875,0.004707978388284473,1.0591993145273366
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,16384,fp32,0.03349177542697178,0.033988133571935045,1.0148202995701308
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,256,fp32,0.003615915392785308,0.003778775063827909,1.045039679680434
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,4096,fp32,0.007239263184264056,0.007952904590192987,1.0985792873893807
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_single,1,1024,65536,fp32,0.12106049750462052,0.12256933053334554,1.0124634629778178
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,1024,fp32,0.004112362396335527,0.004368545608393563,1.0622958745771813
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,16384,fp32,0.023258596951844263,0.023469131482051916,1.0090519015675603
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,256,fp32,0.0035892079329481763,0.003742908259480645,1.0428229095120214
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,4096,fp32,0.00616385957650971,0.007340560088286529,1.190903199070464
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,2,1024,65536,fp32,0.08001762532932873,0.0809213554924303,1.0112941387523322
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,1024,fp32,0.00458933086446036,0.004755656646631458,1.0362418372271043
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,16384,fp32,0.02312130200660835,0.023406145588451662,1.01231953035179
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,256,fp32,0.0036449715916534713,0.003804972937873176,1.0438964590522701
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,4096,fp32,0.008172945455664847,0.008367956339657963,1.0238605390248812
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,4,1024,65536,fp32,0.07928263486086667,0.07963312509897592,1.004420769298653
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,1024,fp32,0.005849649498499737,0.006069243645140444,1.0375397101479373
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,16384,fp32,0.042191108300888645,0.04256925048378013,1.0089626036887853
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,256,fp32,0.003963991993682338,0.00415857375344349,1.0490873241094507
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,4096,fp32,0.013007999656205168,0.013294300970341727,1.0220096342022877
normal_0_1,gemv,fp32_e8m23,32,fp64,scalar_unrolled,8,1024,65536,fp32,0.15389789502645276,0.1563523342734889,1.0159484913462544
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,1024,fp32,0.00404110217596762,0.004294915876105583,1.0628080382741594
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,16384,fp32,0.023240779901479745,0.023545556420447842,1.0131138679622662
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,256,fp32,0.0035714865255600725,0.0037041026235416236,1.0371319048895906
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,4096,fp32,0.005987557474497647,0.007090979286207464,1.1842857987434006
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,2,1024,65536,fp32,0.07979767809632005,0.08129154267858286,1.0187206522533105
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,4,1024,1024,fp32,0.003891334786813395,0.004202200318030469,1.0798866065881834
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,4,1024,16384,fp32,0.020306327259011145,0.020900475351434005,1.029259259187759
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,4,1024,256,fp32,0.003543399548733201,0.0037756297249276053,1.0655388061663633
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,4,1024,4096,fp32,0.005802358372284077,0.006383067539760045,1.1000815754934787
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,4,1024,65536,fp32,0.06919616824584388,0.07031476956147414,1.016165654023732
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,8,1024,1024,fp32,0.004131918237946659,0.00473371946921138,1.1456469360254775
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,8,1024,16384,fp32,0.01972475896907758,0.022563055274258944,1.1438951071407741
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,8,1024,256,fp32,0.0035901960316442956,0.004422642202938304,1.2318664952990748
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,8,1024,4096,fp32,0.005969783528645833,0.00684890387828663,1.1472616796609731
normal_0_1,gemv,fp32_e8m23,32,fp64,vector_packet,8,1024,65536,fp32,0.0682935281233354,0.07347575499086964,1.0758816685846915
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_single,1,1024,1024,fp16,0.009225528631637345,0.008878847989169034,0.9624215959528399
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_single,1,1024,16384,fp16,0.09919098079604591,0.09514605081998385,0.959220788587834
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_single,1,1024,256,fp16,0.004680220173223947,0.004506636830905043,0.9629112870988435
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_single,1,1024,4096,fp16,0.02728348668911114,0.026219403565819584,0.960999005170544
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_single,1,1024,65536,fp16,0.38565447523787216,0.369382564838116,0.957807023010119
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,2,1024,1024,fp16,0.00858783854562815,0.008576602616569487,0.9986916464487583
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,2,1024,16384,fp16,0.08885488221139619,0.08806975016336956,0.9911638839815384
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,2,1024,256,fp16,0.004680975404909488,0.004636231954995688,0.9904414259756903
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,2,1024,4096,fp16,0.024720171592413742,0.02453451812582672,0.9924897986289061
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,2,1024,65536,fp16,0.3447818105871027,0.34075127948414197,0.9883099079499076
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,4,1024,1024,fp16,0.008520670921870263,0.008586347683414465,1.0077079331130636
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,4,1024,16384,fp16,0.08707938673933582,0.08718484957542645,1.0012111113782451
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,4,1024,256,fp16,0.004680813807393923,0.006223158955384111,1.329503631516781
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,4,1024,4096,fp16,0.024214712889878066,0.024438154447328796,1.0092275121520904
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,4,1024,65536,fp16,0.3368426640828451,0.34183417667042126,1.0148185284104883
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,8,1024,1024,fp16,0.009319571512086051,0.01002808763765882,1.0760245387520158
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,8,1024,16384,fp16,0.0881845280081926,0.08925443742333389,1.0121326205322763
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,8,1024,256,fp16,0.008158241654490377,0.008030519680101045,0.9843444237375547
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,8,1024,4096,fp16,0.02449252954446029,0.025345465202471277,1.0348243188382273
normal_0_1,gemv,fp4_e2m1,4,fp64,scalar_unrolled,8,1024,65536,fp16,0.3444450985301625,0.3450932170069495,1.0018816307143075
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,2,1024,1024,fp16,0.00833795796846647,0.008097277430003274,0.971134354553785
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,2,1024,16384,fp16,0.08409490312848772,0.0799735629040262,0.9509917953271845
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,2,1024,256,fp16,0.004671716224650101,0.004444341203865338,0.9513294451437292
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,2,1024,4096,fp16,0.023485892527812236,0.02257430844190644,0.9611858870244642
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,2,1024,65536,fp16,0.32483478214429773,0.3088352631549446,0.9507456717419939
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,4,1024,1024,fp16,0.00785515906776298,0.007857378718124669,1.0002825722996238
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,4,1024,16384,fp16,0.07716951370239258,0.07725558029977898,1.0011152927271036
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,4,1024,256,fp16,0.004679961344223123,0.006157683799279987,1.315755269406433
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,4,1024,4096,fp16,0.021807491968548486,0.021855496760434325,1.0022012981573063
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,4,1024,65536,fp16,0.2980569648742676,0.3015801620483398,1.0118205497246422
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,8,1024,1024,fp16,0.00833722716293915,0.009392833425885155,1.1266135901440246
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,8,1024,16384,fp16,0.07488783524960888,0.07793174398706314,1.0406462375005046
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,8,1024,256,fp16,0.00541748542190498,0.008093094793913043,1.4938840003499676
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,8,1024,4096,fp16,0.021274510638606973,0.022512466876537768,1.058189645767187
normal_0_1,gemv,fp4_e2m1,4,fp64,vector_packet,8,1024,65536,fp16,0.2891538509955773,0.29989824295043943,1.0371580455106113
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_single,1,1024,1024,fp16,0.004582198676345752,0.00481206755143092,1.0501656281888863
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_single,1,1024,16384,fp16,0.018460395571949718,0.024898546298201218,1.3487547545315968
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_single,1,1024,256,fp16,0.0038387364479476245,0.0038391925533365757,1.000118816541624
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_single,1,1024,4096,fp16,0.007537943045197212,0.008778497136232228,1.1645746171862406
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_single,1,1024,65536,fp16,0.11088023466222427,0.1154359033865522,1.0410863914403312
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,2,1024,1024,fp16,0.004320878068703691,0.004344846608288866,1.0055471455579317
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,2,1024,16384,fp16,0.017146558325907904,0.018988171388829234,1.1074042398432058
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,2,1024,256,fp16,0.003762450556837437,0.0037477478071604197,0.996092241092631
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,2,1024,4096,fp16,0.00697111822643291,0.0072008878470349105,1.0329602243339908
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,2,1024,65536,fp16,0.06161752677062735,0.06934071032800407,1.1253406938276904
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,4,1024,1024,fp16,0.004079468425970671,0.00412486237733878,1.0111274182388867
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,4,1024,16384,fp16,0.012196927433332398,0.015681284799767214,1.2856750099957621
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,4,1024,256,fp16,0.003609940268044235,0.0036849184938852,1.0207699353102
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,4,1024,4096,fp16,0.005763193479945984,0.0062409497182303614,1.0828978308548571
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,4,1024,65536,fp16,0.04277034019356343,0.0662136206755767,1.5481200377625541
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,8,1024,1024,fp16,0.004081838619634972,0.0043459061865455265,1.0646932893525736
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,8,1024,16384,fp16,0.013767114806099863,0.015040742231337405,1.0925122978326025
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,8,1024,256,fp16,0.003834705884545845,0.004073765730903611,1.0623411165172263
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,8,1024,4096,fp16,0.006234266792704978,0.006475558256875646,1.0387040645185437
normal_0_1,gemv,fp8_e4m3,8,fp64,scalar_unrolled,8,1024,65536,fp16,0.04902378665252381,0.05770604554996934,1.1771029838838154
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,2,1024,1024,fp16,0.00430788872752253,0.0043809549049942465,1.0169610178194497
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,2,1024,16384,fp16,0.017293010095153192,0.019376160244798865,1.120461974993557
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,2,1024,256,fp16,0.0038246651800278833,0.003728460579138113,0.9748462685329572
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,2,1024,4096,fp16,0.006947711987696823,0.007392059378072518,1.063955931270979
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,2,1024,65536,fp16,0.06413459777832031,0.07094999134834176,1.1062670353617667
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,4,1024,1024,fp16,0.0040731304860943535,0.0040812707967039525,1.0019985391181034
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,4,1024,16384,fp16,0.015099111141609358,0.015615778575742865,1.0342184006255641
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,4,1024,256,fp16,0.003608347037932237,0.0036775412697569033,1.0191761576969376
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,4,1024,4096,fp16,0.006232859795553642,0.00646529195018518,1.0372914139344749
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,4,1024,65536,fp16,0.06219665005675748,0.06139644844403405,0.9871343293892323
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,8,1024,1024,fp16,0.0040130127291043965,0.0040843849596769915,1.0177851991485019
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,8,1024,16384,fp16,0.0126595154184426,0.014607108780960729,1.1538442269030962
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,8,1024,256,fp16,0.0036050064732435407,0.003838370558960411,1.064733333337653
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,8,1024,4096,fp16,0.005758722385246597,0.005996217934433459,1.0412410137698784
normal_0_1,gemv,fp8_e4m3,8,fp64,vector_packet,8,1024,65536,fp16,0.04492183945934224,0.05461085794543132,1.215686147377344
