distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,useful_flops,logical_storage_bytes,modeled_load_instructions,kernel_count,kernel_names,duration_ns,dram_read_bytes,dram_write_bytes,instructions,fp32_add_instructions,fp32_mul_instructions,fp32_fma_instructions,fp64_add_instructions,fp64_mul_instructions,fp64_fma_instructions,dram_percent_peak,sm_percent_peak,l1_hit_rate_percent,l2_hit_rate_percent,achieved_occupancy_percent,eligible_warps_per_scheduler,long_scoreboard_stall_percent,math_pipe_throttle_percent,mio_throttle_percent,registers_per_thread,shared_memory_bytes,duration_ms,dram_total_bytes,measured_dram_gb_per_s,instructions_per_logical_value
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,2,1024,65536,1.34218e+08,1.34349e+08,6.71089e+07,1,"void gemv<bf16_e8m7, 3, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",83392.0,134362368.0,2445824.0,29163520.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,35.62,58.65,43.53,6.02,88.23,1.19,nan,nan,nan,24.0,3072.0,0.083392,136808192.0,1640.5433614735225,0.4345703125
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,4,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<bf16_e8m7, 3, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",82816.0,134382592.0,2442240.0,23945216.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,35.91,59.239999999999995,83.8,13.770000000000001,67.58,1.42,nan,nan,nan,32.0,3072.0,0.082816,136824832.0,1652.1545595054097,0.3568115234375
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,4,1024,65536,1.34218e+08,1.34349e+08,3.35544e+07,1,"void gemv<bf16_e8m7, 3, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",80096.0,134438656.0,2419968.0,21848064.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,37.13,61.3,40.49,8.67,67.28,1.33,nan,nan,nan,29.0,3072.0,0.080096,136858624.0,1708.6823811426289,0.3255615234375
normal_0_1,gemv,bf16_e8m7,16,fp64,scalar_unrolled,8,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<bf16_e8m7, 3, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",112064.0,134402560.0,2405376.0,19816448.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,26.52,42.83,91.84999999999998,14.81,80.13000000000001,0.54,nan,nan,nan,32.0,3072.0,0.112064,136807936.0,1220.8018275271274,0.2952880859375
normal_0_1,gemv,bf16_e8m7,16,fp64,vector_packet,8,1024,65536,1.34218e+08,1.34349e+08,1.67772e+07,1,"void gemv<bf16_e8m7, 3, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",67296.0,134425600.0,2444032.0,17719296.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,44.18,73.25,38.14,11.11,56.76,1.07,nan,nan,nan,40.0,3072.0,0.067296,136869632.0,2033.844983357109,0.2640380859375
normal_0_1,dot,fp16_e5m10,16,fp16,scalar_single,1,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 0, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",502944.0,536884480.0,2484736.0,59143408.0,0.0,0.0,0.0,783.0,0.0,0.0,23.298491442387224,18.63288095692562,0.0,5.088360374117198,49.48159127059872,0.18919513902144175,nan,nan,nan,18.0,3072.0,0.502944,539369216.0,1072.4239994909967,0.4406527280807495
normal_0_1,dot,fp16_e5m10,16,fp16,scalar_unrolled,2,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 0, 1, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",273568.0,536935680.0,2719488.0,38197232.0,0.0,0.0,0.0,783.0,0.0,0.0,42.87010410574336,21.622595625219326,49.298163527898,1.470873786407767,49.30390338051234,0.2377541232892736,nan,nan,nan,22.0,3072.0,0.273568,539655168.0,1972.6545794829801,0.28459155559539795
normal_0_1,dot,fp16_e5m10,16,fp16,vector_packet,2,1,134217728,2.68435e+08,5.36871e+08,1.34218e+08,2,"void dot_map<storage::fp16_e5m10, 0, 2, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",273280.0,536889344.0,2453760.0,38197232.0,0.0,0.0,0.0,783.0,0.0,0.0,42.88981264637002,26.288416861826697,0.0,1.1797330210772836,49.063925058548016,0.2576908665105387,nan,nan,nan,22.0,3072.0,0.27327999999999997,539343104.0,1973.591569086651,0.28459155559539795
normal_0_1,dot,fp16_e5m10,16,fp16,scalar_unrolled,4,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 0, 1, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",167968.0,536896512.0,2434304.0,26661312.0,0.0,0.0,0.0,783.0,0.0,0.0,69.79506001143075,28.875572489998095,73.38540674414175,1.5601847971042102,48.54327300438178,0.28526385978281577,nan,nan,nan,26.0,3072.0,0.167968,539330816.0,3210.914078872166,0.19864225387573242
normal_0_1,dot,fp16_e5m10,16,fp16,vector_packet,4,1,134217728,2.68435e+08,5.36871e+08,6.71089e+07,2,"void dot_map<storage::fp16_e5m10, 0, 2, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",165792.0,536917248.0,2528512.0,23528256.0,0.0,0.0,0.0,783.0,0.0,0.0,70.71509554140127,25.548401852924144,0.0,1.6531905037637522,48.923312101910824,0.2655182397220614,nan,nan,nan,26.0,3072.0,0.165792,539445760.0,3253.750241266165,0.17529916763305664
normal_0_1,dot,fp16_e5m10,16,fp16,scalar_unrolled,8,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 0, 1, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",202912.0,536925696.0,2678784.0,21448000.0,0.0,0.0,0.0,783.0,0.0,0.0,57.75378804604952,23.95802712505914,85.91310518845609,1.2046774956631447,49.23953950480996,0.1683677653366977,nan,nan,nan,29.0,3072.0,0.20291199999999998,539604480.0,2659.3029490616623,0.15980005264282227
normal_0_1,dot,fp16_e5m10,16,fp16,vector_packet,8,1,134217728,2.68435e+08,5.36871e+08,3.35544e+07,2,"void dot_map<storage::fp16_e5m10, 0, 2, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",135584.0,536905216.0,2460416.0,17773760.0,0.0,0.0,0.0,783.0,0.0,0.0,86.4280245456691,26.572858154354495,0.0,1.5167264573991028,48.641571866886956,0.2647982062780269,nan,nan,nan,24.0,3072.0,0.13558399999999998,539365632.0,3978.0920462591457,0.13242483139038086
normal_0_1,dot,fp16_e5m10,16,fp16,packed_arithmetic,2,1,134217728,2.68435e+08,5.36871e+08,1.34218e+08,2,"void packed_arithmetic_dot_map<storage::fp16_e5m10, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, storage::codec<T1>::storage_type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",270880.0,536894464.0,2519040.0,29736816.0,0.0,0.0,0.0,783.0,0.0,0.0,43.26923922031896,17.645255759007682,0.0,1.331793266391022,48.927482575310094,0.188629651506202,nan,nan,nan,16.0,3072.0,0.27088,539413504.0,1991.337507383343,0.22155654430389404
normal_0_1,dot,fp16_e5m10,16,fp16,packed_arithmetic,4,1,134217728,2.68435e+08,5.36871e+08,6.71089e+07,2,"void packed_arithmetic_dot_map<storage::fp16_e5m10, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, storage::codec<T1>::storage_type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",164768.0,536901376.0,2428928.0,18215152.0,0.0,0.0,0.0,783.0,0.0,0.0,71.1269120217518,15.949844630025247,48.86385705962323,1.780019421246844,48.16538162750048,0.1875004855311711,nan,nan,nan,20.0,3072.0,0.164768,539330304.0,3273.270926393474,0.13571345806121826
normal_0_1,dot,fp16_e5m10,16,fp16,packed_arithmetic,8,1,134217728,2.68435e+08,5.36871e+08,3.35544e+07,2,"void packed_arithmetic_dot_map<storage::fp16_e5m10, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, storage::codec<T1>::storage_type *) | void dot_finalize<0>(const arithmetic<T1>::type *, unsigned long, double *)",137216.0,536898560.0,2464768.0,12459072.0,0.0,0.0,0.0,783.0,0.0,0.0,85.4138619402985,18.079253731343282,72.93610074626865,1.7215904850746266,48.731263992537315,0.15807369402985075,nan,nan,nan,26.0,3072.0,0.137216,539363328.0,3930.7611940298507,0.09282732009887695
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_single,1,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 0, 0, 1>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",125824.0,134356736.0,2470400.0,34375680.0,0.0,0.0,0.0,0.0,0.0,0.0,23.620000000000005,39.05,43.55,18.120000000000005,95.28,0.5899999999999999,nan,nan,nan,18.0,1536.0,0.125824,136827136.0,1087.4486266531026,0.512237548828125
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,2,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 0, 1, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",72992.0,134364672.0,2432000.0,21850112.0,0.0,0.0,0.0,0.0,0.0,0.0,40.69,44.17,71.77,5.87,93.24,0.84,nan,nan,nan,18.0,1536.0,0.072992,136796672.0,1874.1323980710213,0.325592041015625
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,2,1024,65536,1.34218e+08,1.34349e+08,6.71089e+07,1,"void gemv<fp16_e5m10, 0, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",73504.0,134362880.0,2440448.0,21850112.0,0.0,0.0,0.0,0.0,0.0,0.0,40.44,51.95,43.55,5.86,93.16,0.96,nan,nan,nan,17.0,1536.0,0.073504,136803328.0,1861.1684806269045,0.325592041015625
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,4,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 0, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",59520.0,134364928.0,2447360.0,15058944.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,43.01,85.88,6.670000000000001,93.77999999999999,0.68,nan,nan,nan,23.0,1536.0,0.059519999999999997,136812288.0,2298.5935483870967,0.224395751953125
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,4,1024,65536,1.34218e+08,1.34349e+08,3.35544e+07,1,"void gemv<fp16_e5m10, 0, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",48320.0,134364416.0,2543104.0,13494272.0,0.0,0.0,0.0,0.0,0.0,0.0,61.53,45.74000000000001,43.54,5.06,93.38,0.9900000000000001,nan,nan,nan,22.0,1536.0,0.048319999999999995,136907520.0,2833.3509933774835,0.201080322265625
normal_0_1,gemv,fp16_e5m10,16,fp16,scalar_unrolled,8,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 0, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",108896.0,134438144.0,2452992.0,11697152.0,0.0,0.0,0.0,0.0,0.0,0.0,27.32,22.96,92.42,11.01,86.11,0.37,nan,nan,nan,32.0,1536.0,0.10889599999999999,136891136.0,1257.0813987657946,0.1743011474609375
normal_0_1,gemv,fp16_e5m10,16,fp16,vector_packet,8,1024,65536,1.34218e+08,1.34349e+08,1.67772e+07,1,"void gemv<fp16_e5m10, 0, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",40960.0,134360832.0,2441728.0,10116096.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48,45.98,43.53,4.25,92.47,0.8699999999999999,nan,nan,nan,24.0,1536.0,0.040959999999999996,136802560.0,3339.90625,0.1507415771484375
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,2,1024,65536,1.34218e+08,1.34349e+08,6.71089e+07,1,"void packed_arithmetic_gemv<fp16_e5m10, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",71264.0,134380544.0,2447360.0,17500160.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67,35.65,43.55,5.99,93.13,0.62,nan,nan,nan,16.0,1536.0,0.071264,136827904.0,1920.014369106421,0.260772705078125
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,4,1024,65536,1.34218e+08,1.34349e+08,3.35544e+07,1,"void packed_arithmetic_gemv<fp16_e5m10, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",46912.0,134363392.0,2470656.0,10700800.0,0.0,0.0,0.0,0.0,0.0,0.0,63.29,33.68,71.77,4.86,94.05,0.6,nan,nan,nan,19.0,1536.0,0.046911999999999995,136834048.0,2916.8240109140515,0.159454345703125
normal_0_1,gemv,fp16_e5m10,16,fp16,packed_arithmetic,8,1024,65536,1.34218e+08,1.34349e+08,1.67772e+07,1,"void packed_arithmetic_gemv<fp16_e5m10, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",56864.0,134364672.0,2439936.0,7333888.0,0.0,0.0,0.0,0.0,0.0,0.0,52.28,24.15,85.89,6.02,96.16000000000001,0.3,nan,nan,nan,25.0,1536.0,0.056864,136804608.0,2405.821046707935,0.109283447265625
normal_0_1,dot,fp16_e5m10,16,fp64,scalar_single,1,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 3, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",518464.0,536888576.0,2659840.0,75912142.0,0.0,0.0,0.0,135423.0,0.0,134217728.0,22.614456239970377,20.39062461424515,0.0,8.857231206023949,49.32836439945686,0.2487618812492285,nan,nan,nan,22.0,3072.0,0.5184639999999999,539548416.0,1040.6670781385014,0.5655895322561264
normal_0_1,dot,fp16_e5m10,16,fp64,scalar_unrolled,2,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 3, 1, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",290560.0,536913408.0,2807552.0,52864590.0,0.0,0.0,0.0,270591.0,0.0,134217728.0,40.3717268722467,32.944286343612326,49.31718061674009,1.2469118942731277,48.84979735682819,0.32658590308370045,nan,nan,nan,28.0,3072.0,0.29056,539720960.0,1857.5198237885459,0.39387188851833344
normal_0_1,dot,fp16_e5m10,16,fp64,vector_packet,2,1,134217728,2.68435e+08,5.36871e+08,1.34218e+08,2,"void dot_map<storage::fp16_e5m10, 3, 2, 2>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",287200.0,536892672.0,2464256.0,48670286.0,0.0,0.0,0.0,270591.0,0.0,134217728.0,40.80633537604457,32.87986295264624,0.0,1.1325448467966575,48.9935922005571,0.29715654596100277,nan,nan,nan,28.0,3072.0,0.2872,539356928.0,1877.9837325905291,0.36262188851833344
normal_0_1,dot,fp16_e5m10,16,fp64,scalar_unrolled,4,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 3, 1, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",186912.0,536897792.0,2440960.0,43452750.0,0.0,0.0,0.0,540927.0,0.0,134217728.0,62.700573531929464,51.40895908234891,73.5105290190036,1.543732237630543,47.97957541516864,0.46225475089881873,nan,nan,nan,32.0,3072.0,0.186912,539338752.0,2885.522342064715,0.3237482160329819
normal_0_1,dot,fp16_e5m10,16,fp64,vector_packet,4,1,134217728,2.68435e+08,5.36871e+08,6.71089e+07,2,"void dot_map<storage::fp16_e5m10, 3, 2, 4>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",183776.0,536896512.0,2459392.0,35064142.0,0.0,0.0,0.0,540927.0,0.0,134217728.0,63.76496430437054,52.126583667072964,0.0,1.579660456207557,47.3207295838412,0.3738882117360265,nan,nan,nan,31.0,3072.0,0.183776,539355904.0,2934.8549538568686,0.2612482160329819
normal_0_1,dot,fp16_e5m10,16,fp64,scalar_unrolled,8,1,134217728,2.68435e+08,5.36871e+08,2.68435e+08,2,"void dot_map<storage::fp16_e5m10, 3, 1, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",215424.0,536900096.0,2416640.0,37706702.0,0.0,0.0,0.0,1081599.0,0.0,134217728.0,54.40033868092692,44.46719845513963,85.93680629827688,2.071476530005942,45.048036244800954,0.36491681521093283,nan,nan,nan,40.0,3072.0,0.21542399999999998,539316736.0,2503.5127748068926,0.2809368222951889
normal_0_1,dot,fp16_e5m10,16,fp64,vector_packet,8,1,134217728,2.68435e+08,5.36871e+08,3.35544e+07,2,"void dot_map<storage::fp16_e5m10, 3, 2, 8>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<3>(const arithmetic<T1>::type *, unsigned long, double *)",148832.0,536900352.0,2468864.0,28282190.0,0.0,0.0,0.0,1081599.0,0.0,134217728.0,78.78815953558373,65.44204042141475,0.0,1.5257385508492798,45.5166501827564,0.40169855944958066,nan,nan,nan,40.0,3072.0,0.148832,539369216.0,3624.013760481617,0.21071873605251312
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_single,1,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 3, 0, 1>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",132928.0,134359296.0,2618112.0,42745856.0,0.0,0.0,0.0,261120.0,0.0,67108864.0,22.39,45.98,43.55,19.78,95.48,0.81,nan,nan,nan,22.0,3072.0,0.132928,136977408.0,1030.4631680308137,0.636962890625
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,2,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 3, 1, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",86560.0,134363392.0,2416384.0,29163520.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,34.34,57.03,71.73,6.59,87.01,1.06,nan,nan,nan,26.0,3072.0,0.08656,136779776.0,1580.1730129390016,0.4345703125
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,2,1024,65536,1.34218e+08,1.34349e+08,6.71089e+07,1,"void gemv<fp16_e5m10, 3, 2, 2>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",81600.0,134366208.0,2431232.0,27066368.0,0.0,0.0,0.0,523264.0,0.0,67108864.0,36.42,59.47,43.54,6.31,90.81,1.06,nan,nan,nan,24.0,3072.0,0.08159999999999999,136797440.0,1676.4392156862743,0.4033203125
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,4,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 3, 1, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",83584.0,134387712.0,2501120.0,23945216.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,35.62,58.88,83.92,13.1,68.79,1.41,nan,nan,nan,32.0,3072.0,0.08358399999999999,136888832.0,1637.7396630934147,0.3568115234375
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,4,1024,65536,1.34218e+08,1.34349e+08,3.35544e+07,1,"void gemv<fp16_e5m10, 3, 2, 4>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",78592.0,134445824.0,2436864.0,19750912.0,0.0,0.0,0.0,1047552.0,0.0,67108864.0,37.88,62.42999999999999,40.74,8.33,67.81,1.16,nan,nan,nan,29.0,3072.0,0.078592,136882688.0,1741.687296416938,0.2943115234375
normal_0_1,gemv,fp16_e5m10,16,fp64,scalar_unrolled,8,1024,65536,1.34218e+08,1.34349e+08,1.34218e+08,1,"void gemv<fp16_e5m10, 3, 1, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",111712.0,134381568.0,2676736.0,19816448.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,26.66,42.99,91.85,15.16,79.85,0.53,nan,nan,nan,32.0,3072.0,0.11171199999999999,137058304.0,1226.889716413635,0.2952880859375
normal_0_1,gemv,fp16_e5m10,16,fp64,vector_packet,8,1024,65536,1.34218e+08,1.34349e+08,1.67772e+07,1,"void gemv<fp16_e5m10, 3, 2, 8>(const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, const conditional<total_bits<8, unsigned char, codec<T1>::storage_type>::type *, unsigned long, unsigned long, unsigned long, double *)",66720.0,134416128.0,2510336.0,15622144.0,0.0,0.0,0.0,2096128.0,0.0,67108864.0,44.61,73.23,38.12,10.78,56.45,0.93,nan,nan,nan,40.0,3072.0,0.06672,136926464.0,2052.2551558753,0.2327880859375
normal_0_1,dot,fp32_e8m23,32,fp32,scalar_single,1,1,134217728,2.68435e+08,1.07374e+09,2.68435e+08,2,"void dot_map<storage::fp32_e8m23, 2, 0, 1>(const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, const std::conditional<total_bits<8, unsigned char, storage::codec<T1>::storage_type>::type *, unsigned long, arithmetic<T2>::type *) | void dot_finalize<2>(const arithmetic<T1>::type *, unsigned long, double *)",544000.0,1073762304.0,2437888.0,59118047.0,134640.0,0.0,134217728.0,783.0,0.0,0.0,42.98667294117647,17.379414117647062,0.0,0.7877241176470587,49.557014117647064,0.17917823529411764,nan,nan,nan,18.0,3072.0,0.5439999999999999,1076200192.0,1978.3091764705882,0.4404637739062309
