gpu,compute_capability,distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,round,sample,batch_iterations,time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,result_checksum,max_abs_error,relative_l2_error,useful_gflop_per_s,effective_gb_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,4096,0,3,2030,0.0055372454262719367,8192,8192,8192,1019.6424560546875,3.4332275390625e-05,3.3670895156198924e-08,1.4794359594632291,1.4794359594632291
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,vector_packet,2,1,4096,0,4,1987,0.0055769539743316908,8192,8192,4096,1019.5625,0.079990386962890625,7.8449444503370588e-05,1.4689022067788682,1.4689022067788682
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,8,1,4096,0,4,2030,0.0055375291796153402,8192,8192,8192,1019.6424560546875,3.4332275390625e-05,3.3670895156198924e-08,1.4793601503999749,1.4793601503999749
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,8,1,4096,0,4,2012,0.0057732964130803562,8192,8192,8192,1019.5,0.14249038696289062,0.00013974543852994428,1.418946718453546,1.418946718453546
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,vector_packet,8,1,4096,0,4,1978,0.005773104117058888,8192,8192,1024,1019.5,0.14249038696289062,0.00013974543852994428,1.4189939820751787,1.4189939820751787
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,scalar_single,1,1,4096,0,4,1970,0.0055346353405018147,8192,8192,8192,1019.6424942016602,3.814697265625e-06,3.7412105729109917e-09,1.4801336485625172,1.4801336485625172
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,scalar_single,1,1,4096,0,4,1730,0.0055387188244417221,8192,8192,8192,1019.65625,0.013759613037109375,1.3494546536489947e-05,1.4790424030643434,1.4790424030643434
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,4,1,4096,0,4,1970,0.0056498353251345874,8192,8192,8192,1019.6424903869629,0,0,1.4499537647683305,1.4499537647683305
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,vector_packet,2,1,4096,0,4,2030,0.0055376081043863531,8192,8192,4096,1019.6424903869629,0,0,1.4793390658163579,1.4793390658163579
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,vector_packet,4,1,4096,0,4,2030,0.0055370086519588978,8192,8192,2048,1019.6424713134766,1.9073486328125e-05,1.8706052864554958e-08,1.4794992233038704,1.4794992233038704
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,4096,0,4,1987,0.0055377232590451218,8192,8192,8192,1019.6424903869629,0,0,1.4793083035739421,1.4793083035739421
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,2,1,4096,0,4,2047,0.005536781501117775,8192,8192,8192,1019.6425018310547,1.1444091796875e-05,1.1223631718732976e-08,1.4795599209299093,1.4795599209299093
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,4096,0,4,1995,0.0055368021914833469,8192,8192,8192,1019.6424713134766,1.9073486328125e-05,1.8706052864554958e-08,1.4795543919919791,1.4795543919919791
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,2,1,4096,0,4,1946,0.0055906926985267256,8192,8192,8192,1019.5625,0.079990386962890625,7.8449444503370588e-05,1.4652924855195095,1.4652924855195095
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,scalar_single,1,1,4096,0,4,1995,0.0055377802454439325,8192,8192,8192,1019.6424903869629,0,0,1.4792930807862519,1.4792930807862519
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,8,1,4096,0,4,1946,0.0057077407836914062,8192,8192,8192,1019.6424903869629,0,0,1.4352438750208856,1.4352438750208856
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,vector_packet,2,1,4096,0,4,1995,0.0055362084754427571,8192,8192,4096,1019.6425018310547,1.1444091796875e-05,1.1223631718732976e-08,1.4797130628909068,1.4797130628909068
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,vector_packet,8,1,4096,0,4,2012,0.0055372089325315199,8192,8192,1024,1019.6424560546875,3.4332275390625e-05,3.3670895156198924e-08,1.4794457098902991,1.4794457098902991
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,vector_packet,4,1,4096,0,4,1937,0.0057724399793129579,8192,8192,2048,1019.875,0.23250961303710938,0.00022803052562949788,1.4191572418869951,1.4191572418869951
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,vector_packet,4,1,4096,0,4,2030,0.0056447527091491399,8192,8192,2048,1019.6424903869629,0,0,1.4512593238535014,1.4512593238535014
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp16,scalar_unrolled,4,1,4096,0,4,1970,0.0057717604080432562,8192,8192,8192,1019.875,0.23250961303710938,0.00022803052562949788,1.4193243344931663,1.4193243344931663
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,vector_packet,8,1,4096,0,4,1970,0.0056343877376033571,8192,8192,1024,1019.6424903869629,0,0,1.4539290481071059,1.4539290481071059
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp64,scalar_unrolled,2,1,4096,1,0,1987,0.0055375461549571729,8192,8192,8192,1019.6424903869629,0,0,1.4793556154230116,1.4793556154230116
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp8_e4m3,8,fp32,scalar_unrolled,4,1,4096,1,0,1995,0.005536096137866639,8192,8192,8192,1019.6424713134766,1.9073486328125e-05,1.8706052864554958e-08,1.4797430889913747,1.4797430889913747
