gpu,compute_capability,distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,round,sample,batch_iterations,time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,result_checksum,max_abs_error,relative_l2_error,useful_gflop_per_s,effective_gb_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,1,2,2012,0.0053200797579634499,8192,65536,8192,1019.6924867658463,0,0,1.5398265388291721,12.318612310633377
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,1,2,2039,0.005500516101038298,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4893147932888784,11.914518346311027
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,1,2,2122,0.005319796228723409,8192,65536,4096,1019.6924867658463,0,0,1.5399086069817063,12.31926885585365
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,1,2,1995,0.0058851289868653567,8192,65536,4096,1019.6924867658463,0,0,1.3919830845310615,11.135864676248492
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,1,3,2039,0.00549935476051469,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4896293032081644,11.917034425665316
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,1,3,1718,0.0065191338864416404,8192,65536,8192,1019.6924867658463,0,0,1.2566086450590548,10.052869160472438
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,1,3,2012,0.0053202703032294513,8192,65536,8192,1019.6924867658463,0,0,1.5397713900038845,12.318171120031076
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,1,3,2122,0.0053200074572477777,8192,65536,4096,1019.6924867658463,0,0,1.5398474655969754,12.318779724775803
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,1,3,1769,0.0052570808803111971,8192,65536,8192,1019.6924867658463,0,0,1.5582792402301917,12.466233921841534
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,1,3,2075,0.0053213455016354484,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5394602732489917,12.315682185991934
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,1,3,1995,0.0058829472477274726,8192,65536,4096,1019.6924867658463,0,0,1.392499312851138,11.139994502809104
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,1,4,1718,0.006515874296461467,8192,65536,8192,1019.6924867658463,0,0,1.2572372681358779,10.057898145087023
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,1,4,1995,0.0058836212731841813,8192,65536,4096,1019.6924867658463,0,0,1.3923397886496758,11.138718309197406
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,1,4,2012,0.0053196820776694811,8192,65536,8192,1019.6924867658463,0,0,1.5399416507215149,12.319533205772119
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,1,4,1769,0.0052622541187172089,8192,65536,8192,1019.6924867658463,0,0,1.5567473206704394,12.453978565363515
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,1,4,2039,0.0055000764473563842,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4894338430400347,11.915470744320277
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,1,4,2075,0.0053213147082960752,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5394691817848036,12.315753454278429
