gpu,compute_capability,distribution,component,storage,storage_bits,arithmetic,family,lanes,logical_values,repeats,round,sample,batch_iterations,time_ms,logical_storage_bytes,modeled_load_instructions,modeled_conversions,useful_flops,values_per_s,effective_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp64,register_resident,1,34603008,256,0,0,1295,0.0091960339932828337,540672,135168,34603008,0,3762818626516.1133,58.794041039314273,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp32,vector_packet,8,134217728,1,0,0,115,0.130554431417714,536870912,33554432,134217728,0,1028059534575.009,4112.2381383000366,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp64,register_resident,8,276824064,256,0,0,576,0.02355116605758667,4325376,1081344,276824064,0,11754155328153.066,183.65867700239167,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp32_e8m23,32,none,vector_packet,8,134217728,1,0,0,113,0.1311408101984885,536870912,33554432,0,0,1023462702394.887,4093.8508095795478,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_single,1,134217728,1,0,0,36,0.41713778177897137,536870912,134217728,134217728,0,321758742225.65118,1287.0349689026048,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp64,independent_chains,1,553648128,4096,0,0,143,0.10312033699942635,0,0,0,1107296256,5368951887764.6787,0,10737.903775529358
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp64,independent_chains,2,1107296256,4096,0,0,114,0.12987621206986277,0,0,0,2214592512,8525781883786.1182,0,17051.563767572236
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp64,scalar_unrolled,4,134217728,1,0,0,97,0.15368478322766491,536870912,134217728,134217728,0,873331277054.10559,3493.3251082164224,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp32,independent_chains,8,4429185024,4096,0,0,71,0.208889235912914,0,0,0,8858370048,21203510102581.488,0,42407.020205162975
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_unrolled,2,134217728,1,0,0,66,0.22722472566546817,536870912,134217728,134217728,0,590682759576.09558,2362.7310383043823,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp64,vector_packet,8,134217728,1,0,0,114,0.13155171745701841,536870912,33554432,134217728,0,1020265874095.1266,4081.0634963805064,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp32,register_resident,8,276824064,256,0,0,783,0.01694455152879425,4325376,1081344,276824064,0,16337054629600.953,255.26647858751488,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_load,fp32_e8m23,32,none,scalar_unrolled,2,134217728,1,0,0,66,0.22723102569580078,536870912,134217728,0,0,590666382766.23474,2362.6655310649389,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp64,scalar_unrolled,8,134217728,1,0,0,98,0.15057110299869458,536870912,134217728,134217728,0,891391012797.21399,3565.564051188856,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp32,vector_packet,4,134217728,1,0,0,98,0.15037583331672513,536870912,33554432,134217728,0,892548523520.448,3570.1940940817922,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp32,register_resident,2,69206016,256,0,0,1295,0.0095998764038085944,1081344,270336,69206016,0,7209052813694.9395,112.64145021398343,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp32,register_resident,1,34603008,256,0,0,1404,0.0085860738727102249,540672,135168,34603008,0,4030131642587.1187,62.970806915423729,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp64,register_resident,2,69206016,256,0,0,1181,0.010249483494512313,1081344,270336,69206016,0,6752146684957.7021,105.50229195246409,0
NVIDIA H200 NVL,sm_90,uniform_0_1,stream_decode,fp32_e8m23,32,fp32,scalar_unrolled,4,134217728,1,0,0,99,0.15225826610218396,536870912,134217728,134217728,0,881513571880.05444,3526.0542875202177,0
NVIDIA H200 NVL,sm_90,uniform_0_1,register_decode,fp32_e8m23,32,fp64,register_resident,4,138412032,256,0,0,912,0.014042841760735763,2162688,540672,138412032,0,9856411854401.4707,154.00643522502298,0
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp32,independent_chains,2,1107296256,4096,0,0,118,0.12426983299901929,0,0,0,2214592512,8910418798170.7383,0,17820.837596341476
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp64,independent_chains,4,2214592512,4096,0,0,89,0.16399568922064278,0,0,0,4429185024,13503967833083.996,0,27007.935666167992
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp32,independent_chains,4,2214592512,4096,0,0,96,0.1547416647275289,0,0,0,4429185024,14311546382155.594,0,28623.092764311186
NVIDIA H200 NVL,sm_90,uniform_0_1,arithmetic_chain,fp32_e8m23,32,fp32,independent_chains,1,553648128,4096,0,0,149,0.09870367882235738,0,0,0,1107296256,5609194455623.4014,0,11218.388911246802
