q,q_eighths,N,left_seed,right_seed,hot_sector_base,mean_unique_left,mean_unique_right,mean_unique_both,uniform_mean_unique,normalized_sector_dispersion
0,0,67108864,2611923443488327891,1376283091369227076,0,1,1,1,31.939526969393228,0
0.125,1,67108864,2611923443488327891,1376283091369227076,0,4.996406078338623,4.9960184097290039,4.9962122440338135,31.939526969393228,0.12916203431251702
0.25,2,67108864,2611923443488327891,1376283091369227076,0,8.9931387901306152,8.9929242134094238,8.9930315017700195,31.939526969393228,0.25834368798453466
0.375,3,67108864,2611923443488327891,1376283091369227076,0,12.986937046051025,12.988153457641602,12.987545251846313,31.939526969393228,0.38745082507903023
0.5,4,67108864,2611923443488327891,1376283091369227076,0,16.980754852294922,16.981585502624512,16.981170177459717,31.939526969393228,0.51652923437611087
0.625,5,67108864,2611923443488327891,1376283091369227076,0,20.974788188934326,20.974691390991211,20.974739789962769,31.939526969393228,0.6456058558918073
0.75,6,67108864,2611923443488327891,1376283091369227076,0,24.963432788848877,24.963238716125488,24.963335752487183,31.939526969393228,0.77452172349605708
0.875,7,67108864,2611923443488327891,1376283091369227076,0,28.936713695526123,28.935537815093994,28.936125755310059,31.939526969393228,0.90292672486382008
1,8,67108864,2611923443488327891,1376283091369227076,0,31.939546585083008,31.93967866897583,31.939612627029419,31.939526969393228,1.0000027685502844
