format,family,bits,arithmetic,distribution,kernel,strategy,storage_layout,access_method,packet_values,N,M,input_bytes,lut_bytes,dynamic_shared_bytes,round,order_position,kernel_ms,status
bf16_e8m7,ieee,16,fp64,field_balanced_finite,dot,native_scalar,dense,scalar,1,65536,1,262144,0,2048,0,0,0.0109120002,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,0,1,0.00838399958,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,1,0,0.00844800007,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,dot,native_scalar,dense,scalar,1,65536,1,262144,0,2048,1,1,0.00736000016,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,gemv,native_scalar,dense,scalar,1,256,16,8704,0,2048,0,0,0.00543999998,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,0,1,0.00499199983,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,1,0,0.00499199983,ok
bf16_e8m7,ieee,16,fp64,field_balanced_finite,gemv,native_scalar,dense,scalar,1,256,16,8704,0,2048,1,1,0.00492799981,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,dot,native_scalar,dense,scalar,1,65536,1,262144,0,2048,0,0,0.00764800003,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,0,1,0.00838399958,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,1,0,0.00844800007,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,dot,native_scalar,dense,scalar,1,65536,1,262144,0,2048,1,1,0.00784000009,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,gemv,native_scalar,dense,scalar,1,256,16,8704,0,2048,0,0,0.00496000005,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,0,1,0.00528000016,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,1,0,0.00534400018,ok
bf16_e8m7,ieee,16,fp64,paired_log_uniform_finite,gemv,native_scalar,dense,scalar,1,256,16,8704,0,2048,1,1,0.00480000023,ok
