format,arithmetic,distribution,histogram,bucket,count,realized_q_min,realized_q_max
e5m8,fp64,lut_scattered_control,raw_index_trace,all,4096,0,16378
e5m8,fp64,lut_scattered_control,raw_index_distinct,all,7170,0,16378
posit14_es1,fp64,lut_scattered_control,raw_index_trace,all,4096,0,16378
posit14_es1,fp64,lut_scattered_control,raw_index_distinct,all,7170,0,16378
takum14,fp64,lut_scattered_control,raw_index_trace,all,4096,0,16378
takum14,fp64,lut_scattered_control,raw_index_distinct,all,7170,0,16378
takum_log14,fp64,lut_scattered_control,raw_index_trace,all,4096,0,16378
takum_log14,fp64,lut_scattered_control,raw_index_distinct,all,7170,0,16378
e5m8,fp64,lut_concentrated_control,raw_index_trace,all,4096,0,255
e5m8,fp64,lut_concentrated_control,raw_index_distinct,all,256,0,255
posit14_es1,fp64,lut_concentrated_control,raw_index_trace,all,4096,0,255
posit14_es1,fp64,lut_concentrated_control,raw_index_distinct,all,256,0,255
takum14,fp64,lut_concentrated_control,raw_index_trace,all,4096,0,255
takum14,fp64,lut_concentrated_control,raw_index_distinct,all,256,0,255
takum_log14,fp64,lut_concentrated_control,raw_index_trace,all,4096,0,255
takum_log14,fp64,lut_concentrated_control,raw_index_distinct,all,256,0,255
