format,arithmetic,distribution,histogram,bucket,count,realized_q_min,realized_q_max
e3m4,fp32,field_balanced_finite,sign,0,2048,-5,3
e3m4,fp32,field_balanced_finite,sign,1,2048,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,0,342,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,1,342,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,2,341,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,3,341,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,4,341,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,5,341,-5,3
e3m4,fp32,field_balanced_finite,field_bucket,6,2048,-5,3
e3m4,fp32,field_balanced_finite,exponent,0,2048,-5,3
e3m4,fp32,field_balanced_finite,exponent,1,342,-5,3
e3m4,fp32,field_balanced_finite,exponent,2,342,-5,3
e3m4,fp32,field_balanced_finite,exponent,3,341,-5,3
e3m4,fp32,field_balanced_finite,exponent,4,341,-5,3
e3m4,fp32,field_balanced_finite,exponent,5,341,-5,3
e3m4,fp32,field_balanced_finite,exponent,6,341,-5,3
e3m4,fp32,field_balanced_finite,subnormal,0,2048,-5,3
e3m4,fp32,field_balanced_finite,subnormal,1,2048,-5,3
e3m4,fp32,paired_log_uniform_finite,sign,0,2048,-5,3
e3m4,fp32,paired_log_uniform_finite,sign,1,2048,-5,3
e3m4,fp32,paired_log_uniform_finite,log_interval,all,4096,-5,3
