format,family,bits,arithmetic,distribution,kernel,strategy,storage_layout,access_method,packet_values,N,M,input_bytes,lut_bytes,dynamic_shared_bytes,round,order_position,kernel_ms,status
takum16,takum,16,fp32,field_balanced_finite,dot,direct,dense,scalar,1,65536,1,262144,0,1024,0,0,0.0104959998,ok
takum16,takum,16,fp32,field_balanced_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,262144,1024,0,1,0.00723200012,ok
takum16,takum,16,fp32,field_balanced_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,262144,1024,1,0,0.00755200023,ok
takum16,takum,16,fp32,field_balanced_finite,dot,direct,dense,scalar,1,65536,1,262144,0,1024,1,1,0.00806399994,ok
takum16,takum,16,fp32,field_balanced_finite,gemv,direct,dense,scalar,1,256,16,8704,0,1024,0,0,0.00528000016,ok
takum16,takum,16,fp32,field_balanced_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,262144,1024,0,1,0.00457599992,ok
takum16,takum,16,fp32,field_balanced_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,262144,1024,1,0,0.00425599981,ok
takum16,takum,16,fp32,field_balanced_finite,gemv,direct,dense,scalar,1,256,16,8704,0,1024,1,1,0.00486399978,ok
takum16,takum,16,fp32,paired_log_uniform_finite,dot,direct,dense,scalar,1,65536,1,262144,0,1024,0,0,0.00796800014,ok
takum16,takum,16,fp32,paired_log_uniform_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,262144,1024,0,1,0.00867199991,ok
takum16,takum,16,fp32,paired_log_uniform_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,262144,1024,1,0,0.00851199962,ok
takum16,takum,16,fp32,paired_log_uniform_finite,dot,direct,dense,scalar,1,65536,1,262144,0,1024,1,1,0.00848000031,ok
takum16,takum,16,fp32,paired_log_uniform_finite,gemv,direct,dense,scalar,1,256,16,8704,0,1024,0,0,0.00521600014,ok
takum16,takum,16,fp32,paired_log_uniform_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,262144,1024,0,1,0.00457599992,ok
takum16,takum,16,fp32,paired_log_uniform_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,262144,1024,1,0,0.00486399978,ok
takum16,takum,16,fp32,paired_log_uniform_finite,gemv,direct,dense,scalar,1,256,16,8704,0,1024,1,1,0.00480000023,ok
takum16,takum,16,fp64,field_balanced_finite,dot,direct,dense,scalar,1,65536,1,262144,0,2048,0,0,0.00886400044,ok
takum16,takum,16,fp64,field_balanced_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,0,1,0.00809600018,ok
takum16,takum,16,fp64,field_balanced_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,1,0,0.00767999981,ok
takum16,takum,16,fp64,field_balanced_finite,dot,direct,dense,scalar,1,65536,1,262144,0,2048,1,1,0.00812800042,ok
takum16,takum,16,fp64,field_balanced_finite,gemv,direct,dense,scalar,1,256,16,8704,0,2048,0,0,0.00569600007,ok
takum16,takum,16,fp64,field_balanced_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,0,1,0.00454400014,ok
takum16,takum,16,fp64,field_balanced_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,1,0,0.00448000012,ok
takum16,takum,16,fp64,field_balanced_finite,gemv,direct,dense,scalar,1,256,16,8704,0,2048,1,1,0.0045119999,ok
takum16,takum,16,fp64,paired_log_uniform_finite,dot,direct,dense,scalar,1,65536,1,262144,0,2048,0,0,0.00777600007,ok
takum16,takum,16,fp64,paired_log_uniform_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,0,1,0.00867199991,ok
takum16,takum,16,fp64,paired_log_uniform_finite,dot,full_lut_global,dense,scalar,1,65536,1,262144,524288,2048,1,0,0.00886400044,ok
takum16,takum,16,fp64,paired_log_uniform_finite,dot,direct,dense,scalar,1,65536,1,262144,0,2048,1,1,0.00828799978,ok
takum16,takum,16,fp64,paired_log_uniform_finite,gemv,direct,dense,scalar,1,256,16,8704,0,2048,0,0,0.00483200001,ok
takum16,takum,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,0,1,0.0044160001,ok
takum16,takum,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,dense,scalar,1,256,16,8704,524288,2048,1,0,0.00499199983,ok
takum16,takum,16,fp64,paired_log_uniform_finite,gemv,direct,dense,scalar,1,256,16,8704,0,2048,1,1,0.00489600003,ok
