format,family,bits,arithmetic,distribution,kernel,strategy,storage_layout,access_method,packet_values,N,M,input_bytes,lut_bytes,dynamic_shared_bytes,round,order_position,kernel_ms,status
fp8_e4m3,ieee,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,0,0.00953599997,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,1,0.00796800014,ok
posit8_es0,posit,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,2,0.00787200034,ok
posit8_es0,posit,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,3,0.00767999981,ok
takum8,takum,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,4,0.00809600018,ok
takum8,takum,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,5,0.00793599989,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,6,0.00790399965,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,7,0.00761599978,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,0,0.00800000038,ok
posit8_es0,posit,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,1,0.00815999974,ok
posit8_es0,posit,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,2,0.00764800003,ok
takum8,takum,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,3,0.00806399994,ok
takum8,takum,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,4,0.00796800014,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,5,0.00790399965,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,6,0.00828799978,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,7,0.00796800014,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,0,0.00483200001,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,1,0.00486399978,ok
posit8_es0,posit,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,2,0.00515200011,ok
posit8_es0,posit,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,3,0.00448000012,ok
takum8,takum,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,4,0.00502400007,ok
takum8,takum,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,5,0.0054080002,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,6,0.00496000005,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,7,0.00463999994,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,0,0.00505599985,ok
posit8_es0,posit,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,1,0.00473600021,ok
posit8_es0,posit,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,2,0.00499199983,ok
takum8,takum,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,3,0.00444799988,ok
takum8,takum,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,4,0.00502400007,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,5,0.00460800016,ok
takum_log8,takum_log,8,fp64,lut_scattered_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,6,0.00499199983,ok
fp8_e4m3,ieee,8,fp64,lut_scattered_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,7,0.00499199983,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,0,0.00809600018,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,1,0.00790399965,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,2,0.00825599954,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,3,0.00774399983,ok
takum8,takum,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,4,0.00790399965,ok
takum8,takum,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,5,0.00822400022,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,0,6,0.00790399965,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,0,7,0.00815999974,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,0,0.00751999998,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,1,0.00790399965,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,2,0.00777600007,ok
takum8,takum,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,3,0.00764800003,ok
takum8,takum,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,4,0.00796800014,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,5,0.00809600018,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,dot,full_lut_shared,dense,scalar,1,65536,1,131072,2048,4096,1,6,0.00764800003,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,dot,full_lut_global,dense,scalar,1,65536,1,131072,2048,2048,1,7,0.00777600007,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,0,0.00489600003,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,1,0.00496000005,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,2,0.00480000023,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,3,0.00496000005,ok
takum8,takum,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,4,0.00502400007,ok
takum8,takum,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,5,0.00444799988,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,0,6,0.00489600003,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,0,7,0.00480000023,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,0,0.00473600021,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,1,0.00457599992,ok
posit8_es0,posit,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,2,0.00505599985,ok
takum8,takum,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,3,0.00457599992,ok
takum8,takum,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,4,0.00511999987,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,5,0.00467200018,ok
takum_log8,takum_log,8,fp64,lut_concentrated_control,gemv,full_lut_shared,dense,scalar,1,256,16,4352,2048,4096,1,6,0.00528000016,ok
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,gemv,full_lut_global,dense,scalar,1,256,16,4352,2048,2048,1,7,0.00457599992,ok
