format,arithmetic,distribution,histogram,bucket,count,realized_q_min,realized_q_max
fp8_e4m3,fp64,field_balanced_finite,sign,0,2048,-8,8
fp8_e4m3,fp64,field_balanced_finite,sign,1,2048,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,0,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,1,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,2,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,3,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,4,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,5,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,6,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,7,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,8,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,9,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,10,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,11,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,12,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,13,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,14,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,field_bucket,15,2048,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,0,2048,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,1,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,2,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,3,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,4,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,5,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,6,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,7,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,8,137,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,9,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,10,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,11,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,12,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,13,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,14,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,exponent,15,136,-8,8
fp8_e4m3,fp64,field_balanced_finite,subnormal,0,2048,-8,8
fp8_e4m3,fp64,field_balanced_finite,subnormal,1,2048,-8,8
fp8_e4m3,fp64,paired_log_uniform_finite,sign,0,2048,-8,8
fp8_e4m3,fp64,paired_log_uniform_finite,sign,1,2048,-8,8
fp8_e4m3,fp64,paired_log_uniform_finite,log_interval,all,4096,-8,8
