gpu,compute_capability,multiprocessors,cuda_runtime,cuda_driver,dataset,variant,storage_type,arithmetic_type,access_kind,n,blocks,threads,result,result_bits,reference,absolute_error,relative_error,normalized_error,dot_condition_number,x_fingerprint,y_fingerprint,finite
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,raw_f64,float32,float64,raw,1024,4,256,6.84594068616206641309e-05,0x3f11f23ba7800000,6.84594068189880999853e-05,4.26325641456060111523e-14,6.22742236992058179688e-10,7.48176708732715288365e-17,8323464.62705151736964,0xd84883c6ba5a69e7,0x885d619c11710d46,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,accessor_f32_f32,float32,float32,accessor,1024,4,256,9.1552734375e-05,0x38c00000,6.84594068189880999853e-05,2.30933275560119000147e-05,0.337328770859385646691,4.05274469195263607442e-08,8323464.62705151736964,0xd84883c6ba5a69e7,0x885d619c11710d46,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,accessor_f64_f32,float32,float64,accessor,1024,4,256,6.84594068616206641309e-05,0x3f11f23ba7800000,6.84594068189880999853e-05,4.26325641456060111523e-14,6.22742236992058179688e-10,7.48176708732715288365e-17,8323464.62705151736964,0xd84883c6ba5a69e7,0x885d619c11710d46,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,raw_f32,float32,float32,raw,65536,256,256,0.00341796875,0x3b600000,0.00440679600531268533814,0.00098882725531268533814,0.224386891092891159873,2.67768415893130695422e-08,8379886.41582158902702,0x275a88ec4f27ae7b,0xdcafbb049b31a5c1,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,raw_f64,float32,float64,raw,65536,256,256,0.00440679600615112576634,0x3f720cdc4ba00000,0.00440679600531268533814,8.38440428196918219328e-13,1.90260776125357875333e-10,2.27044576363394708472e-17,8379886.41582158902702,0x275a88ec4f27ae7b,0xdcafbb049b31a5c1,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,accessor_f32_f32,float32,float32,accessor,65536,256,256,0.00341796875,0x3b600000,0.00440679600531268533814,0.00098882725531268533814,0.224386891092891159873,2.67768415893130695422e-08,8379886.41582158902702,0x275a88ec4f27ae7b,0xdcafbb049b31a5c1,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,accessor_f64_f32,float32,float64,accessor,65536,256,256,0.00440679600615112576634,0x3f720cdc4ba00000,0.00440679600531268533814,8.38440428196918219328e-13,1.90260776125357875333e-10,2.27044576363394708472e-17,8379886.41582158902702,0x275a88ec4f27ae7b,0xdcafbb049b31a5c1,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,raw_f32,float32,float32,raw,1048576,2112,256,0.06982421875,0x3d8f0000,0.0702873089093500880153,0.000463090159350088015344,0.00658853165010681842359,7.85477208165238546315e-10,8387934.85236405263277,0x904a0698cf05bffb,0x9ca49807d397e094,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,raw_f64,float32,float64,raw,1048576,2112,256,0.0702873089121567318216,0x3fb1fe595d1a0000,0.0702873089093500880153,2.80664380625239573419e-12,3.99310181283528583092e-11,4.76053031302439289797e-18,8387934.85236405263277,0x904a0698cf05bffb,0x9ca49807d397e094,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,accessor_f32_f32,float32,float32,accessor,1048576,2112,256,0.06982421875,0x3d8f0000,0.0702873089093500880153,0.000463090159350088015344,0.00658853165010681842359,7.85477208165238546315e-10,8387934.85236405263277,0x904a0698cf05bffb,0x9ca49807d397e094,true
NVIDIA H200 NVL,9.0,132,13010,13030,near_orthogonal,accessor_f64_f32,float32,float64,accessor,1048576,2112,256,0.0702873089121567318216,0x3fb1fe595d1a0000,0.0702873089093500880153,2.80664380625239573419e-12,3.99310181283528583092e-11,4.76053031302439289797e-18,8387934.85236405263277,0x904a0698cf05bffb,0x9ca49807d397e094,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,raw_f32,float32,float32,raw,1024,4,256,664643567616,0x531abfd8,664643557174.489530265,10441.5104697346687317,1.57099400980027083349e-08,8.28637917340289958953e-09,1.89587511858345672002,0xce969442eef205d6,0x54599cfffdbbba72,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,raw_f64,float32,float64,raw,1024,4,256,664643557174.489501953,0x426357fafae6cfaa,664643557174.489530265,2.8312206268310546875e-05,4.25975787513392165012e-17,2.24685573083352137475e-17,1.89587511858345672002,0xce969442eef205d6,0x54599cfffdbbba72,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,accessor_f32_f32,float32,float32,accessor,1024,4,256,664643567616,0x531abfd8,664643557174.489530265,10441.5104697346687317,1.57099400980027083349e-08,8.28637917340289958953e-09,1.89587511858345672002,0xce969442eef205d6,0x54599cfffdbbba72,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,accessor_f64_f32,float32,float64,accessor,1024,4,256,664643557174.489501953,0x426357fafae6cfaa,664643557174.489530265,2.8312206268310546875e-05,4.25975787513392165012e-17,2.24685573083352137475e-17,1.89587511858345672002,0xce969442eef205d6,0x54599cfffdbbba72,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,raw_f32,float32,float32,raw,65536,256,256,-7503582593024,0xd4da620c,-7503582785458.79469728,192434.794697284698486,2.56457215438742677147e-08,2.06571133110823656861e-09,12.4149590301736671601,0x6540da180c91828,0xefebe9eb1864295c,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,raw_f64,float32,float64,raw,65536,256,256,-7503582785458.79296875,0xc29b4c418bbecb2c,-7503582785458.79469728,0.001728534698486328125,2.30361248474003423115e-16,1.85551356161648972756e-17,12.4149590301736671601,0x6540da180c91828,0xefebe9eb1864295c,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,accessor_f32_f32,float32,float32,accessor,65536,256,256,-7503582593024,0xd4da620c,-7503582785458.79469728,192434.794697284698486,2.56457215438742677147e-08,2.06571133110823656861e-09,12.4149590301736671601,0x6540da180c91828,0xefebe9eb1864295c,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,accessor_f64_f32,float32,float64,accessor,65536,256,256,-7503582785458.79296875,0xc29b4c418bbecb2c,-7503582785458.79469728,0.001728534698486328125,2.30361248474003423115e-16,1.85551356161648972756e-17,12.4149590301736671601,0x6540da180c91828,0xefebe9eb1864295c,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,raw_f32,float32,float32,raw,1048576,2112,256,-38690466299904,0xd60cc14e,-38690460316190.2556419,5983713.74435806274414,1.54656049461736224601e-07,3.92817702845930875475e-09,39.3709469663068362018,0x2f16e101c6e9286c,0x14e23d055d2253da,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,raw_f64,float32,float64,raw,1048576,2112,256,-38690460316190.2578125,0xc2c1982992590f21,-38690460316190.2556419,0.002170562744140625,5.61007216353107066806e-17,1.4249269057033604581e-18,39.3709469663068362018,0x2f16e101c6e9286c,0x14e23d055d2253da,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,accessor_f32_f32,float32,float32,accessor,1048576,2112,256,-38690466299904,0xd60cc14e,-38690460316190.2556419,5983713.74435806274414,1.54656049461736224601e-07,3.92817702845930875475e-09,39.3709469663068362018,0x2f16e101c6e9286c,0x14e23d055d2253da,true
NVIDIA H200 NVL,9.0,132,13010,13030,dynamic_range_40,accessor_f64_f32,float32,float64,accessor,1048576,2112,256,-38690460316190.2578125,0xc2c1982992590f21,-38690460316190.2556419,0.002170562744140625,5.61007216353107066806e-17,1.4249269057033604581e-18,39.3709469663068362018,0x2f16e101c6e9286c,0x14e23d055d2253da,true
