gpu,compute_capability,multiprocessors,cuda_runtime,cuda_driver,dataset,variant,storage_type,arithmetic_type,access_kind,n,algorithmic_bytes,algorithmic_flops,arithmetic_intensity_flop_per_byte,blocks,threads,round,order_in_round,iterations,sample,total_time_ms,giga_elements_per_s,algorithmic_gb_per_s,gflop_per_s
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,12,0.0048402330214571826,13.539843992938582,108.31875194350866,27.079687985877165
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,13,0.0048379373746867344,13.546268776214488,108.3701502097159,27.092537552428976
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,14,0.0048355593534334931,13.552930531907567,108.42344425526053,27.105861063815134
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,15,0.0048359961549672469,13.551706390974966,108.41365112779972,27.103412781949931
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,16,0.0048410876567161528,13.537453697844199,108.2996295827536,27.074907395688399
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,17,0.0048408237332087855,13.538191764846362,108.30553411877089,27.076383529692723
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,18,0.0048380099942965642,13.546065443696708,108.36852354957367,27.092130887393417
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,1,3,7039,19,0.0048363007237786238,13.550852964493989,108.40682371595192,27.101705928987979
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,0,0.0048393358174692079,13.542354255190515,108.33883404152412,27.084708510381031
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,1,0.0048381002985657291,13.545812603229486,108.36650082583589,27.091625206458971
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,2,0.0048413037666063773,13.536849402436681,108.29479521949345,27.073698804873363
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,3,0.0048393577590311303,13.542292854397422,108.33834283517938,27.084585708794844
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,4,0.0048389502728811455,13.543433245694297,108.34746596555438,27.086866491388594
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,5,0.0048358434521965834,13.552134316968347,108.41707453574678,27.104268633936694
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,6,0.0048389110915205702,13.543542908825401,108.34834327060321,27.087085817650802
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,7,0.0048387005570097444,13.54413219579358,108.35305756634864,27.08826439158716
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,8,0.0048411021132039487,13.537413272331664,108.29930617865331,27.074826544663328
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,9,0.0048384027786693715,13.544965766166188,108.3597261293295,27.089931532332375
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,10,0.0048394016421549743,13.542170054481563,108.3373604358525,27.084340108963126
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,11,0.0048366234224811056,13.549948853859942,108.39959083087953,27.099897707719883
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,12,0.004838985274896593,13.543335281465694,108.34668225172555,27.086670562931388
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,13,0.0048384419600299468,13.544856079991993,108.35884863993594,27.089712159983986
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,14,0.0048405410361205088,13.53898242179233,108.31185937433864,27.07796484358466
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,15,0.0048372017393631984,13.548328875079664,108.38663100063731,27.096657750159327
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,16,0.0048396299388825939,13.54153123846725,108.332249907738,27.083062476934501
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,17,0.0048364128879702798,13.550538698424443,108.40430958739555,27.101077396848886
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,18,0.0048396079973206723,13.541592632354183,108.33274105883346,27.083185264708366
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,65536,524288,131072,0.25,256,256,2,0,7302,19,0.0048385777887466081,13.54447584834149,108.35580678673192,27.08895169668298
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,0,0.0046606583648823741,14.061532699716341,112.49226159773073,28.123065399432683
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,1,0.0046593962026537034,14.065341763096848,112.52273410477478,28.130683526193696
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,2,0.0046594750877929957,14.065103636178415,112.52082908942732,28.130207272356831
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,3,0.004659063422297883,14.066346400512654,112.53077120410123,28.132692801025307
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,4,0.0046593392590763344,14.065513661048977,112.52410928839181,28.131027322097953
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,5,0.0046604744736967393,14.062087534193942,112.49670027355154,28.124175068387885
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,6,0.0046598695134894546,14.063913122521024,112.51130498016819,28.127826245042048
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,7,0.0046598433925824044,14.063991958253576,112.51193566602861,28.127983916507151
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,8,0.0046597995094585605,14.064124404273969,112.51299523419175,28.128248808547937
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,9,0.0046603339432168094,14.062511570740268,112.50009256592215,28.125023141480536
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,10,0.0046592384323751197,14.065818041123945,112.52654432899156,28.131636082247891
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,11,0.0046601108706705993,14.063184722162893,112.50547777730314,28.126369444325785
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,12,0.0046593042570608869,14.065619325178055,112.52495460142444,28.13123865035611
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,13,0.0046597295054276655,14.064335692375169,112.51468553900135,28.128671384750337
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,14,0.0046611186152646002,14.060144229193721,112.48115383354977,28.120288458387442
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,15,0.0046594620273394706,14.065143060607948,112.52114448486358,28.130286121215896
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,16,0.0046594050837621007,14.065314953703245,112.52251962962596,28.13062990740649
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,17,0.0046592823154989645,14.065685563202823,112.52548450562259,28.131371126405647
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,18,0.0046607153084597432,14.061360899054378,112.49088719243503,28.122721798108756
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f32,float32,float32,raw,65536,524288,131072,0.25,256,256,2,1,7302,19,0.0046593220192776806,14.065565704376841,112.52452563501473,28.131131408753681
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,0,0.0048389556750365152,13.543418125958647,108.34734500766918,27.086836251917294
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,1,0.0048372735013879143,13.54812788261742,108.38502306093936,27.09625576523484
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,2,0.0048394054830675519,13.542159306406935,108.33727445125548,27.08431861281387
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,3,0.0048388917264248739,13.543597109667109,108.34877687733687,27.087194219334219
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,4,0.004841542342183671,13.536182350197402,108.28945880157922,27.072364700394804
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,5,0.004837755283724772,13.54677865175961,108.37422921407688,27.093557303519219
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,6,0.0048365689827850854,13.55010137005465,108.4008109604372,27.1002027401093
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,7,0.004836400440257794,13.550573574198653,108.40458859358922,27.101147148397306
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,8,0.0048413060574830297,13.536842996881678,108.29474397505342,27.073685993763355
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,9,0.0048405603516388047,13.538928396546556,108.31142717237245,27.077856793093112
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,10,0.0048385643962432518,13.544513337651004,108.35610670120803,27.089026675302009
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,11,0.004835282423428843,13.553706745742986,108.42965396594388,27.107413491485971
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,12,0.0048392103856083075,13.54270527169111,108.34164217352888,27.085410543382221
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,13,0.0048386234674184124,13.544347982705487,108.3547838616439,27.088695965410974
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,14,0.0048394146960031277,13.542133525801411,108.33706820641129,27.084267051602822
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,15,0.0048398010973599095,13.541052345260553,108.32841876208442,27.082104690521106
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,16,0.0048395192899187787,13.541840846986245,108.33472677588996,27.08368169397249
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,17,0.0048389919848414306,13.543316501721289,108.34653201377031,27.086633003442579
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,18,0.0048359457547902758,13.551847626719738,108.4147810137579,27.103695253439476
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,raw_f64,float32,float64,raw,65536,524288,131072,0.25,256,256,2,2,7039,19,0.0048383963956533469,13.544983635254718,108.35986908203775,27.089967270509437
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,0,0.0046597457215863183,14.064286747751884,112.51429398201508,28.128573495503769
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,1,0.0046599053793369722,14.063804876940376,112.510439015523,28.127609753880751
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,2,0.0046595079438353443,14.065004457542756,112.52003566034205,28.130008915085511
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,3,0.0046598604603367887,14.06394044581829,112.51152356654632,28.127880891636579
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,4,0.0046600567368375928,14.063348088005046,112.50678470404037,28.126696176010093
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,5,0.0046596060820857464,14.064708227581459,112.51766582065167,28.129416455162918
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,6,0.0046597208208362167,14.064361904891792,112.51489523913433,28.128723809783583
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,7,0.0046603106268386322,14.062581928032765,112.50065542426212,28.12516385606553
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,8,0.0046603028148386001,14.062605500940974,112.50084400752779,28.125211001881947
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,9,0.0046595323563354447,14.064930767331708,112.51944613865366,28.129861534663416
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,10,0.0046594669308351764,14.065128258835639,112.52102607068511,28.130256517671278
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,11,0.0046602290890882985,14.062827974154613,112.50262379323691,28.125655948309227
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,12,0.0046601221623378602,14.063150646489127,112.50520517191302,28.126301292978255
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,13,0.0046599830110872903,14.063570584715245,112.50856467772196,28.127141169430491
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,14,0.0046590900018336325,14.066266153735523,112.53012922988418,28.132532307471045
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,15,0.0046602945145885659,14.062630547242536,112.50104437794029,28.125261094485072
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,16,0.0046596842020860665,14.064472431556752,112.51577945245401,28.128944863113503
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,17,0.0046602329950883141,14.062816187317701,112.50252949854161,28.125632374635401
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,18,0.0046595406565854789,14.064905712835849,112.51924570268679,28.129811425671697
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,65536,524288,131072,0.25,256,256,2,3,7813,19,0.0046596842020860665,14.064472431556752,112.51577945245401,28.128944863113503
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,0,0.0084627369288933774,123.90506863328862,991.24054906630897,247.81013726657724
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,1,0.0084589222316277524,123.96094576675429,991.68756613403434,247.92189153350859
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,2,0.0084591768650724344,123.9572143631993,991.65771490559439,247.9144287263986
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,3,0.0084608023553010697,123.93339969028121,991.46719752224965,247.86679938056241
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,4,0.0084672306486781555,123.83930986499067,990.71447891992534,247.67861972998134
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,5,0.0084678960587175629,123.82957853155364,990.63662825242909,247.65915706310727
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,6,0.0084691724288773872,123.81091645089953,990.48733160719621,247.62183290179905
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,7,0.0084649741799765338,123.87232113245581,990.97856905964647,247.74464226491162
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,8,0.0084708315499383395,123.78666649410974,990.29333195287791,247.57333298821948
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,9,0.0084863073379426914,123.56092682523598,988.48741460188785,247.12185365047196
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,10,0.0084845673427373595,123.58626641081027,988.69013128648214,247.17253282162054
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,11,0.008472187993508443,123.76684757272142,990.13478058177134,247.53369514544283
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,12,0.0084678424095326766,123.83036307094771,990.6429045675817,247.66072614189542
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,13,0.0084706898200021478,123.78873766856148,990.30990134849185,247.57747533712296
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,14,0.008484775533604081,123.58323397561892,988.66587180495139,247.16646795123785
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,15,0.0084875973205822634,123.54214748822059,988.33717990576474,247.08429497644119
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,16,0.0084699715615119582,123.79923502515523,990.39388020124181,247.59847005031045
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,17,0.0084674524520246246,123.836065917238,990.68852733790402,247.672131834476
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,18,0.0084722488493002533,123.7659585608849,990.12766848707918,247.53191712176979
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f32_f32,float32,float32,accessor,1048576,8388608,2097152,0.25,2112,256,0,0,4764,19,0.0084867637563812749,123.55428171445989,988.43425371567912,247.10856342891978
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,0,0.0088574197941082462,118.38391138438406,947.07129107507251,236.76782276876813
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,1,0.0088572019507527841,118.38682304301308,947.09458434410465,236.77364608602616
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,2,0.0088559883681792531,118.40304621081857,947.22436968654858,236.80609242163715
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,3,0.0088574677521603817,118.38327040414534,947.06616323316268,236.76654080829067
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,4,0.0088520533693591183,118.45567985723928,947.6454388579142,236.91135971447855
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,5,0.0088505878037997924,118.47529488943303,947.80235911546424,236.95058977886606
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,6,0.0088523541232453928,118.45165539034919,947.61324312279351,236.90331078069838
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,7,0.00885523079352518,118.41317572058134,947.30540576465069,236.82635144116267
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,8,0.0088564175521034481,118.39730837340178,947.17846698721428,236.79461674680357
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,9,0.0088531173878378527,118.44144317350882,947.53154538807053,236.88288634701763
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,10,0.0088539424289042525,118.43040638900675,947.44325111205399,236.8608127780135
NVIDIA H200 NVL,9.0,132,13010,13030,signed_uniform_seed0,accessor_f64_f32,float32,float64,accessor,1048576,8388608,2097152,0.25,2112,256,0,1,4693,11,0.0088533084071980538,118.43888767587386,947.51110140699086,236.87777535174772
