gpu,compute_capability,multiprocessors,cuda_runtime,cuda_driver,mode,dataset,variant,storage_type,arithmetic_type,access_kind,n,algorithmic_bytes,algorithmic_flops,arithmetic_intensity_flop_per_byte,blocks,threads,result,result_bits,timing_status
NVIDIA H200 NVL,9.0,132,13010,13030,profile,signed_uniform_seed0,raw_f64,float32,float64,raw,134217728,1.07374e+09,2.68435e+08,0.25,2112,256,-2146.25659601195775394,0xc0a0c483608d6f49,profiler_contaminated
