kernel,distribution,format,storage_bits,n,m,comparison,batch,finite_count,bias,mean_absolute_error,mse,relative_l2,mean_normalized_absolute_error,rms_normalized_error
dot,uniform_0_1,e1m6,8,1024,1,storage,19,256,0.001998318064674253216,0.179477233376793680962,0.0486337911910240662823,0.00086142714540822476684,0.000702822272050394847094,0.000865097078812357416382
dot,uniform_0_1,e1m6,8,1024,1,storage,20,256,-0.012185547065739201053,0.193382247507651883862,0.0582496804658815207285,0.000940310988444881270761,0.000753490724170331394382,0.000940283971471795633437
dot,uniform_0_1,e1m6,8,1024,1,storage,21,256,-0.0136965069133269659249,0.189593716028761890028,0.0546680832737292809675,0.000912965708270051444735,0.000743217668745517577058,0.000918762371903313739416
dot,uniform_0_1,e1m6,8,1024,1,storage,22,256,-0.000226908299889829715053,0.193778669906711760538,0.0594900025443201763282,0.000950778277566273638084,0.000756560261031964898096,0.000954267944774724909309
dot,uniform_0_1,e1m6,8,1024,1,storage,23,256,0.0159815512635203325984,0.192559967192326705302,0.0575471055825665194741,0.000934828083962183309147,0.000752813796518400751326,0.000938725041061489678146
dot,uniform_0_1,e1m6,8,1024,1,storage,24,256,-0.00785137330271801453345,0.183979226226227173327,0.0534585687994911420313,0.000900344826470802633321,0.000719186122485952597828,0.000906225514163162529373
dot,uniform_0_1,e1m6,8,1024,1,storage,25,256,0.0157833147978268728204,0.1843874882981316229,0.0538855973219514584167,0.000905327846055497816953,0.000719917776275373545089,0.000906744469149666326576
dot,uniform_0_1,e1m6,8,1024,1,storage,26,256,-0.0116563546129553408993,0.190865618322153916353,0.0583015176528380523767,0.000943431692920144564566,0.000744768163363148976251,0.000941296171730686453124
dot,uniform_0_1,e1m6,8,1024,1,storage,27,256,-0.0105434586868812659138,0.19240035747318010934,0.0599350060741542899581,0.000956873066783443380392,0.000754604021573103094332,0.000960860127954771890667
dot,uniform_0_1,e1m6,8,1024,1,storage,28,256,0.0274689034620745653774,0.185122485921971600227,0.0521134382191219520136,0.000890247099821526913237,0.000722408230488299290898,0.000890292706615276868648
dot,uniform_0_1,e1m6,8,1024,1,storage,29,256,-0.031911281651590974102,0.189108180604768123995,0.0556853482943029211766,0.000917956468792618213569,0.000737208028313473840461,0.000920740748140122949605
dot,uniform_0_1,e1m6,8,1024,1,storage,30,256,0.0120625127268258839361,0.192995594832641614099,0.0594470207851509459078,0.000951980561901699007593,0.000755334612210897248614,0.000956773791535681610691
dot,uniform_0_1,e1m6,8,1024,1,storage,31,256,-0.00775452916610578778418,0.192669606340893747568,0.0590426131014833913706,0.000945873362102241411637,0.000751275932335364956863,0.00094746326826610342037
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,0,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,1,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,2,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,3,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,4,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,5,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,6,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,7,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,8,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,9,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,10,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,11,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,12,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,13,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,14,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,15,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,16,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,17,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,18,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,19,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,20,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,21,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,22,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,23,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,24,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,25,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,26,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,27,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,28,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,29,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,30,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x1,31,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,0,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,1,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,2,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,3,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,4,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,5,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,6,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,7,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,8,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,9,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,10,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,11,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,12,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,13,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,14,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,15,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,16,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,17,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,18,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,19,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,20,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,21,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,22,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,23,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,24,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,25,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,26,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,27,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,28,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,29,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,30,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x2,31,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x4,0,256,0,0,0,0,0,0
dot,uniform_0_1,e1m6,8,1024,1,kernel_x4,1,256,0,0,0,0,0,0
