kernel,distribution,format,storage_bits,n,m,comparison,metric,quantile,value,finite_value_count
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.100000000000000000001,0.0759407689602679804869,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.25,0.191308449474665220099,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.5,0.396267898516345911102,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.75,0.685493682429648142594,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.899999999999999999978,0.989519837513207274724,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.949999999999999999989,1.17847787917531294133,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.975000000000000000022,1.3442048444586025479,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.990000000000000000009,1.56336505178632857282,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.995000000000000000004,1.70570944352045277361,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,0.998999999999999999979,1.98424611734133085909,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,absolute_error,1,2.58026390737505431682,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0,5.92638278380706758338e-07,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.000999999999999999999958,4.12062022218579245809e-06,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.0049999999999999999999,2.38997272733185016378e-05,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.0099999999999999999998,4.29697357670934613434e-05,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.0250000000000000000003,0.000120855986167987314996,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.0500000000000000000007,0.000239450485696065393943,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.100000000000000000001,0.000460531032374248178757,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.25,0.00117515463611103536762,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.5,0.00242943489856712607645,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.75,0.0041913312586039463004,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.899999999999999999978,0.00598206408131707338796,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.949999999999999999989,0.00712253023508292811986,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.975000000000000000022,0.00814818067577182937556,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.990000000000000000009,0.00950882763703893123422,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.995000000000000000004,0.0103675756139223083088,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,0.998999999999999999979,0.0121113906356274632771,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,normalized_absolute_error,1,0.0146196498051726717454,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0,6.30760550137212590032e-06,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.000999999999999999999958,7.47568212871774781713e-05,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.0049999999999999999999,0.000292889449578700814639,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.0099999999999999999998,0.00058034796457678004073,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.0250000000000000000003,0.00142992103546297837491,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.0500000000000000000007,0.0029402340911482614376,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.100000000000000000001,0.00600454023684196284506,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.25,0.0156597288797425736048,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.5,0.0380052279483984517768,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.75,0.0890697530776904950934,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.899999999999999999978,0.227521277859912883628,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.949999999999999999989,0.44878785631779742572,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.975000000000000000022,0.899326669474113735776,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.990000000000000000009,2.11651902903016384634,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.995000000000000000004,3.74206279170549288961,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,0.998999999999999999979,17.9091740968497957903,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,relative_absolute_error,1,578.908432549236099285,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0,2.58173478877238893325,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.000999999999999999999958,3.1143994878656390793,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.0049999999999999999999,3.76017247606617206973,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.0099999999999999999998,4.05475101485045959487,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.0250000000000000000003,4.63869408980913391785,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.0500000000000000000007,5.32525599528822934405,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.100000000000000000001,6.32974829548380963111,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.25,8.96074321183375202375,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.5,15.201710954067560613,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.75,32.1816847544436684114,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.899999999999999999978,78.7428373371933741504,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.949999999999999999989,157.726858137850890554,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.975000000000000000022,319.489390544133391003,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.990000000000000000009,813.467158898365326092,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.995000000000000000004,1407.93614343701411229,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,0.998999999999999999979,7846.03053630072671298,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,condition_number,1,461194.15724289204951,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,signed_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,absolute_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,normalized_absolute_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,relative_absolute_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0,2.56095545050119313127,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.000999999999999999999958,3.07809828609952523619,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.0049999999999999999999,3.759723668542261827,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.0099999999999999999998,4.06276389483698804547,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.0250000000000000000003,4.6395495850112076666,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.0500000000000000000007,5.31076762525969461697,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.100000000000000000001,6.33141115609728450742,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.25,8.95455756185417178165,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.5,15.1546571425909088514,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.75,32.2030800028461744837,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.899999999999999999978,79.493023341128404527,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.949999999999999999989,163.109160512224299983,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.975000000000000000022,318.42551446497583198,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.990000000000000000009,838.400606422847462673,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.995000000000000000004,1648.17057126948875267,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,0.998999999999999999979,6948.39536215362893046,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,condition_number,1,1104499.39999999999998,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,signed_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,absolute_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,normalized_absolute_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.990000000000000000009,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.995000000000000000004,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,0.998999999999999999979,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,relative_absolute_error,1,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0,2.56095545050119313127,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.000999999999999999999958,3.07809828609952523619,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.0049999999999999999999,3.759723668542261827,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.0099999999999999999998,4.06276389483698804547,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.0250000000000000000003,4.6395495850112076666,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.0500000000000000000007,5.31076762525969461697,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.100000000000000000001,6.33141115609728450742,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.25,8.95455756185417178165,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.5,15.1546571425909088514,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.75,32.2030800028461744837,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.899999999999999999978,79.493023341128404527,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.949999999999999999989,163.109160512224299983,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.975000000000000000022,318.42551446497583198,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.990000000000000000009,838.400606422847462673,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.995000000000000000004,1648.17057126948875267,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,0.998999999999999999979,6948.39536215362893046,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,condition_number,1,1104499.39999999999998,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.000999999999999999999958,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.0049999999999999999999,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.0099999999999999999998,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.0250000000000000000003,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.0500000000000000000007,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.100000000000000000001,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.25,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.5,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.75,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.899999999999999999978,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.949999999999999999989,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.975000000000000000022,0,16384
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,signed_error,0.990000000000000000009,0,16384
