kernel,distribution,format,storage_bits,n,m,operand,source_values,decoded_zeros,decoded_infinities,decoded_nans,saturated_values
gemv,normal_0_1,fp8_e4m3,8,1024,1024,vector,16384,14,0,0,0
gemv,normal_0_1,fp8_e4m3,8,4096,1024,matrix,67108864,52236,0,0,0
gemv,normal_0_1,fp8_e4m3,8,4096,1024,vector,65536,50,0,0,0
gemv,normal_0_1,fp8_e4m3,8,16384,1024,matrix,268435456,208777,0,0,0
gemv,normal_0_1,fp8_e4m3,8,16384,1024,vector,262144,203,0,0,0
gemv,normal_0_1,fp8_e4m3,8,65536,1024,matrix,1073741824,836725,0,0,0
gemv,normal_0_1,fp8_e4m3,8,65536,1024,vector,1048576,816,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,256,1024,matrix,4194304,37,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,matrix,16777216,142,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,matrix,67108864,512,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,vector,65536,1,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,matrix,268435456,1997,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,matrix,1073741824,8036,0,0,0
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,vector,1048576,6,0,0,0
gemv,normal_0_1,fp8_e5m2,8,256,1024,matrix,4194304,15,0,0,0
gemv,normal_0_1,fp8_e5m2,8,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,fp8_e5m2,8,1024,1024,matrix,16777216,108,0,0,0
gemv,normal_0_1,fp8_e5m2,8,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,fp8_e5m2,8,4096,1024,matrix,67108864,395,0,0,0
gemv,normal_0_1,fp8_e5m2,8,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,fp8_e5m2,8,16384,1024,matrix,268435456,1570,0,0,0
gemv,normal_0_1,fp8_e5m2,8,16384,1024,vector,262144,2,0,0,0
gemv,normal_0_1,fp8_e5m2,8,65536,1024,matrix,1073741824,6545,0,0,0
gemv,normal_0_1,fp8_e5m2,8,65536,1024,vector,1048576,3,0,0,0
gemv,uniform_0_1,e1m14,16,256,1024,matrix,4194304,290,0,0,0
gemv,uniform_0_1,e1m14,16,256,1024,vector,4096,1,0,0,0
gemv,uniform_0_1,e1m14,16,1024,1024,matrix,16777216,970,0,0,0
gemv,uniform_0_1,e1m14,16,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e1m14,16,4096,1024,matrix,67108864,4218,0,0,0
gemv,uniform_0_1,e1m14,16,4096,1024,vector,65536,3,0,0,0
gemv,uniform_0_1,e1m14,16,16384,1024,matrix,268435456,16430,0,0,0
gemv,uniform_0_1,e1m14,16,16384,1024,vector,262144,13,0,0,0
gemv,uniform_0_1,e1m14,16,65536,1024,matrix,1073741824,65823,0,0,0
gemv,uniform_0_1,e1m14,16,65536,1024,vector,1048576,47,0,0,0
gemv,normal_0_1,e1m14,16,256,1024,matrix,4194304,198,0,0,269
gemv,normal_0_1,e1m14,16,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e1m14,16,1024,1024,matrix,16777216,812,0,0,1091
gemv,normal_0_1,e1m14,16,1024,1024,vector,16384,1,0,0,1
gemv,normal_0_1,e1m14,16,4096,1024,matrix,67108864,3318,0,0,4188
gemv,normal_0_1,e1m14,16,4096,1024,vector,65536,2,0,0,6
gemv,normal_0_1,e1m14,16,16384,1024,matrix,268435456,13098,0,0,16982
gemv,normal_0_1,e1m14,16,16384,1024,vector,262144,18,0,0,11
gemv,normal_0_1,e1m14,16,65536,1024,matrix,1073741824,52683,0,0,68058
gemv,normal_0_1,e1m14,16,65536,1024,vector,1048576,49,0,0,65
gemv,uniform_0_1,e2m13,16,256,1024,matrix,4194304,290,0,0,0
gemv,uniform_0_1,e2m13,16,256,1024,vector,4096,1,0,0,0
gemv,uniform_0_1,e2m13,16,1024,1024,matrix,16777216,970,0,0,0
gemv,uniform_0_1,e2m13,16,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e2m13,16,4096,1024,matrix,67108864,4218,0,0,0
gemv,uniform_0_1,e2m13,16,4096,1024,vector,65536,3,0,0,0
gemv,uniform_0_1,e2m13,16,16384,1024,matrix,268435456,16430,0,0,0
gemv,uniform_0_1,e2m13,16,16384,1024,vector,262144,13,0,0,0
gemv,uniform_0_1,e2m13,16,65536,1024,matrix,1073741824,65823,0,0,0
gemv,uniform_0_1,e2m13,16,65536,1024,vector,1048576,47,0,0,0
gemv,normal_0_1,e2m13,16,256,1024,matrix,4194304,198,269,0,0
gemv,normal_0_1,e2m13,16,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e2m13,16,1024,1024,matrix,16777216,812,1091,0,0
gemv,normal_0_1,e2m13,16,1024,1024,vector,16384,1,1,0,0
gemv,normal_0_1,e2m13,16,4096,1024,matrix,67108864,3318,4189,0,0
gemv,normal_0_1,e2m13,16,4096,1024,vector,65536,2,6,0,0
gemv,normal_0_1,e2m13,16,16384,1024,matrix,268435456,13098,16988,0,0
gemv,normal_0_1,e2m13,16,16384,1024,vector,262144,18,11,0,0
gemv,normal_0_1,e2m13,16,65536,1024,matrix,1073741824,52683,68078,0,0
gemv,normal_0_1,e2m13,16,65536,1024,vector,1048576,49,65,0,0
gemv,uniform_0_1,e3m12,16,256,1024,matrix,4194304,129,0,0,0
gemv,uniform_0_1,e3m12,16,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,e3m12,16,1024,1024,matrix,16777216,504,0,0,0
gemv,uniform_0_1,e3m12,16,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e3m12,16,4096,1024,matrix,67108864,2132,0,0,0
gemv,uniform_0_1,e3m12,16,4096,1024,vector,65536,2,0,0,0
gemv,uniform_0_1,e3m12,16,16384,1024,matrix,268435456,8196,0,0,0
gemv,uniform_0_1,e3m12,16,16384,1024,vector,262144,4,0,0,0
gemv,uniform_0_1,e3m12,16,65536,1024,matrix,1073741824,32823,0,0,0
gemv,uniform_0_1,e3m12,16,65536,1024,vector,1048576,25,0,0,0
gemv,normal_0_1,e3m12,16,256,1024,matrix,4194304,90,0,0,0
gemv,normal_0_1,e3m12,16,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e3m12,16,1024,1024,matrix,16777216,422,0,0,0
gemv,normal_0_1,e3m12,16,1024,1024,vector,16384,1,0,0,0
gemv,normal_0_1,e3m12,16,4096,1024,matrix,67108864,1610,0,0,0
gemv,normal_0_1,e3m12,16,4096,1024,vector,65536,1,0,0,0
gemv,normal_0_1,e3m12,16,16384,1024,matrix,268435456,6459,0,0,0
gemv,normal_0_1,e3m12,16,16384,1024,vector,262144,11,0,0,0
gemv,normal_0_1,e3m12,16,65536,1024,matrix,1073741824,26387,0,0,0
gemv,normal_0_1,e3m12,16,65536,1024,vector,1048576,21,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,4096,1024,matrix,67108864,1,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,16384,1024,matrix,268435456,4,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,65536,1024,matrix,1073741824,32,0,0,0
gemv,uniform_0_1,fp16_e5m10,16,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,fp16_e5m10,16,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,fp16_e5m10,16,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,fp16_e5m10,16,1024,1024,matrix,16777216,3,0,0,0
gemv,normal_0_1,fp16_e5m10,16,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,fp16_e5m10,16,4096,1024,matrix,67108864,2,0,0,0
gemv,normal_0_1,fp16_e5m10,16,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,fp16_e5m10,16,16384,1024,matrix,268435456,4,0,0,0
gemv,normal_0_1,fp16_e5m10,16,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,fp16_e5m10,16,65536,1024,matrix,1073741824,24,0,0,0
gemv,normal_0_1,fp16_e5m10,16,65536,1024,vector,1048576,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,bf16_e8m7,16,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,1024,1024,matrix,16777216,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,4096,1024,matrix,67108864,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,16384,1024,matrix,268435456,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,65536,1024,matrix,1073741824,0,0,0,0
gemv,normal_0_1,bf16_e8m7,16,65536,1024,vector,1048576,0,0,0,0
gemv,uniform_0_1,e11m4,16,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,e11m4,16,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,e11m4,16,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,e11m4,16,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e11m4,16,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,e11m4,16,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,e11m4,16,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,e11m4,16,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,e11m4,16,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,e11m4,16,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,e11m4,16,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,e11m4,16,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e11m4,16,1024,1024,matrix,16777216,0,0,0,0
gemv,normal_0_1,e11m4,16,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,e11m4,16,4096,1024,matrix,67108864,0,0,0,0
gemv,normal_0_1,e11m4,16,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,e11m4,16,16384,1024,matrix,268435456,0,0,0,0
gemv,normal_0_1,e11m4,16,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,e11m4,16,65536,1024,matrix,1073741824,0,0,0,0
gemv,normal_0_1,e11m4,16,65536,1024,vector,1048576,0,0,0,0
gemv,uniform_0_1,e1m30,32,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,e1m30,32,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,e1m30,32,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,e1m30,32,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e1m30,32,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,e1m30,32,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,e1m30,32,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,e1m30,32,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,e1m30,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,e1m30,32,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,e1m30,32,256,1024,matrix,4194304,0,0,0,269
gemv,normal_0_1,e1m30,32,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e1m30,32,1024,1024,matrix,16777216,0,0,0,1091
gemv,normal_0_1,e1m30,32,1024,1024,vector,16384,0,0,0,1
gemv,normal_0_1,e1m30,32,4096,1024,matrix,67108864,0,0,0,4186
gemv,normal_0_1,e1m30,32,4096,1024,vector,65536,0,0,0,6
gemv,normal_0_1,e1m30,32,16384,1024,matrix,268435456,1,0,0,16978
gemv,normal_0_1,e1m30,32,16384,1024,vector,262144,0,0,0,11
gemv,normal_0_1,e1m30,32,65536,1024,matrix,1073741824,2,0,0,68040
gemv,normal_0_1,e1m30,32,65536,1024,vector,1048576,0,0,0,65
gemv,uniform_0_1,e2m29,32,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,e2m29,32,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,e2m29,32,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,e2m29,32,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e2m29,32,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,e2m29,32,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,e2m29,32,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,e2m29,32,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,e2m29,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,e2m29,32,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,e2m29,32,256,1024,matrix,4194304,0,269,0,0
gemv,normal_0_1,e2m29,32,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e2m29,32,1024,1024,matrix,16777216,0,1091,0,0
gemv,normal_0_1,e2m29,32,1024,1024,vector,16384,0,1,0,0
gemv,normal_0_1,e2m29,32,4096,1024,matrix,67108864,0,4186,0,0
gemv,normal_0_1,e2m29,32,4096,1024,vector,65536,0,6,0,0
gemv,normal_0_1,e2m29,32,16384,1024,matrix,268435456,1,16978,0,0
gemv,normal_0_1,e2m29,32,16384,1024,vector,262144,0,11,0,0
gemv,normal_0_1,e2m29,32,65536,1024,matrix,1073741824,2,68040,0,0
gemv,normal_0_1,e2m29,32,65536,1024,vector,1048576,0,65,0,0
gemv,uniform_0_1,e3m28,32,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,e3m28,32,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,e3m28,32,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,e3m28,32,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e3m28,32,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,e3m28,32,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,e3m28,32,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,e3m28,32,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,e3m28,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,e3m28,32,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,e3m28,32,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,e3m28,32,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e3m28,32,1024,1024,matrix,16777216,0,0,0,0
gemv,normal_0_1,e3m28,32,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,e3m28,32,4096,1024,matrix,67108864,0,0,0,0
gemv,normal_0_1,e3m28,32,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,e3m28,32,16384,1024,matrix,268435456,0,0,0,0
gemv,normal_0_1,e3m28,32,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,e3m28,32,65536,1024,matrix,1073741824,1,0,0,0
gemv,normal_0_1,e3m28,32,65536,1024,vector,1048576,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,fp32_e8m23,32,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,1024,1024,matrix,16777216,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,4096,1024,matrix,67108864,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,16384,1024,matrix,268435456,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,normal_0_1,fp32_e8m23,32,65536,1024,vector,1048576,0,0,0,0
gemv,uniform_0_1,e11m20,32,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,e11m20,32,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,e11m20,32,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,e11m20,32,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,e11m20,32,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,e11m20,32,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,e11m20,32,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,e11m20,32,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,e11m20,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,e11m20,32,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,e11m20,32,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,e11m20,32,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,e11m20,32,1024,1024,matrix,16777216,0,0,0,0
gemv,normal_0_1,e11m20,32,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,e11m20,32,4096,1024,matrix,67108864,0,0,0,0
gemv,normal_0_1,e11m20,32,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,e11m20,32,16384,1024,matrix,268435456,0,0,0,0
gemv,normal_0_1,e11m20,32,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,e11m20,32,65536,1024,matrix,1073741824,0,0,0,0
gemv,normal_0_1,e11m20,32,65536,1024,vector,1048576,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,256,1024,matrix,4194304,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,256,1024,vector,4096,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,1024,1024,matrix,16777216,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,1024,1024,vector,16384,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,4096,1024,matrix,67108864,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,4096,1024,vector,65536,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,16384,1024,matrix,268435456,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,16384,1024,vector,262144,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,65536,1024,matrix,1073741824,0,0,0,0
gemv,uniform_0_1,fp64_e11m52,64,65536,1024,vector,1048576,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,256,1024,matrix,4194304,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,256,1024,vector,4096,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,1024,1024,matrix,16777216,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,1024,1024,vector,16384,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,4096,1024,matrix,67108864,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,4096,1024,vector,65536,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,16384,1024,matrix,268435456,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,16384,1024,vector,262144,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,65536,1024,matrix,1073741824,0,0,0,0
gemv,normal_0_1,fp64_e11m52,64,65536,1024,vector,1048576,0,0,0,0
