gpu,compute_capability,distribution,format,strategy,component,lanes,n,m,lookup_entry_bytes,shared_table_bytes,pipelined,sample_count,median_time_ms,min_time_ms,max_time_ms,cv_percent
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x1,gemv,1,1024,256,0,0,0,2,0.00510456735360707,0.005104340560047339,0.0051047941471668,0.006283285258307791
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x2,dot,2,65536,1,0,0,0,2,0.00523188646803511,0.00523188646803511,0.00523188646803511,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x2,gemv,2,1024,256,0,0,0,2,0.004189672614588882,0.004188121087623365,0.004191224141554399,0.05237140652425603
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x4,dot,4,65536,1,0,0,0,2,0.005681659336443301,0.005679881572723389,0.005683437100163212,0.04425005820513933
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x4,gemv,4,1024,256,0,0,0,2,0.003979906959589137,0.00397953495036724,0.003980278968811035,0.013218914217783645
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x8,dot,8,65536,1,0,0,0,2,0.0067129654103312,0.006694344611003481,0.006731586209658919,0.392282476399485
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x8,gemv,8,1024,256,0,0,0,2,0.004669743470656566,0.004667897254992754,0.004671589686320378,0.05591191994239569
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_pipelined_x4,dot,4,65536,1,4,0,1,2,0.0050001633005077335,0.004998530660356794,0.005001795940658673,0.046176528748558876
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_pipelined_x4,gemv,4,1024,256,4,0,1,2,0.0030771852643401536,0.0030736296817108436,0.003080740846969463,0.16340755413003244
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x1,dot,1,65536,1,4,0,0,2,0.004963519970575968,0.004960853258768718,0.004966186682383219,0.07598035319916328
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x1,gemv,1,1024,256,4,0,0,2,0.003798620796751702,0.0037958621978759766,0.003801379395627427,0.1027016949555477
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x2,dot,2,65536,1,4,0,0,2,0.005003210841392984,0.005001578201242044,0.005004843481543924,0.04614840183890799
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x2,gemv,2,1024,256,4,0,0,2,0.003261469304561615,0.0032602448244484104,0.0032626937846748196,0.05309497717878527
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x4,dot,4,65536,1,4,0,0,2,0.004911578995616813,0.004909684391398179,0.004913473599835446,0.05455221189992071
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x4,gemv,4,1024,256,4,0,0,2,0.0030784950693054955,0.0030746932076935723,0.0030822969309174187,0.1746517091242371
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x8,dot,8,65536,1,4,0,0,2,0.005092344339320202,0.0050892715422522945,0.005095417136388109,0.08533577068424755
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x8,gemv,8,1024,256,4,0,0,2,0.0033634462417700354,0.0033618052800496417,0.0033650872034904286,0.06899680130146
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_shared_x4,dot,4,65536,1,4,1024,0,2,0.004838270311420028,0.004838054244582717,0.004838486378257339,0.006315576270774725
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_shared_x4,gemv,4,1024,256,4,1024,0,2,0.002995360046625137,0.00299344003200531,0.0029972800612449646,0.0906505619707989
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x1,dot,1,65536,1,8,0,0,2,0.005111401381135798,0.005110204219818115,0.00511259854245348,0.033122849206545325
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x1,gemv,1,1024,256,8,0,0,2,0.004000757396573851,0.003997159780129878,0.004004355013017824,0.12717086948686063
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x2,dot,2,65536,1,8,0,0,2,0.005121777661972575,0.005120888766315248,0.005122666557629903,0.02454398408311486
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x2,gemv,2,1024,256,8,0,0,2,0.0035496170216418326,0.003545872391538417,0.003553361651745248,0.14919093090982063
