format,family,bits,arithmetic,distribution,kernel,strategy,samples,median_ms,minimum_ms,maximum_ms
takum8,takum,8,fp64,lut_scattered_control,dot,full_lut_global,30,0.500256002,0.497343987,0.503711998
takum8,takum,8,fp64,lut_scattered_control,dot,full_lut_shared,30,0.489312009,0.486912012,0.492543995
takum8,takum,8,fp64,lut_scattered_control,gemv,full_lut_global,30,0.122191999,0.121151999,0.124448001
takum8,takum,8,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.117119997,0.115967996,0.118111998
takum8,takum,8,fp64,paired_log_uniform_finite,dot,direct,30,1.24817598,1.24233603,1.25321603
takum8,takum,8,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.516335994,0.514367998,0.51888001
takum8,takum,8,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,0.497216002,0.494560003,0.500512004
takum8,takum,8,fp64,paired_log_uniform_finite,gemv,direct,30,0.505056024,0.502592027,0.509216011
takum8,takum,8,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.140607997,0.135232002,0.141791999
takum8,takum,8,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,0.131232001,0.129792005,0.133919999
takum_log14,takum_log,14,fp32,field_balanced_finite,dot,direct,30,2.20587206,2.17136002,2.25587201
takum_log14,takum_log,14,fp32,field_balanced_finite,dot,full_lut_global,30,0.525568008,0.522656024,0.534143984
takum_log14,takum_log,14,fp32,field_balanced_finite,dot,full_lut_shared,30,1.01497597,1.01222396,1.02095997
takum_log14,takum_log,14,fp32,field_balanced_finite,gemv,direct,30,0.898144007,0.893728018,0.903840005
takum_log14,takum_log,14,fp32,field_balanced_finite,gemv,full_lut_global,30,0.184911996,0.177407995,0.187711999
takum_log14,takum_log,14,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.400687992,0.396223992,0.410463989
takum_log14,takum_log,14,fp32,lut_concentrated_control,dot,full_lut_global,30,0.524415999,0.522015989,0.526943982
takum_log14,takum_log,14,fp32,lut_concentrated_control,dot,full_lut_shared,30,1.014224,1.01119995,1.01958394
takum_log14,takum_log,14,fp32,lut_concentrated_control,gemv,full_lut_global,30,0.188752003,0.186176002,0.190400004
takum_log14,takum_log,14,fp32,lut_concentrated_control,gemv,full_lut_shared,30,0.40640001,0.40348801,0.410239995
takum_log14,takum_log,14,fp32,lut_scattered_control,dot,full_lut_global,30,0.538415998,0.533855975,0.542656004
takum_log14,takum_log,14,fp32,lut_scattered_control,dot,full_lut_shared,30,1.00854397,1.00390399,1.02236795
takum_log14,takum_log,14,fp32,lut_scattered_control,gemv,full_lut_global,30,0.180271998,0.178816006,0.183136001
takum_log14,takum_log,14,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.406095997,0.401760012,0.409471989
takum_log14,takum_log,14,fp32,paired_log_uniform_finite,dot,direct,30,2.45988798,2.45142388,2.4714241
takum_log14,takum_log,14,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.588320017,0.586784005,0.595103979
takum_log14,takum_log,14,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,1.021936,1.01712,1.02963197
takum_log14,takum_log,14,fp32,paired_log_uniform_finite,gemv,direct,30,1.12750399,1.12479997,1.13708794
takum_log14,takum_log,14,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.268112004,0.266912013,0.270271987
takum_log14,takum_log,14,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.407343999,0.40476799,0.412703991
takum_log14,takum_log,14,fp64,field_balanced_finite,dot,direct,30,2.27326405,2.2584641,2.29580808
takum_log14,takum_log,14,fp64,field_balanced_finite,dot,full_lut_global,30,0.533888012,0.53036797,0.538720012
takum_log14,takum_log,14,fp64,field_balanced_finite,dot,full_lut_shared,30,2.03960001,2.03455997,2.04492807
takum_log14,takum_log,14,fp64,field_balanced_finite,gemv,direct,30,0.947632015,0.945312023,0.961120009
takum_log14,takum_log,14,fp64,field_balanced_finite,gemv,full_lut_global,30,0.203376002,0.185215995,0.207200006
takum_log14,takum_log,14,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.987951994,0.984863997,1.01756799
takum_log14,takum_log,14,fp64,lut_concentrated_control,dot,full_lut_global,30,0.531695992,0.528800011,0.536032021
takum_log14,takum_log,14,fp64,lut_concentrated_control,dot,full_lut_shared,30,2.02745605,2.01923203,2.03385592
takum_log14,takum_log,14,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.192448006,0.190592006,0.194943994
takum_log14,takum_log,14,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.999167979,0.997759998,1.00633597
takum_log14,takum_log,14,fp64,lut_scattered_control,dot,full_lut_global,30,0.545328021,0.542496026,0.54825598
takum_log14,takum_log,14,fp64,lut_scattered_control,dot,full_lut_shared,30,2.01420795,2.00806403,2.03081608
takum_log14,takum_log,14,fp64,lut_scattered_control,gemv,full_lut_global,30,0.190943994,0.187071994,0.197760001
takum_log14,takum_log,14,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.977296024,0.974496007,1.00780797
takum_log14,takum_log,14,fp64,paired_log_uniform_finite,dot,direct,30,2.50294399,2.47830391,2.51500797
takum_log14,takum_log,14,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.609967977,0.605408013,0.614431977
takum_log14,takum_log,14,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,2.059376,2.05116796,2.06995201
takum_log14,takum_log,14,fp64,paired_log_uniform_finite,gemv,direct,30,1.18396801,1.18073595,1.19347203
takum_log14,takum_log,14,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.281248003,0.279615998,0.283264011
takum_log14,takum_log,14,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,1.00518405,1.00246406,1.027776
takum_log16,takum_log,16,fp32,field_balanced_finite,dot,direct,30,2.24334407,2.23487997,2.25315189
takum_log16,takum_log,16,fp32,field_balanced_finite,dot,full_lut_global,30,0.516640007,0.514176011,0.521055996
takum_log16,takum_log,16,fp32,field_balanced_finite,gemv,direct,30,0.807711988,0.805024028,0.813344002
takum_log16,takum_log,16,fp32,field_balanced_finite,gemv,full_lut_global,30,0.19184,0.186816007,0.197791994
takum_log16,takum_log,16,fp32,paired_log_uniform_finite,dot,direct,30,2.44771195,2.44182396,2.454144
takum_log16,takum_log,16,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.649807989,0.643743992,0.654815972
takum_log16,takum_log,16,fp32,paired_log_uniform_finite,gemv,direct,30,0.967712015,0.965439975,0.97232002
takum_log16,takum_log,16,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.241247997,0.239647999,0.243392006
takum_log16,takum_log,16,fp64,field_balanced_finite,dot,direct,30,2.25559997,2.25084805,2.26272011
takum_log16,takum_log,16,fp64,field_balanced_finite,dot,full_lut_global,30,0.507568002,0.505792022,0.510240018
takum_log16,takum_log,16,fp64,field_balanced_finite,gemv,direct,30,0.833039999,0.830431998,0.838047981
takum_log16,takum_log,16,fp64,field_balanced_finite,gemv,full_lut_global,30,0.203855998,0.196991995,0.209664002
takum_log16,takum_log,16,fp64,paired_log_uniform_finite,dot,direct,30,2.49278402,2.48288012,2.50086403
takum_log16,takum_log,16,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.704272002,0.700800002,0.706975996
takum_log16,takum_log,16,fp64,paired_log_uniform_finite,gemv,direct,30,1.01270396,1.00966406,1.01753604
takum_log16,takum_log,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.309903995,0.306272,0.313472003
takum_log32,takum_log,32,fp32,field_balanced_finite,dot,direct,30,1.57350403,1.57055998,1.58534396
takum_log32,takum_log,32,fp32,field_balanced_finite,gemv,direct,30,0.673199982,0.671136022,0.677088022
takum_log32,takum_log,32,fp32,paired_log_uniform_finite,dot,direct,30,1.57617599,1.57184005,1.58556795
takum_log32,takum_log,32,fp32,paired_log_uniform_finite,gemv,direct,30,0.674191981,0.671519995,0.682304025
takum_log32,takum_log,32,fp64,field_balanced_finite,dot,direct,30,1.59451199,1.58822405,1.598912
takum_log32,takum_log,32,fp64,field_balanced_finite,gemv,direct,30,0.69166398,0.688863993,0.697600007
takum_log32,takum_log,32,fp64,paired_log_uniform_finite,dot,direct,30,1.59488005,1.59251201,1.60252798
takum_log32,takum_log,32,fp64,paired_log_uniform_finite,gemv,direct,30,0.692143977,0.689728022,0.697215974
takum_log8,takum_log,8,fp32,field_balanced_finite,dot,direct,30,1.96958399,1.96348798,1.97974396
takum_log8,takum_log,8,fp32,field_balanced_finite,dot,full_lut_global,30,0.499504,0.49772799,0.502623975
takum_log8,takum_log,8,fp32,field_balanced_finite,dot,full_lut_shared,30,0.489087999,0.485632002,0.492511988
takum_log8,takum_log,8,fp32,field_balanced_finite,gemv,direct,30,0.729295999,0.726719975,0.73516798
takum_log8,takum_log,8,fp32,field_balanced_finite,gemv,full_lut_global,30,0.11928,0.118111998,0.121983998
takum_log8,takum_log,8,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.115808003,0.114560001,0.117215998
takum_log8,takum_log,8,fp32,lut_concentrated_control,dot,full_lut_global,30,0.499471992,0.496576011,0.502207994
takum_log8,takum_log,8,fp32,lut_concentrated_control,dot,full_lut_shared,30,0.487920001,0.486272007,0.490655988
takum_log8,takum_log,8,fp32,lut_concentrated_control,gemv,full_lut_global,30,0.119967997,0.118784003,0.122656003
takum_log8,takum_log,8,fp32,lut_concentrated_control,gemv,full_lut_shared,30,0.116031997,0.114848003,0.117536001
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,30,0.499119997,0.496767998,0.502367973
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,30,0.488112002,0.485920012,0.490976006
takum_log8,takum_log,8,fp32,lut_scattered_control,gemv,full_lut_global,30,0.120015997,0.118560001,0.121951997
takum_log8,takum_log,8,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.115792003,0.115071997,0.117311999
takum_log8,takum_log,8,fp32,paired_log_uniform_finite,dot,direct,30,2.451792,2.443712,2.4667201
takum_log8,takum_log,8,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.501471996,0.498144001,0.505151987
takum_log8,takum_log,8,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,0.48715201,0.485695988,0.491071999
takum_log8,takum_log,8,fp32,paired_log_uniform_finite,gemv,direct,30,0.830143988,0.828320026,0.833855987
takum_log8,takum_log,8,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.120911997,0.119648002,0.121983998
takum_log8,takum_log,8,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.117071997,0.116127998,0.119007997
takum_log8,takum_log,8,fp64,field_balanced_finite,dot,direct,30,2.02708805,2.02099204,2.04211211
takum_log8,takum_log,8,fp64,field_balanced_finite,dot,full_lut_global,30,0.500752002,0.498239994,0.503008008
takum_log8,takum_log,8,fp64,field_balanced_finite,dot,full_lut_shared,30,0.488688007,0.485983998,0.492000014
takum_log8,takum_log,8,fp64,field_balanced_finite,gemv,direct,30,0.757983983,0.755071998,0.760800004
takum_log8,takum_log,8,fp64,field_balanced_finite,gemv,full_lut_global,30,0.120304,0.118528001,0.122943997
takum_log8,takum_log,8,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.116608002,0.115007997,0.117856003
takum_log8,takum_log,8,fp64,lut_concentrated_control,dot,full_lut_global,30,0.500032007,0.498176008,0.501984
takum_log8,takum_log,8,fp64,lut_concentrated_control,dot,full_lut_shared,30,0.489551991,0.486559987,0.493216008
takum_log8,takum_log,8,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.122207999,0.121536002,0.123199999
takum_log8,takum_log,8,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.116816003,0.115840003,0.118752003
takum_log8,takum_log,8,fp64,lut_scattered_control,dot,full_lut_global,30,0.500415981,0.498304009,0.503455997
takum_log8,takum_log,8,fp64,lut_scattered_control,dot,full_lut_shared,30,0.489199996,0.487392008,0.491167992
takum_log8,takum_log,8,fp64,lut_scattered_control,gemv,full_lut_global,30,0.121999998,0.121215999,0.123488002
takum_log8,takum_log,8,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.116736002,0.116063997,0.118271999
takum_log8,takum_log,8,fp64,paired_log_uniform_finite,dot,direct,30,2.37471998,2.36745596,2.38854408
takum_log8,takum_log,8,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.516207993,0.51433599,0.519680023
takum_log8,takum_log,8,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,0.497263997,0.494592011,0.5
takum_log8,takum_log,8,fp64,paired_log_uniform_finite,gemv,direct,30,0.815295995,0.812672019,0.819455981
takum_log8,takum_log,8,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.141007997,0.136480004,0.143232003
takum_log8,takum_log,8,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,0.131279997,0.130112007,0.133696005
