format,family,bits,arithmetic,distribution,kernel,strategy,samples,median_ms,minimum_ms,maximum_ms
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,30,0.499183997,0.497536004,0.502431989
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,30,0.487552002,0.485536009,0.490527987
fp8_e4m3,ieee,8,fp32,lut_scattered_control,gemv,full_lut_global,30,0.120063998,0.118943997,0.121440001
fp8_e4m3,ieee,8,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.115968001,0.114848003,0.117247999
fp8_e4m3,ieee,8,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.501904011,0.499071985,0.503391981
fp8_e4m3,ieee,8,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,0.487471998,0.484928012,0.490592003
fp8_e4m3,ieee,8,fp32,paired_log_uniform_finite,dot,native_scalar,30,0.476480007,0.474112004,0.482463986
fp8_e4m3,ieee,8,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.121616003,0.120127998,0.123199999
fp8_e4m3,ieee,8,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.117151998,0.116672002,0.118368
fp8_e4m3,ieee,8,fp32,paired_log_uniform_finite,gemv,native_scalar,30,0.112944003,0.112223998,0.115999997
fp8_e4m3,ieee,8,fp64,field_balanced_finite,dot,full_lut_global,30,0.504496008,0.501663983,0.50851202
fp8_e4m3,ieee,8,fp64,field_balanced_finite,dot,full_lut_shared,30,0.488703996,0.486144006,0.491167992
fp8_e4m3,ieee,8,fp64,field_balanced_finite,dot,native_scalar,30,0.489424005,0.487488002,0.493696004
fp8_e4m3,ieee,8,fp64,field_balanced_finite,gemv,full_lut_global,30,0.123231999,0.122432001,0.125632003
fp8_e4m3,ieee,8,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.117983997,0.116384,0.119295999
fp8_e4m3,ieee,8,fp64,field_balanced_finite,gemv,native_scalar,30,0.117199998,0.116384,0.120736003
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,dot,full_lut_global,30,0.499952003,0.497184008,0.501984
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,dot,full_lut_shared,30,0.488959998,0.486400008,0.493088007
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.122063998,0.121119998,0.125440001
fp8_e4m3,ieee,8,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.117007997,0.115808003,0.118239999
fp8_e4m3,ieee,8,fp64,lut_scattered_control,dot,full_lut_global,30,0.500320017,0.498463988,0.503744006
fp8_e4m3,ieee,8,fp64,lut_scattered_control,dot,full_lut_shared,30,0.489552006,0.487616003,0.493728012
fp8_e4m3,ieee,8,fp64,lut_scattered_control,gemv,full_lut_global,30,0.122191999,0.121151999,0.123903997
fp8_e4m3,ieee,8,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.116927996,0.116191998,0.118432
fp8_e4m3,ieee,8,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.524000019,0.520543993,0.527487993
fp8_e4m3,ieee,8,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,0.502095998,0.499520004,0.504576027
fp8_e4m3,ieee,8,fp64,paired_log_uniform_finite,dot,native_scalar,30,0.489663988,0.487136006,0.495072007
fp8_e4m3,ieee,8,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.144432001,0.143519998,0.145919994
fp8_e4m3,ieee,8,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,0.137359999,0.135936007,0.139200002
fp8_e4m3,ieee,8,fp64,paired_log_uniform_finite,gemv,native_scalar,30,0.117167998,0.116255999,0.120352
fp8_e5m2,ieee,8,fp32,field_balanced_finite,dot,full_lut_global,30,0.499135985,0.496672004,0.50128001
fp8_e5m2,ieee,8,fp32,field_balanced_finite,dot,full_lut_shared,30,0.488704011,0.486144006,0.490655988
fp8_e5m2,ieee,8,fp32,field_balanced_finite,dot,native_scalar,30,0.476031989,0.473567992,0.481824011
fp8_e5m2,ieee,8,fp32,field_balanced_finite,gemv,full_lut_global,30,0.119903996,0.119167998,0.121600002
fp8_e5m2,ieee,8,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.116143998,0.115231998,0.118143998
fp8_e5m2,ieee,8,fp32,field_balanced_finite,gemv,native_scalar,30,0.112960003,0.111808002,0.115999997
fp8_e5m2,ieee,8,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.501264006,0.499359995,0.504224002
fp8_e5m2,ieee,8,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,0.48694399,0.484928012,0.491071999
fp8_e5m2,ieee,8,fp32,paired_log_uniform_finite,dot,native_scalar,30,0.476704002,0.473791987,0.483808011
fp8_e5m2,ieee,8,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.121376,0.120191999,0.123103999
fp8_e5m2,ieee,8,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.117135998,0.116544001,0.118880004
fp8_e5m2,ieee,8,fp32,paired_log_uniform_finite,gemv,native_scalar,30,0.112816002,0.111712001,0.115999997
fp8_e5m2,ieee,8,fp64,field_balanced_finite,dot,full_lut_global,30,0.503935992,0.501600027,0.50624001
fp8_e5m2,ieee,8,fp64,field_balanced_finite,dot,full_lut_shared,30,0.487936005,0.486207992,0.491807997
fp8_e5m2,ieee,8,fp64,field_balanced_finite,dot,native_scalar,30,0.489327997,0.487103999,0.493055999
fp8_e5m2,ieee,8,fp64,field_balanced_finite,gemv,full_lut_global,30,0.12328,0.122432001,0.124959998
fp8_e5m2,ieee,8,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.117776003,0.116287999,0.119039997
fp8_e5m2,ieee,8,fp64,field_balanced_finite,gemv,native_scalar,30,0.116896,0.116351999,0.120544001
fp8_e5m2,ieee,8,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.523088009,0.520352006,0.526592016
fp8_e5m2,ieee,8,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,0.501231998,0.497471988,0.503679991
fp8_e5m2,ieee,8,fp64,paired_log_uniform_finite,dot,native_scalar,30,0.489263996,0.486912012,0.494399995
fp8_e5m2,ieee,8,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.143823996,0.142816007,0.145503998
fp8_e5m2,ieee,8,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,0.137103997,0.136096001,0.139584005
fp8_e5m2,ieee,8,fp64,paired_log_uniform_finite,gemv,native_scalar,30,0.117199998,0.116191998,0.120704003
posit14_es1,posit,14,fp32,field_balanced_finite,dot,direct,30,1.40371204,1.39945602,1.41068804
posit14_es1,posit,14,fp32,field_balanced_finite,dot,full_lut_global,30,0.525024027,0.520543993,0.528064013
posit14_es1,posit,14,fp32,field_balanced_finite,dot,full_lut_shared,30,1.01499199,1.01158404,1.01974404
posit14_es1,posit,14,fp32,field_balanced_finite,gemv,direct,30,0.636063993,0.63369602,0.639999986
posit14_es1,posit,14,fp32,field_balanced_finite,gemv,full_lut_global,30,0.189087995,0.185407996,0.191359997
posit14_es1,posit,14,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.399984002,0.395135999,0.410144001
posit14_es1,posit,14,fp32,lut_concentrated_control,dot,full_lut_global,30,0.525296002,0.522239983,0.529215991
posit14_es1,posit,14,fp32,lut_concentrated_control,dot,full_lut_shared,30,1.01359999,1.010432,1.01743996
posit14_es1,posit,14,fp32,lut_concentrated_control,gemv,full_lut_global,30,0.189039998,0.187455997,0.191872001
posit14_es1,posit,14,fp32,lut_concentrated_control,gemv,full_lut_shared,30,0.406320006,0.402624011,0.408832014
posit14_es1,posit,14,fp32,lut_scattered_control,dot,full_lut_global,30,0.540367991,0.536768019,0.543519974
posit14_es1,posit,14,fp32,lut_scattered_control,dot,full_lut_shared,30,1.00854397,1.00387204,1.01772797
posit14_es1,posit,14,fp32,lut_scattered_control,gemv,full_lut_global,30,0.178464003,0.176927999,0.181408003
posit14_es1,posit,14,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.404688,0.399488002,0.407487988
posit14_es1,posit,14,fp32,paired_log_uniform_finite,dot,direct,30,1.404176,1.39779198,1.40931201
posit14_es1,posit,14,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.561935991,0.559135973,0.568288028
posit14_es1,posit,14,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,1.02201599,1.01696002,1.02905595
posit14_es1,posit,14,fp32,paired_log_uniform_finite,gemv,direct,30,0.636352003,0.634047985,0.640576005
posit14_es1,posit,14,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.21576,0.21424,0.217984006
posit14_es1,posit,14,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.40776001,0.404736012,0.411808014
posit14_es1,posit,14,fp64,field_balanced_finite,dot,direct,30,1.401088,1.39683199,1.40787196
posit14_es1,posit,14,fp64,field_balanced_finite,dot,full_lut_global,30,0.533663988,0.531584024,0.536159992
posit14_es1,posit,14,fp64,field_balanced_finite,dot,full_lut_shared,30,2.03927993,2.03622389,2.0444479
posit14_es1,posit,14,fp64,field_balanced_finite,gemv,direct,30,0.649343997,0.645247996,0.65398401
posit14_es1,posit,14,fp64,field_balanced_finite,gemv,full_lut_global,30,0.196560003,0.193440005,0.201471999
posit14_es1,posit,14,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.989216,0.984607995,1.014624
posit14_es1,posit,14,fp64,lut_concentrated_control,dot,full_lut_global,30,0.531231999,0.528768003,0.536288023
posit14_es1,posit,14,fp64,lut_concentrated_control,dot,full_lut_shared,30,2.02735996,2.02012801,2.03135991
posit14_es1,posit,14,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.192656003,0.190944001,0.194432005
posit14_es1,posit,14,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.999760002,0.996288002,1.00691199
posit14_es1,posit,14,fp64,lut_scattered_control,dot,full_lut_global,30,0.547215998,0.543392003,0.550112009
posit14_es1,posit,14,fp64,lut_scattered_control,dot,full_lut_shared,30,2.01419199,2.00777602,2.02982402
posit14_es1,posit,14,fp64,lut_scattered_control,gemv,full_lut_global,30,0.192223996,0.188480005,0.198911995
posit14_es1,posit,14,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.976783991,0.974207997,1.00748801
posit14_es1,posit,14,fp64,paired_log_uniform_finite,dot,direct,30,1.40126401,1.39740801,1.40604806
posit14_es1,posit,14,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.58416,0.58047998,0.587808013
posit14_es1,posit,14,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,2.05196798,2.04396796,2.0703361
posit14_es1,posit,14,fp64,paired_log_uniform_finite,gemv,direct,30,0.652464002,0.648800015,0.656799972
posit14_es1,posit,14,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.243552,0.240704,0.245215997
posit14_es1,posit,14,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,1.00233602,0.999199986,1.02828801
posit16_es1,posit,16,fp32,field_balanced_finite,dot,direct,30,1.35779196,1.35472,1.36569595
posit16_es1,posit,16,fp32,field_balanced_finite,dot,full_lut_global,30,0.517632008,0.515392005,0.519551992
posit16_es1,posit,16,fp32,field_balanced_finite,gemv,direct,30,0.568639993,0.567008018,0.572640002
posit16_es1,posit,16,fp32,field_balanced_finite,gemv,full_lut_global,30,0.153839998,0.151935995,0.155616
posit16_es1,posit,16,fp32,paired_log_uniform_finite,dot,direct,30,1.35924799,1.35481596,1.36572802
posit16_es1,posit,16,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.619760006,0.594304025,0.635936022
posit16_es1,posit,16,fp32,paired_log_uniform_finite,gemv,direct,30,0.569759995,0.567647994,0.572160006
posit16_es1,posit,16,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.201824002,0.200576007,0.207200006
posit16_es1,posit,16,fp64,field_balanced_finite,dot,direct,30,1.36051202,1.35667205,1.36636806
posit16_es1,posit,16,fp64,field_balanced_finite,dot,full_lut_global,30,0.513200015,0.509855986,0.516735971
posit16_es1,posit,16,fp64,field_balanced_finite,gemv,direct,30,0.584560007,0.580832005,0.590528011
posit16_es1,posit,16,fp64,field_balanced_finite,gemv,full_lut_global,30,0.167583994,0.165920004,0.169183999
posit16_es1,posit,16,fp64,paired_log_uniform_finite,dot,direct,30,1.36131203,1.35699201,1.36796796
posit16_es1,posit,16,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.665408015,0.660543978,0.669312
posit16_es1,posit,16,fp64,paired_log_uniform_finite,gemv,direct,30,0.584031999,0.58047998,0.587808013
posit16_es1,posit,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.236432001,0.235072002,0.238655999
posit32_es2,posit,32,fp32,field_balanced_finite,dot,direct,30,1.49763203,1.49244797,1.508672
posit32_es2,posit,32,fp32,field_balanced_finite,gemv,direct,30,0.597488016,0.595071971,0.600383997
posit32_es2,posit,32,fp32,paired_log_uniform_finite,dot,direct,30,1.694336,1.69024003,1.70505595
posit32_es2,posit,32,fp32,paired_log_uniform_finite,gemv,direct,30,0.740096003,0.738175988,0.745055974
posit32_es2,posit,32,fp64,field_balanced_finite,dot,direct,30,1.376768,1.37212801,1.385728
posit32_es2,posit,32,fp64,field_balanced_finite,gemv,direct,30,0.576767981,0.574015975,0.581632018
posit32_es2,posit,32,fp64,paired_log_uniform_finite,dot,direct,30,1.37727999,1.37241602,1.38457596
posit32_es2,posit,32,fp64,paired_log_uniform_finite,gemv,direct,30,0.579296023,0.575872004,0.583775997
posit8_es0,posit,8,fp32,field_balanced_finite,dot,direct,30,1.34969598,1.34419203,1.35692799
posit8_es0,posit,8,fp32,field_balanced_finite,dot,full_lut_global,30,0.499216006,0.497184008,0.503359973
posit8_es0,posit,8,fp32,field_balanced_finite,dot,full_lut_shared,30,0.489183992,0.486752003,0.493247986
posit8_es0,posit,8,fp32,field_balanced_finite,gemv,direct,30,0.556639999,0.554911971,0.559711993
posit8_es0,posit,8,fp32,field_balanced_finite,gemv,full_lut_global,30,0.119696003,0.118207999,0.122207999
posit8_es0,posit,8,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.115999997,0.115071997,0.118239999
posit8_es0,posit,8,fp32,lut_concentrated_control,dot,full_lut_global,30,0.49927999,0.496960014,0.501727998
posit8_es0,posit,8,fp32,lut_concentrated_control,dot,full_lut_shared,30,0.488256007,0.486272007,0.490943998
posit8_es0,posit,8,fp32,lut_concentrated_control,gemv,full_lut_global,30,0.120127998,0.119103998,0.121376
posit8_es0,posit,8,fp32,lut_concentrated_control,gemv,full_lut_shared,30,0.115776002,0.114975996,0.117055997
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,30,0.498928011,0.497536004,0.501024008
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,30,0.488064006,0.486368001,0.490464002
posit8_es0,posit,8,fp32,lut_scattered_control,gemv,full_lut_global,30,0.119951997,0.119135998,0.121919997
posit8_es0,posit,8,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.116015997,0.115039997,0.117696002
posit8_es0,posit,8,fp32,paired_log_uniform_finite,dot,direct,30,1.34868801,1.3448,1.354496
posit8_es0,posit,8,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.501215994,0.498400003,0.503935993
posit8_es0,posit,8,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,0.487248003,0.484223992,0.490240008
posit8_es0,posit,8,fp32,paired_log_uniform_finite,gemv,direct,30,0.555920005,0.554848015,0.560352027
posit8_es0,posit,8,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.120528002,0.11936,0.122528002
posit8_es0,posit,8,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.116896,0.115967996,0.118720002
posit8_es0,posit,8,fp64,field_balanced_finite,dot,direct,30,1.356368,1.35347199,1.36793602
posit8_es0,posit,8,fp64,field_balanced_finite,dot,full_lut_global,30,0.500463992,0.498975992,0.503391981
posit8_es0,posit,8,fp64,field_balanced_finite,dot,full_lut_shared,30,0.48935999,0.486528009,0.494783998
posit8_es0,posit,8,fp64,field_balanced_finite,gemv,direct,30,0.563551992,0.559584022,0.56627202
posit8_es0,posit,8,fp64,field_balanced_finite,gemv,full_lut_global,30,0.121167999,0.119328,0.122239999
posit8_es0,posit,8,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.117311999,0.116608001,0.119103998
posit8_es0,posit,8,fp64,lut_concentrated_control,dot,full_lut_global,30,0.500431985,0.498367995,0.504288018
posit8_es0,posit,8,fp64,lut_concentrated_control,dot,full_lut_shared,30,0.489040003,0.486847997,0.492063999
posit8_es0,posit,8,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.122047998,0.121183999,0.123360001
posit8_es0,posit,8,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.117008001,0.116095997,0.118528001
posit8_es0,posit,8,fp64,lut_scattered_control,dot,full_lut_global,30,0.499984011,0.497503996,0.50227201
posit8_es0,posit,8,fp64,lut_scattered_control,dot,full_lut_shared,30,0.488943994,0.486784011,0.491744012
posit8_es0,posit,8,fp64,lut_scattered_control,gemv,full_lut_global,30,0.122095998,0.121215999,0.123776004
posit8_es0,posit,8,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.117103998,0.116127998,0.118943997
posit8_es0,posit,8,fp64,paired_log_uniform_finite,dot,direct,30,1.35726398,1.35353601,1.36323202
posit8_es0,posit,8,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.518687993,0.516416013,0.522015989
posit8_es0,posit,8,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,0.498208001,0.496255994,0.499776006
posit8_es0,posit,8,fp64,paired_log_uniform_finite,gemv,direct,30,0.560847998,0.558463991,0.56614399
posit8_es0,posit,8,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.143760003,0.139520004,0.145855993
posit8_es0,posit,8,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,0.133999996,0.131968006,0.136319995
takum14,takum,14,fp32,field_balanced_finite,dot,direct,30,1.24191999,1.23635197,1.25017595
takum14,takum,14,fp32,field_balanced_finite,dot,full_lut_global,30,0.525215983,0.523231983,0.528608024
takum14,takum,14,fp32,field_balanced_finite,dot,full_lut_shared,30,1.015216,1.01235199,1.01987195
takum14,takum,14,fp32,field_balanced_finite,gemv,direct,30,0.529872,0.527072012,0.532832026
takum14,takum,14,fp32,field_balanced_finite,gemv,full_lut_global,30,0.1844,0.176863998,0.186880007
takum14,takum,14,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.401968002,0.397792011,0.410239995
takum14,takum,14,fp32,lut_concentrated_control,dot,full_lut_global,30,0.524944008,0.521568,0.526848018
takum14,takum,14,fp32,lut_concentrated_control,dot,full_lut_shared,30,1.01390397,1.01113605,1.01792002
takum14,takum,14,fp32,lut_concentrated_control,gemv,full_lut_global,30,0.189007997,0.187040001,0.191487998
takum14,takum,14,fp32,lut_concentrated_control,gemv,full_lut_shared,30,0.406304002,0.402527988,0.408800006
takum14,takum,14,fp32,lut_scattered_control,dot,full_lut_global,30,0.539151997,0.535935998,0.54441601
takum14,takum,14,fp32,lut_scattered_control,dot,full_lut_shared,30,1.00729596,1.00383997,1.01804805
takum14,takum,14,fp32,lut_scattered_control,gemv,full_lut_global,30,0.180095993,0.179008007,0.183520004
takum14,takum,14,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.40404801,0.400575995,0.408895999
takum14,takum,14,fp32,paired_log_uniform_finite,dot,direct,30,1.418096,1.41241598,1.42342401
takum14,takum,14,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.589776009,0.586624026,0.593119979
takum14,takum,14,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,1.02100802,1.01539195,1.02982402
takum14,takum,14,fp32,paired_log_uniform_finite,gemv,direct,30,0.628048003,0.625407994,0.633632004
takum14,takum,14,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.269551992,0.268128008,0.271295995
takum14,takum,14,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.408096001,0.404415995,0.41228801
takum14,takum,14,fp64,field_balanced_finite,dot,direct,30,1.23473603,1.23110402,1.23958397
takum14,takum,14,fp64,field_balanced_finite,dot,full_lut_global,30,0.533375978,0.531199992,0.536704004
takum14,takum,14,fp64,field_balanced_finite,dot,full_lut_shared,30,2.03750408,2.03161597,2.04387212
takum14,takum,14,fp64,field_balanced_finite,gemv,direct,30,0.539135992,0.534847975,0.54755199
takum14,takum,14,fp64,field_balanced_finite,gemv,full_lut_global,30,0.204895995,0.185471997,0.207775995
takum14,takum,14,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.987823993,0.985184014,1.015872
takum14,takum,14,fp64,lut_concentrated_control,dot,full_lut_global,30,0.53094402,0.528544009,0.533984005
takum14,takum,14,fp64,lut_concentrated_control,dot,full_lut_shared,30,2.02596796,2.02105594,2.029248
takum14,takum,14,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.192111998,0.190559998,0.194848001
takum14,takum,14,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.999311983,0.997215986,1.00812805
takum14,takum,14,fp64,lut_scattered_control,dot,full_lut_global,30,0.547023981,0.542879999,0.549759984
takum14,takum,14,fp64,lut_scattered_control,dot,full_lut_shared,30,2.01435196,2.007936,2.02556801
takum14,takum,14,fp64,lut_scattered_control,gemv,full_lut_global,30,0.191263996,0.18784,0.197152004
takum14,takum,14,fp64,lut_scattered_control,gemv,full_lut_shared,30,0.976559997,0.973280013,1.00713599
takum14,takum,14,fp64,paired_log_uniform_finite,dot,direct,30,1.23467201,1.231552,1.23859203
takum14,takum,14,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.609407991,0.605952024,0.613600016
takum14,takum,14,fp64,paired_log_uniform_finite,dot,full_lut_shared,30,2.05427194,2.04604793,2.06543994
takum14,takum,14,fp64,paired_log_uniform_finite,gemv,direct,30,0.540672004,0.536512017,0.543648005
takum14,takum,14,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.282127992,0.280223995,0.285344005
takum14,takum,14,fp64,paired_log_uniform_finite,gemv,full_lut_shared,30,1.00636798,1.00233603,1.02927995
takum16,takum,16,fp32,field_balanced_finite,dot,direct,30,1.21571195,1.21142399,1.22227204
takum16,takum,16,fp32,field_balanced_finite,dot,full_lut_global,30,0.516640007,0.514527977,0.520031989
takum16,takum,16,fp32,field_balanced_finite,gemv,direct,30,0.490367993,0.488191992,0.493055999
takum16,takum,16,fp32,field_balanced_finite,gemv,full_lut_global,30,0.188255995,0.182944,0.194304004
takum16,takum,16,fp32,paired_log_uniform_finite,dot,direct,30,1.39832002,1.39331198,1.40214396
takum16,takum,16,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.635919988,0.607711971,0.685952008
takum16,takum,16,fp32,paired_log_uniform_finite,gemv,direct,30,0.584463984,0.58246398,0.587967992
takum16,takum,16,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.242783993,0.241664007,0.245056003
takum16,takum,16,fp64,field_balanced_finite,dot,direct,30,1.21152002,1.20752001,1.21519995
takum16,takum,16,fp64,field_balanced_finite,dot,full_lut_global,30,0.507536024,0.50553602,0.510528028
takum16,takum,16,fp64,field_balanced_finite,gemv,direct,30,0.48820801,0.486016005,0.494879991
takum16,takum,16,fp64,field_balanced_finite,gemv,full_lut_global,30,0.202416002,0.197536007,0.210623994
takum16,takum,16,fp64,paired_log_uniform_finite,dot,direct,30,1.21153599,1.20780802,1.21811199
takum16,takum,16,fp64,paired_log_uniform_finite,dot,full_lut_global,30,0.700144023,0.697055995,0.704671979
takum16,takum,16,fp64,paired_log_uniform_finite,gemv,direct,30,0.489807993,0.486719996,0.493631989
takum16,takum,16,fp64,paired_log_uniform_finite,gemv,full_lut_global,30,0.305312007,0.300704002,0.310400009
takum32,takum,32,fp32,field_balanced_finite,dot,direct,30,1.45104002,1.44544005,1.45791996
takum32,takum,32,fp32,field_balanced_finite,gemv,direct,30,0.571696013,0.568032026,0.581215978
takum32,takum,32,fp32,paired_log_uniform_finite,dot,direct,30,2.05776,2.05046391,2.06681609
takum32,takum,32,fp32,paired_log_uniform_finite,gemv,direct,30,0.851024002,0.84928,0.854048014
takum32,takum,32,fp64,field_balanced_finite,dot,direct,30,1.19214404,1.19033599,1.20044804
takum32,takum,32,fp64,field_balanced_finite,gemv,direct,30,0.474511996,0.470367998,0.47785601
takum32,takum,32,fp64,paired_log_uniform_finite,dot,direct,30,1.19382399,1.18959999,1.20102406
takum32,takum,32,fp64,paired_log_uniform_finite,gemv,direct,30,0.473408014,0.47132799,0.477568001
takum8,takum,8,fp32,field_balanced_finite,dot,direct,30,1.24473601,1.23935997,1.24982405
takum8,takum,8,fp32,field_balanced_finite,dot,full_lut_global,30,0.499551997,0.497408003,0.502528012
takum8,takum,8,fp32,field_balanced_finite,dot,full_lut_shared,30,0.488767997,0.485567987,0.490624011
takum8,takum,8,fp32,field_balanced_finite,gemv,direct,30,0.504607975,0.501856029,0.508063972
takum8,takum,8,fp32,field_balanced_finite,gemv,full_lut_global,30,0.119247999,0.117951997,0.121568002
takum8,takum,8,fp32,field_balanced_finite,gemv,full_lut_shared,30,0.116015997,0.114464,0.117824003
takum8,takum,8,fp32,lut_concentrated_control,dot,full_lut_global,30,0.498991996,0.496832013,0.502207994
takum8,takum,8,fp32,lut_concentrated_control,dot,full_lut_shared,30,0.488608003,0.486111999,0.491647989
takum8,takum,8,fp32,lut_concentrated_control,gemv,full_lut_global,30,0.120031998,0.118880004,0.122143999
takum8,takum,8,fp32,lut_concentrated_control,gemv,full_lut_shared,30,0.115967996,0.114975996,0.117664002
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,30,0.499263987,0.497024,0.502496004
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,30,0.48843199,0.485536009,0.490175992
takum8,takum,8,fp32,lut_scattered_control,gemv,full_lut_global,30,0.120111998,0.11936,0.121440001
takum8,takum,8,fp32,lut_scattered_control,gemv,full_lut_shared,30,0.116079998,0.115167998,0.117951997
takum8,takum,8,fp32,paired_log_uniform_finite,dot,direct,30,1.42153597,1.41452801,1.426144
takum8,takum,8,fp32,paired_log_uniform_finite,dot,full_lut_global,30,0.500992,0.498784006,0.503903985
takum8,takum,8,fp32,paired_log_uniform_finite,dot,full_lut_shared,30,0.486911998,0.485376,0.491104007
takum8,takum,8,fp32,paired_log_uniform_finite,gemv,direct,30,0.592768013,0.591008008,0.59523201
takum8,takum,8,fp32,paired_log_uniform_finite,gemv,full_lut_global,30,0.120975997,0.119903997,0.122496001
takum8,takum,8,fp32,paired_log_uniform_finite,gemv,full_lut_shared,30,0.117199998,0.116255999,0.119039997
takum8,takum,8,fp64,field_balanced_finite,dot,direct,30,1.24636805,1.24297595,1.257792
takum8,takum,8,fp64,field_balanced_finite,dot,full_lut_global,30,0.500671983,0.498656005,0.503167987
takum8,takum,8,fp64,field_balanced_finite,dot,full_lut_shared,30,0.489247992,0.487103999,0.492287993
takum8,takum,8,fp64,field_balanced_finite,gemv,direct,30,0.506544024,0.503840029,0.509184003
takum8,takum,8,fp64,field_balanced_finite,gemv,full_lut_global,30,0.120143999,0.118592001,0.122847997
takum8,takum,8,fp64,field_balanced_finite,gemv,full_lut_shared,30,0.116720002,0.114912003,0.118943997
takum8,takum,8,fp64,lut_concentrated_control,dot,full_lut_global,30,0.500320017,0.498367995,0.503167987
takum8,takum,8,fp64,lut_concentrated_control,dot,full_lut_shared,30,0.489391997,0.487455994,0.491935998
takum8,takum,8,fp64,lut_concentrated_control,gemv,full_lut_global,30,0.122368,0.121504001,0.124191999
takum8,takum,8,fp64,lut_concentrated_control,gemv,full_lut_shared,30,0.117007997,0.116159998,0.118303999
