question,bits,arithmetic,distribution,kernel,numerator_format,numerator_strategy,denominator_format,denominator_strategy,ratio,ci_lower,ci_upper,classification,interval_method,note
2,8,fp32,lut_concentrated_control,gemv,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,1,0.997664355,1.00234212,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,dot,posit8_es0,full_lut_global,fp8_e4m3,full_lut_global,0.999776013,0.998845694,1.00080304,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,dot,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,1.0005907,1.00019633,1.00130977,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,gemv,posit8_es0,full_lut_global,fp8_e4m3,full_lut_global,0.99933364,0.996543535,1.00456838,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,gemv,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,1.0008295,0.996283924,1.00540471,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,dot,posit8_es0,full_lut_global,fp8_e4m3,full_lut_global,1.00217799,1.0004799,1.0028827,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,dot,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,1.00003269,0.99881923,1.00101514,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,gemv,posit8_es0,full_lut_global,fp8_e4m3,full_lut_global,1.0005273,0.997648487,1.00169889,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,gemv,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,0.997409141,0.995079974,1.00479829,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,dot,posit8_es0,full_lut_global,fp8_e4m3,full_lut_global,0.999072895,0.997668829,1.00102411,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,dot,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,0.999151047,0.998007379,1.0008839,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,gemv,posit8_es0,full_lut_global,fp8_e4m3,full_lut_global,0.998298981,0.995815002,1.00394436,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,gemv,posit8_es0,full_lut_shared,fp8_e4m3,full_lut_shared,1.00109098,0.998091027,1.00341346,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,dot,takum14,full_lut_global,e5m8,full_lut_global,1.00003051,0.99884382,1.00152542,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,dot,takum14,full_lut_shared,e5m8,full_lut_shared,0.999573841,0.997321577,1.00060083,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,gemv,takum14,full_lut_global,e5m8,full_lut_global,1,0.996454314,1.00237978,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,gemv,takum14,full_lut_shared,e5m8,full_lut_shared,0.998303847,0.997333895,1.00193369,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,dot,takum14,full_lut_global,e5m8,full_lut_global,0.999673743,0.997598916,1.00193056,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,dot,takum14,full_lut_shared,e5m8,full_lut_shared,0.998840897,0.997983199,1.0001103,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,gemv,takum14,full_lut_global,e5m8,full_lut_global,0.999199524,0.996263685,1.00425877,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,gemv,takum14,full_lut_shared,e5m8,full_lut_shared,0.997667176,0.995625297,1.00174228,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,dot,takum14,full_lut_global,e5m8,full_lut_global,0.999518085,0.997862281,1.00232186,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,dot,takum14,full_lut_shared,e5m8,full_lut_shared,0.999328561,0.998658918,1.00016576,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,gemv,takum14,full_lut_global,e5m8,full_lut_global,0.998752227,0.995939213,1.00099444,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,gemv,takum14,full_lut_shared,e5m8,full_lut_shared,0.999871867,0.998547871,1.00100857,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,dot,takum14,full_lut_global,e5m8,full_lut_global,1.00070315,0.999006196,1.00198777,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,dot,takum14,full_lut_shared,e5m8,full_lut_shared,1.0005801,0.99963503,1.00136019,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,gemv,takum14,full_lut_global,e5m8,full_lut_global,1.00051008,0.993041713,1.00681794,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,gemv,takum14,full_lut_shared,e5m8,full_lut_shared,0.999672403,0.998328473,1.0010654,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,dot,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.00019259,0.999038845,1.00176482,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,dot,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999935145,0.998953762,1.00216845,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,gemv,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.00133514,0.996013823,1.00320894,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,gemv,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999037312,0.996018051,1.00346449,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,dot,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.00000024,0.999070176,1.00197976,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,dot,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,1.0008198,1.00003283,1.00223097,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,gemv,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.00266988,0.998938517,1.00371941,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,gemv,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,1.00234439,0.999036864,1.00357514,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,dot,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.0012801,0.998751639,1.00307334,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,dot,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,1.00117681,0.999411217,1.00333902,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,gemv,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.0013078,0.99960873,1.00485737,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,gemv,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999864416,0.996989007,1.0024639,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,dot,takum8,full_lut_global,fp8_e4m3,full_lut_global,0.999487406,0.997160765,1.0013118,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,dot,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999770645,0.998142604,1.0002615,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,gemv,takum8,full_lut_global,fp8_e4m3,full_lut_global,1.00131186,0.999342918,1.00222163,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,gemv,takum8,full_lut_shared,fp8_e4m3,full_lut_shared,1,0.997261757,1.0020422,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,dot,takum_log14,full_lut_global,e5m8,full_lut_global,0.999452207,0.996775976,1.00064113,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,dot,takum_log14,full_lut_shared,e5m8,full_lut_shared,0.999921086,0.999305087,1.00172078,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,gemv,takum_log14,full_lut_global,e5m8,full_lut_global,0.999159759,0.993691846,1.00229212,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_concentrated_control,gemv,takum_log14,full_lut_shared,e5m8,full_lut_shared,1.00003952,0.998120792,1.00370735,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,dot,takum_log14,full_lut_global,e5m8,full_lut_global,0.998486637,0.995059381,1.00119059,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,dot,takum_log14,full_lut_shared,e5m8,full_lut_shared,0.999350164,0.99837887,1.00145753,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,gemv,takum_log14,full_lut_global,e5m8,full_lut_global,1.00230846,0.996110407,1.00293768,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp32,lut_scattered_control,gemv,takum_log14,full_lut_shared,e5m8,full_lut_shared,1.00254209,1.00007854,1.004176,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,dot,takum_log14,full_lut_global,e5m8,full_lut_global,1.00168759,1.00072509,1.00329024,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,dot,takum_log14,full_lut_shared,e5m8,full_lut_shared,1.00008688,0.999132289,1.00104952,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,gemv,takum_log14,full_lut_global,e5m8,full_lut_global,0.999335183,0.996589577,1.00349604,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_concentrated_control,gemv,takum_log14,full_lut_shared,e5m8,full_lut_shared,1.00006404,0.999632238,1.00080056,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,dot,takum_log14,full_lut_global,e5m8,full_lut_global,0.997835103,0.995459406,0.999736349,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,dot,takum_log14,full_lut_shared,e5m8,full_lut_shared,1.00004778,0.999197145,1.0012973,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,gemv,takum_log14,full_lut_global,e5m8,full_lut_global,1.00025201,0.994867567,1.00535938,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,14,fp64,lut_scattered_control,gemv,takum_log14,full_lut_shared,e5m8,full_lut_shared,1.00034423,0.99903422,1.0014759,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,dot,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,1.00086664,0.998625289,1.00298774,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,dot,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999574094,0.997906011,1.00107966,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,gemv,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,0.998000629,0.995708188,1.00200629,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_concentrated_control,gemv,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,1,0.996686986,1.00179381,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,dot,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,0.999006712,0.998009208,1.00070562,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,dot,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,1.00085235,0.999738227,1.00236174,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,gemv,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,0.999735234,0.994664765,1.00401872,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp32,lut_scattered_control,gemv,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,0.997663204,0.994482897,1.00165612,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,dot,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,1.00083247,0.999615759,1.00227225,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,dot,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999836555,0.997323825,1.00140718,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,gemv,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,1.00144451,1.0003938,1.0036663,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_concentrated_control,gemv,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,0.99726306,0.994529561,1.00040953,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,dot,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,0.999776591,0.998947855,1.00115227,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,dot,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,0.999214741,0.997584157,1.00045814,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,gemv,takum_log8,full_lut_global,fp8_e4m3,full_lut_global,0.997774848,0.993989684,1.00314848,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
2,8,fp64,lut_scattered_control,gemv,takum_log8,full_lut_shared,fp8_e4m3,full_lut_shared,0.99754312,0.993855495,1.00178676,equivalent,paired_round_bootstrap,alternative LUT divided by IEEE LUT
4,14,fp32,field_balanced_finite,dot,posit14_es1,full_lut_global,e8m5,direct_branchy,1.07820206,1.07629956,1.08025543,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,field_balanced_finite,gemv,posit14_es1,full_lut_global,e8m5,direct_branchy,1.21571848,1.20823074,1.2199299,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,paired_log_uniform_finite,dot,posit14_es1,full_lut_global,e8m5,direct_branchy,1.1549921,1.15258467,1.15841062,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,paired_log_uniform_finite,gemv,posit14_es1,full_lut_global,e8m5,direct_branchy,1.37461777,1.37136464,1.37957845,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,field_balanced_finite,dot,posit14_es1,full_lut_global,e11m2,direct_masked,1.08864806,1.08609116,1.09111094,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,field_balanced_finite,gemv,posit14_es1,full_lut_global,e11m2,direct_masked,1.21501338,1.20403321,1.22050429,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,paired_log_uniform_finite,dot,posit14_es1,full_lut_global,e11m2,direct_masked,1.19255267,1.19038597,1.19414304,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,paired_log_uniform_finite,gemv,posit14_es1,full_lut_global,e11m2,direct_masked,1.49191412,1.48804849,1.49548401,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,field_balanced_finite,dot,posit16_es1,full_lut_global,bf16_e8m7,native_scalar,1.05739313,1.0551201,1.05925083,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,field_balanced_finite,gemv,posit16_es1,full_lut_global,bf16_e8m7,native_scalar,1.34325229,1.33974894,1.34536302,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,paired_log_uniform_finite,dot,posit16_es1,full_lut_global,fp16_e5m10,native_scalar,1.26543615,1.25459003,1.27238273,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,paired_log_uniform_finite,gemv,posit16_es1,full_lut_global,fp16_e5m10,native_scalar,1.76394912,1.7590008,1.76752976,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,field_balanced_finite,dot,posit16_es1,full_lut_global,e11m4,direct_masked,1.04844251,1.04714181,1.05067556,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,field_balanced_finite,gemv,posit16_es1,full_lut_global,e11m4,direct_masked,1.45816507,1.45340754,1.46114203,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,paired_log_uniform_finite,dot,posit16_es1,full_lut_global,e11m4,direct_masked,1.35855226,1.35671374,1.36133463,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,paired_log_uniform_finite,gemv,posit16_es1,full_lut_global,e11m4,direct_masked,2.05807795,2.0535392,2.06165435,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,field_balanced_finite,dot,posit32_es2,direct,fp32_e8m23,native_scalar,2.87970719,2.87644461,2.88521443,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,field_balanced_finite,gemv,posit32_es2,direct,fp32_e8m23,native_scalar,4.89038781,4.88173732,4.90401781,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,paired_log_uniform_finite,dot,posit32_es2,direct,fp32_e8m23,native_scalar,3.2574363,3.25231912,3.26071832,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,paired_log_uniform_finite,gemv,posit32_es2,direct,fp32_e8m23,native_scalar,6.05682867,6.04312576,6.0708662,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,field_balanced_finite,dot,posit32_es2,direct,e11m20,direct_masked,2.65440977,2.65076279,2.66014639,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,field_balanced_finite,gemv,posit32_es2,direct,e11m20,direct_masked,4.7350583,4.7157452,4.7448709,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,paired_log_uniform_finite,dot,posit32_es2,direct,e11m20,direct_masked,2.65449609,2.65020343,2.65738707,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,paired_log_uniform_finite,gemv,posit32_es2,direct,e11m20,direct_masked,4.7508204,4.73581715,4.76583425,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,field_balanced_finite,dot,posit8_es0,full_lut_shared,fp8_e5m2,native_scalar,1.0276284,1.02634581,1.02912101,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,field_balanced_finite,gemv,posit8_es0,full_lut_shared,fp8_e5m2,native_scalar,1.02691212,1.0237288,1.03055711,inconclusive,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,paired_log_uniform_finite,dot,posit8_es0,full_lut_shared,fp8_e4m3,native_scalar,1.02259905,1.01999128,1.02529432,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,paired_log_uniform_finite,gemv,posit8_es0,full_lut_shared,fp8_e5m2,native_scalar,1.03616506,1.03354095,1.04289772,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,field_balanced_finite,dot,posit8_es0,full_lut_shared,fp8_e5m2,full_lut_shared,1.00291838,1.00114785,1.00472191,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,field_balanced_finite,gemv,posit8_es0,full_lut_shared,fp8_e5m2,native_scalar,1.00355871,0.999863411,1.00794085,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,paired_log_uniform_finite,dot,posit8_es0,full_lut_shared,fp8_e5m2,native_scalar,1.01828053,1.01628324,1.0192037,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,paired_log_uniform_finite,gemv,posit8_es0,full_lut_shared,fp8_e4m3,native_scalar,1.14365696,1.13929401,1.1484716,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,field_balanced_finite,dot,takum14,full_lut_global,e8m5,direct_branchy,1.07859626,1.07689029,1.08056717,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,field_balanced_finite,gemv,takum14,full_lut_global,e8m5,direct_branchy,1.18557759,1.16721574,1.19023079,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,paired_log_uniform_finite,dot,takum14,full_lut_global,e8m5,direct_branchy,1.21221393,1.2099544,1.21358296,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp32,paired_log_uniform_finite,gemv,takum14,full_lut_global,e8m5,direct_branchy,1.71732925,1.71328317,1.72425421,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,field_balanced_finite,dot,takum14,full_lut_global,e11m2,direct_masked,1.08806053,1.08573288,1.09122987,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,field_balanced_finite,gemv,takum14,full_lut_global,e11m2,direct_masked,1.26654137,1.20905858,1.27103543,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,paired_log_uniform_finite,dot,takum14,full_lut_global,e11m2,direct_masked,1.24409601,1.24260817,1.24725672,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,14,fp64,paired_log_uniform_finite,gemv,takum14,full_lut_global,e11m2,direct_masked,1.72821711,1.72411082,1.73252843,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,field_balanced_finite,dot,takum16,full_lut_global,bf16_e8m7,native_scalar,1.05536672,1.05335339,1.05728314,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,field_balanced_finite,gemv,takum16,full_lut_global,bf16_e8m7,native_scalar,1.6437552,1.61867482,1.67552448,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,paired_log_uniform_finite,dot,takum16,full_lut_global,fp16_e5m10,native_scalar,1.29843187,1.25186204,1.33511962,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp32,paired_log_uniform_finite,gemv,takum16,full_lut_global,fp16_e5m10,native_scalar,2.12194094,2.11625305,2.1274661,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,field_balanced_finite,dot,takum16,full_lut_global,e11m4,direct_masked,1.03687125,1.0352953,1.03820235,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,field_balanced_finite,gemv,takum16,full_lut_global,e11m4,direct_masked,1.76124185,1.72791862,1.80696375,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,paired_log_uniform_finite,dot,takum16,full_lut_global,e11m4,direct_masked,1.42947218,1.42746548,1.43265079,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,16,fp64,paired_log_uniform_finite,gemv,takum16,full_lut_global,e11m4,direct_masked,2.65766016,2.6501669,2.66782626,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,field_balanced_finite,dot,takum32,direct,fp32_e8m23,native_scalar,2.79011821,2.78568136,2.7939863,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,field_balanced_finite,gemv,takum32,direct,fp32_e8m23,native_scalar,4.6792825,4.67089445,4.69364148,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,paired_log_uniform_finite,dot,takum32,direct,fp32_e8m23,native_scalar,3.95613511,3.94882053,3.96090373,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp32,paired_log_uniform_finite,gemv,takum32,direct,fp32_e8m23,native_scalar,6.96464588,6.94789085,6.98071622,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,field_balanced_finite,dot,takum32,direct,e11m20,direct_masked,2.29845464,2.29547696,2.30293204,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,field_balanced_finite,gemv,takum32,direct,e11m20,direct_masked,3.89557333,3.87870861,3.90503743,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,paired_log_uniform_finite,dot,takum32,direct,e11m20,direct_masked,2.30091276,2.29698322,2.30403259,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,32,fp64,paired_log_uniform_finite,gemv,takum32,direct,e11m20,direct_masked,3.88243034,3.86879669,3.88975014,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,field_balanced_finite,dot,takum8,full_lut_shared,fp8_e5m2,native_scalar,1.02675452,1.02544368,1.02835515,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,field_balanced_finite,gemv,takum8,full_lut_shared,fp8_e5m2,native_scalar,1.02705377,1.02247036,1.03290779,inconclusive,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,paired_log_uniform_finite,dot,takum8,full_lut_shared,fp8_e4m3,native_scalar,1.02189387,1.02004695,1.02478058,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp32,paired_log_uniform_finite,gemv,takum8,full_lut_shared,fp8_e5m2,native_scalar,1.0388597,1.03552222,1.04318182,numerator_slower,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,field_balanced_finite,dot,takum8,full_lut_shared,fp8_e5m2,full_lut_shared,1.00268885,1.0002951,1.00393507,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
4,8,fp64,field_balanced_finite,gemv,takum8,full_lut_shared,fp8_e5m2,native_scalar,0.99849441,0.995088702,1.00301366,equivalent,independent_bootstrap,best alternative strategy divided by fastest retained IEEE
