format,arithmetic,distribution,histogram,bucket,count,realized_q_min,realized_q_max
takum8,fp32,field_balanced_finite,sign,0,32768,-127,127
takum8,fp32,field_balanced_finite,sign,1,32768,-127,127
takum8,fp32,field_balanced_finite,field_bucket,0,0,-127,127
takum8,fp32,field_balanced_finite,field_bucket,1,4682,-127,127
takum8,fp32,field_balanced_finite,field_bucket,2,4681,-127,127
takum8,fp32,field_balanced_finite,field_bucket,3,4681,-127,127
takum8,fp32,field_balanced_finite,field_bucket,4,4681,-127,127
takum8,fp32,field_balanced_finite,field_bucket,5,4681,-127,127
takum8,fp32,field_balanced_finite,field_bucket,6,4681,-127,127
takum8,fp32,field_balanced_finite,field_bucket,7,4681,-127,127
takum8,fp32,field_balanced_finite,field_bucket,8,8192,-127,127
takum8,fp32,field_balanced_finite,field_bucket,9,3510,-127,127
takum8,fp32,field_balanced_finite,field_bucket,10,3511,-127,127
takum8,fp32,field_balanced_finite,field_bucket,11,3511,-127,127
takum8,fp32,field_balanced_finite,field_bucket,12,3511,-127,127
takum8,fp32,field_balanced_finite,field_bucket,13,3511,-127,127
takum8,fp32,field_balanced_finite,field_bucket,14,3511,-127,127
takum8,fp32,field_balanced_finite,field_bucket,15,3511,-127,127
takum8,fp32,field_balanced_finite,direction,0,32768,-127,127
takum8,fp32,field_balanced_finite,direction,1,32768,-127,127
takum8,fp32,field_balanced_finite,regime,0,8192,-127,127
takum8,fp32,field_balanced_finite,regime,1,8192,-127,127
takum8,fp32,field_balanced_finite,regime,2,8192,-127,127
takum8,fp32,field_balanced_finite,regime,3,8192,-127,127
takum8,fp32,field_balanced_finite,regime,4,8192,-127,127
takum8,fp32,field_balanced_finite,regime,5,8192,-127,127
takum8,fp32,field_balanced_finite,regime,6,8192,-127,127
takum8,fp32,field_balanced_finite,regime,7,8192,-127,127
takum8,fp32,field_balanced_finite,characteristic,-127,620,-127,127
takum8,fp32,field_balanced_finite,characteristic,-119,565,-127,127
takum8,fp32,field_balanced_finite,characteristic,-111,586,-127,127
takum8,fp32,field_balanced_finite,characteristic,-103,582,-127,127
takum8,fp32,field_balanced_finite,characteristic,-95,581,-127,127
takum8,fp32,field_balanced_finite,characteristic,-87,591,-127,127
takum8,fp32,field_balanced_finite,characteristic,-79,564,-127,127
takum8,fp32,field_balanced_finite,characteristic,-71,593,-127,127
takum8,fp32,field_balanced_finite,characteristic,-63,621,-127,127
takum8,fp32,field_balanced_finite,characteristic,-59,623,-127,127
takum8,fp32,field_balanced_finite,characteristic,-55,602,-127,127
takum8,fp32,field_balanced_finite,characteristic,-51,559,-127,127
takum8,fp32,field_balanced_finite,characteristic,-47,548,-127,127
takum8,fp32,field_balanced_finite,characteristic,-43,566,-127,127
takum8,fp32,field_balanced_finite,characteristic,-39,545,-127,127
takum8,fp32,field_balanced_finite,characteristic,-35,617,-127,127
takum8,fp32,field_balanced_finite,characteristic,-31,604,-127,127
takum8,fp32,field_balanced_finite,characteristic,-29,603,-127,127
takum8,fp32,field_balanced_finite,characteristic,-27,567,-127,127
takum8,fp32,field_balanced_finite,characteristic,-25,581,-127,127
takum8,fp32,field_balanced_finite,characteristic,-23,574,-127,127
takum8,fp32,field_balanced_finite,characteristic,-21,591,-127,127
takum8,fp32,field_balanced_finite,characteristic,-19,584,-127,127
takum8,fp32,field_balanced_finite,characteristic,-17,577,-127,127
takum8,fp32,field_balanced_finite,characteristic,-15,591,-127,127
takum8,fp32,field_balanced_finite,characteristic,-14,594,-127,127
takum8,fp32,field_balanced_finite,characteristic,-13,543,-127,127
takum8,fp32,field_balanced_finite,characteristic,-12,572,-127,127
takum8,fp32,field_balanced_finite,characteristic,-11,608,-127,127
takum8,fp32,field_balanced_finite,characteristic,-10,607,-127,127
takum8,fp32,field_balanced_finite,characteristic,-9,606,-127,127
takum8,fp32,field_balanced_finite,characteristic,-8,560,-127,127
takum8,fp32,field_balanced_finite,characteristic,-7,1164,-127,127
takum8,fp32,field_balanced_finite,characteristic,-6,1200,-127,127
takum8,fp32,field_balanced_finite,characteristic,-5,1142,-127,127
takum8,fp32,field_balanced_finite,characteristic,-4,1175,-127,127
takum8,fp32,field_balanced_finite,characteristic,-3,2330,-127,127
takum8,fp32,field_balanced_finite,characteristic,-2,2351,-127,127
takum8,fp32,field_balanced_finite,characteristic,-1,4681,-127,127
takum8,fp32,field_balanced_finite,characteristic,0,8192,-127,127
takum8,fp32,field_balanced_finite,characteristic,1,1711,-127,127
