format,arithmetic,distribution,histogram,bucket,count,realized_q_min,realized_q_max
posit8_es0,fp32,field_balanced_finite,sign,0,32768,-5,5
posit8_es0,fp32,field_balanced_finite,sign,1,32768,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,0,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,1,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,2,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,3,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,4,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,5,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,6,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,7,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,8,5958,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,9,5957,-5,5
posit8_es0,fp32,field_balanced_finite,field_bucket,10,5957,-5,5
posit8_es0,fp32,field_balanced_finite,regime,0,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,1,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,2,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,3,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,4,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,8,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,9,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,10,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,11,5958,-5,5
posit8_es0,fp32,field_balanced_finite,regime,12,5957,-5,5
posit8_es0,fp32,field_balanced_finite,regime,13,5957,-5,5
posit8_es0,fp32,paired_log_uniform_finite,sign,0,32768,-5,5
posit8_es0,fp32,paired_log_uniform_finite,sign,1,32768,-5,5
posit8_es0,fp32,paired_log_uniform_finite,log_interval,all,65536,-5,5
posit8_es0,fp64,field_balanced_finite,sign,0,32768,-5,5
posit8_es0,fp64,field_balanced_finite,sign,1,32768,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,0,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,1,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,2,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,3,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,4,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,5,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,6,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,7,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,8,5958,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,9,5957,-5,5
posit8_es0,fp64,field_balanced_finite,field_bucket,10,5957,-5,5
posit8_es0,fp64,field_balanced_finite,regime,0,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,1,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,2,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,3,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,4,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,8,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,9,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,10,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,11,5958,-5,5
posit8_es0,fp64,field_balanced_finite,regime,12,5957,-5,5
posit8_es0,fp64,field_balanced_finite,regime,13,5957,-5,5
posit8_es0,fp64,paired_log_uniform_finite,sign,0,32768,-5,5
posit8_es0,fp64,paired_log_uniform_finite,sign,1,32768,-5,5
posit8_es0,fp64,paired_log_uniform_finite,log_interval,all,65536,-5,5
