format,family,bits,arithmetic,distribution,kernel,strategy,storage_layout,access_method,packet_values,N,M,input_bytes,lut_bytes,dynamic_shared_bytes,round,order_position,kernel_ms,status
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,0,0,0.499743998,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,0,1,0.490464002,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,0,2,0.498879999,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,0,3,0.487071991,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,0,4,0.499455988,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,0,5,0.490175992,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,0,6,0.499071985,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,0,7,0.487583995,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,1,0,0.487071991,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,1,1,0.499327987,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,1,2,0.489120007,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,1,3,0.498847991,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,1,4,0.489152014,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,1,5,0.496895999,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,1,6,0.488000005,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,1,7,0.499648005,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,2,0,0.498944014,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,2,1,0.487455994,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,2,2,0.50128001,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,2,3,0.488959998,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,2,4,0.498176008,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,2,5,0.487967998,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,2,6,0.498784006,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,2,7,0.487232,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,3,0,0.488287985,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,3,1,0.499776006,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,3,2,0.488480002,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,3,3,0.500544012,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,3,4,0.488063991,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,3,5,0.500735998,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,3,6,0.488128006,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,3,7,0.500608027,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,4,0,0.49744001,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,4,1,0.487872005,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,4,2,0.496960014,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,4,3,0.488256007,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,4,4,0.497887999,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,4,5,0.488032013,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,4,6,0.498912007,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,4,7,0.489055991,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,5,0,0.489152014,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,5,1,0.500735998,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,5,2,0.488864005,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,5,3,0.499231994,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,5,4,0.486880004,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,5,5,0.498272002,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,5,6,0.487679988,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,5,7,0.499808013,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,6,0,0.499487996,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,6,1,0.48665601,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,6,2,0.501951993,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,6,3,0.486624002,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,6,4,0.497983992,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,6,5,0.486591995,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,6,6,0.499520004,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,6,7,0.487679988,ok
takum_log8,takum_log,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,7,0,0.487583995,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,7,1,0.499103993,ok
fp8_e4m3,ieee,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,7,2,0.485920012,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,7,3,0.501024008,ok
posit8_es0,posit,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,7,4,0.486368001,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_global,dense,scalar,1,134217728,1,268435456,1024,1024,7,5,0.500576019,ok
takum8,takum,8,fp32,lut_scattered_control,dot,full_lut_shared,dense,scalar,1,134217728,1,268435456,1024,2048,7,6,0.488415986,ok
