timestamp,gpu,mode,graph_id,variant,variant_label,kernel,N,blocks,threads,storage_bits,arithmetic_type,table_location,component_bits,components,lut_entries_per_component,total_lut_entries,total_lut_bytes,dynamic_shared_bytes,target_x,q,mean_unique_indices,actual_x,mean_unique_sectors,mean_shared_wavefronts,warmup,sample,execution_order,kernel_ms,result
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,21,0,0.31139200925827026,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,22,0,0.31219199299812317,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,23,0,0.31286400556564331,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,24,0,0.31212800741195679,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,25,0,0.3115839958190918,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,26,0,0.3128960132598877,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,27,0,0.31331199407577515,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,28,0,0.31222400069236755,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,29,0,0.31254398822784424,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,30,0,0.31152001023292542,1007.3209851405704
