baseline,label,samples,median_ms,q1_ms,q3_ms,minimum_ms,maximum_ms
raw_fp32,Raw FP32,50,0.2651359885931015,0.2646480053663254,0.26629599183797836,0.26281601190567017,0.2693119943141937
raw_fp64,Raw FP64,50,0.3118560016155243,0.31111999601125717,0.31224800646305084,0.31011199951171875,0.3139199912548065
