gpu,compute_capability,distribution,benchmark_format,format,storage_bits,strategy,decode_kind,table_location,unpack,lanes,lookup_entry_bytes,shared_table_bytes,component,n,m,blocks,threads,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,main_array_unique_bytes,main_array_requested_bytes,useful_flops,main_array_unique_gb_per_s,main_array_requested_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,fixed_integer_x2,fixed_integer,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,0,2212,10.156288146972656,0.0045914503376910743,32904,32904,8192,7.1663630399945903,7.1663630399945903,1.7841856924275374
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_masked_x4,direct_words_masked,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,1,2233,10.785087585449219,0.0048298645702862597,32840,32840,8192,6.7993624918666438,6.7993624918666438,1.6961138103949922
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_masked_x1,direct_words_masked,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,0,2,2151,10.087264060974121,0.004689569530903822,33032,33032,8192,7.0437168661904304,7.0437168661904304,1.7468554301232746
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,3,2191,11.618528366088867,0.00530284270474161,32808,32808,8192,6.1868702932983988,6.1868702932983988,1.5448317923281054
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_masked_x8,direct_words_masked,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,4,2233,11.841504096984863,0.0053029574997693072,32808,32808,8192,6.1867363638926456,6.1867363638926456,1.5447983507988465
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,generic_x2,generic,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,5,2243,11.095104217529297,0.0049465466863706179,32904,32904,8192,6.6519133622374316,6.6519133622374316,1.6561048584807025
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,generic_x4,generic,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,6,2131,11.040287971496582,0.0051808014882668146,32840,32840,8192,6.3387875552410504,6.3387875552410504,1.5812225229151855
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_branchy_x4,direct_words_branchy,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,7,2298,11.09721565246582,0.0048290755667823411,32840,32840,8192,6.800473412736757,6.800473412736757,1.6963909317033958
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_masked_x2,direct_words_masked,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,8,2287,10.685376167297363,0.0046722239472222838,32904,32904,8192,7.0424706460318509,7.0424706460318509,1.7533406130650657
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m31,e0m31,32,word_branchy_x2,direct_words_branchy,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,9,2212,10.329792022705078,0.0046698878945321326,32904,32904,8192,7.0459935534055456,7.0459935534055456,1.7542176996565229
