gpu,compute_capability,distribution,benchmark_format,format,storage_bits,strategy,decode_kind,table_location,unpack,lanes,lookup_entry_bytes,shared_table_bytes,component,n,m,blocks,threads,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,main_array_unique_bytes,main_array_requested_bytes,useful_flops,main_array_unique_gb_per_s,main_array_requested_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x1,fp32_bits,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,0,10,2151,10.622143745422363,0.004938235121070369,16648,16648,8192,3.3712449067009032,3.3712449067009032,1.6588922558682002
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x4,fixed_integer,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,11,2212,10.179712295532227,0.0046020399166058889,16456,16456,8192,3.5758055771356019,3.5758055771356019,1.7800801706304603
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x4,direct_words_branchy,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,12,2103,10.15839958190918,0.0048304325163619497,16456,16456,8192,3.4067342715707518,3.4067342715707518,1.6959143870143167
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x1,full_high_lut,global,shift_mask,1,4,0,dot,4096,1,16,256,10,0,0,13,1946,10.078207969665527,0.0051789352362104461,16648,16648,8192,3.2145603759628685,3.2145603759628685,1.581792323395472
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x2,generic,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,14,2151,10.640800476074219,0.0049469086360177678,16520,16520,8192,3.3394592897309909,3.3394592897309909,1.655983686530041
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x1,generic,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,0,15,1978,9.7579517364501953,0.0049332415250000986,16648,16648,8192,3.3746573962846198,3.3746573962846198,1.6605714434384675
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x4,fp32_bits,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,16,2084,10.561056137084961,0.0050676852865090983,16456,16456,8192,3.2472419003224648,3.2472419003224648,1.6165171151824036
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x4,direct_words_masked,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,17,2103,10.155743598937988,0.0048291695667798326,16456,16456,8192,3.40762521846445,3.40762521846445,1.6963579113794829
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x8,fixed_integer,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,18,2122,10.255488395690918,0.0048329351534829963,16424,16424,8192,3.3983489284278026,3.3983489284278026,1.6950361922601411
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x1,direct_words_masked,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,0,19,2151,10.108863830566406,0.0046996112647914486,16648,16648,8192,3.5424206518363546,3.5424206518363546,1.7431228964346117
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x2,direct_words_branchy,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,20,2131,10.031583786010742,0.0047074536771519199,16520,16520,8192,3.5093282128683305,3.5093282128683305,1.7402189297710269
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x8,direct_words_masked,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,0,21,2039,10.810239791870117,0.0053017360430947114,16424,16424,8192,3.0978532062892059,3.0978532062892059,1.5451542538919369
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x2,direct_words_masked,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,0,22,2171,10.21884822845459,0.0047069775349859923,16520,16520,8192,3.5096832048188569,3.5096832048188569,1.7403949645203436
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,fp64_e11m52,64,raw_pointer_x1,none,none,scalar,1,0,0,dot,4096,1,16,256,10,0,0,23,1639,7.6607041358947754,0.0046740110652195091,65800,65800,8192,14.077844293017263,14.077844293017263,1.7526702195805077
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x4,generic,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,0,24,2093,10.728063583374023,0.0051256873308045976,16456,16456,8192,3.2104962589313542,3.2104962589313542,1.5982246811597991
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,1,0,2075,11.001312255859375,0.0053018372317394577,16424,16424,8192,3.0977940819604375,3.0977940819604375,1.5451247637250307
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x8,generic,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,1,1,1883,10.873023986816406,0.0057743090742519414,16424,16424,8192,2.8443229811226756,2.8443229811226756,1.4186978727080466
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x8,full_high_lut,global,shift_mask,8,4,0,dot,4096,1,2,256,10,0,1,2,1817,11.503744125366211,0.0063311745323974744,16424,16424,8192,2.5941474075554503,2.5941474075554503,1.2939147322634104
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x4,direct_words_masked,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,1,3,2103,10.157343864440918,0.0048299305109086631,16456,16456,8192,3.4070883551705808,3.4070883551705808,1.6960906542025642
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x2,full_high_lut,global,shift_mask,2,4,0,dot,4096,1,8,256,10,0,1,4,2112,11.206048011779785,0.005305893944971489,16520,16520,8192,3.1135186966291255,3.1135186966291255,1.5439434117909079
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x8,fp32_bits,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,1,5,1868,10.353728294372559,0.0055426810997711773,16424,16424,8192,2.9631868953597285,2.9631868953597285,1.4779850856543411
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x2,direct_words_branchy,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,1,6,2131,10.033439636230469,0.0047083245594699528,16520,16520,8192,3.5086791047089085,3.5086791047089085,1.7398970475650957
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x1,direct_words_masked,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,1,7,2151,10.121312141418457,0.0047053984850852892,16648,16648,8192,3.5380637905098147,3.5380637905098147,1.7409790108034839
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x1,fixed_integer,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,1,8,2181,10.251296043395996,0.004700273289039888,16648,16648,8192,3.5419217088546442,3.5419217088546442,1.7428773810029581
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x4,fixed_integer,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,1,9,2212,10.177248001098633,0.004600925859447845,16456,16456,8192,3.576671414125955,3.576671414125955,1.780511194975682
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,fp64_e11m52,64,raw_pointer_x1,none,none,scalar,1,0,0,dot,4096,1,16,256,10,0,1,10,1639,7.6681280136108398,0.0046785405818247959,65800,65800,8192,14.064214865554437,14.064214865554437,1.7509733765748017
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x4,direct_words_branchy,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,1,11,2103,10.157855987548828,0.0048301740311692005,16456,16456,8192,3.406916581847597,3.406916581847597,1.6960051433213121
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x1,fp32_bits,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,1,12,2151,10.6014404296875,0.0049286101486227338,16648,16648,8192,3.3778285354243667,3.3778285354243667,1.6621318694255414
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x4,fp32_bits,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,1,13,2084,10.561535835266113,0.0050679154679779811,16456,16456,8192,3.2470944126788455,3.2470944126788455,1.6164436940122207
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x2,generic,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,1,14,2151,10.640640258789062,0.0049468341509944502,16520,16520,8192,3.339509572335071,3.339509572335071,1.6560086208576819
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x1,direct_words_branchy,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,1,15,2161,10.144351959228516,0.0046942859598466061,16648,16648,8192,3.5464392545323338,3.5464392545323338,1.745100334762667
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x8,direct_words_masked,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,1,16,2039,10.812064170837402,0.0053026307851090741,16424,16424,8192,3.0973304885043325,3.0973304885043325,1.5448935315287076
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x8,fixed_integer,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,1,17,2122,10.253055572509766,0.0048317886769603038,16424,16424,8192,3.3991552814210406,3.3991552814210406,1.6954383868364078
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x4,generic,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,1,18,2093,10.72873592376709,0.0051260085636727617,16456,16456,8192,3.2102950659546594,3.2102950659546594,1.5981245248116536
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x1,generic,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,1,19,1978,9.7609596252441406,0.0049347621967867246,16648,16648,8192,3.3736174786376458,3.3736174786376458,1.660059729997573
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x2,direct_words_masked,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,1,20,2171,10.221792221069336,0.0047083335887007534,16520,16520,8192,3.5086723760706664,3.5086723760706664,1.7398937109425483
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x4,full_high_lut,global,shift_mask,4,4,0,dot,4096,1,4,256,10,0,1,21,1861,10.75318431854248,0.0057781753458046644,16456,16456,8192,2.8479578785971147,2.8479578785971147,1.4177485987765899
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x1,full_high_lut,global,shift_mask,1,4,0,dot,4096,1,16,256,10,0,1,22,1946,10.084447860717773,0.0051821417578200276,16648,16648,8192,3.2125713224416534,3.2125713224416534,1.5808135676022361
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x2,fixed_integer,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,1,23,2181,10.014335632324219,0.0045916256911161021,16520,16520,8192,3.5978542484338321,3.5978542484338321,1.7841175546713046
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x2,fp32_bits,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,1,24,2122,10.317440032958984,0.0048621300815075326,16520,16520,8192,3.3976877876697769,3.3976877876697769,1.6848582540309207
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x2,fp32_bits,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,2,0,2122,10.319071769714355,0.0048628990432207139,16520,16520,8192,3.397150517247578,3.397150517247578,1.6845918303445617
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x1,generic,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,2,1,1978,9.7672004699707031,0.0049379173255665841,16648,16648,8192,3.3714618739773621,3.3714618739773621,1.6589990191988557
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x8,generic,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,2,2,1883,10.869503974914551,0.0057724397105228626,16424,16424,8192,2.8452440949811715,2.8452440949811715,1.4191573079691768
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x8,direct_words_branchy,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,2,3,2075,11.003135681152344,0.0053027159909167926,16424,16424,8192,3.0972807195658305,3.0972807195658305,1.5448687076645935
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x4,direct_words_branchy,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,2,4,2103,10.156864166259766,0.0048297024090631314,16456,16456,8192,3.4072492684269018,3.4072492684269018,1.6961707588085306
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x1,direct_words_branchy,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,2,5,2161,10.144415855407715,0.0046943155277222185,16648,16648,8192,3.5464169167337509,3.5464169167337509,1.7450893429771075
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x1,fp32_bits,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,2,6,2151,10.601504325866699,0.0049286398539594139,16648,16648,8192,3.3778081769610049,3.3778081769610049,1.6621218516136804
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x4,direct_words_masked,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,2,7,2103,10.15772819519043,0.0048301132644747646,16456,16456,8192,3.4069594435875934,3.4069594435875934,1.6960264804247427
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x2,direct_words_masked,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,2,8,2171,10.223391532897949,0.0047090702592804921,16520,16520,8192,3.5081234915624555,3.5081234915624555,1.7396215280193483
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,fp64_e11m52,64,raw_pointer_x1,none,none,scalar,1,0,0,dot,4096,1,16,256,10,0,2,9,1639,7.6630082130432129,0.0046754168474943333,65800,65800,8192,14.073611433227345,14.073611433227345,1.7521432349695807
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x1,direct_words_masked,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,2,10,2151,10.100992202758789,0.0046959517446577351,16648,16648,8192,3.5451812338019222,3.5451812338019222,1.7444812990933054
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x4,full_high_lut,global,shift_mask,4,4,0,dot,4096,1,4,256,10,0,2,11,1861,10.748448371887207,0.0057756305061188642,16456,16456,8192,2.8492127366122282,2.8492127366122282,1.4183732825916004
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x4,fixed_integer,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,2,12,2212,10.1693115234375,0.0045973379400712023,16456,16456,8192,3.5794627705234858,3.5794627705234858,1.7819007666582642
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x4,generic,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,2,13,2093,10.726271629333496,0.0051248311654722867,16456,16456,8192,3.2110326113511043,3.2110326113511043,1.5984916840172729
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x1,full_high_lut,global,shift_mask,1,4,0,dot,4096,1,16,256,10,0,2,14,1946,10.076992034912109,0.0051783103982076615,16648,16648,8192,3.2149482591391729,3.2149482591391729,1.581983189504331
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x2,full_high_lut,global,shift_mask,2,4,0,dot,4096,1,8,256,10,0,2,15,2112,11.20576000213623,0.0053057575767690487,16520,16520,8192,3.1135987200643807,3.1135987200643807,1.5439830941142496
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x8,full_high_lut,global,shift_mask,8,4,0,dot,4096,1,2,256,10,0,2,16,1817,11.539263725280762,0.0063507230188666825,16424,16424,8192,2.586162229278099,2.586162229278099,1.2899318669170841
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x8,direct_words_masked,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,2,17,2039,10.812864303588867,0.0053030231994060165,16424,16424,8192,3.0971012915500027,3.0971012915500027,1.5447792121515842
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x2,direct_words_branchy,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,2,18,2131,10.035776138305664,0.0047094209940430143,16520,16520,8192,3.5078622235931514,3.5078622235931514,1.7394919694718582
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x8,fp32_bits,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,2,19,1868,10.353440284729004,0.0055425269190198098,16424,16424,8192,2.9632693246178348,2.9632693246178348,1.478026199906801
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x1,fixed_integer,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,2,20,2181,10.25216007232666,0.0047006694508604585,16648,16648,8192,3.5416232036806115,3.5416232036806115,1.7427304952277494
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x4,fp32_bits,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,2,21,2084,10.562175750732422,0.0050682225291422368,16456,16456,8192,3.2468976856043983,3.2468976856043983,1.6163457608453593
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x2,generic,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,2,22,2151,10.64243221282959,0.0049476672305111997,16520,16520,8192,3.3389472715797686,3.3389472715797686,1.6557297850351975
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x2,fixed_integer,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,2,23,2181,10.012991905212402,0.0045910095851501159,16520,16520,8192,3.5983370745804772,3.5983370745804772,1.7843569803246531
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x8,fixed_integer,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,2,24,2122,10.256640434265137,0.0048334780557328641,16424,16424,8192,3.3979672216614114,3.3979672216614114,1.6948458036927838
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x8,fixed_integer,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,3,0,2122,10.253567695617676,0.0048320300167849555,16424,16424,8192,3.398985507736537,3.398985507736537,1.6953537067326905
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x1,direct_words_masked,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,3,1,2151,10.100192070007324,0.0046955797629043812,16648,16648,8192,3.5454620814922815,3.5454620814922815,1.7446194961307526
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x4,full_high_lut,global,shift_mask,4,4,0,dot,4096,1,4,256,10,0,3,2,1861,10.750271797180176,0.0057766103155186327,16456,16456,8192,2.8487294626386022,2.8487294626386022,1.4181327028400235
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_masked_x2,direct_words_masked,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,3,3,2171,10.221599578857422,0.0047082448543792821,16520,16520,8192,3.5087385025513793,3.5087385025513793,1.7399265019915797
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,fp64_e11m52,64,raw_pointer_x1,none,none,scalar,1,0,0,dot,4096,1,16,256,10,0,3,4,1639,7.6618561744689941,0.0046747139563569212,65800,65800,8192,14.075727544895384,14.075727544895384,1.7524066876562765
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x2,direct_words_branchy,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,3,5,2131,10.032064437866211,0.0047076792294069502,16520,16520,8192,3.5091600754797194,3.5091600754797194,1.7401355531676672
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x8,full_high_lut,global,shift_mask,8,4,0,dot,4096,1,2,256,10,0,3,6,1817,11.559840202331543,0.0063620474421197263,16424,16424,8192,2.5815588691252827,2.5815588691252827,1.2876357924911299
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x8,generic,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,3,7,1883,10.863231658935547,0.0057691086876981131,16424,16424,8192,2.8468869090683073,2.8468869090683073,1.4199767145084983
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x1,generic,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,3,8,1978,9.7581758499145508,0.0049333548280660012,16648,16648,8192,3.3745798914136556,3.3745798914136556,1.6605333055298335
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x4,generic,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,3,9,2093,10.771360397338867,0.0051463738162154165,16456,16456,8192,3.1975912725480073,3.1975912725480073,1.5918004195863684
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x8,fp32_bits,none,shift_mask,8,0,0,dot,4096,1,2,256,10,0,3,10,1868,10.353152275085449,0.0055423727382684414,16424,16424,8192,2.9633517584620659,2.9633517584620659,1.4780673164467391
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x2,fixed_integer,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,3,11,2181,10.013055801391602,0.0045910388818851912,16520,16520,8192,3.598314112560181,3.598314112560181,1.7843455938312958
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x1,direct_words_branchy,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,3,12,2161,10.167679786682129,0.0047050808823147286,16648,16648,8192,3.5383026171932226,3.5383026171932226,1.7410965305169916
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,word_branchy_x4,direct_words_branchy,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,3,13,2103,10.15782356262207,0.0048301586127541939,16456,16456,8192,3.4069274571123578,3.4069274571123578,1.6960105571623989
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,generic_x2,generic,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,3,14,2151,10.640095710754395,0.0049465809905878174,16520,16520,8192,3.3396804846486257,3.3396804846486257,1.6560933735013039
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x2,fp32_bits,none,shift_mask,2,0,0,dot,4096,1,8,256,10,0,3,15,2122,10.361663818359375,0.0048829706966820804,16520,16520,8192,3.3831863892251373,3.3831863892251373,1.6776672457949351
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fp32_bits_x1,fp32_bits,none,shift_mask,1,0,0,dot,4096,1,16,256,10,0,3,16,2151,10.619296073913574,0.0049369112384535447,16648,16648,8192,3.3721489400759159,3.3721489400759159,1.6593371045832475
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,full_high_l2_x2,full_high_lut,global,shift_mask,2,4,0,dot,4096,1,8,256,10,0,3,17,2112,11.206624031066895,0.0053061666813763704,16520,16520,8192,3.1133586620982032,3.1133586620982032,1.5438640532632253
NVIDIA H200 NVL,sm_90,uniform_0_1,e0m15,e0m15,16,fixed_integer_x4,fixed_integer,none,shift_mask,4,0,0,dot,4096,1,4,256,10,0,3,18,2212,10.173343658447266,0.0045991607859164852,16456,16456,8192,3.5780440749954718,3.5780440749954718,1.7811945225062535
