baseline,label,samples,median_ms,q1_ms,q3_ms,minimum_ms,maximum_ms
raw_fp64,Raw FP64,50,0.31150399148464203,0.30800800025463104,0.31432799249887466,0.30534398555755615,0.31747201085090637
raw_fp32,Raw FP32,50,0.26182401180267334,0.2608640119433403,0.2625439912080765,0.25887998938560486,0.29206401109695435
fp32_to_fp64,FP32 to FP64,50,0.26419198513031006,0.2635760083794594,0.26502400636672974,0.2620159983634949,0.2672959864139557
