profile_sequence,distribution,format,storage_bits,component,lanes,n,m,leading_dimension,kernel_count,decoded_values,unique_storage_bytes,requested_storage_bytes,useful_flops,modeled_flops,timing_status,report,duration_ms,dram_total_bytes,measured_dram_gb_per_s,inferred_sustained_dram_gb_per_s,executed_flops,executed_gflop_per_s,useful_gflop_per_s_profiler_contaminated,algorithmic_intensity_unique,measured_executed_intensity,dram_percent_peak,sm_percent_peak,achieved_occupancy_percent,issue_active_percent,pipe_alu_percent,pipe_fma_percent,pipe_fp64_percent,pipe_lsu_percent,pipe_xu_percent,registers_per_thread_max,bottleneck_class
15,normal_0_1,e11m20,32,dot,1,134217728,1,134217728,2,268435456,1073775624,1073775624,268435456,268437567,profiler_contaminated,dot_x1/dot_x1_20260808T131626Z_ncu_raw.csv,0.325248,1076198656.0,3308.8555686737504,4602.409610854586,271156999.0,833.6930557605274,825.3254624163716,0.2499921305719639,0.2519581282584319,71.89398268398267,30.008116883116884,97.34290043290044,31.88128787878788,29.791980519480518,7.4503571428571425,3.769534632034632,15.146482683982684,0.0,22.0,memory_bandwidth
16,normal_0_1,fp64_e11m52,64,dot,1,134217728,1,134217728,2,268435456,2147517448,2147517448,268435456,268437567,profiler_contaminated,dot_x1/dot_x1_20260808T131626Z_ncu_raw.csv,0.523968,2149988352.0,4103.281788200806,4601.837795789157,271156999.0,517.5067923995359,512.3126908513498,0.12499803261202654,0.12612021769688173,89.16615426896298,18.14158666178087,98.87581165262,16.796018688164164,18.14158666178087,2.2923708318065223,2.3023708318065226,9.229006962257237,0.0,22.0,memory_bandwidth
0,normal_0_1,e1m6,8,dot,4,134217728,1,134217728,2,268435456,268469256,268469256,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.675904,270908416.0,400.8090142978885,4602.413314360949,272779015.0,403.5765656069501,397.15026986080863,0.9998741010404558,1.0069049128396217,8.708670580437458,85.46556623425812,64.28862513019601,68.1893561215794,85.46556623425812,12.21500094688003,1.8031185493797937,1.9319993371839788,13.918958905406686,40.0,compute_or_conversion
1,normal_0_1,e2m5,8,dot,4,134217728,1,134217728,2,268435456,268469256,268469256,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.7656959999999999,270942720.0,353.851554663992,4603.960719062999,272779015.0,356.2497583897526,350.5770645269141,0.9998741010404558,1.0067774288233322,7.685807422266802,84.02195921096624,64.867308592444,66.4764292878636,84.02195921096624,11.274964894684052,1.5767101303911737,1.6958742895352725,12.197191574724174,40.0,compute_or_conversion
2,normal_0_1,e3m4,8,dot,4,134217728,1,134217728,2,268435456,268469256,268469256,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.773376,270941440.0,350.3359814630917,4604.806316764068,272779015.0,352.7120249400033,347.0956636875207,0.9998741010404558,1.0067821851098155,7.608050314465409,83.59317361800728,64.96594463753725,66.40388737173122,83.59317361800728,11.217809086395233,1.567120986428335,1.6863058589870903,12.120391426679907,40.0,compute_or_conversion
3,normal_0_1,fp8_e4m3,8,dot,4,134217728,1,134217728,2,268435456,268469256,268469256,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.138656,270915584.0,1953.86845141934,4601.958921346843,272779015.0,1967.3076895338104,1935.981537041311,0.9998741010404558,1.0068782717202418,42.45732056312024,69.9123632587122,78.17862912531734,46.538765289637674,31.69131779367644,11.14502423263328,9.047585968151397,9.868426032771751,69.91143087929841,32.0,compute_or_conversion
4,normal_0_1,fp8_e5m2,8,dot,4,134217728,1,134217728,2,268435456,268469256,268469256,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.13856,271163392.0,1957.010623556582,4601.342850394087,272779015.0,1968.670720265589,1937.3228637413395,0.9998741010404558,1.0059581162047124,42.531293302540405,70.55341801385681,79.0379907621247,46.858221709006926,31.98309468822171,11.25353348729792,9.131385681293303,9.963648960739029,70.55210161662818,32.0,compute_or_conversion
5,normal_0_1,e1m14,16,dot,4,134217728,1,134217728,2,268435456,536904712,536904712,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.667424,539305216.0,808.0398906841828,4602.9088696153085,272779015.0,408.7042344896198,402.1962890156782,0.4999685232786707,0.5057971013579071,17.554983458790815,84.2847418133001,64.35439324926884,66.84977369708012,84.2847418133001,12.303880711511724,1.812984130028288,1.9418622045356477,14.007799779450545,40.0,compute_or_conversion
6,normal_0_1,e2m13,16,dot,4,134217728,1,134217728,2,268435456,536904712,536904712,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.763968,539306752.0,705.9284577364497,4602.551280433022,272779015.0,357.05555075605264,351.37002596967415,0.4999685232786707,0.5057956607967704,15.337764094831199,83.23922844935913,64.9864015246712,66.73332830694478,83.23922844935913,12.14481234816118,1.596175337186898,1.7053166624780094,12.303438468626958,40.0,compute_or_conversion
7,normal_0_1,e3m12,16,dot,4,134217728,1,134217728,2,268435456,536904712,536904712,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.757952,539471360.0,711.7487123195136,4602.559373864442,272779015.0,359.8895642468124,354.15891243772694,0.4999685232786707,0.5056413282069321,15.464194038672634,83.23990205184498,65.03616397872162,66.62247994595964,83.23990205184498,12.150700835936842,1.5970303132652202,1.7062197078442962,12.299484927805455,40.0,compute_or_conversion
8,normal_0_1,fp16_e5m10,16,dot,4,134217728,1,134217728,2,268435456,536904712,536904712,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.14880000000000002,539358208.0,3624.7191397849456,4601.012040387601,272779015.0,1833.1923051075269,1804.0017204301075,0.4999685232786707,0.5057474067401233,78.78090967741936,66.21067741935484,88.30864086021505,46.9122817204301,34.106045161290325,10.57710752688172,8.566978494623655,9.35274193548387,66.20982150537634,30.0,mixed_memory_compute
9,normal_0_1,bf16_e8m7,16,dot,4,134217728,1,134217728,2,268435456,536904712,536904712,268435456,268437567,profiler_contaminated,dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,0.146048,539620352.0,3694.815074496056,4601.752417674308,272779015.0,1867.7353678242766,1837.9947414548637,0.4999685232786707,0.5055017179930233,80.29147896581946,67.21299956178791,88.26472611744083,42.24322743207712,26.248637160385623,10.729897020157756,8.698369851007886,9.490460122699385,67.21207493426819,30.0,mixed_memory_compute
