profile_sequence,distribution,format,storage_bits,component,lanes,n,m,leading_dimension,kernel_count,decoded_values,unique_storage_bytes,requested_storage_bytes,useful_flops,modeled_flops,timing_status,report,duration_ms,dram_total_bytes,measured_dram_gb_per_s,inferred_sustained_dram_gb_per_s,executed_flops,executed_gflop_per_s,useful_gflop_per_s_profiler_contaminated,algorithmic_intensity_unique,measured_executed_intensity,dram_percent_peak,sm_percent_peak,achieved_occupancy_percent,issue_active_percent,pipe_alu_percent,pipe_fma_percent,pipe_fp64_percent,pipe_lsu_percent,pipe_xu_percent,registers_per_thread_max,bottleneck_class
2,normal_0_1,e3m4,8,register_decode,1,1048576,1,1048576,1,8650752,135168,135168,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.025696,140288.0,5.459526774595268,4549.605645496057,8650752.0,336.6575342465754,336.6575342465754,64.0,61.66423357664234,0.12,59.74,37.59,67.97,59.74,13.44,2.95,0.28,11.79,20.0,compute_or_conversion
3,normal_0_1,fp8_e4m3,8,register_decode,1,1048576,1,1048576,1,8650752,135168,135168,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.004863999999999999,139520.0,28.68421052631579,4553.049289891395,8650752.0,1778.526315789474,1778.526315789474,64.0,62.003669724770646,0.63,36.26,47.48,58.58,18.86,0.74,15.88,1.49,0.99,18.0,instruction_throughput_or_overhead
4,normal_0_1,fp8_e5m2,8,register_decode,1,1048576,1,1048576,1,8650752,135168,135168,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.005024,139520.0,27.770700636942678,4552.573874908636,8650752.0,1721.8853503184714,1721.8853503184714,64.0,62.003669724770646,0.61,34.86,52.14,60.26,18.12,0.72,15.26,1.43,0.95,18.0,instruction_throughput_or_overhead
5,normal_0_1,e1m14,16,register_decode,1,1048576,1,1048576,1,8650752,270336,270336,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.021696,275456.0,12.696165191740414,4534.344711335862,8650752.0,398.72566371681415,398.72566371681415,32.0,31.405204460966544,0.28,64.21,36.6,67.67,64.21,12.51,3.52,0.33,14.07,19.0,compute_or_conversion
6,normal_0_1,e2m13,16,register_decode,1,1048576,1,1048576,1,8650752,270336,270336,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.024096,275712.0,11.44223107569721,4576.892430278884,8650752.0,359.011952191235,359.011952191235,32.0,31.376044568245124,0.25,64.13,38.57,69.03,64.13,14.42,3.17,0.3,12.67,20.0,compute_or_conversion
7,normal_0_1,e3m12,16,register_decode,1,1048576,1,1048576,1,8650752,270336,270336,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.02528,275712.0,10.90632911392405,4544.303797468355,8650752.0,342.1974683544304,342.1974683544304,32.0,31.376044568245124,0.24,60.9,38.35,68.77,60.9,13.7,3.01,0.28,12.02,20.0,compute_or_conversion
8,normal_0_1,fp16_e5m10,16,register_decode,1,1048576,1,1048576,1,8650752,270336,270336,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.004863999999999999,274688.0,56.47368421052632,4554.329371816639,8650752.0,1778.526315789474,1778.526315789474,32.0,31.493010251630942,1.24,35.62,45.34,56.2,18.34,0.73,15.65,1.47,0.98,18.0,instruction_throughput_or_overhead
9,normal_0_1,bf16_e8m7,16,register_decode,1,1048576,1,1048576,1,8650752,270336,270336,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.004992,274944.0,55.07692307692308,4551.811824539098,8650752.0,1732.923076923077,1732.923076923077,32.0,31.463687150837988,1.21,35.4,46.12,55.08,18.48,0.61,15.56,1.46,0.97,18.0,instruction_throughput_or_overhead
10,normal_0_1,e11m4,16,register_decode,1,1048576,1,1048576,1,8650752,270336,270336,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.005024,274944.0,54.726114649681534,4522.8193925356645,8650752.0,1721.8853503184714,1721.8853503184714,32.0,31.463687150837988,1.21,35.56,46.15,58.59,18.55,0.73,15.62,1.46,0.0,18.0,instruction_throughput_or_overhead
11,normal_0_1,e1m30,32,register_decode,1,1048576,1,1048576,1,8650752,540672,540672,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.021664,545792.0,25.193500738552437,4580.636497918625,8650752.0,399.31462333825704,399.31462333825704,16.0,15.849906191369605,0.55,64.55,38.7,69.73,64.55,14.31,3.54,0.33,14.15,19.0,compute_or_conversion
12,normal_0_1,e2m29,32,register_decode,1,1048576,1,1048576,1,8650752,540672,540672,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.026272,546048.0,20.784409257003656,4618.7576126674785,8650752.0,329.2764920828258,329.2764920828258,16.0,15.842475386779185,0.45,67.5,37.54,67.67,67.5,13.2,2.9,0.27,11.61,20.0,compute_or_conversion
13,normal_0_1,e3m28,32,register_decode,1,1048576,1,1048576,1,8650752,540672,540672,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.0264,546048.0,20.683636363636364,4596.363636363636,8650752.0,327.68,327.68,16.0,15.842475386779185,0.45,67.02,37.01,67.5,67.02,13.11,2.88,0.27,11.52,20.0,compute_or_conversion
14,normal_0_1,fp32_e8m23,32,register_decode,1,1048576,1,1048576,1,8650752,540672,540672,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.005344,545280.0,102.03592814371257,4555.1753635585965,8650752.0,1618.7784431137725,1618.7784431137725,16.0,15.864788732394366,2.24,32.69,46.26,56.8,16.89,0.56,14.41,1.35,0.9,18.0,instruction_throughput_or_overhead
15,normal_0_1,e11m20,32,register_decode,1,1048576,1,1048576,1,8650752,540672,540672,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.005056,545280.0,107.8481012658228,4550.552796026278,8650752.0,1710.9873417721521,1710.9873417721521,16.0,15.864788732394366,2.37,34.51,43.76,55.87,17.79,0.59,15.18,1.42,0.0,18.0,instruction_throughput_or_overhead
16,normal_0_1,fp64_e11m52,64,register_decode,1,1048576,1,1048576,1,8650752,1081344,1081344,8650752,8650752,profiler_contaminated,register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0.005312,1085952.0,204.43373493975903,4522.870242030068,8650752.0,1628.5301204819277,1628.5301204819277,8.0,7.966053748231966,4.52,33.15,46.3,55.86,17.19,0.57,14.67,1.37,0.0,18.0,instruction_throughput_or_overhead
0,normal_0_1,e1m6,8,register_decode,4,1048576,1,1048576,1,34603008,540672,540672,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.084128,547584.0,6.508938759984786,4649.241971417703,35008512.0,416.1338912133892,411.3138075313808,64.0,63.932678821879385,0.14,75.48,36.17,66.52,75.48,10.9,3.66,0.08,14.47,32.0,compute_or_conversion
1,normal_0_1,e2m5,8,register_decode,4,1048576,1,1048576,1,34603008,540672,540672,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.09977599999999999,548096.0,5.49326491340603,4577.720761171692,35008512.0,350.8710711994869,346.8069275176395,64.0,63.87295656235404,0.12,73.37,36.94,64.84,73.37,11.07,3.08,0.07,12.17,32.0,compute_or_conversion
2,normal_0_1,e3m4,8,register_decode,4,1048576,1,1048576,1,34603008,540672,540672,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.10259199999999999,548096.0,5.342482844666251,4452.069037221876,35008512.0,341.24017467248905,337.2875857766688,64.0,63.87295656235404,0.12,70.79,36.72,64.12,70.79,10.68,2.97,0.07,11.73,32.0,compute_or_conversion
3,normal_0_1,fp8_e4m3,8,register_decode,4,1048576,1,1048576,1,34603008,540672,540672,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.007104,545792.0,76.82882882882883,4573.144573144574,35008512.0,4928.0,4870.918918918919,64.0,64.14258911819887,1.68,44.48,38.24,61.84,15.46,0.94,44.48,1.03,2.75,23.0,instruction_throughput_or_overhead
4,normal_0_1,fp8_e5m2,8,register_decode,4,1048576,1,1048576,1,34603008,540672,540672,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.007168,545792.0,76.14285714285715,4586.919104991394,35008512.0,4884.0,4827.428571428572,64.0,64.14258911819887,1.66,44.49,38.69,61.53,15.46,0.94,44.49,1.03,2.75,23.0,instruction_throughput_or_overhead
5,normal_0_1,e1m14,16,register_decode,4,1048576,1,1048576,1,34603008,1081344,1081344,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.081088,1088256.0,13.420678768745068,4627.820265084507,35008512.0,431.7348066298343,426.73401736385165,32.0,32.16937191249118,0.29,77.61,36.31,66.82,77.61,11.21,3.76,0.09,14.89,32.0,compute_or_conversion
6,normal_0_1,e2m13,16,register_decode,4,1048576,1,1048576,1,34603008,1081344,1081344,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.096064,1088768.0,11.333777481678881,4533.510992671552,35008512.0,364.42904730179885,360.2078614257162,32.0,32.154244063014346,0.25,75.72,36.97,64.96,75.72,11.42,3.18,0.07,12.56,32.0,compute_or_conversion
7,normal_0_1,e3m12,16,register_decode,4,1048576,1,1048576,1,34603008,1081344,1081344,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.096928,1088768.0,11.23275008253549,4680.312534389788,35008512.0,361.18058765269063,356.9970287223506,32.0,32.154244063014346,0.24,74.71,37.09,64.65,74.71,11.27,3.14,0.07,12.39,32.0,compute_or_conversion
8,normal_0_1,fp16_e5m10,16,register_decode,4,1048576,1,1048576,1,34603008,1081344,1081344,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.0073279999999999994,1086464.0,148.26200873362444,4561.907961034598,35008512.0,4777.362445414848,4722.0262008733625,32.0,32.22243166823751,3.25,43.87,39.33,61.3,15.07,0.93,43.87,1.02,2.71,23.0,instruction_throughput_or_overhead
9,normal_0_1,bf16_e8m7,16,register_decode,4,1048576,1,1048576,1,34603008,1081344,1081344,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.0072959999999999995,1086464.0,148.91228070175438,4567.86137121946,35008512.0,4798.315789473684,4742.736842105263,32.0,32.22243166823751,3.26,43.49,37.76,62.06,14.78,0.84,43.49,1.01,2.69,23.0,instruction_throughput_or_overhead
10,normal_0_1,e11m4,16,register_decode,4,1048576,1,1048576,1,34603008,1081344,1081344,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.007104,1086208.0,152.90090090090092,4577.871284458111,35008512.0,4928.0,4870.918918918919,32.0,32.23002592505303,3.34,44.68,41.18,61.37,14.26,1.03,44.51,1.03,0.0,25.0,instruction_throughput_or_overhead
11,normal_0_1,e1m30,32,register_decode,4,1048576,1,1048576,1,34603008,2162688,2162688,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.08566399999999999,2169600.0,25.326858423608517,4604.883349747002,35008512.0,408.6723944714232,403.9387373926037,16.0,16.135929203539824,0.55,77.61,35.9,64.03,77.61,9.36,3.6,0.08,14.21,32.0,compute_or_conversion
12,normal_0_1,e2m29,32,register_decode,4,1048576,1,1048576,1,34603008,2162688,2162688,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.1016,2170112.0,21.35937007874016,4643.341321465252,35008512.0,344.571968503937,340.58078740157475,16.0,16.13212221304707,0.46,78.86,36.62,63.82,78.86,9.67,3.0,0.07,11.86,32.0,compute_or_conversion
13,normal_0_1,e3m28,32,register_decode,4,1048576,1,1048576,1,34603008,2162688,2162688,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.10259199999999999,2170112.0,21.152838427947597,4598.443136510347,35008512.0,341.24017467248905,337.2875857766688,16.0,16.13212221304707,0.46,78.6,36.83,63.5,78.6,9.64,2.99,0.07,11.82,32.0,compute_or_conversion
14,normal_0_1,fp32_e8m23,32,register_decode,4,1048576,1,1048576,1,34603008,2162688,2162688,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.007424,2167552.0,291.96551724137925,4597.882161281563,35008512.0,4715.586206896552,4660.965517241379,16.0,16.151175150584624,6.35,43.39,39.94,60.64,13.57,0.42,43.39,1.01,2.68,30.0,instruction_throughput_or_overhead
15,normal_0_1,e11m20,32,register_decode,4,1048576,1,1048576,1,34603008,2162688,2162688,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.007264,2167552.0,298.3964757709251,4597.788532679894,35008512.0,4819.453744493392,4763.629955947136,16.0,16.151175150584624,6.49,43.91,39.34,60.56,13.68,0.84,43.74,1.01,0.0,23.0,instruction_throughput_or_overhead
16,normal_0_1,fp64_e11m52,64,register_decode,4,1048576,1,1048576,1,34603008,4325376,4325376,34603008,34603008,profiler_contaminated,register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0.008256,4330240.0,524.4961240310078,4576.755008996577,35008512.0,4240.372093023256,4191.2558139534885,8.0,8.084658587052912,11.46,39.12,36.85,54.24,12.23,0.38,39.12,1.21,0.0,25.0,instruction_throughput_or_overhead
0,normal_0_1,e1m6,8,stream_decode,1,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.44179199999999996,136736256.0,309.503694046067,4598.866181962362,136935872.0,309.9555265826453,303.80298420976385,1.0,1.0014598615308,6.73,72.19,81.6,63.06,72.19,13.39,2.73,5.62,10.66,26.0,compute_or_conversion
1,normal_0_1,e2m5,8,stream_decode,1,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.477056,136690176.0,286.5285752616045,4599.1745627865885,136935872.0,287.0436007512745,281.34585457472497,1.0,1.001797466410461,6.23,74.06,82.31,64.63,74.06,13.59,2.52,5.19,9.84,26.0,compute_or_conversion
2,normal_0_1,e3m4,8,stream_decode,1,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.47580799999999995,136660480.0,287.21770125765016,4602.847776564906,136935872.0,287.7964893402381,282.0837985069608,1.0,1.002015154637244,6.24,73.68,82.11,64.28,73.68,13.53,2.51,5.17,9.78,26.0,compute_or_conversion
3,normal_0_1,fp8_e4m3,8,stream_decode,1,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.233312,136619264.0,585.564668769716,4603.495823661289,136935872.0,586.921684268276,575.2714305307913,1.0,1.00231744770635,12.72,30.89,99.19,32.29,30.64,5.13,5.15,10.62,20.14,20.0,instruction_throughput_or_overhead
4,normal_0_1,fp8_e5m2,8,stream_decode,1,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.23279999999999998,136737536.0,587.3605498281787,4603.139105236511,136935872.0,588.2125085910653,576.5366323024056,1.0,1.0014504868655816,12.76,30.89,98.87,32.37,30.64,5.13,5.15,10.62,20.14,20.0,instruction_throughput_or_overhead
5,normal_0_1,e1m14,16,stream_decode,1,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.439616,270911488.0,616.2457417382443,4602.283358762093,136935872.0,311.4897364973067,305.3067404280099,0.5,0.5054635113886348,13.39,71.95,81.87,62.04,71.95,13.34,2.72,5.6,10.62,26.0,compute_or_conversion
6,normal_0_1,e2m13,16,stream_decode,1,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.480736,270881024.0,563.471477068495,4603.5251394484885,136935872.0,284.84630233641747,279.1921720029288,0.5,0.5055203571587207,12.24,73.79,82.48,63.81,73.79,13.54,2.51,5.17,9.81,26.0,compute_or_conversion
7,normal_0_1,e3m12,16,stream_decode,1,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.478784,270908160.0,565.8254244085016,4603.949751086262,136935872.0,286.0076193022323,280.3304371073386,0.5,0.5054697208087051,12.29,73.48,82.53,63.65,73.48,13.49,2.5,5.15,9.76,26.0,compute_or_conversion
8,normal_0_1,fp16_e5m10,16,stream_decode,1,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.2384,270884352.0,1136.259865771812,4602.105572182309,136935872.0,574.3954362416107,562.9938255033558,0.5,0.5055141464945159,24.69,28.08,98.64,29.25,25.35,5.07,5.1,10.51,19.93,20.0,instruction_throughput_or_overhead
9,normal_0_1,bf16_e8m7,16,stream_decode,1,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.23782399999999998,270882560.0,1139.0043057050593,4602.037598808321,136935872.0,575.7865984930033,564.357373519914,0.5,0.5055174906793557,24.75,28.03,98.77,29.47,25.31,5.06,5.09,10.49,19.9,20.0,instruction_throughput_or_overhead
10,normal_0_1,e11m4,16,stream_decode,1,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.23094399999999998,270910720.0,1173.058057364556,4602.032394525524,136935872.0,592.9397256477761,581.1700152417903,0.5,0.5054649443181872,25.49,28.78,97.98,30.16,25.99,7.75,5.23,10.77,0.0,20.0,instruction_throughput_or_overhead
11,normal_0_1,e1m30,32,stream_decode,1,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.462912,539362048.0,1165.1502834231992,4601.699381608212,136935872.0,295.814046730264,289.9422093184018,0.25,0.25388488587168817,25.32,71.13,82.02,59.57,71.13,11.45,2.59,5.34,10.13,26.0,compute_or_conversion
12,normal_0_1,e2m29,32,stream_decode,1,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.51744,539519488.0,1042.6706246134818,4601.370805884739,136935872.0,264.64106369820655,259.38800247371677,0.25,0.2538107983969617,22.66,74.93,82.55,60.04,74.93,10.24,2.32,4.78,9.06,26.0,compute_or_conversion
13,normal_0_1,e3m28,32,stream_decode,1,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.528928,539351552.0,1019.706939318773,4601.565610644283,136935872.0,258.89321798051907,253.75425010587452,0.25,0.2538898265745604,22.16,74.45,82.36,59.76,74.45,10.18,2.3,4.75,8.99,26.0,compute_or_conversion
14,normal_0_1,fp32_e8m23,32,stream_decode,1,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.250528,539535872.0,2153.5950951590244,4602.682400425357,136935872.0,546.5890918380381,535.7394303231575,0.25,0.25380309096482095,46.79,24.56,96.87,25.38,24.34,2.47,4.9,10.09,19.13,20.0,instruction_throughput_or_overhead
15,normal_0_1,e11m20,32,stream_decode,1,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.24528,539329024.0,2198.8300065231574,4601.988293267386,136935872.0,558.2838878016961,547.2020874103066,0.25,0.25390043165932047,47.78,25.22,98.51,26.11,24.99,4.99,5.03,10.36,0.0,18.0,instruction_throughput_or_overhead
16,normal_0_1,fp64_e11m52,64,stream_decode,1,134217728,1,134217728,1,134217728,1073741824,1073741824,134217728,134217728,profiler_contaminated,stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0.299712,1076241152.0,3590.9177877428997,4600.791528177962,136935872.0,456.8915225282938,447.8223361093317,0.125,0.1272353057170592,78.05,20.46,96.67,19.17,20.46,2.08,4.12,8.48,0.0,18.0,memory_bandwidth
0,normal_0_1,e1m6,8,stream_decode,4,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.34915199999999996,136746752.0,391.6539272294016,4602.278815856658,138557888.0,396.84116946201084,384.41059481257446,1.0,1.0132444535136016,8.51,83.07,81.06,67.17,83.07,11.74,3.46,2.04,13.36,32.0,compute_or_conversion
1,normal_0_1,e2m5,8,stream_decode,4,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.389088,136910848.0,351.8763056172383,4599.690269506383,138557888.0,356.10938399539435,344.9546837733366,1.0,1.01203001824954,7.65,84.11,81.34,67.66,84.11,10.98,3.12,1.84,12.07,32.0,compute_or_conversion
2,normal_0_1,e3m4,8,stream_decode,4,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.389312,136692736.0,351.11359526549404,4601.7509209108,138557888.0,355.9044879171461,344.7562058194969,1.0,1.0136448508865898,7.63,83.9,81.41,67.47,83.9,10.95,3.12,1.84,12.03,32.0,compute_or_conversion
3,normal_0_1,fp8_e4m3,8,stream_decode,4,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.082976,137372672.0,1655.5711531045122,4603.924229990301,138557888.0,1669.854994215195,1617.5487851908986,1.0,1.008627742204796,35.96,60.05,91.64,49.41,31.89,9.68,15.55,9.24,60.05,30.0,compute_or_conversion
4,normal_0_1,fp8_e5m2,8,stream_decode,4,134217728,1,134217728,1,134217728,134217728,134217728,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.081152,136674048.0,1684.1735015772872,4604.0828364605995,138557888.0,1707.3872239747634,1653.9053627760254,1.0,1.0137834506811418,36.58,59.97,92.16,49.41,31.85,9.67,15.53,9.23,59.97,30.0,compute_or_conversion
5,normal_0_1,e1m14,16,stream_decode,4,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.344672,270917888.0,786.0165258564665,4601.970291899687,138557888.0,401.99925726487794,389.40711168879403,0.5,0.511438683591096,17.08,82.81,81.26,67.12,82.81,11.95,3.52,2.07,13.59,32.0,compute_or_conversion
6,normal_0_1,e2m13,16,stream_decode,4,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.38304,270891776.0,707.2153717627401,4601.271124025635,138557888.0,361.7321637426901,350.4013366750209,0.5,0.5114879825661448,15.37,83.78,81.49,67.52,83.78,11.53,3.17,1.87,12.24,32.0,compute_or_conversion
7,normal_0_1,e3m12,16,stream_decode,4,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.382368,270821376.0,708.2741652021089,4602.171313853859,138557888.0,362.3678968951376,351.0171562473847,0.5,0.5116209438356889,15.39,83.57,81.47,67.42,83.57,11.51,3.16,1.86,12.2,32.0,compute_or_conversion
8,normal_0_1,fp16_e5m10,16,stream_decode,4,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.09004799999999999,270980352.0,3009.2878464818764,4602.7651368642955,138557888.0,1538.7114427860697,1490.5131485429995,0.5,0.511320791257958,65.38,55.18,94.63,47.85,32.74,8.87,14.29,8.49,55.18,30.0,mixed_memory_compute
9,normal_0_1,bf16_e8m7,16,stream_decode,4,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.089152,270915328.0,3038.802584350323,4604.246339924732,138557888.0,1554.1758793969848,1505.4931801866474,0.5,0.5114435164037673,66.0,54.62,95.08,44.71,25.61,8.78,14.14,8.4,54.62,32.0,mixed_memory_compute
10,normal_0_1,e11m4,16,stream_decode,4,134217728,1,134217728,1,134217728,268435456,268435456,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.083936,270894592.0,3227.394586351506,4606.615167501436,138557888.0,1650.756385817766,1599.0484178421652,0.5,0.5114826655528066,70.06,41.19,95.1,45.79,27.61,14.99,15.25,9.06,0.0,28.0,memory_bandwidth
11,normal_0_1,e1m30,32,stream_decode,4,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.34793599999999997,539389184.0,1550.254023728502,4601.525745706447,138557888.0,398.228087924216,385.7540697139704,0.25,0.256879248064418,33.69,82.27,81.51,65.79,82.27,11.03,3.5,2.06,13.5,32.0,compute_or_conversion
12,normal_0_1,e2m29,32,stream_decode,4,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.41036799999999996,539364864.0,1314.344354335621,4602.046058598113,138557888.0,337.6430131004367,327.0667498440424,0.25,0.2568908307679456,28.56,85.23,65.23,65.82,85.23,9.48,3.01,1.77,11.61,34.0,compute_or_conversion
13,normal_0_1,e3m28,32,stream_decode,4,134217728,1,134217728,1,134217728,536870912,536870912,134217728,134217728,profiler_contaminated,stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0.406144,539335168.0,1327.9407500787897,4602.914211711575,138557888.0,341.1545855657107,330.46832650488494,0.25,0.25690497527504086,28.85,85.39,65.24,65.74,85.39,9.5,3.01,1.77,11.62,34.0,compute_or_conversion
