report,profile_sequence,distribution,format,storage_bits,component,lanes,n,m,operation_kernel_index,kernel_name,duration_ms,dram_read_bytes,dram_write_bytes,dram_total_bytes,measured_dram_gb_per_s,dram_percent_peak,sm_percent_peak,l1_hit_rate_percent,l2_hit_rate_percent,sp_flops_executed,dp_flops_executed,total_flops_executed,registers_per_thread,achieved_occupancy_percent,block_size,grid_size,shared_memory_bytes,issue_active_percent,pipe_alu_percent,pipe_fma_percent,pipe_fp64_percent,pipe_lsu_percent,pipe_xu_percent
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,dot,4,134217728,1,1,"storage_dot_finalize(const double *, unsigned long, double *)",0.006208,20736.0,0.0,20736.0,3.34020618556701,0.07,0.02,0.0,30.36,0.0,3399.0,3399.0,18.0,11.1,256.0,1.0,1152.0,4.7,0.02,0.0,0.01,0.02,0.0
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,dot,4,134217728,1,0,"void storage_dot_map_reduce<storage::e3m28, 4>(const storage::codec<T1>::storage_type *, const storage::codec<T1>::storage_type *, unsigned long, double *)",0.7915519999999999,1073768960.0,2406144.0,1076175104.0,1359.576002587322,29.54,85.85,0.0,0.81,0.0,272775616.0,272775616.0,40.0,65.55,256.0,2112.0,1152.0,64.63,85.85,9.45,1.53,1.64,11.81
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,dot,4,134217728,1,1,"storage_dot_finalize(const double *, unsigned long, double *)",0.006016,20736.0,0.0,20736.0,3.4468085106382977,0.08,0.03,0.0,39.65,0.0,3399.0,3399.0,18.0,12.43,256.0,1.0,1152.0,4.63,0.02,0.0,0.01,0.02,0.0
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,dot,4,134217728,1,0,"void storage_dot_map_reduce<storage::fp32_e8m23, 4>(const storage::codec<T1>::storage_type *, const storage::codec<T1>::storage_type *, unsigned long, double *)",0.25507199999999997,1073780480.0,3385088.0,1077165568.0,4222.986325429682,91.74,37.46,0.0,2.2,0.0,272775616.0,272775616.0,32.0,97.32,256.0,2112.0,1152.0,16.36,9.97,1.3,4.85,5.29,37.46
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,dot,4,134217728,1,1,"storage_dot_finalize(const double *, unsigned long, double *)",0.0060799999999999995,20736.0,0.0,20736.0,3.4105263157894736,0.07,0.03,0.0,48.55,0.0,3399.0,3399.0,18.0,11.46,256.0,1.0,1152.0,4.54,0.02,0.0,0.01,0.02,0.0
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,dot,4,134217728,1,0,"void storage_dot_map_reduce<storage::e11m20, 4>(const storage::codec<T1>::storage_type *, const storage::codec<T1>::storage_type *, unsigned long, double *)",0.252,1073772032.0,2433280.0,1076205312.0,4270.656,92.76,17.41,0.0,1.88,0.0,272775616.0,272775616.0,29.0,98.18,256.0,2112.0,1152.0,18.49,10.06,7.8,4.89,5.34,0.0
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,dot,4,134217728,1,1,"storage_dot_finalize(const double *, unsigned long, double *)",0.0060799999999999995,20736.0,0.0,20736.0,3.4105263157894736,0.07,0.03,0.0,45.21,0.0,3399.0,3399.0,18.0,12.29,256.0,1.0,1152.0,4.7,0.02,0.0,0.01,0.02,0.0
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,dot,4,134217728,1,0,"void storage_dot_map_reduce<storage::fp64_e11m52, 4>(const storage::codec<T1>::storage_type *, const storage::codec<T1>::storage_type *, unsigned long, double *)",0.504864,2147522048.0,2482944.0,2150004992.0,4258.582493503201,92.54,5.99,49.99,1.76,0.0,272775616.0,272775616.0,38.0,70.77,256.0,2112.0,1152.0,6.3,4.98,0.64,2.42,4.97,0.0
dot_x4/dot_x4_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,dot,4,134217728,1,1,"storage_dot_finalize(const double *, unsigned long, double *)",0.006016,20736.0,0.0,20736.0,3.4468085106382977,0.08,0.03,0.0,39.51,0.0,3399.0,3399.0,18.0,12.06,256.0,1.0,1152.0,4.7,0.02,0.0,0.01,0.02,0.0
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,0,normal_0_1,e1m6,8,gemv,1,65536,1024,0,"void storage_gemv<e1m6, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.425952,67188992.0,2456832.0,69645824.0,163.5062730072872,3.55,70.4,42.69,50.84,0.0,135535616.0,135535616.0,26.0,66.88,256.0,1024.0,1152.0,62.06,70.4,13.79,1.41,5.66,11.02
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,1,normal_0_1,e2m5,8,gemv,1,65536,1024,0,"void storage_gemv<e2m5, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.483392,67191040.0,2690304.0,69881344.0,144.56454388984508,3.14,68.86,42.28,51.18,0.0,135535616.0,135535616.0,22.0,69.54,256.0,1024.0,1152.0,60.6,68.86,13.28,1.23,4.95,9.65
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,2,normal_0_1,e3m4,8,gemv,1,65536,1024,0,"void storage_gemv<e3m4, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.484608,67187200.0,2387712.0,69574912.0,143.56946645536183,3.12,68.66,42.33,51.48,0.0,135535616.0,135535616.0,22.0,69.45,256.0,1024.0,1152.0,60.41,68.66,13.24,1.23,4.94,9.61
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,3,normal_0_1,fp8_e4m3,8,gemv,1,65536,1024,0,"void storage_gemv<fp8_e4m3, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.13142399999999999,67180800.0,2499072.0,69679872.0,530.1913805697588,11.52,50.35,43.54,35.04,0.0,135535616.0,135535616.0,21.0,93.8,256.0,1024.0,1152.0,53.78,41.12,18.11,4.62,18.55,36.14
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,4,normal_0_1,fp8_e5m2,8,gemv,1,65536,1024,0,"void storage_gemv<fp8_e5m2, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.131872,67180544.0,2454016.0,69634560.0,528.0465906333415,11.47,50.75,43.54,35.08,0.0,135535616.0,135535616.0,21.0,93.77,256.0,1024.0,1152.0,53.34,41.44,18.25,4.66,18.7,36.43
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,5,normal_0_1,e1m14,16,gemv,1,65536,1024,0,"void storage_gemv<e1m14, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.423712,134383104.0,2389248.0,136772352.0,322.79555924779095,7.01,70.33,33.64,30.6,0.0,135535616.0,135535616.0,26.0,67.14,256.0,1024.0,1152.0,61.44,70.33,13.78,1.41,5.65,11.01
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,6,normal_0_1,e2m13,16,gemv,1,65536,1024,0,"void storage_gemv<e2m13, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.4904,134405120.0,2414336.0,136819456.0,278.9956280587276,6.06,68.51,35.31,28.5,0.0,135535616.0,135535616.0,22.0,70.31,256.0,1024.0,1152.0,59.99,68.51,13.21,1.23,4.93,9.6
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,7,normal_0_1,e3m12,16,gemv,1,65536,1024,0,"void storage_gemv<e3m12, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.49295999999999995,134380544.0,2407168.0,136787712.0,277.48237585199604,6.03,68.22,35.56,28.76,0.0,135535616.0,135535616.0,22.0,70.35,256.0,1024.0,1152.0,59.84,68.22,13.16,1.22,4.91,9.55
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,8,normal_0_1,fp16_e5m10,16,gemv,1,65536,1024,0,"void storage_gemv<fp16_e5m10, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.132928,134358528.0,2460672.0,136819200.0,1029.2729898892633,22.36,46.48,43.55,20.24,0.0,135535616.0,135535616.0,23.0,95.28,256.0,1024.0,1152.0,48.88,32.53,18.36,4.69,18.84,36.7
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,9,normal_0_1,bf16_e8m7,16,gemv,1,65536,1024,0,"void storage_gemv<bf16_e8m7, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.132928,134359040.0,2443520.0,136802560.0,1029.1478093403946,22.35,45.87,43.55,20.18,0.0,135535616.0,135535616.0,23.0,95.29,256.0,1024.0,1152.0,49.31,32.1,18.12,4.63,18.59,36.22
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,10,normal_0_1,e11m4,16,gemv,1,65536,1024,0,"void storage_gemv<e11m4, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.128096,134359808.0,2462464.0,136822272.0,1068.1229078191354,23.2,47.78,43.55,19.66,0.0,135535616.0,135535616.0,23.0,93.18,256.0,1024.0,1152.0,50.87,33.43,23.59,4.82,19.36,0.0
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,11,normal_0_1,e1m30,32,gemv,1,65536,1024,0,"void storage_gemv<e1m30, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.446144,268984832.0,2467584.0,271452416.0,608.4412566346291,13.22,69.73,29.78,19.95,0.0,135535616.0,135535616.0,26.0,67.42,256.0,1024.0,1152.0,57.95,69.73,11.18,1.34,5.39,10.51
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,gemv,1,65536,1024,0,"void storage_gemv<e2m29, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.53936,269066496.0,2368512.0,271435008.0,503.2538712548205,10.94,68.47,32.73,15.11,0.0,135535616.0,135535616.0,22.0,68.28,256.0,1024.0,1152.0,57.23,68.47,11.41,1.11,4.46,8.68
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,gemv,1,65536,1024,0,"void storage_gemv<e3m28, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.542624,269040640.0,2434816.0,271475456.0,500.3012325293389,10.87,68.04,32.56,13.82,0.0,135535616.0,135535616.0,22.0,68.28,256.0,1024.0,1152.0,57.09,68.04,11.34,1.1,4.43,8.62
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,gemv,1,65536,1024,0,"void storage_gemv<fp32_e8m23, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.138176,268712960.0,2449664.0,271162624.0,1962.4437239462716,42.63,40.4,43.54,7.39,0.0,135535616.0,135535616.0,23.0,93.63,256.0,1024.0,1152.0,42.96,31.36,13.28,4.53,18.17,35.39
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,gemv,1,65536,1024,0,"void storage_gemv<e11m20, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.13312,268731648.0,2458112.0,271189760.0,2037.1826923076924,44.24,41.65,43.54,6.7,0.0,135535616.0,135535616.0,21.0,95.58,256.0,1024.0,1152.0,44.69,32.34,18.26,4.67,18.73,0.0
gemv_x1/gemv_x1_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,gemv,1,65536,1024,0,"void storage_gemv<fp64_e11m52, 1>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.157472,537433344.0,2454016.0,539887360.0,3428.465758992075,74.46,31.19,43.51,5.74,0.0,135535616.0,135535616.0,21.0,94.55,256.0,1024.0,1152.0,33.49,27.19,11.52,3.92,15.75,0.0
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,0,normal_0_1,e1m6,8,gemv,4,65536,1024,0,"void storage_gemv<e1m6, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.36275199999999996,67212544.0,2432768.0,69645312.0,191.99153140437542,4.17,78.99,43.54,6.98,0.0,136322048.0,136322048.0,39.0,54.7,256.0,1024.0,1152.0,65.78,78.99,12.28,1.66,1.78,12.86
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,1,normal_0_1,e2m5,8,gemv,4,65536,1024,0,"void storage_gemv<e2m5, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.402912,67192576.0,2671616.0,69864192.0,173.39814152966403,3.77,79.77,43.54,4.77,0.0,136322048.0,136322048.0,37.0,55.79,256.0,1024.0,1152.0,65.97,79.77,11.59,1.5,1.6,11.58
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,2,normal_0_1,e3m4,8,gemv,4,65536,1024,0,"void storage_gemv<e3m4, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.4072,67190272.0,2422784.0,69613056.0,170.95544204322198,3.72,79.34,43.54,5.21,0.0,136322048.0,136322048.0,37.0,55.86,256.0,1024.0,1152.0,65.77,79.34,11.53,1.49,1.59,11.5
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,3,normal_0_1,fp8_e4m3,8,gemv,4,65536,1024,0,"void storage_gemv<fp8_e4m3, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.07731199999999999,67187200.0,2455040.0,69642240.0,900.7947019867548,19.58,62.17,43.54,5.78,0.0,136322048.0,136322048.0,28.0,66.4,256.0,1024.0,1152.0,45.62,28.17,12.69,8.04,8.66,62.17
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,4,normal_0_1,fp8_e5m2,8,gemv,4,65536,1024,0,"void storage_gemv<fp8_e5m2, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.078592,67186176.0,2635264.0,69821440.0,888.4039087947882,19.3,61.44,43.54,5.84,0.0,136322048.0,136322048.0,28.0,66.06,256.0,1024.0,1152.0,45.12,27.84,12.54,7.95,8.56,61.44
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,5,normal_0_1,e1m14,16,gemv,4,65536,1024,0,"void storage_gemv<e1m14, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.358624,134372864.0,2418176.0,136791040.0,381.43303292584983,8.29,78.47,43.25,7.23,0.0,136322048.0,136322048.0,40.0,54.72,256.0,1024.0,1152.0,65.07,78.47,12.25,1.69,1.8,13.04
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,6,normal_0_1,e2m13,16,gemv,4,65536,1024,0,"void storage_gemv<e2m13, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.39689599999999997,134396160.0,2457600.0,136853760.0,344.81012658227843,7.49,79.61,43.33,4.79,0.0,136322048.0,136322048.0,37.0,55.87,256.0,1024.0,1152.0,65.6,79.61,11.6,1.52,1.63,11.77
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,7,normal_0_1,e3m12,16,gemv,4,65536,1024,0,"void storage_gemv<e3m12, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.396704,134398464.0,2686976.0,137085440.0,345.5610228281036,7.51,79.54,43.27,5.04,0.0,136322048.0,136322048.0,37.0,55.99,256.0,1024.0,1152.0,65.42,79.54,11.59,1.52,1.63,11.75
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,8,normal_0_1,fp16_e5m10,16,gemv,4,65536,1024,0,"void storage_gemv<fp16_e5m10, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.0808,134428672.0,2435584.0,136864256.0,1693.8645544554456,36.81,61.3,41.27,7.36,0.0,136322048.0,136322048.0,31.0,66.81,256.0,1024.0,1152.0,46.72,31.6,12.54,7.93,8.62,61.3
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,9,normal_0_1,bf16_e8m7,16,gemv,4,65536,1024,0,"void storage_gemv<bf16_e8m7, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.08169599999999999,134430720.0,2460672.0,136891392.0,1675.6192714453584,36.42,60.49,41.64,8.28,0.0,136322048.0,136322048.0,30.0,67.31,256.0,1024.0,1152.0,42.32,23.66,12.38,7.82,8.51,60.49
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,10,normal_0_1,e11m4,16,gemv,4,65536,1024,0,"void storage_gemv<e11m4, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.058176,134366976.0,2675200.0,137042176.0,2355.6479647964793,51.19,54.98,43.52,5.79,0.0,136322048.0,136322048.0,30.0,78.49,256.0,1024.0,1152.0,59.34,32.62,27.49,10.79,11.73,0.0
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,11,normal_0_1,e1m30,32,gemv,4,65536,1024,0,"void storage_gemv<e1m30, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.35654399999999997,269016576.0,2429184.0,271445760.0,761.324717285945,16.54,79.23,22.3,24.38,0.0,136322048.0,136322048.0,40.0,54.83,256.0,1024.0,1152.0,64.99,79.23,11.54,1.7,1.82,13.17
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,gemv,4,65536,1024,0,"void storage_gemv<e2m29, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.4224,269043712.0,2457088.0,271500800.0,642.7575757575756,13.97,80.27,27.2,19.71,0.0,136322048.0,136322048.0,37.0,55.88,256.0,1024.0,1152.0,63.04,80.27,9.51,1.43,1.53,11.05
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,gemv,4,65536,1024,0,"void storage_gemv<e3m28, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.42470399999999997,269027328.0,2709760.0,271737088.0,639.8270042194092,13.9,80.05,27.32,19.44,0.0,136322048.0,136322048.0,37.0,55.98,256.0,1024.0,1152.0,62.89,80.05,9.48,1.43,1.52,11.01
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,gemv,4,65536,1024,0,"void storage_gemv<fp32_e8m23, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.07792,268724480.0,2423552.0,271148032.0,3479.8258726899385,75.58,64.86,43.52,5.31,0.0,136322048.0,136322048.0,32.0,92.13,256.0,1024.0,1152.0,32.79,17.29,5.16,8.39,9.13,64.86
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,gemv,4,65536,1024,0,"void storage_gemv<e11m20, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.07184,268715264.0,2446848.0,271162112.0,3774.528285077951,81.87,36.76,43.54,4.63,0.0,136322048.0,136322048.0,28.0,93.53,256.0,1024.0,1152.0,39.15,18.36,18.38,8.91,9.69,0.0
gemv_x4/gemv_x4_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,gemv,4,65536,1024,0,"void storage_gemv<fp64_e11m52, 4>(const codec<T1>::storage_type *, const codec<T1>::storage_type *, unsigned long, unsigned long, unsigned long, double *)",0.133024,537454848.0,2706432.0,540161280.0,4060.630262208323,88.18,13.36,71.62,6.61,0.0,136322048.0,136322048.0,32.0,97.61,256.0,1024.0,1152.0,14.38,9.74,2.91,4.73,9.69,0.0
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,0,normal_0_1,e1m6,8,register_decode,1,1048576,1,0,"void register_decode<e1m6, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.022368,140288.0,106496.0,246784.0,11.032904148783977,0.24,62.26,0.0,84.39,0.0,8650752.0,8650752.0,19.0,37.8,256.0,528.0,1024.0,67.17,62.26,12.13,3.41,0.32,13.65
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,1,normal_0_1,e2m5,8,register_decode,1,1048576,1,0,"void register_decode<e2m5, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.025727999999999997,140544.0,0.0,140544.0,5.462686567164178,0.12,59.96,0.0,88.32,0.0,8650752.0,8650752.0,20.0,38.38,256.0,528.0,1024.0,68.82,59.96,13.49,2.96,0.28,11.84
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,2,normal_0_1,e3m4,8,register_decode,1,1048576,1,0,"void register_decode<e3m4, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.025696,140288.0,0.0,140288.0,5.459526774595267,0.12,59.74,0.0,90.04,0.0,8650752.0,8650752.0,20.0,37.59,256.0,528.0,1024.0,67.97,59.74,13.44,2.95,0.28,11.79
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,3,normal_0_1,fp8_e4m3,8,register_decode,1,1048576,1,0,"void register_decode<fp8_e4m3, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.004863999999999999,139520.0,0.0,139520.0,28.684210526315788,0.63,36.26,0.0,88.04,0.0,8650752.0,8650752.0,18.0,47.48,256.0,528.0,1024.0,58.58,18.86,0.74,15.88,1.49,0.99
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,4,normal_0_1,fp8_e5m2,8,register_decode,1,1048576,1,0,"void register_decode<fp8_e5m2, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.005024,139520.0,0.0,139520.0,27.770700636942674,0.61,34.86,0.0,91.34,0.0,8650752.0,8650752.0,18.0,52.14,256.0,528.0,1024.0,60.26,18.12,0.72,15.26,1.43,0.95
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,5,normal_0_1,e1m14,16,register_decode,1,1048576,1,0,"void register_decode<e1m14, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.021696,275456.0,0.0,275456.0,12.696165191740414,0.28,64.21,0.0,80.63,0.0,8650752.0,8650752.0,19.0,36.6,256.0,528.0,1024.0,67.67,64.21,12.51,3.52,0.33,14.07
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,6,normal_0_1,e2m13,16,register_decode,1,1048576,1,0,"void register_decode<e2m13, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.024096,275712.0,0.0,275712.0,11.44223107569721,0.25,64.13,0.0,78.47,0.0,8650752.0,8650752.0,20.0,38.57,256.0,528.0,1024.0,69.03,64.13,14.42,3.17,0.3,12.67
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,7,normal_0_1,e3m12,16,register_decode,1,1048576,1,0,"void register_decode<e3m12, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.02528,275712.0,0.0,275712.0,10.90632911392405,0.24,60.9,0.0,82.49,0.0,8650752.0,8650752.0,20.0,38.35,256.0,528.0,1024.0,68.77,60.9,13.7,3.01,0.28,12.02
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,8,normal_0_1,fp16_e5m10,16,register_decode,1,1048576,1,0,"void register_decode<fp16_e5m10, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.004863999999999999,274688.0,0.0,274688.0,56.473684210526315,1.24,35.62,0.0,78.75,0.0,8650752.0,8650752.0,18.0,45.34,256.0,528.0,1024.0,56.2,18.34,0.73,15.65,1.47,0.98
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,9,normal_0_1,bf16_e8m7,16,register_decode,1,1048576,1,0,"void register_decode<bf16_e8m7, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.004992,274944.0,0.0,274944.0,55.07692307692307,1.21,35.4,0.0,79.33,0.0,8650752.0,8650752.0,18.0,46.12,256.0,528.0,1024.0,55.08,18.48,0.61,15.56,1.46,0.97
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,10,normal_0_1,e11m4,16,register_decode,1,1048576,1,0,"void register_decode<e11m4, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.005024,274944.0,0.0,274944.0,54.72611464968153,1.21,35.56,0.0,79.61,0.0,8650752.0,8650752.0,18.0,46.15,256.0,528.0,1024.0,58.59,18.55,0.73,15.62,1.46,0.0
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,11,normal_0_1,e1m30,32,register_decode,1,1048576,1,0,"void register_decode<e1m30, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.021664,545792.0,0.0,545792.0,25.193500738552437,0.55,64.55,0.0,69.09,0.0,8650752.0,8650752.0,19.0,38.7,256.0,528.0,1024.0,69.73,64.55,14.31,3.54,0.33,14.15
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,register_decode,1,1048576,1,0,"void register_decode<e2m29, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.026272,546048.0,0.0,546048.0,20.784409257003656,0.45,67.5,0.0,68.58,0.0,8650752.0,8650752.0,20.0,37.54,256.0,528.0,1024.0,67.67,67.5,13.2,2.9,0.27,11.61
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,register_decode,1,1048576,1,0,"void register_decode<e3m28, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.0264,546048.0,0.0,546048.0,20.683636363636364,0.45,67.02,0.0,67.92,0.0,8650752.0,8650752.0,20.0,37.01,256.0,528.0,1024.0,67.5,67.02,13.11,2.88,0.27,11.52
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,register_decode,1,1048576,1,0,"void register_decode<fp32_e8m23, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.005344,545280.0,0.0,545280.0,102.03592814371257,2.24,32.69,0.0,67.69,0.0,8650752.0,8650752.0,18.0,46.26,256.0,528.0,1024.0,56.8,16.89,0.56,14.41,1.35,0.9
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,register_decode,1,1048576,1,0,"void register_decode<e11m20, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.005056,545280.0,0.0,545280.0,107.84810126582276,2.37,34.51,0.0,68.06,0.0,8650752.0,8650752.0,18.0,43.76,256.0,528.0,1024.0,55.87,17.79,0.59,15.18,1.42,0.0
