report,profile_sequence,distribution,format,storage_bits,component,lanes,n,m,operation_kernel_index,kernel_name,duration_ms,dram_read_bytes,dram_write_bytes,dram_total_bytes,measured_dram_gb_per_s,dram_percent_peak,sm_percent_peak,l1_hit_rate_percent,l2_hit_rate_percent,sp_flops_executed,dp_flops_executed,total_flops_executed,registers_per_thread,achieved_occupancy_percent,block_size,grid_size,shared_memory_bytes,issue_active_percent,pipe_alu_percent,pipe_fma_percent,pipe_fp64_percent,pipe_lsu_percent,pipe_xu_percent
register_decode_x1/register_decode_x1_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,register_decode,1,1048576,1,0,"void register_decode<fp64_e11m52, 1>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.005312,1085952.0,0.0,1085952.0,204.43373493975903,4.52,33.15,0.0,52.57,0.0,8650752.0,8650752.0,18.0,46.3,256.0,528.0,1024.0,55.86,17.19,0.57,14.67,1.37,0.0
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,0,normal_0_1,e1m6,8,register_decode,4,1048576,1,0,"void register_decode<e1m6, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.084128,547584.0,0.0,547584.0,6.508938759984785,0.14,75.48,0.0,69.72,0.0,35008512.0,35008512.0,32.0,36.17,256.0,528.0,1024.0,66.52,75.48,10.9,3.66,0.08,14.47
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,1,normal_0_1,e2m5,8,register_decode,4,1048576,1,0,"void register_decode<e2m5, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.09977599999999999,548096.0,0.0,548096.0,5.49326491340603,0.12,73.37,0.0,69.01,0.0,35008512.0,35008512.0,32.0,36.94,256.0,528.0,1024.0,64.84,73.37,11.07,3.08,0.07,12.17
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,2,normal_0_1,e3m4,8,register_decode,4,1048576,1,0,"void register_decode<e3m4, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.10259199999999999,548096.0,0.0,548096.0,5.34248284466625,0.12,70.79,0.0,69.63,0.0,35008512.0,35008512.0,32.0,36.72,256.0,528.0,1024.0,64.12,70.79,10.68,2.97,0.07,11.73
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,3,normal_0_1,fp8_e4m3,8,register_decode,4,1048576,1,0,"void register_decode<fp8_e4m3, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.007104,545792.0,0.0,545792.0,76.82882882882883,1.68,44.48,0.0,67.77,0.0,35008512.0,35008512.0,23.0,38.24,256.0,528.0,1024.0,61.84,15.46,0.94,44.48,1.03,2.75
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,4,normal_0_1,fp8_e5m2,8,register_decode,4,1048576,1,0,"void register_decode<fp8_e5m2, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.007168,545792.0,0.0,545792.0,76.14285714285714,1.66,44.49,0.0,67.21,0.0,35008512.0,35008512.0,23.0,38.69,256.0,528.0,1024.0,61.53,15.46,0.94,44.49,1.03,2.75
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,5,normal_0_1,e1m14,16,register_decode,4,1048576,1,0,"void register_decode<e1m14, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.081088,1088256.0,0.0,1088256.0,13.420678768745066,0.29,77.61,0.0,54.41,0.0,35008512.0,35008512.0,32.0,36.31,256.0,528.0,1024.0,66.82,77.61,11.21,3.76,0.09,14.89
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,6,normal_0_1,e2m13,16,register_decode,4,1048576,1,0,"void register_decode<e2m13, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.096064,1088768.0,0.0,1088768.0,11.333777481678881,0.25,75.72,0.0,55.17,0.0,35008512.0,35008512.0,32.0,36.97,256.0,528.0,1024.0,64.96,75.72,11.42,3.18,0.07,12.56
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,7,normal_0_1,e3m12,16,register_decode,4,1048576,1,0,"void register_decode<e3m12, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.096928,1088768.0,0.0,1088768.0,11.23275008253549,0.24,74.71,0.0,54.81,0.0,35008512.0,35008512.0,32.0,37.09,256.0,528.0,1024.0,64.65,74.71,11.27,3.14,0.07,12.39
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,8,normal_0_1,fp16_e5m10,16,register_decode,4,1048576,1,0,"void register_decode<fp16_e5m10, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.0073279999999999994,1086464.0,0.0,1086464.0,148.26200873362444,3.25,43.87,0.0,53.85,0.0,35008512.0,35008512.0,23.0,39.33,256.0,528.0,1024.0,61.3,15.07,0.93,43.87,1.02,2.71
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,9,normal_0_1,bf16_e8m7,16,register_decode,4,1048576,1,0,"void register_decode<bf16_e8m7, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.0072959999999999995,1086464.0,0.0,1086464.0,148.91228070175438,3.26,43.49,0.0,53.16,0.0,35008512.0,35008512.0,23.0,37.76,256.0,528.0,1024.0,62.06,14.78,0.84,43.49,1.01,2.69
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,10,normal_0_1,e11m4,16,register_decode,4,1048576,1,0,"void register_decode<e11m4, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.007104,1086208.0,0.0,1086208.0,152.90090090090092,3.34,44.68,0.0,53.16,0.0,35008512.0,35008512.0,25.0,41.18,256.0,528.0,1024.0,61.37,14.26,1.03,44.51,1.03,0.0
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,11,normal_0_1,e1m30,32,register_decode,4,1048576,1,0,"void register_decode<e1m30, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.08566399999999999,2169600.0,0.0,2169600.0,25.326858423608513,0.55,77.61,0.0,38.97,0.0,35008512.0,35008512.0,32.0,35.9,256.0,528.0,1024.0,64.03,77.61,9.36,3.6,0.08,14.21
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,register_decode,4,1048576,1,0,"void register_decode<e2m29, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.1016,2170112.0,0.0,2170112.0,21.35937007874016,0.46,78.86,0.0,39.19,0.0,35008512.0,35008512.0,32.0,36.62,256.0,528.0,1024.0,63.82,78.86,9.67,3.0,0.07,11.86
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,register_decode,4,1048576,1,0,"void register_decode<e3m28, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.10259199999999999,2170112.0,0.0,2170112.0,21.152838427947597,0.46,78.6,0.0,39.19,0.0,35008512.0,35008512.0,32.0,36.83,256.0,528.0,1024.0,63.5,78.6,9.64,2.99,0.07,11.82
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,register_decode,4,1048576,1,0,"void register_decode<fp32_e8m23, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.007424,2167552.0,0.0,2167552.0,291.96551724137925,6.35,43.39,0.0,37.59,0.0,35008512.0,35008512.0,30.0,39.94,256.0,528.0,1024.0,60.64,13.57,0.42,43.39,1.01,2.68
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,register_decode,4,1048576,1,0,"void register_decode<e11m20, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.007264,2167552.0,0.0,2167552.0,298.3964757709251,6.49,43.91,0.0,38.06,0.0,35008512.0,35008512.0,23.0,39.34,256.0,528.0,1024.0,60.56,13.68,0.84,43.74,1.01,0.0
register_decode_x4/register_decode_x4_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,register_decode,4,1048576,1,0,"void register_decode<fp64_e11m52, 4>(const codec<T1>::storage_type *, unsigned long, int, double *)",0.008256,4330240.0,0.0,4330240.0,524.4961240310078,11.46,39.12,44.44,25.02,0.0,35008512.0,35008512.0,25.0,36.85,256.0,528.0,1024.0,54.24,12.23,0.38,39.12,1.21,0.0
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,0,normal_0_1,e1m6,8,stream_decode,1,134217728,1,0,"void stream_load_decode<e1m6, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.44179199999999996,134224384.0,2511872.0,136736256.0,309.50369404606687,6.73,72.19,0.0,45.38,0.0,136935872.0,136935872.0,26.0,81.6,256.0,2112.0,1152.0,63.06,72.19,13.39,2.73,5.62,10.66
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,1,normal_0_1,e2m5,8,stream_decode,1,134217728,1,0,"void stream_load_decode<e2m5, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.477056,134225408.0,2464768.0,136690176.0,286.5285752616045,6.23,74.06,0.0,45.63,0.0,136935872.0,136935872.0,26.0,82.31,256.0,2112.0,1152.0,64.63,74.06,13.59,2.52,5.19,9.84
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,2,normal_0_1,e3m4,8,stream_decode,1,134217728,1,0,"void stream_load_decode<e3m4, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.47580799999999995,134224640.0,2435840.0,136660480.0,287.21770125765016,6.24,73.68,0.0,45.81,0.0,136935872.0,136935872.0,26.0,82.11,256.0,2112.0,1152.0,64.28,73.68,13.53,2.51,5.17,9.78
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,3,normal_0_1,fp8_e4m3,8,stream_decode,1,134217728,1,0,"void stream_load_decode<fp8_e4m3, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.233312,134223360.0,2395904.0,136619264.0,585.564668769716,12.72,30.89,0.0,11.58,0.0,136935872.0,136935872.0,20.0,99.19,256.0,2112.0,1152.0,32.29,30.64,5.13,5.15,10.62,20.14
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,4,normal_0_1,fp8_e5m2,8,stream_decode,1,134217728,1,0,"void stream_load_decode<fp8_e5m2, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.23279999999999998,134223360.0,2514176.0,136737536.0,587.3605498281786,12.76,30.89,0.0,11.2,0.0,136935872.0,136935872.0,20.0,98.87,256.0,2112.0,1152.0,32.37,30.64,5.13,5.15,10.62,20.14
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,5,normal_0_1,e1m14,16,stream_decode,1,134217728,1,0,"void stream_load_decode<e1m14, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.439616,268448512.0,2462976.0,270911488.0,616.2457417382443,13.39,71.95,0.0,17.64,0.0,136935872.0,136935872.0,26.0,81.87,256.0,2112.0,1152.0,62.04,71.95,13.34,2.72,5.6,10.62
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,6,normal_0_1,e2m13,16,stream_decode,1,134217728,1,0,"void stream_load_decode<e2m13, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.480736,268443904.0,2437120.0,270881024.0,563.4714770684949,12.24,73.79,0.0,17.1,0.0,136935872.0,136935872.0,26.0,82.48,256.0,2112.0,1152.0,63.81,73.79,13.54,2.51,5.17,9.81
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,7,normal_0_1,e3m12,16,stream_decode,1,134217728,1,0,"void stream_load_decode<e3m12, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.478784,268442112.0,2466048.0,270908160.0,565.8254244085015,12.29,73.48,0.0,17.4,0.0,136935872.0,136935872.0,26.0,82.53,256.0,2112.0,1152.0,63.65,73.48,13.49,2.5,5.15,9.76
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,8,normal_0_1,fp16_e5m10,16,stream_decode,1,134217728,1,0,"void stream_load_decode<fp16_e5m10, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.2384,268445952.0,2438400.0,270884352.0,1136.259865771812,24.69,28.08,0.0,7.65,0.0,136935872.0,136935872.0,20.0,98.64,256.0,2112.0,1152.0,29.25,25.35,5.07,5.1,10.51,19.93
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,9,normal_0_1,bf16_e8m7,16,stream_decode,1,134217728,1,0,"void stream_load_decode<bf16_e8m7, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.23782399999999998,268446720.0,2435840.0,270882560.0,1139.004305705059,24.75,28.03,0.0,7.63,0.0,136935872.0,136935872.0,20.0,98.77,256.0,2112.0,1152.0,29.47,25.31,5.06,5.09,10.49,19.9
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,10,normal_0_1,e11m4,16,stream_decode,1,134217728,1,0,"void stream_load_decode<e11m4, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.23094399999999998,268446720.0,2464000.0,270910720.0,1173.058057364556,25.49,28.78,0.0,6.91,0.0,136935872.0,136935872.0,20.0,97.98,256.0,2112.0,1152.0,30.16,25.99,7.75,5.23,10.77,0.0
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,11,normal_0_1,e1m30,32,stream_decode,1,134217728,1,0,"void stream_load_decode<e1m30, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.462912,536886016.0,2476032.0,539362048.0,1165.1502834231992,25.32,71.13,0.0,1.22,0.0,136935872.0,136935872.0,26.0,82.02,256.0,2112.0,1152.0,59.57,71.13,11.45,2.59,5.34,10.13
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,stream_decode,1,134217728,1,0,"void stream_load_decode<e2m29, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.51744,536896256.0,2623232.0,539519488.0,1042.6706246134818,22.66,74.93,0.0,1.36,0.0,136935872.0,136935872.0,26.0,82.55,256.0,2112.0,1152.0,60.04,74.93,10.24,2.32,4.78,9.06
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,stream_decode,1,134217728,1,0,"void stream_load_decode<e3m28, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.528928,536884992.0,2466560.0,539351552.0,1019.706939318773,22.16,74.45,0.0,1.22,0.0,136935872.0,136935872.0,26.0,82.36,256.0,2112.0,1152.0,59.76,74.45,10.18,2.3,4.75,8.99
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,stream_decode,1,134217728,1,0,"void stream_load_decode<fp32_e8m23, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.250528,536888064.0,2647808.0,539535872.0,2153.595095159024,46.79,24.56,0.0,1.07,0.0,136935872.0,136935872.0,20.0,96.87,256.0,2112.0,1152.0,25.38,24.34,2.47,4.9,10.09,19.13
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,stream_decode,1,134217728,1,0,"void stream_load_decode<e11m20, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.24528,536889600.0,2439424.0,539329024.0,2198.8300065231574,47.78,25.22,0.0,1.13,0.0,136935872.0,136935872.0,18.0,98.51,256.0,2112.0,1152.0,26.11,24.99,4.99,5.03,10.36,0.0
stream_decode_x1/stream_decode_x1_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,stream_decode,1,134217728,1,0,"void stream_load_decode<fp64_e11m52, 1>(const codec<T1>::storage_type *, unsigned long, double *)",0.299712,1073765120.0,2476032.0,1076241152.0,3590.9177877428997,78.05,20.46,0.0,0.85,0.0,136935872.0,136935872.0,18.0,96.67,256.0,2112.0,1152.0,19.17,20.46,2.08,4.12,8.48,0.0
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,0,normal_0_1,e1m6,8,stream_decode,4,134217728,1,0,"void stream_load_decode<e1m6, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.34915199999999996,134229248.0,2517504.0,136746752.0,391.65392722940146,8.51,83.07,0.0,1.71,0.0,138557888.0,138557888.0,32.0,81.06,256.0,2112.0,1152.0,67.17,83.07,11.74,3.46,2.04,13.36
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,1,normal_0_1,e2m5,8,stream_decode,4,134217728,1,0,"void stream_load_decode<e2m5, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.389088,134227712.0,2683136.0,136910848.0,351.8763056172383,7.65,84.11,0.0,2.09,0.0,138557888.0,138557888.0,32.0,81.34,256.0,2112.0,1152.0,67.66,84.11,10.98,3.12,1.84,12.07
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,2,normal_0_1,e3m4,8,stream_decode,4,134217728,1,0,"void stream_load_decode<e3m4, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.389312,134227968.0,2464768.0,136692736.0,351.11359526549404,7.63,83.9,0.0,1.71,0.0,138557888.0,138557888.0,32.0,81.41,256.0,2112.0,1152.0,67.47,83.9,10.95,3.12,1.84,12.03
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,3,normal_0_1,fp8_e4m3,8,stream_decode,4,134217728,1,0,"void stream_load_decode<fp8_e4m3, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.082976,134233344.0,3139328.0,137372672.0,1655.5711531045122,35.96,60.05,0.0,2.14,0.0,138557888.0,138557888.0,30.0,91.64,256.0,2112.0,1152.0,49.41,31.89,9.68,15.55,9.24,60.05
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,4,normal_0_1,fp8_e5m2,8,stream_decode,4,134217728,1,0,"void stream_load_decode<fp8_e5m2, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.081152,134232320.0,2441728.0,136674048.0,1684.173501577287,36.58,59.97,0.0,1.7,0.0,138557888.0,138557888.0,30.0,92.16,256.0,2112.0,1152.0,49.41,31.85,9.67,15.53,9.23,59.97
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,5,normal_0_1,e1m14,16,stream_decode,4,134217728,1,0,"void stream_load_decode<e1m14, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.344672,268446208.0,2471680.0,270917888.0,786.0165258564664,17.08,82.81,0.0,1.81,0.0,138557888.0,138557888.0,32.0,81.26,256.0,2112.0,1152.0,67.12,82.81,11.95,3.52,2.07,13.59
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,6,normal_0_1,e2m13,16,stream_decode,4,134217728,1,0,"void stream_load_decode<e2m13, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.38304,268454144.0,2437632.0,270891776.0,707.2153717627401,15.37,83.78,0.0,1.7,0.0,138557888.0,138557888.0,32.0,81.49,256.0,2112.0,1152.0,67.52,83.78,11.53,3.17,1.87,12.24
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,7,normal_0_1,e3m12,16,stream_decode,4,134217728,1,0,"void stream_load_decode<e3m12, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.382368,268446464.0,2374912.0,270821376.0,708.2741652021089,15.39,83.57,0.0,1.77,0.0,138557888.0,138557888.0,32.0,81.47,256.0,2112.0,1152.0,67.42,83.57,11.51,3.16,1.86,12.2
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,8,normal_0_1,fp16_e5m10,16,stream_decode,4,134217728,1,0,"void stream_load_decode<fp16_e5m10, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.09004799999999999,268457984.0,2522368.0,270980352.0,3009.2878464818764,65.38,55.18,0.0,1.71,0.0,138557888.0,138557888.0,30.0,94.63,256.0,2112.0,1152.0,47.85,32.74,8.87,14.29,8.49,55.18
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,9,normal_0_1,bf16_e8m7,16,stream_decode,4,134217728,1,0,"void stream_load_decode<bf16_e8m7, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.089152,268453632.0,2461696.0,270915328.0,3038.802584350323,66.0,54.62,0.0,1.69,0.0,138557888.0,138557888.0,32.0,95.08,256.0,2112.0,1152.0,44.71,25.61,8.78,14.14,8.4,54.62
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,10,normal_0_1,e11m4,16,stream_decode,4,134217728,1,0,"void stream_load_decode<e11m4, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.083936,268456960.0,2437632.0,270894592.0,3227.394586351506,70.06,41.19,0.0,1.76,0.0,138557888.0,138557888.0,28.0,95.1,256.0,2112.0,1152.0,45.79,27.61,14.99,15.25,9.06,0.0
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,11,normal_0_1,e1m30,32,stream_decode,4,134217728,1,0,"void stream_load_decode<e1m30, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.34793599999999997,536937472.0,2451712.0,539389184.0,1550.2540237285018,33.69,82.27,0.0,1.3,0.0,138557888.0,138557888.0,32.0,81.51,256.0,2112.0,1152.0,65.79,82.27,11.03,3.5,2.06,13.5
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,12,normal_0_1,e2m29,32,stream_decode,4,134217728,1,0,"void stream_load_decode<e2m29, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.41036799999999996,536887040.0,2477824.0,539364864.0,1314.3443543356207,28.56,85.23,0.0,1.21,0.0,138557888.0,138557888.0,34.0,65.23,256.0,2112.0,1152.0,65.82,85.23,9.48,3.01,1.77,11.61
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,13,normal_0_1,e3m28,32,stream_decode,4,134217728,1,0,"void stream_load_decode<e3m28, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.406144,536891904.0,2443264.0,539335168.0,1327.9407500787895,28.85,85.39,0.0,1.23,0.0,138557888.0,138557888.0,34.0,65.24,256.0,2112.0,1152.0,65.74,85.39,9.5,3.01,1.77,11.62
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,14,normal_0_1,fp32_e8m23,32,stream_decode,4,134217728,1,0,"void stream_load_decode<fp32_e8m23, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.132064,536902656.0,2469376.0,539372032.0,4084.1715531863333,88.68,36.84,0.0,1.35,0.0,138557888.0,138557888.0,32.0,97.74,256.0,2112.0,1152.0,21.02,12.69,1.32,9.54,5.67,36.84
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,15,normal_0_1,e11m20,32,stream_decode,4,134217728,1,0,"void stream_load_decode<e11m20, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.132192,536894720.0,2468352.0,539363072.0,4080.149116436698,88.6,21.11,0.0,1.31,0.0,138557888.0,138557888.0,26.0,97.27,256.0,2112.0,1152.0,22.42,12.67,7.06,9.52,5.66,0.0
stream_decode_x4/stream_decode_x4_20260808T131626Z_ncu_raw.csv,16,normal_0_1,fp64_e11m52,64,stream_decode,4,134217728,1,0,"void stream_load_decode<fp64_e11m52, 4>(const codec<T1>::storage_type *, unsigned long, double *)",0.25728,1073769984.0,3485440.0,1077255424.0,4187.093532338308,90.95,8.34,50.0,1.79,0.0,138557888.0,138557888.0,32.0,98.77,256.0,2112.0,1152.0,8.89,6.39,0.66,4.81,5.17,0.0
