gpu,compute_capability,distribution,format,storage_bits,component,lanes,n,m,leading_dimension,blocks,threads,decode_repeats,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,decoded_values,unique_storage_bytes,requested_storage_bytes,useful_flops,modeled_flops,arithmetic_intensity_unique,arithmetic_intensity_requested,decoded_gvalues_per_s,unique_storage_gb_per_s,requested_storage_gb_per_s,useful_gflop_per_s,theoretical_hbm_gb_per_s,modeled_fp64_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,2,4096,1,4096,8,256,0,10,2,0,2,3691,8.0997762680053711,0.0021944666128435033,0,8192,8192,0,0,0,0,0,3.7330255799085177,3.7330255799085177,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,1,4096,1,4096,16,256,0,10,2,1,0,3473,7.6858558654785156,0.0022130307703652507,0,8192,8192,0,0,0,0,0,3.701710843653542,3.701710843653542,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,2,4096,1,4096,8,256,0,10,2,1,1,3691,8.0970563888549805,0.0021937297179233217,0,8192,8192,0,0,0,0,0,3.7342795391197496,3.7342795391197496,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,4,4096,1,4096,4,256,0,10,2,1,2,3721,8.1578235626220703,0.0021923739754426417,0,8192,8192,0,0,0,0,0,3.7365887808196727,3.7365887808196727,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,2,4096,1,4096,8,256,0,10,2,2,0,3691,8.098912239074707,0.0021942325221009774,0,8192,8192,0,0,0,0,0,3.7334238361193188,3.7334238361193188,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,4,4096,1,4096,4,256,0,10,2,2,1,3721,8.1578884124755859,0.002192391403513998,0,8192,8192,0,0,0,0,0,3.7365590773936344,3.7365590773936344,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,1,4096,1,4096,16,256,0,10,2,2,2,3473,7.6932158470153809,0.0022151499703470718,0,8192,8192,0,0,0,0,0,3.6981694736977424,3.6981694736977424,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,4,4096,1,4096,4,256,0,10,2,3,0,3721,8.1582717895507812,0.0021924944341711319,0,8192,8192,0,0,0,0,0,3.7363834873756332,3.7363834873756332,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,1,4096,1,4096,16,256,0,10,2,3,1,3473,7.6552000045776367,0.002204203859653797,0,8192,8192,0,0,0,0,0,3.7165346408959996,3.7165346408959996,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,2,4096,1,4096,8,256,0,10,2,3,2,3691,8.0967035293579102,0.0021936341179512086,0,8192,8192,0,0,0,0,0,3.7344422814006433,3.7344422814006433,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,1,4096,1,4096,16,256,0,10,2,4,0,3473,7.6603841781616211,0.0022056965672794765,0,8192,8192,0,0,0,0,0,3.7140194719095367,3.7140194719095367,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,2,4096,1,4096,8,256,0,10,2,4,1,3691,8.1002883911132812,0.0021946053619922193,0,8192,8192,0,0,0,0,0,3.7327895674890104,3.7327895674890104,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_load,4,4096,1,4096,4,256,0,10,2,4,2,3721,8.1579837799072266,0.0021924170330306979,0,8192,8192,0,0,0,0,0,3.736515396742631,3.736515396742631,0,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,0,0,0,3691,8.4212160110473633,0.0022815540533859019,4096,8192,8192,4096,4096,0.5,0.5,1.7952675694539868,3.5905351389079736,3.5905351389079736,1.7952675694539868,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,0,0,1,3781,8.6344642639160156,0.0022836456662036538,4096,8192,8192,4096,4096,0.5,0.5,1.7936232667869245,3.587246533573849,3.587246533573849,1.7936232667869245,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,0,0,2,3525,8.053471565246582,0.0022846727844671156,4096,8192,8192,4096,4096,0.5,0.5,1.7928169092080133,3.5856338184160266,3.5856338184160266,1.7928169092080133,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,0,1,0,3781,8.6366081237792969,0.0022842126748953443,4096,8192,8192,4096,4096,0.5,0.5,1.793178036798901,3.586356073597802,3.586356073597802,1.793178036798901,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,0,1,1,3525,8.0531520843505859,0.0022845821515888186,4096,8192,8192,4096,4096,0.5,0.5,1.7928880330048216,3.5857760660096432,3.5857760660096432,1.7928880330048216,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,0,1,2,3691,8.4237442016601562,0.0022822390142671787,4096,8192,8192,4096,4096,0.5,0.5,1.7947287617091303,3.5894575234182606,3.5894575234182606,1.7947287617091303,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,0,2,0,3525,8.0519037246704102,0.0022842280069986978,4096,8192,8192,4096,4096,0.5,0.5,1.7931660007014067,3.5863320014028135,3.5863320014028135,1.7931660007014067,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,0,2,1,3691,8.4291515350341797,0.0022837040192452396,4096,8192,8192,4096,4096,0.5,0.5,1.7935774362536354,3.5871548725072708,3.5871548725072708,1.7935774362536354,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,0,2,2,3781,8.6388158798217773,0.0022847965828674366,4096,8192,8192,4096,4096,0.5,0.5,1.7927197680151858,3.5854395360303717,3.5854395360303717,1.7927197680151858,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,0,3,0,3691,8.4246721267700195,0.0022824904163560064,4096,8192,8192,4096,4096,0.5,0.5,1.7945310835255377,3.5890621670510754,3.5890621670510754,1.7945310835255377,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,0,3,1,3781,8.6351680755615234,0.0022838318105161395,4096,8192,8192,4096,4096,0.5,0.5,1.7934770770507464,3.5869541541014929,3.5869541541014929,1.7934770770507464,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,0,3,2,3525,8.0558080673217773,0.0022853356219352558,4096,8192,8192,4096,4096,0.5,0.5,1.7922969215923945,3.584593843184789,3.584593843184789,1.7922969215923945,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,0,4,0,3781,8.6389760971069336,0.0022848389571824739,4096,8192,8192,4096,4096,0.5,0.5,1.7926865204762357,3.5853730409524713,3.5853730409524713,1.7926865204762357,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,0,4,1,3525,8.0551042556762695,0.0022851359590570978,4096,8192,8192,4096,4096,0.5,0.5,1.79245352284864,3.58490704569728,3.58490704569728,1.79245352284864,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,0,4,2,3691,8.4225921630859375,0.0022819268932771438,4096,8192,8192,4096,4096,0.5,0.5,1.7949742439459186,3.5899484878918373,3.5899484878918373,1.7949742439459186,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,1,0,0,3781,8.6353282928466797,0.0022838741848311768,4096,8192,8192,4096,4096,0.5,0.5,1.7934438014162217,3.5868876028324435,3.5868876028324435,1.7934438014162217,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,1,0,1,3525,8.0526723861694336,0.002284446066998421,4096,8192,8192,4096,4096,0.5,0.5,1.7929948354533995,3.5859896709067991,3.5859896709067991,1.7929948354533995,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,1,0,2,3691,8.4221763610839844,0.0022818142403370316,4096,8192,8192,4096,4096,0.5,0.5,1.7950628616442532,3.5901257232885064,3.5901257232885064,1.7950628616442532,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,1,1,0,3525,8.0547523498535156,0.0022850361276180184,4096,8192,8192,4096,4096,0.5,0.5,1.7925318337394418,3.5850636674788836,3.5850636674788836,1.7925318337394418,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,1,1,1,3691,8.4221124649047852,0.0022817969289907303,4096,8192,8192,4096,4096,0.5,0.5,1.7950764802771983,3.5901529605543967,3.5901529605543967,1.7950764802771983,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,1,1,2,3781,8.6362237930297852,0.0022841110269848676,4096,8192,8192,4096,4096,0.5,0.5,1.7932578371231411,3.5865156742462823,3.5865156742462823,1.7932578371231411,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,1,2,0,3691,8.4237442016601562,0.0022822390142671787,4096,8192,8192,4096,4096,0.5,0.5,1.7947287617091303,3.5894575234182606,3.5894575234182606,1.7947287617091303,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,1,2,1,3781,8.6368322372436523,0.0022842719484907834,4096,8192,8192,4096,4096,0.5,0.5,1.7931315063892563,3.5862630127785127,3.5862630127785127,1.7931315063892563,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,1,2,2,3525,8.0523843765258789,0.0022843643621350009,4096,8192,8192,4096,4096,0.5,0.5,1.7930589655022537,3.5861179310045075,3.5861179310045075,1.7930589655022537,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,1,3,0,3781,8.6335039138793945,0.0022833916725414957,4096,8192,8192,4096,4096,0.5,0.5,1.7938227809340337,3.5876455618680674,3.5876455618680674,1.7938227809340337,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,1,3,1,3525,8.0524482727050781,0.0022843824887106606,4096,8192,8192,4096,4096,0.5,0.5,1.7930447375788821,3.5860894751577641,3.5860894751577641,1.7930447375788821,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,1,3,2,3691,8.4217281341552734,0.0022816928025346174,4096,8192,8192,4096,4096,0.5,0.5,1.7951583996977858,3.5903167993955716,3.5903167993955716,1.7951583996977858,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,1,4,0,3525,8.0534400939941406,0.0022846638564522383,4096,8192,8192,4096,4096,0.5,0.5,1.7928239151822152,3.5856478303644304,3.5856478303644304,1.7928239151822152,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,1,4,1,3691,8.4265918731689453,0.0022830105318799635,4096,8192,8192,4096,4096,0.5,0.5,1.7941222534033232,3.5882445068066464,3.5882445068066464,1.7941222534033232,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,1,4,2,3781,8.6312322616577148,0.0022827908652890017,4096,8192,8192,4096,4096,0.5,0.5,1.7942948967782231,3.5885897935564461,3.5885897935564461,1.7942948967782231,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,2,0,0,3525,8.0547199249267578,0.0022850269290572364,4096,8192,8192,4096,4096,0.5,0.5,1.7925390497213705,3.5850780994427409,3.5850780994427409,1.7925390497213705,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,2,0,1,3691,8.4228477478027344,0.0022819961386623499,4096,8192,8192,4096,4096,0.5,0.5,1.7949197768585949,3.5898395537171899,3.5898395537171899,1.7949197768585949,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,2,0,2,3781,8.6378555297851562,0.002284542589205278,4096,8192,8192,4096,4096,0.5,0.5,1.7929190811999141,3.5858381623998281,3.5858381623998281,1.7929190811999141,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,2,1,0,3691,8.4244155883789062,0.0022824209125924971,4096,8192,8192,4096,4096,0.5,0.5,1.7945857301787258,3.5891714603574516,3.5891714603574516,1.7945857301787258,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,2,1,1,3781,8.638239860534668,0.0022846442371157547,4096,8192,8192,4096,4096,0.5,0.5,1.7928393110215657,3.5856786220431314,3.5856786220431314,1.7928393110215657,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,2,1,2,3525,8.0547523498535156,0.0022850361276180184,4096,8192,8192,4096,4096,0.5,0.5,1.7925318337394418,3.5850636674788836,3.5850636674788836,1.7925318337394418,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,2,2,0,3781,8.6351680755615234,0.0022838318105161395,4096,8192,8192,4096,4096,0.5,0.5,1.7934770770507464,3.5869541541014929,3.5869541541014929,1.7934770770507464,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,2,2,1,3525,8.0517759323120117,0.0022841917538473791,4096,8192,8192,4096,4096,0.5,0.5,1.7931944606230634,3.5863889212461268,3.5863889212461268,1.7931944606230634,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,2,2,2,3691,8.4250240325927734,0.0022825857579498168,4096,8192,8192,4096,4096,0.5,0.5,1.7944561275450013,3.5889122550900026,3.5889122550900026,1.7944561275450013,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,2,3,0,3525,8.0545597076416016,0.0022849814773451354,4096,8192,8192,4096,4096,0.5,0.5,1.7925747060142663,3.5851494120285325,3.5851494120285325,1.7925747060142663,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,2,3,1,3691,8.4238395690917969,0.0022822648520974794,4096,8192,8192,4096,4096,0.5,0.5,1.7947084433411118,3.5894168866822236,3.5894168866822236,1.7947084433411118,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,2,3,2,3781,8.6370563507080078,0.0022843312220862228,4096,8192,8192,4096,4096,0.5,0.5,1.7930849783943439,3.5861699567886878,3.5861699567886878,1.7930849783943439,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,1,4096,1,4096,16,256,0,10,2,4,0,3691,8.421600341796875,0.0022816581798420143,4096,8192,8192,4096,4096,0.5,0.5,1.7951856400697206,3.5903712801394412,3.5903712801394412,1.7951856400697206,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,2,4096,1,4096,8,256,0,10,2,4,1,3781,8.6370563507080078,0.0022843312220862228,4096,8192,8192,4096,4096,0.5,0.5,1.7930849783943439,3.5861699567886878,3.5861699567886878,1.7930849783943439,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,stream_decode,4,4096,1,4096,4,256,0,10,2,4,2,3525,8.0506877899169922,0.0022838830609693593,4096,8192,8192,4096,4096,0.5,0.5,1.7934368313329994,3.5868736626659987,3.5868736626659987,1.7934368313329994,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,0,0,0,2333,10.348159790039062,0.0044355592756275446,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8468922385984781,3.7533034653549149,3.7533034653549149,1.8468922385984781,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,0,0,1,2442,10.707648277282715,0.0043847863543336257,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8682780272529314,3.7675723889426789,3.7675723889426789,1.8682780272529314,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,0,0,2,2442,10.710720062255859,0.0043860442515380261,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8677422137561346,3.7519001305628601,3.7519001305628601,1.8677422137561346,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,0,1,0,2442,10.708095550537109,0.004384969512914459,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8681999899596127,3.767415018815039,3.767415018815039,1.8681999899596127,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,0,1,1,2442,10.710047721862793,0.0043857689278717412,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8678594642639528,3.7521356621005379,3.7521356621005379,1.8678594642639528,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,0,1,2,2333,10.345248222351074,0.004434311282619406,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8474120281336852,3.7543597954552723,3.7543597954552723,1.8474120281336852,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,0,2,0,2442,10.709312438964844,0.0043854678292239331,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8679877082691274,3.7523932772554636,3.7523932772554636,1.8679877082691274,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,0,2,1,2333,10.346367835998535,0.0044347911855973149,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8472121137529123,3.75395352414044,3.75395352414044,1.8472121137529123,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,0,2,2,2442,10.708703994750977,0.0043852186710691956,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8680938430836886,3.7672009628591967,3.7672009628591967,1.8680938430836886,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,0,3,0,2333,10.347455978393555,0.0044352575989685186,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8470178602264644,3.7535587569641331,3.7535587569641331,1.8470178602264644,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,0,3,1,2442,10.705951690673828,0.0043840916014225339,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8685740957925898,3.7681694412223616,3.7681694412223616,1.8685740957925898,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,0,3,2,2442,10.710847854614258,0.0043860965825611208,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8677199295088351,3.7518553662106191,3.7518553662106191,1.8677199295088351,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,0,4,0,2442,10.707039833068848,0.0043845371961788891,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.868384195061523,3.7677864871113722,3.7677864871113722,1.868384195061523,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,0,4,1,2442,10.710463523864746,0.0043859391989618125,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8677869501563344,3.7519899965542769,3.7519899965542769,1.8677869501563344,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,0,4,2,2333,10.345696449279785,0.0044345034073209541,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8473319890736282,3.7541971379513868,3.7541971379513868,1.8473319890736282,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,1,0,0,2442,10.705375671386719,0.0043838557212885826,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8686746373103853,3.768372193404244,3.768372193404244,1.8686746373103853,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,1,0,1,2442,10.71123218536377,0.00438625396616043,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8676529136708846,3.7517207455283299,3.7517207455283299,1.8676529136708846,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,1,0,2,2333,10.349760055541992,0.0044362452016896668,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8466066746896339,3.7527231347940702,3.7527231347940702,1.8466066746896339,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,1,1,0,2442,10.710240364074707,0.0043858478149364074,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.867825867578303,3.7520681734458692,3.7520681734458692,1.867825867578303,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,1,1,1,2333,10.346240043640137,0.0044347364096185759,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8472349297316142,3.753999891378407,3.753999891378407,1.8472349297316142,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,1,1,2,2442,10.708895683288574,0.0043852971676038386,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8680604043251587,3.7671335302064968,3.7671335302064968,1.8680604043251587,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,1,4096,1,4096,16,256,0,10,1,2,0,2333,10.347871780395508,0.0044354358252874015,8192,16648,16648,8192,8207,0.49207111965401251,0.49207111965401251,1.8469436426733072,3.7534079300812033,3.7534079300812033,1.8469436426733072,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,1,2,1,2442,10.70633602142334,0.004384248985021843,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8685070186448789,3.7680341733414795,3.7680341733414795,1.8685070186448789,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,1,2,2,2442,10.711071968078613,0.0043861883571165491,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8676808502098543,3.7517768641422564,3.7517768641422564,1.8676808502098543,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,2,4096,1,4096,8,256,0,10,1,3,0,2442,10.705856323242188,0.0043840525484202244,8192,16520,16520,8192,8199,0.49588377723970944,0.49588377723970944,1.8685907409919056,3.7682030079573101,3.7682030079573101,1.8685907409919056,4814.3040000000001,30159.360000000001
NVIDIA H200 NVL,sm_90,uniform_0_1,fp16_e5m10,16,dot,4,4096,1,4096,4,256,0,10,1,3,1,2442,10.711071968078613,0.0043861883571165491,8192,16456,16456,8192,8195,0.49781234807972774,0.49781234807972774,1.8676808502098543,3.7517768641422564,3.7517768641422564,1.8676808502098543,4814.3040000000001,30159.360000000001
