gpu,compute_capability,distribution,format,storage_bits,component,n,m,leading_dimension,threads,decode_repeats,lanes,scalar_time_ms,packed_time_ms,speedup_vs_x1,time_change_percent_vs_x1,packed_cv_percent
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,1048576,1,1048576,256,0,4,0.013233245564182077,0.011048444443278842,1.197747396216698,-16.50994164890851,0.11994251913281545
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,134217728,1,134217728,256,0,1,0.7974585482948705,0.7974585482948705,1.0,0.0,0.14444786343449928
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,134217728,1,134217728,256,0,2,0.7974585482948705,0.6621008748593538,1.2044366328080596,-16.973631259573196,0.1231612960490695
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,134217728,1,134217728,256,0,4,0.7974585482948705,0.6159001541137695,1.2947854339188287,-22.767126212304067,0.12869405280530782
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,16777216,1,16777216,256,0,1,0.11093172632661977,0.11093172632661977,1.0,0.0,0.2057261836118537
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,16777216,1,16777216,256,0,2,0.11093172632661977,0.09250656463814981,1.199176801782037,-16.609460880668326,0.19173001201003984
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,16777216,1,16777216,256,0,4,0.11093172632661977,0.0869855992934283,1.275288406675386,-21.58636471831884,0.1965372288141302
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,4096,1,4096,256,0,1,0.004712180165002414,0.004712180165002414,1.0,0.0,0.007893693424148761
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,4096,1,4096,256,0,2,0.004712180165002414,0.004894379896884801,0.9627736841599988,3.8665697299859803,0.03990601046080467
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,4096,1,4096,256,0,4,0.004712180165002414,0.005382862566271001,0.8754041380378016,14.232953278182702,0.02780816265096091
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,65536,1,65536,256,0,1,0.0049911492027202254,0.0049911492027202254,1.0,0.0,0.04943102618574384
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,65536,1,65536,256,0,2,0.0049911492027202254,0.005137548048744394,0.9715041407622556,2.9331690974972346,0.009159110213549876
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,dot,65536,1,65536,256,0,4,0.0049911492027202254,0.005464701347163158,0.9133434538579562,9.487837874789285,0.05880385880642057
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,1024,1024,1024,256,0,1,0.008821387004032517,0.008821387004032517,1.0,0.0,0.14048174800565777
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,1024,1024,1024,256,0,2,0.008821387004032517,0.00812938489004758,1.0851235515779456,-7.844595341623739,0.1909581032916836
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,1024,1024,1024,256,0,4,0.008821387004032517,0.007981994402697788,1.1051607604549345,-9.515426553114814,0.26642049376312793
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,16384,1024,16384,256,0,1,0.10794954926428134,0.10794954926428134,1.0,0.0,0.1224047353927525
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,16384,1024,16384,256,0,2,0.10794954926428134,0.09147130480464201,1.1801465989233717,-15.264764486693139,0.08697116468317147
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,16384,1024,16384,256,0,4,0.10794954926428134,0.08474474175031795,1.2738200274694487,-21.495974436311492,0.09691408655135197
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,256,1024,256,256,0,1,0.004290662082940041,0.004290662082940041,1.0,0.0,0.13885437925022892
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,256,1024,256,256,0,2,0.004290662082940041,0.004352192546046058,0.985862191882591,1.4340552091171688,0.12911219945993707
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,256,1024,256,256,0,4,0.004290662082940041,0.005481660802829073,0.7827303142736667,27.757923995565225,0.13345017262745681
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,4096,1024,4096,256,0,1,0.026289918449487578,0.026289918449487578,1.0,0.0,0.13680022946502365
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,4096,1024,4096,256,0,2,0.026289918449487578,0.023953344564290643,1.0975468740461518,-8.88771826997614,0.1829364573199891
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,4096,1024,4096,256,0,4,0.026289918449487578,0.022694263019059833,1.1584389599877258,-13.67693641703871,0.1416758186115636
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,65536,1024,65536,256,0,1,0.4381374190835392,0.4381374190835392,1.0,0.0,0.18221923964617165
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,65536,1024,65536,256,0,2,0.4381374190835392,0.3545341037568592,1.2358117722407194,-19.081528234122246,0.2276334331526662
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,gemv,65536,1024,65536,256,0,4,0.4381374190835392,0.3264535613681959,1.3421125419715634,-25.49060017493019,0.15110041546886083
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,register_decode,134217728,1,134217728,256,256,1,0.07223857275330194,0.07223857275330194,1.0,0.0,0.14564970617937262
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,register_decode,134217728,1,134217728,256,256,2,0.07223857275330194,0.14806685117211674,0.4878780914259462,104.9692366954312,0.16429732895251775
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,register_decode,134217728,1,134217728,256,256,4,0.07223857275330194,0.30162303924560546,0.2394995187833763,317.5373733859085,0.13995115874143702
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,1048576,1,1048576,256,0,1,0.00643772960783125,0.00643772960783125,1.0,0.0,0.0958046235768091
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,1048576,1,1048576,256,0,2,0.00643772960783125,0.006354807238829763,1.013048762281066,-1.2880685280819426,0.22859130000664962
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,1048576,1,1048576,256,0,4,0.00643772960783125,0.005699245956851255,1.1295756766019616,-11.471181549496245,0.07050549613184262
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,134217728,1,134217728,256,0,1,0.4175822205013699,0.4175822205013699,1.0,0.0,0.05146108749798403
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,134217728,1,134217728,256,0,2,0.4175822205013699,0.3406305529854514,1.2259094694867407,-18.42790802336519,0.0681502980101922
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,134217728,1,134217728,256,0,4,0.4175822205013699,0.3120586673418681,1.3381529314931608,-25.27012597251027,0.09308732562981635
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,16777216,1,16777216,256,0,1,0.05707527587772797,0.05707527587772797,1.0,0.0,0.1393035255387364
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,16777216,1,16777216,256,0,2,0.05707527587772797,0.04728419418088055,1.2070688073776346,-17.15468133316219,0.16599080615237777
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,16777216,1,16777216,256,0,4,0.05707527587772797,0.043921863498972424,1.2994730034408324,-23.04572720232492,0.13866188506642443
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,4096,1,4096,256,0,1,0.0022873146652329897,0.0022873146652329897,1.0,0.0,0.01088686726064021
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,4096,1,4096,256,0,2,0.0022873146652329897,0.0024737497621120197,0.924634617561375,8.150828555110024,0.008811681932810927
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,4096,1,4096,256,0,4,0.0022873146652329897,0.002660290310011938,0.8597988936112485,16.306267364440497,0.0072869074086455545
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,65536,1,65536,256,0,1,0.0025748835965960313,0.0025748835965960313,1.0,0.0,0.14249636505040625
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,65536,1,65536,256,0,2,0.0025748835965960313,0.002662328625788311,0.967154682429038,3.3960769841355765,0.010520753616011718
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_decode,65536,1,65536,256,0,4,0.0025748835965960313,0.002810694726671997,0.9161021907366019,9.1581277844057,0.1484884716444785
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,1048576,1,1048576,256,0,1,0.004793785577918188,0.004793785577918188,1.0,0.0,0.19089010297056055
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,1048576,1,1048576,256,0,2,0.004793785577918188,0.004575928778612236,1.0476093072786028,-4.544567039240855,0.1319923540073277
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,1048576,1,1048576,256,0,4,0.004793785577918188,0.0034777317641868895,1.3784230363260919,-27.453330824672083,0.36227393995369395
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,134217728,1,134217728,256,0,1,0.22951827416053186,0.22951827416053186,1.0,0.0,0.0658329298774778
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,134217728,1,134217728,256,0,2,0.22951827416053186,0.14652078291949103,1.5664554173631844,-36.16160479796478,0.05644266715687714
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,134217728,1,134217728,256,0,4,0.22951827416053186,0.12844965375702957,1.7868345102329337,-44.03510821661717,0.04628644280946344
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,16777216,1,16777216,256,0,1,0.03325460515123733,0.03325460515123733,1.0,0.0,0.09056897204722965
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,16777216,1,16777216,256,0,2,0.03325460515123733,0.022972336734633846,1.447593491919418,-30.91983311737172,0.10450746576081557
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,16777216,1,16777216,256,0,4,0.03325460515123733,0.02032107911066632,1.6364586235866942,-38.89243604532704,0.20723014315905156
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,4096,1,4096,256,0,1,0.0022190510734595896,0.0022190510734595896,1.0,0.0,0.041154402825316384
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,4096,1,4096,256,0,2,0.0022190510734595896,0.0022068731842749176,1.0055181644652016,-0.5487881432889363,0.13523873180198984
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,4096,1,4096,256,0,4,0.0022190510734595896,0.002201818509077322,1.007826514452133,-0.7765735808595631,0.0936601261043033
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,65536,1,65536,256,0,1,0.0024732140615476785,0.0024732140615476785,1.0,0.0,0.007305653483685817
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,65536,1,65536,256,0,2,0.0024732140615476785,0.002470432369558661,1.0011259939852206,-0.11247275487658026,0.04648260334234742
NVIDIA H200 NVL,sm_90,normal_0_1,e2m29,32,stream_load,65536,1,65536,256,0,4,0.0024732140615476785,0.0022886199248382893,1.0806574017406723,-7.463734723951654,0.008035614986478402
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,1048576,1,1048576,256,0,1,0.012487429874251114,0.012487429874251114,1.0,0.0,0.10517025877490888
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,1048576,1,1048576,256,0,2,0.012487429874251114,0.012324471890699728,1.013222309645118,-1.3049761655711367,0.06371503029280663
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,1048576,1,1048576,256,0,4,0.012487429874251114,0.010744102153372258,1.1622590418438712,-13.96066074792196,0.20422547235558514
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,134217728,1,134217728,256,0,1,0.7102589173750444,0.7102589173750444,1.0,0.0,0.15991720465319
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,134217728,1,134217728,256,0,2,0.7102589173750444,0.6281960010528564,1.1306326627113998,-11.553943824524426,0.11123976999365258
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,134217728,1,134217728,256,0,4,0.7102589173750444,0.5906572341918945,1.2024891532003033,-16.839166711932396,0.14264372535280495
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,16777216,1,16777216,256,0,1,0.08966304574693952,0.08966304574693952,1.0,0.0,0.13458730615440473
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,16777216,1,16777216,256,0,2,0.08966304574693952,0.08414859881346252,1.0655322490360324,-6.150189174970356,0.1544631609148183
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,16777216,1,16777216,256,0,4,0.08966304574693952,0.08009739651706049,1.1194252203670763,-10.668441106581007,0.08327319809212413
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,4096,1,4096,256,0,1,0.004571030571192198,0.004571030571192198,1.0,0.0,0.020120774205040267
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,4096,1,4096,256,0,2,0.004571030571192198,0.004765131771040717,0.9592663520811457,4.246333443311334,0.007200991778117577
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,4096,1,4096,256,0,4,0.004571030571192198,0.005185085911440692,0.8815727741572026,13.433630134053963,0.009419956812956477
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,65536,1,65536,256,0,1,0.004835237098565225,0.004835237098565225,1.0,0.0,0.14521512253462
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,65536,1,65536,256,0,2,0.004835237098565225,0.005034641127988517,0.9603935962158717,4.1239762468413765,0.1486452717440843
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,dot,65536,1,65536,256,0,4,0.004835237098565225,0.005324207203401943,0.9081609550198785,10.112639667283574,0.0068718584935755535
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,1024,1024,1024,256,0,1,0.008336425885405556,0.008336425885405556,1.0,0.0,0.2669931124861558
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,1024,1024,1024,256,0,2,0.008336425885405556,0.007911446382124014,1.053717042719494,-5.097862190864633,0.12231826755671515
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,1024,1024,1024,256,0,4,0.008336425885405556,0.007715283201192284,1.0805080860955671,-7.450947117525464,0.05163656958306696
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,16384,1024,16384,256,0,1,0.08903912630948153,0.08903912630948153,1.0,0.0,0.10735190760578525
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,16384,1024,16384,256,0,2,0.08903912630948153,0.08288632947846321,1.0742317444834741,-6.910216986667727,0.09813829724854974
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,16384,1024,16384,256,0,4,0.08903912630948153,0.07799145027443215,1.1416523990280398,-12.407664465001556,0.09112012541859615
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,256,1024,256,256,0,1,0.004163893170181326,0.004163893170181326,1.0,0.0,0.019904366132440718
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,256,1024,256,256,0,2,0.004163893170181326,0.004348275641433331,0.9575964160378694,4.428126844665803,0.0067352884859491
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,256,1024,256,256,0,4,0.004163893170181326,0.00548445348948181,0.7592175187859501,31.714558114923452,0.13180780268356573
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4096,1024,4096,256,0,1,0.024582691192626953,0.024582691192626953,1.0,0.0,0.15037511362118952
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4096,1024,4096,256,0,2,0.024582691192626953,0.023033547204388074,1.0672559886018664,-6.301767272346126,0.08074504989257245
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,4096,1024,4096,256,0,4,0.024582691192626953,0.021774886529656905,1.1289469251261484,-11.42187664063481,0.17853806251123902
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,65536,1024,65536,256,0,1,0.38672491220327526,0.38672491220327526,1.0,0.0,0.12048136464143624
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,65536,1024,65536,256,0,2,0.38672491220327526,0.3346851560804579,1.1554886889286093,-13.456530593370086,0.11596037193052257
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,gemv,65536,1024,65536,256,0,4,0.38672491220327526,0.31120000566755024,1.2426892839340338,-19.529361608860274,0.09729182306736298
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,register_decode,134217728,1,134217728,256,256,1,0.07111874281191359,0.07111874281191359,1.0,0.0,0.16710835385784237
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,register_decode,134217728,1,134217728,256,256,2,0.07111874281191359,0.14491215492915183,0.4907714114574022,103.76085009320018,0.14454081155151488
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,register_decode,134217728,1,134217728,256,256,4,0.07111874281191359,0.29544972438438266,0.24071351889090778,315.431590468005,0.20726119142291172
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1048576,1,1048576,256,0,1,0.006236671548527417,0.006236671548527417,1.0,0.0,0.04528098083263399
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1048576,1,1048576,256,0,2,0.006236671548527417,0.006229321717062924,1.0011798766861504,-0.11784862177371958,0.05048376699372605
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,1048576,1,1048576,256,0,4,0.006236671548527417,0.005475377294340022,1.139039597321331,-12.206739576772318,0.019750838783219822
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,134217728,1,134217728,256,0,1,0.38168480396270754,0.38168480396270754,1.0,0.0,0.17981604368541412
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,134217728,1,134217728,256,0,2,0.38168480396270754,0.32405106564785574,1.1778538768253335,-15.09982522659794,0.15268922395128343
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,134217728,1,134217728,256,0,4,0.38168480396270754,0.29817983627319333,1.2800490091255088,-21.877991165106238,0.09355612090958464
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,16777216,1,16777216,256,0,1,0.045787487274561174,0.045787487274561174,1.0,0.0,0.14830609758672997
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,16777216,1,16777216,256,0,2,0.045787487274561174,0.04218541313620175,1.085386721868282,-7.866939971525111,0.12272811689174892
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,16777216,1,16777216,256,0,4,0.045787487274561174,0.03971432307578998,1.1529212568266944,-13.263807560248775,0.08565575891453611
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4096,1,4096,256,0,1,0.002293927895645929,0.002293927895645929,1.0,0.0,0.03564191738540735
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4096,1,4096,256,0,2,0.002293927895645929,0.0024743127484693596,0.9270969876645468,7.863579895680961,0.010565418977111359
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,4096,1,4096,256,0,4,0.002293927895645929,0.0026789631889288985,0.8562745113952408,16.784978028899666,0.05903207521387677
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,65536,1,65536,256,0,1,0.002525704354686579,0.002525704354686579,1.0,0.0,0.02859207461192201
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,65536,1,65536,256,0,2,0.002525704354686579,0.0026613591432094437,0.9490280036540754,5.370968627866124,0.008650785169207222
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_decode,65536,1,65536,256,0,4,0.002525704354686579,0.002848257534745811,0.8867542080993677,12.770820918161597,0.0061867740537626965
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1048576,1,1048576,256,0,1,0.00474978705409887,0.00474978705409887,1.0,0.0,0.1312088472822961
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1048576,1,1048576,256,0,2,0.00474978705409887,0.004536587223664892,1.0469956423017353,-4.4886187108113536,0.02289202674374994
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,1048576,1,1048576,256,0,4,0.00474978705409887,0.003418581210522393,1.3894030188544373,-28.026642635014575,0.019376736297833763
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,134217728,1,134217728,256,0,1,0.2066568930943807,0.2066568930943807,1.0,0.0,0.05221959948503826
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,134217728,1,134217728,256,0,2,0.2066568930943807,0.10906070821425494,1.8948794343824857,-47.22619382241141,0.04507008043290566
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,134217728,1,134217728,256,0,4,0.2066568930943807,0.06726678795770767,3.072198024741587,-67.45001487708093,0.09926508863477937
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,16777216,1,16777216,256,0,1,0.015961151485919384,0.015961151485919384,1.0,0.0,0.08303415234388568
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,16777216,1,16777216,256,0,2,0.015961151485919384,0.01070075185842403,1.4915915906744601,-32.957519588332815,0.17267279250840054
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,16777216,1,16777216,256,0,4,0.015961151485919384,0.009506112140412524,1.6790409423075394,-40.44219084820647,0.11852359221512476
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4096,1,4096,256,0,1,0.0022110950652902543,0.0022110950652902543,1.0,0.0,0.12225932611681598
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4096,1,4096,256,0,2,0.0022110950652902543,0.0021007903696388997,1.0525062839422263,-4.988690779646543,0.01020951515119551
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,4096,1,4096,256,0,4,0.0022110950652902543,0.0021005209241445814,1.0526412947734396,-5.000876845209623,0.005230786161921561
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,65536,1,65536,256,0,1,0.0024727992423837684,0.0024727992423837684,1.0,0.0,0.32605710288600787
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,65536,1,65536,256,0,2,0.0024727992423837684,0.0023800491333007814,1.0389698295658107,-3.750814360229915,0.010256332269181153
NVIDIA H200 NVL,sm_90,normal_0_1,e2m5,8,stream_load,65536,1,65536,256,0,4,0.0024727992423837684,0.0022878772964618787,1.080826863489517,-7.4782433912275685,0.010106802182672583
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1048576,1,1048576,256,0,1,0.012596117357993916,0.012596117357993916,1.0,0.0,0.08065548227462904
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1048576,1,1048576,256,0,2,0.012596117357993916,0.012213333715660295,1.0313414544501314,-3.0389018413733204,0.20914902421532916
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,1048576,1,1048576,256,0,4,0.012596117357993916,0.010668378424000096,1.1806965273801204,-15.304231289734794,0.17940935016237425
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,134217728,1,134217728,256,0,1,0.7316434496924991,0.7316434496924991,1.0,0.0,0.09664993640173017
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,134217728,1,134217728,256,0,2,0.7316434496924991,0.62664266427358,1.1675608626818264,-14.351360005074831,0.13715567745460025
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,134217728,1,134217728,256,0,4,0.7316434496924991,0.5877858308645395,1.2447449585784807,-19.662257468227338,0.20328108162600714
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,16777216,1,16777216,256,0,1,0.101151349593182,0.101151349593182,1.0,0.0,0.15877077244976728
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,16777216,1,16777216,256,0,2,0.101151349593182,0.08826653828877888,1.1459761711991954,-12.738150658616231,0.122319576030053
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,16777216,1,16777216,256,0,4,0.101151349593182,0.08264395360196575,1.22394131917203,-18.29673658893398,0.08725732283196377
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4096,1,4096,256,0,1,0.0047599534822583885,0.0047599534822583885,1.0,0.0,0.04256176717185103
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4096,1,4096,256,0,2,0.0047599534822583885,0.004948109402142427,0.9619741795113562,3.9528940899390186,0.007871243033706328
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,4096,1,4096,256,0,4,0.0047599534822583885,0.005323115228980111,0.8942044794266792,11.83124475524342,0.004510471876663062
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,65536,1,65536,256,0,1,0.004955645292256148,0.004955645292256148,1.0,0.0,0.031060799190583088
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,65536,1,65536,256,0,2,0.004955645292256148,0.005171310144124621,0.9582958968118552,4.351902510163064,0.04612817506269891
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,dot,65536,1,65536,256,0,4,0.004955645292256148,0.0055186323381134165,0.8979843172430418,11.36051942089178,0.020532605158221272
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1024,1024,1024,256,0,1,0.008329979848053495,0.008329979848053495,1.0,0.0,0.2442263794525474
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1024,1024,1024,256,0,2,0.008329979848053495,0.007812630606560128,1.0662195958758063,-6.21069019289715,0.20509238891157963
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,1024,1024,1024,256,0,4,0.008329979848053495,0.007651926223745182,1.0886121486906397,-8.139919143583008,0.20655577944348993
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,16384,1024,16384,256,0,1,0.09025795844293409,0.09025795844293409,1.0,0.0,1.4494215496204739
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,16384,1024,16384,256,0,2,0.09025795844293409,0.08127128813001845,1.1105762012598925,-9.956651433233443,0.9183791608728553
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,16384,1024,16384,256,0,4,0.09025795844293409,0.07887518277732275,1.144313778615851,-12.611381713013303,0.1125583318430788
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,256,1024,256,256,0,1,0.004165385806296908,0.004165385806296908,1.0,0.0,0.013831743387434408
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,256,1024,256,256,0,2,0.004165385806296908,0.004324795238860795,0.9631405826727932,3.8270028270347423,0.16238915643815816
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,256,1024,256,256,0,4,0.004165385806296908,0.005472703123571084,0.7611203663426354,31.385263648276563,0.020096090758117177
NVIDIA H200 NVL,sm_90,normal_0_1,e3m12,16,gemv,4096,1024,4096,256,0,1,0.024600694031841987,0.024600694031841987,1.0,0.0,0.08608759345626366
