gpu,compute_capability,distribution,format,storage_bits,component,n,m,leading_dimension,threads,decode_repeats,lanes,scalar_time_ms,packed_time_ms,speedup_vs_x1,time_change_percent_vs_x1,packed_cv_percent
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,134217728,1,134217728,256,0,1,0.21103188689325897,0.21103188689325897,1.0,0.0,0.04959982231351262
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,134217728,1,134217728,256,0,2,0.21103188689325897,0.11286522231939185,1.8697689381771652,-46.517455735739276,0.04680023326606513
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,134217728,1,134217728,256,0,4,0.21103188689325897,0.0700806079882581,3.011273631196479,-66.79146027647222,0.07833714556090532
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,16777216,1,16777216,256,0,1,0.016469700037700832,0.016469700037700832,1.0,0.0,0.11337935149099197
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,16777216,1,16777216,256,0,2,0.016469700037700832,0.011054845200371496,1.4898173370304064,-32.87767734041408,0.13009680071189567
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,16777216,1,16777216,256,0,4,0.016469700037700832,0.00950279660345679,1.7331424342713724,-42.30133771893894,0.12272182491165665
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,4096,1,4096,256,0,1,0.002259085211256287,0.002259085211256287,1.0,0.0,0.03120024558266575
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,4096,1,4096,256,0,2,0.002259085211256287,0.002283574054958826,0.9892760895363296,1.084015936208127,0.02279082591504146
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,4096,1,4096,256,0,4,0.002259085211256287,0.0022835306474039206,0.9892948946512169,1.082094470178907,0.060397498230853996
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,65536,1,65536,256,0,1,0.0024706633547519116,0.0024706633547519116,1.0,0.0,0.03690334027871343
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,65536,1,65536,256,0,2,0.0024706633547519116,0.0024274520332931626,1.017801102088154,-1.748976499596322,0.05675051672597017
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_decode,65536,1,65536,256,0,4,0.0024706633547519116,0.0023777126675460386,1.0390924809690334,-3.7621753294352245,0.044833879895486956
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,1048576,1,1048576,256,0,1,0.004754061072260738,0.004754061072260738,1.0,0.0,0.1172405676935021
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,1048576,1,1048576,256,0,2,0.004754061072260738,0.00453188559588264,1.0490249525671942,-4.673382882572952,0.013129564966313224
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,1048576,1,1048576,256,0,4,0.004754061072260738,0.0034170226549888037,1.3912875483338916,-28.124132125128998,0.22359947475777817
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,134217728,1,134217728,256,0,1,0.20618532763587105,0.20618532763587105,1.0,0.0,0.04831501374351405
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,134217728,1,134217728,256,0,2,0.20618532763587105,0.10918470368768177,1.8884085469119876,-47.045357232933206,0.04673383479061564
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,134217728,1,134217728,256,0,4,0.20618532763587105,0.06720418573539948,3.0680429407727194,-67.40593207772577,0.0665511267718148
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,16777216,1,16777216,256,0,1,0.015982442117360312,0.015982442117360312,1.0,0.0,0.06947188574750644
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,16777216,1,16777216,256,0,2,0.015982442117360312,0.010686917666948275,1.4955146671326618,-33.13338732295472,0.1556239352943767
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,16777216,1,16777216,256,0,4,0.015982442117360312,0.009505358810130234,1.6814138673363068,-40.526242858684256,0.14667931677729099
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,4096,1,4096,256,0,1,0.002192221832275391,0.002192221832275391,1.0,0.0,0.012955832016613121
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,4096,1,4096,256,0,2,0.002192221832275391,0.002192047675170733,1.00007944950588,-0.007944319415753576,0.015487357749879816
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,4096,1,4096,256,0,4,0.002192221832275391,0.0021809469808359294,1.005169704508424,-0.514311611784235,0.11193966285063532
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,65536,1,65536,256,0,1,0.002470783822171323,0.002470783822171323,1.0,0.0,0.023147638463765916
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,65536,1,65536,256,0,2,0.002470783822171323,0.0023864102194495235,1.0353558671657306,-3.4148516743829127,0.12333737399002792
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e5m2,8,stream_load,65536,1,65536,256,0,4,0.002470783822171323,0.0022870549428534327,1.0803342656423733,-7.436056431534732,0.008710694877485785
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,1048576,1,1048576,256,0,1,0.008859337397984095,0.008859337397984095,1.0,0.0,0.10419200699710798
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,1048576,1,1048576,256,0,2,0.008859337397984095,0.00843919620527134,1.049784503463769,-4.742354578440111,0.07707163075283514
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,1048576,1,1048576,256,0,4,0.008859337397984095,0.006598930358886718,1.3425414296202274,-25.51440291247654,0.4378026211421335
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,134217728,1,134217728,256,0,1,0.25833986545431203,0.25833986545431203,1.0,0.0,0.07768514555919996
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,134217728,1,134217728,256,0,2,0.25833986545431203,0.16735928853352863,1.5436243050385365,-35.217397346238656,0.07442028866199993
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,134217728,1,134217728,256,0,4,0.25833986545431203,0.1355872595751727,1.9053402676899924,-47.51593628930196,0.040643213331240435
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,16777216,1,16777216,256,0,1,0.04157453711314868,0.04157453711314868,1.0,0.0,0.09106671647731325
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,16777216,1,16777216,256,0,2,0.04157453711314868,0.030042341041190218,1.3838647612763262,-27.73860365678299,0.04613225785693206
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,16777216,1,16777216,256,0,4,0.04157453711314868,0.025307648768728652,1.6427656908420578,-39.127046201737116,0.07598353472392623
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,4096,1,4096,256,0,1,0.004429826914555755,0.004429826914555755,1.0,0.0,0.08567779274713426
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,4096,1,4096,256,0,2,0.004429826914555755,0.004385642461524233,1.0100747959778202,-0.9974306871074035,0.009305050638678338
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,4096,1,4096,256,0,4,0.004429826914555755,0.0043857822058925265,1.0100426119208683,-0.9942760634395142,0.007327283147235695
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,65536,1,65536,256,0,1,0.0045791221770229715,0.0045791221770229715,1.0,0.0,0.009677489242551074
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,65536,1,65536,256,0,2,0.0045791221770229715,0.004577277287715623,1.0004030538661706,-0.040289147920213875,0.007734728952494114
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,dot,65536,1,65536,256,0,4,0.0045791221770229715,0.004577851734905349,1.0002775192800446,-0.027744228446169306,0.006285985777173602
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,1024,1024,1024,256,0,1,0.0043619190518920485,0.0043619190518920485,1.0,0.0,0.005969296405567127
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,1024,1024,1024,256,0,2,0.0043619190518920485,0.003811157138699991,1.1445130424036847,-12.626596382001997,0.09188930378201834
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,1024,1024,1024,256,0,4,0.0043619190518920485,0.003662572726553294,1.1909440105498963,-16.03299641783592,0.12544043808983468
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,16384,1024,16384,256,0,1,0.022572601542753333,0.022572601542753333,1.0,0.0,0.3070642628140044
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,16384,1024,16384,256,0,2,0.022572601542753333,0.017807833519679135,1.267565844986631,-21.108634793599457,0.09843746266785215
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,16384,1024,16384,256,0,4,0.022572601542753333,0.014715030606232542,1.5339826431072947,-34.81021415116137,0.18520236167315585
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,256,1024,256,256,0,1,0.0033686120516855387,0.0033686120516855387,1.0,0.0,0.11664189916369248
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,256,1024,256,256,0,2,0.0033686120516855387,0.003281197705111661,1.026640987355836,-2.5949662719439215,0.0988512228724657
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,256,1024,256,256,0,4,0.0033686120516855387,0.0033662943633300606,1.0006884984215063,-0.06880247175742316,0.08877807077559957
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,4096,1024,4096,256,0,1,0.00813446497513076,0.00813446497513076,1.0,0.0,0.13389390682852964
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,4096,1024,4096,256,0,2,0.00813446497513076,0.006639926006339189,1.225083678246523,-18.372922784236923,0.06442460175491674
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,4096,1024,4096,256,0,4,0.00813446497513076,0.0059077777242110135,1.3769077570055535,-27.373493619154132,0.10919935553780481
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,65536,1024,65536,256,0,1,0.11724573420727347,0.11724573420727347,1.0,0.0,0.029697242286918005
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,65536,1024,65536,256,0,2,0.11724573420727347,0.06980891454787481,1.6795238110580644,-40.45931391886482,0.08889822616289741
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,gemv,65536,1024,65536,256,0,4,0.11724573420727347,0.058632620986627075,1.9996672881810087,-49.99168082058056,0.11826806410997517
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,register_decode,134217728,1,134217728,256,256,1,0.008181393653069947,0.008181393653069947,1.0,0.0,0.18814367253027459
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,register_decode,134217728,1,134217728,256,256,2,0.008181393653069947,0.009776506242872794,0.8368422675569092,19.496832171182767,0.12091326754040693
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,register_decode,134217728,1,134217728,256,256,4,0.008181393653069947,0.014095420268044542,0.5804292101611066,72.28629822445278,0.12387566912060358
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,1048576,1,1048576,256,0,1,0.004695906288249038,0.004695906288249038,1.0,0.0,0.055354348247366666
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,1048576,1,1048576,256,0,2,0.004695906288249038,0.004357640191844835,1.077625981382597,-7.203425188672852,0.017118412956593734
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,1048576,1,1048576,256,0,4,0.004695906288249038,0.0032712979899988393,1.4354871682755823,-30.337238667115574,0.5672514944029602
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,134217728,1,134217728,256,0,1,0.2161771525507388,0.2161771525507388,1.0,0.0,0.039676333403406386
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,134217728,1,134217728,256,0,2,0.2161771525507388,0.12077290011990455,1.7899475158426763,-44.13244013307187,0.07070476920110456
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,134217728,1,134217728,256,0,4,0.2161771525507388,0.07845883728355489,2.755293858988271,-63.70623058089366,0.03761234195798351
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,16777216,1,16777216,256,0,1,0.021193719935317972,0.021193719935317972,1.0,0.0,0.2592877755217148
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,16777216,1,16777216,256,0,2,0.021193719935317972,0.013706751823425293,1.5462248246953156,-35.32635202664978,0.20696095423750785
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,16777216,1,16777216,256,0,4,0.021193719935317972,0.010862531101930428,1.9510848564154208,-48.74646293768977,0.27410844638822746
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,4096,1,4096,256,0,1,0.002244252208116892,0.002244252208116892,1.0,0.0,0.03969391456805206
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,4096,1,4096,256,0,2,0.002244252208116892,0.0022819857225350455,0.9834646141535734,1.6813401934809624,0.04015076938469297
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,4096,1,4096,256,0,4,0.002244252208116892,0.002263440755152348,0.9915223992535364,0.855008495304399,0.012701727159281233
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,65536,1,65536,256,0,1,0.0024739494053184563,0.0024739494053184563,1.0,0.0,0.005730846655171192
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,65536,1,65536,256,0,2,0.0024739494053184563,0.002474220844096986,0.9998902932294111,0.010971880748500418,0.008749371135269586
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_decode,65536,1,65536,256,0,4,0.0024739494053184563,0.002336997128023878,1.0586018166870332,-5.535775186030911,0.025646284810746035
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,1048576,1,1048576,256,0,1,0.004790001894931777,0.004790001894931777,1.0,0.0,0.14395583014048294
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,1048576,1,1048576,256,0,2,0.004790001894931777,0.004542863936651321,1.054401356000688,-5.15945429044502,0.06760115757871235
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,1048576,1,1048576,256,0,4,0.004790001894931777,0.0034233436133500102,1.3992173839202733,-28.531476846132463,0.07726331784941735
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,134217728,1,134217728,256,0,1,0.2119405101722395,0.2119405101722395,1.0,0.0,0.04918700165323548
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,134217728,1,134217728,256,0,2,0.2119405101722395,0.11735206513892947,1.806022841790894,-44.62971470458387,0.061045693179866786
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,134217728,1,134217728,256,0,4,0.2119405101722395,0.07660065378461565,2.76682377631097,-63.857474098574194,0.04934770335483838
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,16777216,1,16777216,256,0,1,0.02069655782383868,0.02069655782383868,1.0,0.0,0.1905043901341648
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,16777216,1,16777216,256,0,2,0.02069655782383868,0.013409812934696674,1.5433890036070685,-35.207520744096854,0.13900328599609765
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,16777216,1,16777216,256,0,4,0.02069655782383868,0.010472836186043659,1.9762132679416284,-49.398173961175075,0.17549030561993878
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,4096,1,4096,256,0,1,0.002149830245336955,0.002149830245336955,1.0,0.0,0.022551048507043415
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,4096,1,4096,256,0,2,0.002149830245336955,0.0021925022001315947,0.9805373263515637,1.9848988024611103,0.012263814483679572
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,4096,1,4096,256,0,4,0.002149830245336955,0.0021670403779561155,0.9920582316812239,0.8005344913390111,0.10162772605580817
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,65536,1,65536,256,0,1,0.0024090327269642065,0.0024090327269642065,1.0,0.0,0.11763605813321276
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,65536,1,65536,256,0,2,0.0024090327269642065,0.002380171069153794,1.01212587539797,-1.1980600133557728,0.011168990873809901
NVIDIA H200 NVL,sm_90,uniform_0_1,bf16_e8m7,16,stream_load,65536,1,65536,256,0,4,0.0024090327269642065,0.0022877838697519387,1.052998388010059,-5.033092986040999,0.008475394423088973
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,1048576,1,1048576,256,0,1,0.008946383921669684,0.008946383921669684,1.0,0.0,0.12284863870619789
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,1048576,1,1048576,256,0,2,0.008946383921669684,0.008579079243594799,1.0428139975917716,-4.105621682356042,0.086615928965968
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,1048576,1,1048576,256,0,4,0.008946383921669684,0.006771253873516061,1.3212300245691657,-24.31295221843859,0.2509922465228492
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,134217728,1,134217728,256,0,1,0.30715558966811823,0.30715558966811823,1.0,0.0,0.04647131250899513
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,134217728,1,134217728,256,0,2,0.30715558966811823,0.254805144617113,1.2054528574361025,-17.043624407932768,0.07000622008339212
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,134217728,1,134217728,256,0,4,0.30715558966811823,0.25310100943355235,1.2135692005161958,-17.598436119287907,0.07628045741214744
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,16777216,1,16777216,256,0,1,0.048064626389295345,0.048064626389295345,1.0,0.0,0.031836515704109905
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,16777216,1,16777216,256,0,2,0.048064626389295345,0.041315646592708054,1.1633516682703555,-14.041469379007554,0.052826393725274666
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,16777216,1,16777216,256,0,4,0.048064626389295345,0.039955759309028664,1.2029461389420861,-16.87075857947923,0.09099906499913156
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,4096,1,4096,256,0,1,0.004339057228505303,0.004339057228505303,1.0,0.0,0.008508681970054395
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,4096,1,4096,256,0,2,0.004339057228505303,0.004338434707360921,1.000143489803667,-0.014346921729724293,0.013883871390205653
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,4096,1,4096,256,0,4,0.004339057228505303,0.004338488132259917,1.0001311738624232,-0.01311566580977086,0.012260744218562864
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,65536,1,65536,256,0,1,0.004572619813861269,0.004572619813861269,1.0,0.0,0.01915926908402397
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,65536,1,65536,256,0,2,0.004572619813861269,0.00454969114682468,1.0050396095683531,-0.5014339256258382,0.05430353813734807
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,dot,65536,1,65536,256,0,4,0.004572619813861269,0.0044975405609285505,1.016693402075115,-1.6419307965452545,0.020930808555022398
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,1024,1024,1024,256,0,1,0.004197641820797276,0.004197641820797276,1.0,0.0,0.07325853992392865
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,1024,1024,1024,256,0,2,0.004197641820797276,0.0036389132119499495,1.1535427135257028,-13.31053559832327,0.07974631347151082
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,1024,1024,1024,256,0,4,0.004197641820797276,0.003572636812116325,1.1749422181849816,-14.889431622878224,0.0552074397843173
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,16384,1024,16384,256,0,1,0.03363787258372587,0.03363787258372587,1.0,0.0,0.07882460182586781
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,16384,1024,16384,256,0,2,0.03363787258372587,0.02328252404685912,1.4447691545824355,-30.78479030174075,0.057589393094097156
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,16384,1024,16384,256,0,4,0.03363787258372587,0.020725910593590007,1.6229864753990209,-38.38519204208747,0.0654155599871549
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,256,1024,256,256,0,1,0.00329086657586069,0.00329086657586069,1.0,0.0,0.10605633482681598
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,256,1024,256,256,0,2,0.00329086657586069,0.003240812139816178,1.0154450285561294,-1.5210108003670841,0.06199282245542275
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,256,1024,256,256,0,4,0.00329086657586069,0.0032830756295301345,1.0023730633130954,-0.2367445215708197,0.09434920805492344
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,4096,1024,4096,256,0,1,0.007261131258894645,0.007261131258894645,1.0,0.0,0.10527203971421517
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,4096,1024,4096,256,0,2,0.007261131258894645,0.005819252320100789,1.2477773534262013,-19.857497232646804,0.07479288749835794
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,4096,1024,4096,256,0,4,0.007261131258894645,0.0054198755361489995,1.3397228793290552,-25.357697817267365,0.11633418092658065
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,65536,1024,65536,256,0,1,0.12033248529201601,0.12033248529201601,1.0,0.0,0.030184159440823012
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,65536,1024,65536,256,0,2,0.12033248529201601,0.08016346080883129,1.501088950974525,-33.38169604467558,0.039639492943724514
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,gemv,65536,1024,65536,256,0,4,0.12033248529201601,0.068988645644415,1.7442360865038604,-42.668311489622035,0.039573430059244845
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,register_decode,134217728,1,134217728,256,256,1,0.009062546446123195,0.009062546446123195,1.0,0.0,0.13181057382257796
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,register_decode,134217728,1,134217728,256,256,2,0.009062546446123195,0.010166540984610393,0.8914090308435907,12.181946266984035,0.1165673522169754
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,register_decode,134217728,1,134217728,256,256,4,0.009062546446123195,0.013929922693277122,0.6505812448260732,53.70870401702723,0.10562455690025381
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,1048576,1,1048576,256,0,1,0.004584927919532071,0.004584927919532071,1.0,0.0,0.06494151218032579
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,1048576,1,1048576,256,0,2,0.004584927919532071,0.004382695670889205,1.046143347343539,-4.410805408332474,0.036615892636209194
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,1048576,1,1048576,256,0,4,0.004584927919532071,0.0033147371528211653,1.3831950191374447,-27.703614735137183,0.2806417149545886
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,134217728,1,134217728,256,0,1,0.22737406239365088,0.22737406239365088,1.0,0.0,0.04289184694170108
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,134217728,1,134217728,256,0,2,0.22737406239365088,0.14636549295163623,1.5534676774448635,-35.62788498793902,0.026601769487815386
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,134217728,1,134217728,256,0,4,0.22737406239365088,0.1289696528993804,1.7630043756963794,-43.278643332634715,0.05076109366431674
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,16777216,1,16777216,256,0,1,0.03321153769565823,0.03321153769565823,1.0,0.0,0.07539401910952644
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,16777216,1,16777216,256,0,2,0.03321153769565823,0.022967272791369207,1.4460374985461348,-30.845500133612504,0.058884338274383705
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,16777216,1,16777216,256,0,4,0.03321153769565823,0.020277524543235368,1.6378497101480605,-38.94433696791383,0.1414906902030099
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,4096,1,4096,256,0,1,0.0022644470431280473,0.0022644470431280473,1.0,0.0,0.02505986026435363
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,4096,1,4096,256,0,2,0.0022644470431280473,0.0022558942888225245,1.0037912921487055,-0.377697254235998,0.030593565757543583
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,4096,1,4096,256,0,4,0.0022644470431280473,0.0022485152534816575,1.0070854710110242,-0.7035620327151548,0.0684838659512678
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,65536,1,65536,256,0,1,0.0024719614340058455,0.0024719614340058455,1.0,0.0,0.02811398387475193
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,65536,1,65536,256,0,2,0.0024719614340058455,0.00245136935431678,1.0084002354246633,-0.8330259285516339,0.040432749696386765
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_decode,65536,1,65536,256,0,4,0.0024719614340058455,0.002297736242629126,1.0758247130999539,-7.048054592598785,0.16760395188492277
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_load,1048576,1,1048576,256,0,1,0.004798403691508649,0.004798403691508649,1.0,0.0,0.1510608591093074
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_load,1048576,1,1048576,256,0,2,0.004798403691508649,0.004575234272876338,1.048777703025032,-4.65090961452943,0.14186664524141654
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_load,1048576,1,1048576,256,0,4,0.004798403691508649,0.003518015855323005,1.363951695740179,-26.68362060598285,0.8742260816814121
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_load,134217728,1,134217728,256,0,1,0.22740944949063388,0.22740944949063388,1.0,0.0,0.03751414426262543
NVIDIA H200 NVL,sm_90,uniform_0_1,e11m20,32,stream_load,134217728,1,134217728,256,0,2,0.22740944949063388,0.14647572583491258,1.5525401782063106,-35.589428599823705,0.04925956185432936
