distribution,component,n,m,format,strategy,storage_bits,lanes,median_time_ms,speedup_vs_fp64_x1,speedup_vs_fp64_x4,speedup_vs_same_format_current_width,cv_percent
uniform_0_1,gemv,16384,1024,e2m5,branchless_x4,8,4,0.041706191404890645,1.046631460625088,0.8755757955871253,1.6160690642448157,0.1305122014450012
uniform_0_1,gemv,16384,1024,e2m5,current_x1,8,1,0.07865281773908106,0.5549834485525474,0.4642800190755467,1.0,0.1569660631570393
uniform_0_1,gemv,16384,1024,e2m5,current_x4,8,4,0.0674000857169168,0.6476403043543041,0.541793550139071,1.0,0.12521074201238686
uniform_0_1,gemv,16384,1024,e2m5,lut_x1,8,1,0.02775136665378451,1.5729319774331694,1.3158606628573433,2.8341961936622324,0.2656069435340696
uniform_0_1,gemv,16384,1024,e2m5,lut_x4,8,4,0.018122858790508716,2.4086162416092454,2.01496530665298,3.719064773170086,0.164448829024059
uniform_0_1,gemv,16384,1024,e3m4,branchless_x4,8,4,0.04174704520394557,1.0456072235523068,0.8747189541643245,1.8838570594783888,0.10699880404063991
uniform_0_1,gemv,16384,1024,e3m4,current_x1,8,1,0.09012168493026342,0.48435636840331536,0.40519583880952764,1.0,0.16119595437120574
uniform_0_1,gemv,16384,1024,e3m4,current_x4,8,4,0.07864546581981628,0.55503532940117,0.4643234208048252,1.0,0.1385635289022935
uniform_0_1,gemv,16384,1024,e3m4,lut_x1,8,1,0.027497916878340488,1.5874297758748823,1.3279890211978074,3.277400441967672,0.2008350297595875
uniform_0_1,gemv,16384,1024,e3m4,lut_x4,8,4,0.018137748424823467,2.40663896117718,2.013311182013567,4.336010400948195,0.16332224258524022
uniform_0_1,gemv,16384,1024,fp64_e11m52,current_x1,64,1,0.04365101202721018,1.0,0.8365655233258499,1.0,0.24118728309170817
uniform_0_1,gemv,16384,1024,fp64_e11m52,current_x4,64,4,0.03651693172024605,1.1953636291684602,1.0,1.0,0.241623479605873
uniform_0_1,gemv,4096,1024,e2m5,branchless_x4,8,4,0.012732586330837674,0.6173337610152271,0.6251081830866785,1.5112272042987307,0.07479175438397458
uniform_0_1,gemv,4096,1024,e2m5,current_x1,8,1,0.022038215588612162,0.3566647842000753,0.3611564591180879,1.0,0.23992416725607663
uniform_0_1,gemv,4096,1024,e2m5,current_x4,8,4,0.01924183084424405,0.4084983113453774,0.4136427542520011,1.0,0.15447146785581864
uniform_0_1,gemv,4096,1024,e2m5,lut_x1,8,1,0.009227634465819772,0.8518169457386278,0.8625443429457657,2.3882844157128535,0.19207860341835567
uniform_0_1,gemv,4096,1024,e2m5,lut_x4,8,4,0.006782562222903027,1.1588917504545646,1.1734863088152478,2.8369560369485693,0.03994086294307097
uniform_0_1,gemv,4096,1024,e3m4,branchless_x4,8,4,0.012733675888915646,0.6172809387986113,0.6250546956509663,1.730035217237325,0.018284667964644546
uniform_0_1,gemv,4096,1024,e3m4,current_x1,8,1,0.024813137445981202,0.31677797393332696,0.32076733240976407,1.0,0.09182639918953
uniform_0_1,gemv,4096,1024,e3m4,current_x4,8,4,0.022029707732709868,0.3568025278608725,0.3612959374602267,1.0,0.07272231409261727
