mode,stage,kernel,family,k,observed_instructions,n,rows,cols,storage,arithmetic,left_seed,right_seed,round,order,ms,result,valid,job_id,node
smoke,initial,dot,fma32f,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,45,0.00924799964,4.8331985456994953e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,raw_fp64,0,0,1048576,0,0,float64,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,46,0.00988799985,4.8322272801005969e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,4,4,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,47,0.00531199994,3.0412235602347368e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,48,0.00572799984,2.9942221275893062e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,49,0.00950399972,4.8322318906570347e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,50,0.00944000017,4.8331939345157035e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,51,0.00956800021,4.8438953246049875e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,52,0.0117119998,4.8327635460532323e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,raw_fp32,0,0,65536,64,1024,float32,fp32,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,53,0.00543999998,3.041212021805239e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,32,32,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,54,0.00572799984,3.0607404495735599e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,55,0.00524799991,3.04124667787129e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,56,0.0103679998,4.8477909158201193e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,57,0.0129279997,4.834920649945249e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,u32_base,0,0,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,58,0.00937599968,4.8322272803707558e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,59,0.0112319998,4.8345240884565564e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,60,0.011008,4.8323379278555873e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,8,8,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,61,0.0100480001,4.8424583022599095e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,62,0.00547200022,3.048555265944956e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,24,24,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,63,0.00553599978,3.0412813544910479e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,16,16,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,64,0.005504,3.041258236722554e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,65,0.0102080004,4.8477169702127808e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,66,0.00969600026,4.8322826039547849e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,16,16,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,67,0.00566399982,3.0068976221958224e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,68,0.00947200041,4.8380967461162274e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,1,1,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,69,0.005504,3.0412148911436767e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,1,1,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,70,0.00585599989,3.0418203707374741e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,1,71,0.0108479997,4.8555914760494206e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,2,2,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,0,0.00944000017,4.8341700054472767e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,1,0.0099200001,4.8438398987287026e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,16,16,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,2,0.0055999998,3.0510069486369112e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,8,8,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,3,0.0054080002,3.0461055508528422e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,24,24,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,4,0.005504,3.0558466068867344e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,32,32,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,5,0.00566399982,3.0608333704873348e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,6,0.01088,4.8323379278555873e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,1,1,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,7,0.00547200022,3.0798665737164657e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,8,0.00937599968,4.8331985456994953e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,9,0.00934400037,4.8331939345157035e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,24,24,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,10,0.00566399982,3.0495643812927289e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,16,16,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,11,0.00543999998,3.0509605990331296e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fp32_to_fp64,0,0,65536,64,1024,float32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,12,0.00521600014,3.0412120014494147e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,24,24,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,13,0.005504,3.0559162115136502e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,14,0.00528000016,3.04124667787129e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,32,32,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,15,0.00556800002,3.0413044723475034e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,raw_fp32,0,0,65536,64,1024,float32,fp32,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,16,0.00502400007,3.041212021805239e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,17,0.00931200013,4.8380967461162274e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,4,4,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,18,0.00944000017,4.8331568604267594e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,8,8,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,19,0.0054080002,3.0412351190420189e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,8,8,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,20,0.00534400018,3.0001195667946027e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,2,2,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,21,0.005504,3.0424288687053448e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,32,32,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,22,0.0116480002,4.8323748106318124e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,4,4,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,23,0.00518399989,3.0412235602347368e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,32,32,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,24,0.011744,4.8634045582594168e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,4,4,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,25,0.00950399972,4.8322457215302542e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,8,8,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,26,0.00975999981,4.8400028566809455e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,2,2,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,27,0.00534400018,3.0412177808393119e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,1,1,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,28,0.00547200022,3.0412148911436767e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,raw_fp64,0,0,65536,64,1024,float64,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,29,0.00537599996,3.0412120025764436e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,30,0.00985599961,4.8477909158201193e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,32,32,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,31,0.0140159996,4.8322272803707558e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,32,32,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,32,0.00553599978,3.0607404495735599e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,2,2,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,33,0.00931200013,4.8341607816859934e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,34,0.00966400001,4.8438953246049875e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,raw_fp32,0,0,1048576,0,0,float32,fp32,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,35,0.00931200013,4.8322272201221271e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,4,4,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,36,0.00940799993,4.8361135097720707e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,8,8,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,37,0.0102399997,4.8424583022599095e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,1,1,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,38,0.00515200011,3.0418203707374741e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,8,8,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,39,0.00534400018,3.0460824038206476e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,40,0.005504,2.9942221275893062e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fp32_to_fp64,0,0,1048576,0,0,float32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,41,0.00934400037,4.8322272803707558e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,42,0.0115520004,4.8327635460532323e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,32,32,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,43,0.0119679999,4.8632563111103557e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,4,4,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,44,0.00921600033,4.8360950566804723e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,8,8,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,45,0.00966400001,4.8322641627246208e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,4,4,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,46,0.00537599996,3.0436462264578077e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,32,32,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,47,0.0054080002,3.0412120014494147e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,8,8,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,48,0.00969600026,4.8399659283002271e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,49,0.005504,3.048555265944956e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,50,0.0110400002,4.8345240884565564e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,16,16,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,51,0.00553599978,3.041258236722554e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,2,2,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,52,0.00931200013,4.8322365009455105e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,16,16,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,53,0.00556800002,3.0068976221958224e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,54,0.0100800004,4.8477169702127808e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,mul32f,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,55,0.011008,4.8554804241905051e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,1,1,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,56,0.00556800002,3.0418232609040081e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,raw_fp64,0,0,1048576,0,0,float64,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,57,0.00988799985,4.8322272801005969e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,58,0.01296,4.834920649945249e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,add32f,24,24,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,59,0.00569600007,3.0412813544910479e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,u32_base,0,0,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,60,0.00528000016,3.0412120014494147e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,fma32f,24,24,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,61,0.0109759998,4.8555914760494206e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,4,4,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,62,0.00534400018,3.0436577928756894e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,4,4,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,63,0.00476799998,2.9539951415816194e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,fma32f,2,2,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,64,0.00528000016,3.0424346497753466e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,mul32f,12,12,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,65,0.00528000016,3.0485205245222491e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,rot32,2,2,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,66,0.00940799993,4.8375033252268302e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,u32_base,0,0,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,67,0.00940799993,4.8322272803707558e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,1,1,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,68,0.00947200041,4.8322318906570347e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,12,12,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,69,0.00956800021,4.8322826039547849e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,gemv,rot32,2,2,65536,64,1024,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,70,0.00556800002,3.0263472667189735e+23,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
smoke,initial,dot,add32f,16,16,1048576,0,0,uint32,fp64,0x6bd87c012a53f9e1,0xf5ef05b8551985f4,2,71,0.00995200034,4.8323010452189389e+24,1,460404,gpu-nvidia-h200-3.int.coma-cluster.de
