timestamp,gpu,mode,kernel,N,blocks,threads,storage_bits,arithmetic_type,storage_layout,access_method,packet_values,lut_entries,lut_bytes,format,x_semantics,left_seed,right_seed,warmup,sample,kernel_ms,result
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,34,0.26518398523330688,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,35,0.26447999477386475,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,36,0.26431998610496521,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,37,0.2667199969291687,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,38,0.26550400257110596,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,39,0.26444798707962036,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,40,0.26476800441741943,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,41,0.26640000939369202,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,42,0.26729598641395569,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,43,0.26524800062179565,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,44,0.26505601406097412,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,45,0.26480001211166382,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,46,0.26668798923492432,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,47,0.26489600539207458,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,48,0.26627200841903687,578.56689453125
2026-08-30T10:49:29Z,NVIDIA H200 NVL,full,dot,67108864,512,256,32,fp32,natural,scalar,1,0,0,raw_fp32,undefined_no_lut,11820040416388919760,589684135938649225,10,49,0.26543998718261719,578.56689453125
