gpu,compute_capability,distribution,format,strategy,component,lanes,n,m,lookup_entry_bytes,shared_table_bytes,pipelined,sample_count,median_time_ms,min_time_ms,max_time_ms,cv_percent
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x4,dot,4,4194304,1,0,0,0,3,0.02608946511443232,0.02607369087111782,0.026089915087525273,0.035423143514312944
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x4,dot,4,65536,1,0,0,0,3,0.005728874821215868,0.0057277497835457325,0.005728874821215868,0.011338759245821364
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x4,gemv,4,1024,256,0,0,0,3,0.004117396456250072,0.004116354962072429,0.00411910065532436,0.03366295869834398
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x4,gemv,4,4096,256,0,0,0,3,0.008462680369308315,0.008459711197725277,0.008462845664663413,0.020845650698275812
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x8,dot,8,4194304,1,0,0,0,3,0.026626704444347973,0.02660056402985479,0.026658704583074004,0.10935380207121036
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x8,dot,8,65536,1,0,0,0,3,0.006743829935155017,0.006739064099940848,0.0067479147555980275,0.06568732549088813
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x8,gemv,8,1024,256,0,0,0,3,0.004838399808914935,0.004835777204544818,0.004842701505442135,0.0722452091916072
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,generic_fp64_x8,gemv,8,4096,256,0,0,0,3,0.008201919794082642,0.008201439976692199,0.008202559947967529,0.0068507320926947885
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_pipelined_x4,dot,4,4194304,1,4,0,1,3,0.01268352918765124,0.01267505919232088,0.01268894093878129,0.05516884358975442
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_pipelined_x4,dot,4,65536,1,4,0,1,3,0.005032283617249617,0.005028539092828196,0.0050403403897657465,0.11980259982298909
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_pipelined_x4,gemv,4,1024,256,4,0,1,3,0.0033992042092128574,0.003397947518613326,0.00340163364460331,0.055121198013903236
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_pipelined_x4,gemv,4,4096,256,4,0,1,3,0.004361609925426566,0.0043589349132573275,0.004362996886758243,0.04734367011426368
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x1,dot,1,4194304,1,4,0,0,3,0.013629575570424398,0.013621575904614998,0.01363345438783819,0.04444608990001157
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x1,dot,1,65536,1,4,0,0,3,0.005137885459745774,0.005132821673897381,0.005138316539802936,0.05949043317441762
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x1,gemv,1,1024,256,4,0,0,3,0.0038839642301157604,0.0038833947139253248,0.0038850088147805778,0.02107604713497802
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x1,gemv,1,4096,256,4,0,0,3,0.006760865578919778,0.0067603118491895275,0.006760865578919778,0.00472875452499022
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x2,dot,2,4194304,1,4,0,0,3,0.01292083601453411,0.01291701508991754,0.012930149462685656,0.05227930575814577
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x2,dot,2,65536,1,4,0,0,3,0.005234349857677113,0.005232895170892035,0.0052358041276464925,0.027787183897909774
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x2,gemv,2,1024,256,4,0,0,3,0.003431345667876795,0.003428137082223213,0.003432443399857091,0.06522751010212516
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x2,gemv,2,4096,256,4,0,0,3,0.005149494710766124,0.005137309485058767,0.005149608405035162,0.13736726605787677
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x4,dot,4,4194304,1,4,0,0,3,0.01267153629358264,0.01267107241395591,0.01267362331998521,0.010722768945630816
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x4,dot,4,65536,1,4,0,0,3,0.005005086000842327,0.004999477838732533,0.005008384943827731,0.08998564121459923
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x4,gemv,4,1024,256,4,0,0,3,0.0033456581244196916,0.003344000003498453,0.0033484768373360906,0.0676425777050662
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x4,gemv,4,4096,256,4,0,0,3,0.004472127737709508,0.004469878757342744,0.0044814313943393694,0.13688306106041084
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x8,dot,8,4194304,1,4,0,0,3,0.012847407658894857,0.01283745147563793,0.012852147773460106,0.05839196232093975
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x8,dot,8,65536,1,4,0,0,3,0.005246411401329311,0.005243120464027351,0.005247432712122058,0.04295883889972402
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x8,gemv,8,1024,256,4,0,0,3,0.003424085299173991,0.003420757293701172,0.00343014399210612,0.13895164352998252
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_global_x8,gemv,8,4096,256,4,0,0,3,0.004349827030558645,0.004349333268624765,0.004351703841009258,0.0287503239886114
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_shared_x4,dot,4,4194304,1,4,1024,0,3,0.012255555225743188,0.012251333230071597,0.012264000044928657,0.0526203483745649
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_shared_x4,dot,4,65536,1,4,1024,0,3,0.004992217128559694,0.004988962512905315,0.004992325427168507,0.03828930422375173
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_shared_x4,gemv,4,1024,256,4,1024,0,3,0.0031594721798969406,0.003158984753081036,0.0031597968285458945,0.012937437634644807
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp32_shared_x4,gemv,4,4096,256,4,1024,0,3,0.004257836730818734,0.004251069532780489,0.004259866890230207,0.10822503677261476
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x1,dot,1,4194304,1,8,0,0,3,0.016519272327423097,0.016506472500887784,0.01653061780062589,0.07312853733894048
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x1,dot,1,65536,1,8,0,0,3,0.005289126389293464,0.00528681579479672,0.005291321217368226,0.04259636521594462
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x1,gemv,1,1024,256,8,0,0,3,0.004101897294427693,0.004100157054889598,0.004103444134000565,0.04009152976075661
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x1,gemv,1,4096,256,8,0,0,3,0.0069707610965830035,0.006966796596493342,0.006971185713742687,0.03473393052266632
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x2,dot,2,4194304,1,8,0,0,3,0.015573148105455481,0.015572591449903405,0.015597078074579654,0.08972140602720911
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x2,dot,2,65536,1,8,0,0,3,0.005237031741192821,0.005234318150227146,0.0052434770462790985,0.08980907042324737
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x2,gemv,2,1024,256,8,0,0,3,0.0036821977777795477,0.003679824071926075,0.0036843078477042063,0.06092103020275752
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x2,gemv,2,4096,256,8,0,0,3,0.0056023615312752245,0.00559799257679619,0.005616767380070422,0.17525656906886436
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x4,dot,4,4194304,1,8,0,0,3,0.015720702054207784,0.015671298169253164,0.015731929687031528,0.20535262450978792
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x4,dot,4,65536,1,8,0,0,3,0.005233803662386807,0.005233105312694203,0.0052363638444380325,0.0327758467932543
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x4,gemv,4,1024,256,8,0,0,3,0.003636456294780701,0.003634504045036174,0.0036376445932160637,0.043608270890835805
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x4,gemv,4,4096,256,8,0,0,3,0.005086481369147866,0.005085613363880222,0.005088325274192681,0.027225554834738257
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x8,dot,8,4194304,1,8,0,0,3,0.015840280474277966,0.015829894626349733,0.01585375426108377,0.07551821699742285
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x8,dot,8,65536,1,8,0,0,3,0.005395809372702798,0.005391120910644531,0.005396395812541137,0.053593742390029044
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x8,gemv,8,1024,256,8,0,0,3,0.0036497391436410985,0.003648347828699195,0.003651043319183847,0.0369338916903458
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_global_x8,gemv,8,4096,256,8,0,0,3,0.004941342240673,0.004938739033068641,0.004941993244623734,0.034852132556006186
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_shared_x4,dot,4,4194304,1,8,2048,0,3,0.015437473330581397,0.015422596220384565,0.015452911979273745,0.09819328641733431
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_shared_x4,dot,4,65536,1,8,2048,0,3,0.005015971803833655,0.005014388805564637,0.005016198006619834,0.019654065428170286
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_shared_x4,gemv,4,1024,256,8,2048,0,3,0.0033955460802546278,0.0033949550663890183,0.0034017943455235625,0.11154271857982424
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_fp64_shared_x4,gemv,4,4096,256,8,2048,0,3,0.00486283048838872,0.004860704127340222,0.00486655132319048,0.060855212586484256
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_pipelined_x4,dot,4,4194304,1,2,0,1,3,0.012236343111310687,0.012226971558162145,0.012254857165472848,0.11594034525180102
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_pipelined_x4,dot,4,65536,1,2,0,1,3,0.005004625742127295,0.00500429933573924,0.005008435573707632,0.04593945502869847
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_pipelined_x4,gemv,4,1024,256,2,0,1,3,0.0031630523186966667,0.003162174450786334,0.0031634512684886296,0.02065220303455459
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_pipelined_x4,gemv,4,4096,256,2,0,1,3,0.004196871572466039,0.0041931461932054204,0.004202221044853552,0.10867606043870646
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x1,dot,1,4194304,1,2,0,0,3,0.013132325808207194,0.013130666591503002,0.013141096079791035,0.042667434084564936
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x1,dot,1,65536,1,2,0,0,3,0.0049901307653315696,0.004988261104859028,0.004997498391010507,0.09783187457514966
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x1,gemv,1,1024,256,2,0,0,3,0.003787733448876275,0.0037826667229334515,0.0037880000140931873,0.0793734155727141
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x1,gemv,1,4096,256,2,0,0,3,0.0065558495381885995,0.006555045997747318,0.006556920426660003,0.014344043932959375
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x2,dot,2,4194304,1,2,0,0,3,0.012376402779448804,0.012370877986331639,0.012380316960725854,0.038319209772249625
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x2,dot,2,65536,1,2,0,0,3,0.004994419432177986,0.00499002056842817,0.004999477838732533,0.0947509186505715
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x2,gemv,2,1024,256,2,0,0,3,0.003299830560375033,0.0032962394176873186,0.0033011073780773287,0.0765068134486008
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x2,gemv,2,4096,256,2,0,0,3,0.0049414159506047306,0.004938776550424058,0.004952192306518555,0.14375151119332658
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x4,dot,4,4194304,1,2,0,0,3,0.011886486330547848,0.011886486330547848,0.011903783759555302,0.08397631647893894
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x4,dot,4,65536,1,2,0,0,3,0.004881932831450597,0.00487667122143227,0.004885691124320831,0.09281667744620578
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x4,gemv,4,1024,256,2,0,0,3,0.0030533265591856846,0.003052049741483389,0.0030590723874860276,0.12245643512942943
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x4,gemv,4,4096,256,2,0,0,3,0.004152188230963315,0.004148047110613655,0.004152376511517693,0.058952460767694524
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x8,dot,8,4194304,1,2,0,0,3,0.012095123121183212,0.012092931629860238,0.012108931802723506,0.07169652282792957
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x8,dot,8,65536,1,2,0,0,3,0.005116583613738471,0.0051121423252960966,0.005117950066128659,0.05935818178671559
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x8,gemv,8,1024,256,2,0,0,3,0.003173182433552485,0.003172030792138264,0.0031744986389473963,0.03891412539291032
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_global_x8,gemv,8,4096,256,2,0,0,3,0.003931157313044064,0.003927643999501577,0.003934385868491334,0.08577672628376347
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_shared_x4,dot,4,4194304,1,2,512,0,3,0.011505894755062303,0.01149684190750122,0.011516631433838293,0.08609684241949757
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_shared_x4,dot,4,65536,1,2,512,0,3,0.004883709250849424,0.004877730224371782,0.004884705824010512,0.07727758300183823
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_shared_x4,gemv,4,1024,256,2,512,0,3,0.003052435594029946,0.0030517226988726323,0.003052435594029946,0.013485043108652244
NVIDIA H200 NVL,sm_90,normal_0_1,e3m4,lut_prefix_shared_x4,gemv,4,4096,256,2,512,0,3,0.004112564816194422,0.004111717729007497,0.004114352955537684,0.032710092137567134
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,dot,1,4194304,1,0,0,0,3,0.01798688054084778,0.017958400249481202,0.01798975944519043,0.09641622259061992
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,dot,1,65536,1,0,0,0,3,0.0048271187281204485,0.004826684725486626,0.004829938937041719,0.036597796308743914
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,1024,256,0,0,0,3,0.003881930962376211,0.0038799081725635746,0.003881930962376211,0.030089693451834314
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,4096,256,0,0,0,3,0.007244307530951176,0.007243149420794319,0.007245031417225281,0.013104486946858531
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,dot,2,4194304,1,0,0,0,3,0.017215390432448616,0.017207466988336473,0.017219656989687963,0.035934023964997695
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,dot,2,65536,1,0,0,0,3,0.0047760001922908584,0.004775473553883402,0.004776842107898311,0.014453263311104893
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,1024,256,0,0,0,3,0.0034002423888505108,0.0033997577248197613,0.0034007273539148194,0.01425823472466949
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,4096,256,0,0,0,3,0.005811099007195635,0.005809454578655982,0.005815778796380688,0.056455695758956134
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,dot,4,4194304,1,0,0,0,3,0.01717577094123477,0.017169371105375746,0.017185219128926597,0.046415690606944705
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,dot,4,65536,1,0,0,0,3,0.00477782076802747,0.004776275980061498,0.00477903464744831,0.028939332288049947
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,1024,256,0,0,0,3,0.0032434286652030524,0.0032415825587052563,0.003248527482315734,0.11086949372262155
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,4096,256,0,0,0,3,0.005562842547238528,0.005559912094703088,0.005565655537140675,0.05162723182092487
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,dot,8,4194304,1,0,0,0,3,0.017121207039311248,0.017113056947600166,0.01713630163444663,0.06887583836613936
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,dot,8,65536,1,0,0,0,3,0.0051751299908286644,0.005173670199879429,0.005178161253008926,0.044262839088678646
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,1024,256,0,0,0,3,0.0033449999367197356,0.003342333249747753,0.0033534166092673936,0.17284355041563146
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,4096,256,0,0,0,3,0.005091428756713867,0.005090514251164028,0.005092456936836243,0.01908874284432807
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,dot,4,4194304,1,8,0,0,3,0.021340689439883178,0.021340322220462494,0.021352828234091573,0.033341958745278066
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,dot,4,65536,1,8,0,0,3,0.0050162455327681715,0.005013733593677091,0.005018648434010789,0.0489936056230044
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,1024,256,8,0,0,3,0.0036443637853318996,0.0036418180574070325,0.00364545461806384,0.051213437178398984
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,4096,256,8,0,0,3,0.006683679572640592,0.006681113806454944,0.006694750946785327,0.10838507804036085
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,dot,4,4194304,1,0,0,0,3,0.024111999915196344,0.024103794342432268,0.024134973684946697,0.0670155140936329
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,dot,4,65536,1,0,0,0,3,0.00501348114343663,0.005011266490579889,0.0050220068763284125,0.11306383611894982
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,1024,256,0,0,0,3,0.003653727133165706,0.0036519091915000568,0.0036548183045604014,0.040224858319881276
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,4096,256,0,0,0,3,0.007244684674718359,0.007243675691587431,0.007245693657849286,0.013927219419896225
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,dot,1,4194304,1,0,0,0,3,0.025133405182812665,0.025099675397615175,0.025138594008780813,0.08410979343969924
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,dot,1,65536,1,0,0,0,3,0.005213456173820974,0.005211046051280768,0.005216535664003763,0.05277653892214876
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,gemv,1,1024,256,0,0,0,3,0.004972622881298659,0.0049686365886543035,0.004978491360753465,0.09967832323736854
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,gemv,1,4096,256,0,0,0,3,0.011614486172392562,0.011606918798910605,0.011614486172392562,0.037625204696309866
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,dot,2,4194304,1,0,0,0,3,0.023216800391674043,0.023205199837684633,0.023219199478626253,0.03225185591265349
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,dot,2,65536,1,0,0,0,3,0.00525170996569205,0.005251246517983036,0.005258086798847586,0.07275817214310089
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,1024,256,0,0,0,3,0.004122714738588076,0.004122522500184205,0.004125982075482159,0.04714821435551601
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,4096,256,0,0,0,3,0.008697904606975575,0.008691978833032033,0.00871297354420657,0.1244012117996571
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,dot,4,4194304,1,0,0,0,3,0.023137600719928743,0.023131999373435973,0.023154400289058685,0.050375779689818115
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,dot,4,65536,1,0,0,0,3,0.0055134188454106165,0.005513056719078208,0.005535396090093648,0.23175616586747305
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,1024,256,0,0,0,3,0.0038836957418430617,0.0038826667774490447,0.0038888419580738447,0.08515816969508175
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,4096,256,0,0,0,3,0.007720076470147995,0.007719161964598156,0.007722971552894229,0.025758567675173264
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,dot,8,4194304,1,0,0,0,3,0.02363706389559975,0.023624912092957317,0.023652861389932753,0.059286130320491
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,dot,8,65536,1,0,0,0,3,0.006434886128294702,0.006434258760190477,0.006438776558520747,0.03802737630627278
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,1024,256,0,0,0,3,0.004470945171221276,0.00445242441735467,0.004478250669129792,0.29801173295112277
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,4096,256,0,0,0,3,0.00724633462828209,0.00724488685573388,0.007249954599061163,0.03601886503800956
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,dot,4,4194304,1,4,0,1,3,0.012014124311249832,0.012011034735317888,0.01202295155360781,0.05146737166609789
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,dot,4,65536,1,4,0,1,3,0.004992447532973923,0.004990433479522492,0.004994685416455036,0.042602718262231075
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,1024,256,4,0,1,3,0.0030442506149597932,0.0030423259376583245,0.0030455338327508223,0.05304144706512716
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,4096,256,4,0,1,3,0.004120216355309472,0.0041192551632901215,0.00412454046644606,0.06831090567880706
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,dot,1,4194304,1,4,0,0,3,0.012865391330442566,0.012848463611326355,0.012869796891143356,0.08756958828897372
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,dot,1,65536,1,4,0,0,3,0.005045737891361631,0.005043199966693747,0.0050492689527314285,0.06040357652309149
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,1024,256,4,0,0,3,0.003785951847045735,0.003783120546519916,0.0037933297195639113,0.13915942786167876
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,4096,256,4,0,0,3,0.006523983249105669,0.006523849575090608,0.006528937168201143,0.04443284556493393
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,dot,2,4194304,1,4,0,0,3,0.011976924883265074,0.01197431282121308,0.01198410906759249,0.04234966614934723
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,dot,2,65536,1,4,0,0,3,0.0050098021282677764,0.0050060887385553875,0.005011003578889085,0.05115175938278633
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,1024,256,4,0,0,3,0.003266166585187117,0.0032654165600736937,0.003267833342154821,0.037870505270094466
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,4096,256,4,0,0,3,0.004867882025046426,0.004863055807645204,0.004873442649841309,0.10677097586438215
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,dot,4,4194304,1,4,0,0,3,0.0115742699520008,0.011556756657523077,0.01158875710255391,0.13845753490475113
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,dot,4,65536,1,4,0,0,3,0.004916501853425624,0.004916393150717525,0.004916827153351348,0.004593235110270021
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,1024,256,4,0,0,3,0.0030423554067079187,0.003039756402146393,0.00304251788231322,0.050946821615703713
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,4096,256,4,0,0,3,0.004129963052784739,0.004129865052509893,0.004131828349060808,0.02678347086405741
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,dot,8,4194304,1,4,0,0,3,0.01182616240269429,0.01182248624595436,0.011828324279269657,0.02495900583496075
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,dot,8,65536,1,4,0,0,3,0.005003194505671309,0.005001385304616112,0.0050068129077817025,0.055230057187519596
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,1024,256,4,0,0,3,0.0031737718405078514,0.0031718195907633247,0.0031753844860694137,0.05624869618159733
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,4096,256,4,0,0,3,0.003906177345817611,0.0039059883038673176,0.003906934924379608,0.012824137002426074
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,dot,4,4194304,1,4,1024,0,3,0.011139368540362307,0.01112042132176851,0.011140421032905579,0.1010950442175891
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,dot,4,65536,1,4,1024,0,3,0.004996303443250985,0.004996082700532058,0.005002924080552726,0.07777865136245406
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,1024,256,4,1024,0,3,0.0030894838180159567,0.003084831966792133,0.003089804398386102,0.09011901130543463
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,4096,256,4,1024,0,3,0.004055195306179792,0.004053017796849358,0.004057183420869726,0.05138006316559229
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,dot,1,4194304,1,8,0,0,3,0.014105088233947754,0.01409945583343506,0.014111488342285157,0.042681233503509906
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,dot,1,65536,1,8,0,0,3,0.005026096722175335,0.005024662100035568,0.005034151570550326,0.10172722398667358
