gpu,compute_capability,distribution,format,strategy,component,lanes,n,m,lookup_entry_bytes,shared_table_bytes,pipelined,sample,iterations,total_time_ms,time_ms
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,1024,256,0,0,0,1,348,1.3509119749069214,0.0038819309623762109
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,1024,256,0,0,0,2,348,1.350208044052124,0.0038799081725635746
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,1024,256,4,0,0,0,373,1.4111039638519287,0.0037831205465199162
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,1024,256,4,0,0,1,373,1.4121600389480591,0.0037859518470457348
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,1024,256,4,0,0,2,373,1.4149119853973389,0.0037933297195639113
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,gemv,1,1024,256,8,0,0,0,350,1.3584320545196533,0.0038812344414847237
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,gemv,1,1024,256,8,0,0,1,350,1.357759952545166,0.0038793141501290459
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,gemv,1,1024,256,8,0,0,2,350,1.3578560352325439,0.0038795886720929826
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x1,gemv,1,1024,256,4,0,0,0,352,1.3602240085601807,0.0038642727515914225
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x1,gemv,1,1024,256,4,0,0,1,352,1.3627200126647949,0.0038713636723431673
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x1,gemv,1,1024,256,4,0,0,2,352,1.3621439933776855,0.0038697272539138794
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,1024,256,0,0,0,0,333,1.3727999925613403,0.0041225225001842048
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,1024,256,0,0,0,1,333,1.3739520311355591,0.004125982075482159
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,1024,256,0,0,0,2,333,1.3728640079498291,0.0041227147385880757
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,1024,256,0,0,0,0,396,1.3466880321502686,0.0034007273539148194
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,1024,256,0,0,0,1,396,1.3464959859848022,0.0034002423888505108
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,1024,256,0,0,0,2,396,1.3463040590286255,0.0033997577248197613
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,1024,256,4,0,0,0,384,1.2548480033874512,0.0032678333421548209
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,1024,256,4,0,0,1,384,1.2539199590682983,0.0032654165600736937
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,1024,256,4,0,0,2,384,1.254207968711853,0.0032661665851871171
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x2,gemv,2,1024,256,8,0,0,0,384,1.3070399761199951,0.0034037499378124871
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x2,gemv,2,1024,256,8,0,0,1,384,1.3071680068969727,0.0034040833512941995
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x2,gemv,2,1024,256,8,0,0,2,384,1.3072960376739502,0.0034044167647759118
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x2,gemv,2,1024,256,4,0,0,0,384,1.2599999904632568,0.0032812499751647315
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x2,gemv,2,1024,256,4,0,0,1,384,1.2608640193939209,0.0032835000505050025
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x2,gemv,2,1024,256,4,0,0,2,384,1.2610559463500977,0.0032839998602867126
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,1024,256,0,0,0,0,342,1.3299839496612549,0.0038888419580738447
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,1024,256,0,0,0,1,342,1.3282239437103271,0.0038836957418430617
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,1024,256,0,0,0,2,342,1.3278720378875732,0.0038826667774490447
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,1024,256,0,0,0,0,364,1.1824640035629272,0.003248527482315734
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,1024,256,0,0,0,1,364,1.1799360513687134,0.0032415825587052563
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,1024,256,0,0,0,2,364,1.1806080341339111,0.0032434286652030524
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,1024,256,4,0,0,0,394,1.1987520456314087,0.0030425178823132201
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,1024,256,4,0,0,1,394,1.1976640224456787,0.0030397564021463928
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,1024,256,4,0,0,2,394,1.1986880302429199,0.0030423554067079187
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x4,gemv,4,1024,256,8,0,0,0,382,1.2102080583572388,0.0031680839224011484
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x4,gemv,4,1024,256,8,0,0,1,382,1.2087680101394653,0.0031643141626687575
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x4,gemv,4,1024,256,8,0,0,2,382,1.2110079526901245,0.0031701778866233626
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x4,gemv,4,1024,256,4,0,0,0,404,1.2302720546722412,0.0030452278580996072
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x4,gemv,4,1024,256,4,0,0,1,404,1.2299519777297974,0.0030444355884400925
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x4,gemv,4,1024,256,4,0,0,2,404,1.2294720411300659,0.0030432476265595692
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,1024,256,0,0,0,0,311,1.3904639482498169,0.0044709451712212763
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,1024,256,0,0,0,1,311,1.3927359580993652,0.004478250669129792
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,1024,256,0,0,0,2,311,1.3847039937973022,0.0044524244173546699
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,1024,256,0,0,0,0,384,1.2844799757003784,0.0033449999367197356
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,1024,256,0,0,0,1,384,1.2834559679031372,0.0033423332497477531
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,1024,256,0,0,0,2,384,1.2877119779586792,0.0033534166092673936
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,1024,256,4,0,0,0,377,1.1971199512481689,0.0031753844860694137
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,1024,256,4,0,0,1,377,1.19651198387146,0.0031737718405078514
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,1024,256,4,0,0,2,377,1.1957759857177734,0.0031718195907633247
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x8,gemv,8,1024,256,8,0,0,0,394,1.2507519721984863,0.0031744973913667165
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x8,gemv,8,1024,256,8,0,0,1,394,1.254688024520874,0.0031844873718803908
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x8,gemv,8,1024,256,8,0,0,2,394,1.2533119916915894,0.0031809949027705314
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x8,gemv,8,1024,256,4,0,0,0,389,1.2315200567245483,0.0031658613283407412
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x8,gemv,8,1024,256,4,0,0,1,389,1.2343679666519165,0.0031731824335524848
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x8,gemv,8,1024,256,4,0,0,2,389,1.2321920394897461,0.0031675887904620724
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,1024,256,0,0,0,0,352,1.2864960432052612,0.0036548183045604014
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,1024,256,0,0,0,1,352,1.2861119508743286,0.0036537271331657062
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,1024,256,0,0,0,2,352,1.28547203540802,0.0036519091915000568
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,1024,256,8,0,0,0,352,1.2828160524368286,0.0036443637853318996
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,1024,256,8,0,0,1,352,1.2832000255584717,0.0036454546180638399
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,1024,256,8,0,0,2,352,1.2819199562072754,0.0036418180574070325
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,1024,256,4,1024,0,0,399,1.2328319549560547,0.0030898043983861021
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,1024,256,4,1024,0,1,399,1.2327040433883667,0.0030894838180159567
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,1024,256,4,1024,0,2,399,1.230847954750061,0.003084831966792133
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_shared_x4,gemv,4,1024,256,8,2048,0,0,412,1.3066560029983521,0.0031714951529086214
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_shared_x4,gemv,4,1024,256,8,2048,0,1,412,1.3076800107955933,0.0031739806087271679
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_shared_x4,gemv,4,1024,256,8,2048,0,2,412,1.3065279722213745,0.0031711843985955694
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_shared_x4,gemv,4,1024,256,4,1024,0,0,394,1.1925439834594727,0.0030267613793387633
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_shared_x4,gemv,4,1024,256,4,1024,0,1,394,1.1906559467315674,0.0030219694079481408
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_shared_x4,gemv,4,1024,256,4,1024,0,2,394,1.1908479928970337,0.003022456834764045
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,1024,256,4,0,1,0,399,1.2151679992675781,0.0030455338327508223
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,1024,256,4,0,1,1,399,1.2138880491256714,0.0030423259376583245
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,1024,256,4,0,1,2,399,1.2146559953689575,0.0030442506149597932
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_pipelined_x4,gemv,4,1024,256,4,0,1,0,414,1.3062080144882202,0.0031550918224353144
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_pipelined_x4,gemv,4,1024,256,4,0,1,1,414,1.3076159954071045,0.0031584927425292379
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_pipelined_x4,gemv,4,1024,256,4,0,1,2,414,1.3079040050506592,0.0031591884179967612
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,gemv,1,4096,256,0,0,0,0,148,1.7178239822387695,0.011606918798910605
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,gemv,1,4096,256,0,0,0,1,148,1.7189439535140991,0.011614486172392562
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x1,gemv,1,4096,256,0,0,0,2,148,1.7189439535140991,0.011614486172392562
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,4096,256,0,0,0,0,221,1.6011519432067871,0.0072450314172252811
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,4096,256,0,0,0,1,221,1.60099196434021,0.0072443075309511764
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x1,gemv,1,4096,256,0,0,0,2,221,1.6007360219955444,0.0072431494207943186
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,4096,256,4,0,0,0,239,1.5592319965362549,0.0065239832491056689
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,4096,256,4,0,0,1,239,1.5592000484466553,0.0065238495750906079
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x1,gemv,1,4096,256,4,0,0,2,239,1.5604159832000732,0.0065289371682011434
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,gemv,1,4096,256,8,0,0,0,233,1.5566079616546631,0.0066807208654706572
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,gemv,1,4096,256,8,0,0,1,233,1.5580480098724365,0.00668690132992462
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x1,gemv,1,4096,256,8,0,0,2,233,1.5574079751968384,0.0066841543999864306
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x1,gemv,1,4096,256,4,0,0,0,238,1.5531840324401855,0.0065259833295806119
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x1,gemv,1,4096,256,4,0,0,1,238,1.5535680055618286,0.00652759666202449
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x1,gemv,1,4096,256,4,0,0,2,238,1.5528639554977417,0.0065246384684779059
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,4096,256,0,0,0,0,189,1.6467519998550415,0.0087129735442065693
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,4096,256,0,0,0,1,189,1.6439039707183838,0.0086979046069755751
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x2,gemv,2,4096,256,0,0,0,2,189,1.6427839994430542,0.0086919788330320335
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,4096,256,0,0,0,0,253,1.4702080488204956,0.0058110990071956348
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,4096,256,0,0,0,1,253,1.471392035484314,0.0058157787963806877
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x2,gemv,2,4096,256,0,0,0,2,253,1.4697920083999634,0.005809454578655982
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,4096,256,4,0,0,0,305,1.4832320213317871,0.004863055807645204
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,4096,256,4,0,0,1,305,1.4847040176391602,0.0048678820250464263
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x2,gemv,2,4096,256,4,0,0,2,305,1.4864000082015991,0.0048734426498413088
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x2,gemv,2,4096,256,8,0,0,0,287,1.46070396900177,0.0050895608676019858
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x2,gemv,2,4096,256,8,0,0,1,287,1.4601919651031494,0.0050877768818925065
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x2,gemv,2,4096,256,8,0,0,2,287,1.4614720344543457,0.0050922370538478944
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x2,gemv,2,4096,256,4,0,0,0,293,1.4212160110473633,0.0048505665906053352
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x2,gemv,2,4096,256,4,0,0,1,293,1.4220160245895386,0.0048532970122509853
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x2,gemv,2,4096,256,4,0,0,2,293,1.4219839572906494,0.0048531875675448784
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,4096,256,0,0,0,0,210,1.6218240261077881,0.007722971552894229
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,4096,256,0,0,0,1,210,1.6210240125656128,0.0077191619645981561
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x4,gemv,4,4096,256,0,0,0,2,210,1.6212160587310791,0.0077200764701479954
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,4096,256,0,0,0,0,273,1.5178560018539429,0.0055599120947030876
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,4096,256,0,0,0,1,273,1.5194239616394043,0.0055656555371406749
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x4,gemv,4,4096,256,0,0,0,2,273,1.5186560153961182,0.0055628425472385281
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,4096,256,4,0,0,0,326,1.3469760417938232,0.0041318283490608078
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,4096,256,4,0,0,1,326,1.3463360071182251,0.0041298650525098931
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x4,gemv,4,4096,256,4,0,0,2,326,1.3463679552078247,0.0041299630527847388
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x4,gemv,4,4096,256,8,0,0,0,308,1.3982720375061035,0.0045398442776172195
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x4,gemv,4,4096,256,8,0,0,1,308,1.3979840278625488,0.0045389091813719121
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x4,gemv,4,4096,256,8,0,0,2,308,1.3989119529724121,0.0045419219252351047
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x4,gemv,4,4096,256,4,0,0,0,346,1.427839994430542,0.0041267051862154394
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x4,gemv,4,4096,256,4,0,0,1,346,1.4276479482650757,0.004126150139494438
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x4,gemv,4,4096,256,4,0,0,2,346,1.4266239404678345,0.0041231905793868047
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,4096,256,0,0,0,0,221,1.6011199951171875,0.0072448868557338803
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,4096,256,0,0,0,1,221,1.6014399528503418,0.0072463346282820897
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,generic_fp64_x8,gemv,8,4096,256,0,0,0,2,221,1.6022399663925171,0.0072499545990611629
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,4096,256,0,0,0,0,280,1.4253439903259277,0.0050905142511640279
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,4096,256,0,0,0,1,280,1.4256000518798828,0.0050914287567138672
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_fp32_x8,gemv,8,4096,256,0,0,0,2,280,1.4258879423141479,0.0050924569368362427
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,4096,256,4,0,0,0,338,1.3202879428863525,0.0039061773458176109
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,4096,256,4,0,0,1,338,1.3205440044403076,0.0039069349243796084
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_x8,gemv,8,4096,256,4,0,0,2,338,1.3202240467071533,0.0039059883038673176
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x8,gemv,8,4096,256,8,0,0,0,326,1.4240959882736206,0.0043683926020663209
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x8,gemv,8,4096,256,8,0,0,1,326,1.4242880344390869,0.0043689817007333959
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_global_x8,gemv,8,4096,256,8,0,0,2,326,1.4243839979171753,0.0043692760672305988
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x8,gemv,8,4096,256,4,0,0,0,350,1.3613760471343994,0.003889645848955427
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x8,gemv,8,4096,256,4,0,0,1,350,1.3607039451599121,0.0038877255575997488
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_x8,gemv,8,4096,256,4,0,0,2,350,1.3617600202560425,0.0038907429150172642
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,4096,256,0,0,0,0,222,1.6085439920425415,0.0072456936578492864
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,4096,256,0,0,0,1,222,1.6080960035324097,0.0072436756915874312
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,direct_fp64_bits_x4,gemv,4,4096,256,0,0,0,2,222,1.6083199977874756,0.0072446846747183588
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,4096,256,8,0,0,0,237,1.5840320587158203,0.0066836795726405917
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,4096,256,8,0,0,1,237,1.5866559743881226,0.0066947509467853274
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,decomposed_bits_x4,gemv,4,4096,256,8,0,0,2,237,1.5834239721298218,0.0066811138064549443
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,4096,256,4,1024,0,0,338,1.3706560134887695,0.0040551953061797917
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,4096,256,4,1024,0,1,338,1.3713279962539673,0.004057183420869726
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_shared_x4,gemv,4,4096,256,4,1024,0,2,338,1.369920015335083,0.0040530177968493581
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_shared_x4,gemv,4,4096,256,8,2048,0,0,311,1.4132159948348999,0.0045441028772826367
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_shared_x4,gemv,4,4096,256,8,2048,0,1,311,1.4137920141220093,0.0045459550293312197
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp64_shared_x4,gemv,4,4096,256,8,2048,0,2,311,1.4141440391540527,0.0045470869426175332
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_shared_x4,gemv,4,4096,256,4,1024,0,0,362,1.4096000194549561,0.0038939227056766744
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_shared_x4,gemv,4,4096,256,4,1024,0,1,362,1.4088959693908691,0.003891977815996876
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_shared_x4,gemv,4,4096,256,4,1024,0,2,362,1.408735990524292,0.0038915358854262208
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,4096,256,4,0,1,0,333,1.3717119693756104,0.0041192551632901215
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,4096,256,4,0,1,1,333,1.3720320463180542,0.0041202163553094723
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_fp32_global_pipelined_x4,gemv,4,4096,256,4,0,1,2,333,1.3734719753265381,0.0041245404664460601
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_pipelined_x4,gemv,4,4096,256,4,0,1,0,324,1.3403840065002441,0.0041369876743834692
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_pipelined_x4,gemv,4,4096,256,4,0,1,1,324,1.3397760391235352,0.0041351112318627628
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_prefix_global_pipelined_x4,gemv,4,4096,256,4,0,1,2,324,1.3403199911117554,0.0041367900960239366
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,generic_fp64_x1,dot,1,65536,1,0,0,0,0,256,1.3518079519271851,0.0052804998122155666
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,generic_fp64_x1,dot,1,65536,1,0,0,0,1,256,1.352895975112915,0.0052847499027848244
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,generic_fp64_x1,dot,1,65536,1,0,0,0,2,256,1.3535360097885132,0.0052872500382363796
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_fp32_x1,dot,1,65536,1,0,0,0,0,298,1.435871958732605,0.0048183622776261908
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_fp32_x1,dot,1,65536,1,0,0,0,1,298,1.4380480051040649,0.0048256644466579358
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_fp32_x1,dot,1,65536,1,0,0,0,2,298,1.4385600090026855,0.0048273825805459246
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_fp32_global_x1,dot,1,65536,1,4,0,0,0,294,1.4656959772109985,0.0049853604667040767
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_fp32_global_x1,dot,1,65536,1,4,0,0,1,294,1.4632960557937622,0.0049771974686862661
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_fp32_global_x1,dot,1,65536,1,4,0,0,2,294,1.4663679599761963,0.0049876461223680143
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_fp64_global_x1,dot,1,65536,1,8,0,0,0,291,1.4701119661331177,0.0050519311550966247
