variant,label,samples,median_ms,q1_ms,q3_ms,minimum_ms,maximum_ms
raw_fp64,Raw FP64,50,0.3083679974079132,0.3049360066652298,0.3120720013976097,0.3028799891471863,0.3160640001296997
raw_fp32,Raw FP32,50,0.2661440074443817,0.26495999097824097,0.26688000559806824,0.26361599564552307,0.29471999406814575
fp32_to_fp64,FP32 to FP64,50,0.2681120038032532,0.26761600375175476,0.2691120058298111,0.26636800169944763,0.2717759907245636
