format,arithmetic_type,multiply_method,kernel,storage_layout,access_method,packet_values,rank,strategy_id,decoder,screen_median_ms,selected
lns12_r6,fp32,fused,gemv,padded,scalar,1,6,fused/padded/scalar/x1/split_quadratic,split_quadratic,0.091971813257885171,0
lns12_r6,fp32,fused,gemv,padded,scalar,1,7,fused/padded/scalar/x1/fraction_lut_global,fraction_lut_global,0.092000645494894243,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,2,1,fused/padded/thread_packet/x2/ex2_approx,ex2_approx,0.058746814692752558,1
lns12_r6,fp32,fused,gemv,padded,thread_packet,2,2,fused/padded/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.08054351923895664,1
lns12_r6,fp32,fused,gemv,padded,thread_packet,2,3,fused/padded/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.087087141616003852,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,2,4,fused/padded/thread_packet/x2/split_quadratic,split_quadratic,0.087146554375650886,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,2,5,fused/padded/thread_packet/x2/split_cubic,split_cubic,0.08715371574674334,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,2,6,fused/padded/thread_packet/x2/split_linear,split_linear,0.088028313509829634,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,4,1,fused/padded/thread_packet/x4/ex2_approx,ex2_approx,0.055298045624134151,1
lns12_r6,fp32,fused,gemv,padded,thread_packet,4,2,fused/padded/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.07724370505838167,1
lns12_r6,fp32,fused,gemv,padded,thread_packet,4,3,fused/padded/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.083332298792711409,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,4,4,fused/padded/thread_packet/x4/split_cubic,split_cubic,0.083449488979274955,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,4,5,fused/padded/thread_packet/x4/split_quadratic,split_quadratic,0.083453287512569113,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,4,6,fused/padded/thread_packet/x4/split_linear,split_linear,0.083608759627016166,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,8,1,fused/padded/thread_packet/x8/ex2_approx,ex2_approx,0.053770965404724806,1
lns12_r6,fp32,fused,gemv,padded,thread_packet,8,2,fused/padded/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.077865649783422086,1
lns12_r6,fp32,fused,gemv,padded,thread_packet,8,3,fused/padded/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.084294623342053648,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,8,4,fused/padded/thread_packet/x8/split_cubic,split_cubic,0.08441793096476588,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,8,5,fused/padded/thread_packet/x8/split_quadratic,split_quadratic,0.084466757445499807,0
lns12_r6,fp32,fused,gemv,padded,thread_packet,8,6,fused/padded/thread_packet/x8/split_linear,split_linear,0.084481658606693655,0
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,1,ordinary/dense/cooperative_shuffle/x8/full_lut_global,full_lut_global,0.11467238267262778,1
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,2,ordinary/dense/cooperative_shuffle/x8/full_lut_shared,full_lut_shared,0.12185639739036561,1
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,3,ordinary/dense/cooperative_shuffle/x8/ex2_approx,ex2_approx,0.13198652392939517,0
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,4,ordinary/dense/cooperative_shuffle/x8/fraction_lut_shared,fraction_lut_shared,0.15810299664735794,0
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,5,ordinary/dense/cooperative_shuffle/x8/split_quadratic,split_quadratic,0.16716586748758952,0
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,6,ordinary/dense/cooperative_shuffle/x8/split_linear,split_linear,0.16729333400726321,0
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,7,ordinary/dense/cooperative_shuffle/x8/fraction_lut_global,fraction_lut_global,0.16733599503835042,0
lns12_r6,fp32,ordinary,dot,dense,cooperative_shuffle,8,8,ordinary/dense/cooperative_shuffle/x8/split_cubic,split_cubic,0.1678826649983724,0
lns12_r6,fp32,ordinary,dot,dense,scalar,1,1,ordinary/dense/scalar/x1/full_lut_global,full_lut_global,0.069536570485827842,1
lns12_r6,fp32,ordinary,dot,dense,scalar,1,2,ordinary/dense/scalar/x1/full_lut_shared,full_lut_shared,0.07302262951691843,1
lns12_r6,fp32,ordinary,dot,dense,scalar,1,3,ordinary/dense/scalar/x1/ex2_approx,ex2_approx,0.086287426097052436,0
lns12_r6,fp32,ordinary,dot,dense,scalar,1,4,ordinary/dense/scalar/x1/reference_exp2,reference_exp2,0.086444287819969934,1
lns12_r6,fp32,ordinary,dot,dense,scalar,1,5,ordinary/dense/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.1175695074225053,0
lns12_r6,fp32,ordinary,dot,dense,scalar,1,6,ordinary/dense/scalar/x1/split_cubic,split_cubic,0.13908533255259195,0
lns12_r6,fp32,ordinary,dot,dense,scalar,1,7,ordinary/dense/scalar/x1/split_quadratic,split_quadratic,0.13920799891153973,0
lns12_r6,fp32,ordinary,dot,dense,scalar,1,8,ordinary/dense/scalar/x1/split_linear,split_linear,0.13934977849324542,0
lns12_r6,fp32,ordinary,dot,dense,scalar,1,9,ordinary/dense/scalar/x1/fraction_lut_global,fraction_lut_global,0.13977199792861938,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,1,ordinary/dense/thread_packet/x2/full_lut_global,full_lut_global,0.047247103085884687,1
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,2,ordinary/dense/thread_packet/x2/full_lut_shared,full_lut_shared,0.052921720230636966,1
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,3,ordinary/dense/thread_packet/x2/ex2_approx,ex2_approx,0.069790476449528099,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,4,ordinary/dense/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.11791215822150145,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,5,ordinary/dense/thread_packet/x2/split_quadratic,split_quadratic,0.1358923203236348,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,6,ordinary/dense/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.13610638154519572,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,7,ordinary/dense/thread_packet/x2/split_linear,split_linear,0.13620973277736353,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,2,8,ordinary/dense/thread_packet/x2/split_cubic,split_cubic,0.1363917879156164,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,1,ordinary/dense/thread_packet/x4/full_lut_shared,full_lut_shared,0.047905899774085145,1
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,2,ordinary/dense/thread_packet/x4/full_lut_global,full_lut_global,0.049702722598344851,1
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,3,ordinary/dense/thread_packet/x4/ex2_approx,ex2_approx,0.066009042800009785,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,4,ordinary/dense/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.11574883793675622,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,5,ordinary/dense/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.13333535194396973,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,6,ordinary/dense/thread_packet/x4/split_cubic,split_cubic,0.13335537283044113,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,7,ordinary/dense/thread_packet/x4/split_linear,split_linear,0.13355978759559425,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,4,8,ordinary/dense/thread_packet/x4/split_quadratic,split_quadratic,0.13390399958636309,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,1,ordinary/dense/thread_packet/x8/full_lut_shared,full_lut_shared,0.037633745546080635,1
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,2,ordinary/dense/thread_packet/x8/full_lut_global,full_lut_global,0.038206176851263596,1
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,3,ordinary/dense/thread_packet/x8/ex2_approx,ex2_approx,0.057732944370889147,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,4,ordinary/dense/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.10934987563441917,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,5,ordinary/dense/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.12249990207392994,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,6,ordinary/dense/thread_packet/x8/split_quadratic,split_quadratic,0.12260058449535835,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,7,ordinary/dense/thread_packet/x8/split_cubic,split_cubic,0.1227326569033832,0
lns12_r6,fp32,ordinary,dot,dense,thread_packet,8,8,ordinary/dense/thread_packet/x8/split_linear,split_linear,0.12282600809888142,0
lns12_r6,fp32,ordinary,dot,padded,scalar,1,1,ordinary/padded/scalar/x1/full_lut_global,full_lut_global,0.072325933721465924,1
lns12_r6,fp32,ordinary,dot,padded,scalar,1,2,ordinary/padded/scalar/x1/full_lut_shared,full_lut_shared,0.074508847612323181,1
lns12_r6,fp32,ordinary,dot,padded,scalar,1,3,ordinary/padded/scalar/x1/reference_exp2,reference_exp2,0.085230621798285111,1
lns12_r6,fp32,ordinary,dot,padded,scalar,1,4,ordinary/padded/scalar/x1/ex2_approx,ex2_approx,0.085700602006421836,0
lns12_r6,fp32,ordinary,dot,padded,scalar,1,5,ordinary/padded/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.11099591255187988,0
lns12_r6,fp32,ordinary,dot,padded,scalar,1,6,ordinary/padded/scalar/x1/split_cubic,split_cubic,0.12985944844450545,0
lns12_r6,fp32,ordinary,dot,padded,scalar,1,7,ordinary/padded/scalar/x1/split_linear,split_linear,0.12994262708826104,0
lns12_r6,fp32,ordinary,dot,padded,scalar,1,8,ordinary/padded/scalar/x1/split_quadratic,split_quadratic,0.13006193016865636,0
lns12_r6,fp32,ordinary,dot,padded,scalar,1,9,ordinary/padded/scalar/x1/fraction_lut_global,fraction_lut_global,0.13014851472316644,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,1,ordinary/padded/thread_packet/x2/full_lut_global,full_lut_global,0.045347925095137027,1
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,2,ordinary/padded/thread_packet/x2/full_lut_shared,full_lut_shared,0.051031579288269471,1
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,3,ordinary/padded/thread_packet/x2/ex2_approx,ex2_approx,0.065258714461223388,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,4,ordinary/padded/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.10487449961773893,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,5,ordinary/padded/thread_packet/x2/split_quadratic,split_quadratic,0.12665516627140533,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,6,ordinary/padded/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.12670028775166242,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,7,ordinary/padded/thread_packet/x2/split_cubic,split_cubic,0.12682949075332056,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,2,8,ordinary/padded/thread_packet/x2/split_linear,split_linear,0.12693538421239609,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,1,ordinary/padded/thread_packet/x4/full_lut_global,full_lut_global,0.034605444346287456,1
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,2,ordinary/padded/thread_packet/x4/full_lut_shared,full_lut_shared,0.038484317915780206,1
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,3,ordinary/padded/thread_packet/x4/ex2_approx,ex2_approx,0.054842483038189768,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,4,ordinary/padded/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.09859423637390137,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,5,ordinary/padded/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.11890095188504174,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,6,ordinary/padded/thread_packet/x4/split_linear,split_linear,0.11923581077938988,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,7,ordinary/padded/thread_packet/x4/split_quadratic,split_quadratic,0.11939504600706555,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,4,8,ordinary/padded/thread_packet/x4/split_cubic,split_cubic,0.11942912823370248,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,1,ordinary/padded/thread_packet/x8/full_lut_global,full_lut_global,0.032439110386536518,1
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,2,ordinary/padded/thread_packet/x8/full_lut_shared,full_lut_shared,0.035130282180019158,1
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,3,ordinary/padded/thread_packet/x8/ex2_approx,ex2_approx,0.051678280787665523,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,4,ordinary/padded/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.097723605586033241,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,5,ordinary/padded/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.11581023349318394,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,6,ordinary/padded/thread_packet/x8/split_cubic,split_cubic,0.11605246676955111,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,7,ordinary/padded/thread_packet/x8/split_linear,split_linear,0.11618046427881995,0
lns12_r6,fp32,ordinary,dot,padded,thread_packet,8,8,ordinary/padded/thread_packet/x8/split_quadratic,split_quadratic,0.11634307129438534,0
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,1,ordinary/dense/cooperative_shuffle/x8/full_lut_global,full_lut_global,0.052281264135613147,1
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,2,ordinary/dense/cooperative_shuffle/x8/full_lut_shared,full_lut_shared,0.05538816357704128,1
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,3,ordinary/dense/cooperative_shuffle/x8/ex2_approx,ex2_approx,0.074651813507080084,0
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,4,ordinary/dense/cooperative_shuffle/x8/fraction_lut_shared,fraction_lut_shared,0.114551444386327,0
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,5,ordinary/dense/cooperative_shuffle/x8/fraction_lut_global,fraction_lut_global,0.13045473475205271,0
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,6,ordinary/dense/cooperative_shuffle/x8/split_linear,split_linear,0.13068758186541105,0
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,7,ordinary/dense/cooperative_shuffle/x8/split_cubic,split_cubic,0.13076588982029963,0
lns12_r6,fp32,ordinary,gemv,dense,cooperative_shuffle,8,8,ordinary/dense/cooperative_shuffle/x8/split_quadratic,split_quadratic,0.13094442141683477,0
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,1,ordinary/dense/scalar/x1/full_lut_shared,full_lut_shared,0.045593293507893887,1
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,2,ordinary/dense/scalar/x1/full_lut_global,full_lut_global,0.04598971327013586,1
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,3,ordinary/dense/scalar/x1/reference_exp2,reference_exp2,0.067253778378168733,1
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,4,ordinary/dense/scalar/x1/ex2_approx,ex2_approx,0.067347989280111348,0
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,5,ordinary/dense/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.10722852271536124,0
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,6,ordinary/dense/scalar/x1/split_cubic,split_cubic,0.12413640022277832,0
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,7,ordinary/dense/scalar/x1/split_quadratic,split_quadratic,0.12416120171546935,0
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,8,ordinary/dense/scalar/x1/split_linear,split_linear,0.12422440052032471,0
lns12_r6,fp32,ordinary,gemv,dense,scalar,1,9,ordinary/dense/scalar/x1/fraction_lut_global,fraction_lut_global,0.12436839938163757,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,1,ordinary/dense/thread_packet/x2/full_lut_global,full_lut_global,0.040986187073773953,1
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,2,ordinary/dense/thread_packet/x2/full_lut_shared,full_lut_shared,0.042861405793610995,1
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,3,ordinary/dense/thread_packet/x2/ex2_approx,ex2_approx,0.064233203101576417,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,4,ordinary/dense/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.10472987053242136,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,5,ordinary/dense/thread_packet/x2/split_linear,split_linear,0.12251359820365906,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,6,ordinary/dense/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.12256920337677002,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,7,ordinary/dense/thread_packet/x2/split_quadratic,split_quadratic,0.12261919975280761,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,2,8,ordinary/dense/thread_packet/x2/split_cubic,split_cubic,0.1226464033126831,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,1,ordinary/dense/thread_packet/x4/full_lut_global,full_lut_global,0.042502267020089288,1
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,2,ordinary/dense/thread_packet/x4/full_lut_shared,full_lut_shared,0.043121861743258758,1
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,3,ordinary/dense/thread_packet/x4/ex2_approx,ex2_approx,0.062435694229908481,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,4,ordinary/dense/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.10254533092180887,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,5,ordinary/dense/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.11975297695252954,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,6,ordinary/dense/thread_packet/x4/split_linear,split_linear,0.12002185495888315,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,7,ordinary/dense/thread_packet/x4/split_cubic,split_cubic,0.12004370224185107,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,4,8,ordinary/dense/thread_packet/x4/split_quadratic,split_quadratic,0.12016429552217808,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,1,ordinary/dense/thread_packet/x8/full_lut_shared,full_lut_shared,0.038594297531460445,1
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,2,ordinary/dense/thread_packet/x8/full_lut_global,full_lut_global,0.038848740709118069,1
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,3,ordinary/dense/thread_packet/x8/ex2_approx,ex2_approx,0.059164839026368696,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,4,ordinary/dense/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.10257740350479774,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,5,ordinary/dense/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.11699314344496954,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,6,ordinary/dense/thread_packet/x8/split_cubic,split_cubic,0.11709142866588775,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,7,ordinary/dense/thread_packet/x8/split_linear,split_linear,0.11709180900028773,0
lns12_r6,fp32,ordinary,gemv,dense,thread_packet,8,8,ordinary/dense/thread_packet/x8/split_quadratic,split_quadratic,0.11722742943536668,0
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,1,ordinary/padded/scalar/x1/full_lut_shared,full_lut_shared,0.028789623384597833,1
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,2,ordinary/padded/scalar/x1/full_lut_global,full_lut_global,0.036608280611623453,1
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,3,ordinary/padded/scalar/x1/reference_exp2,reference_exp2,0.054435061968966011,1
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,4,ordinary/padded/scalar/x1/ex2_approx,ex2_approx,0.054514178382161327,0
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,5,ordinary/padded/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.0902681483162774,0
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,6,ordinary/padded/scalar/x1/split_linear,split_linear,0.10912604331970215,0
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,7,ordinary/padded/scalar/x1/split_cubic,split_cubic,0.1093966219160292,0
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,8,ordinary/padded/scalar/x1/fraction_lut_global,fraction_lut_global,0.10967964596218532,0
lns12_r6,fp32,ordinary,gemv,padded,scalar,1,9,ordinary/padded/scalar/x1/split_quadratic,split_quadratic,0.11123496034870978,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,1,ordinary/padded/thread_packet/x2/full_lut_shared,full_lut_shared,0.026791266979491829,1
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,2,ordinary/padded/thread_packet/x2/full_lut_global,full_lut_global,0.029315388643041056,1
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,3,ordinary/padded/thread_packet/x2/ex2_approx,ex2_approx,0.04826017340024312,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,4,ordinary/padded/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.087269425392150879,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,5,ordinary/padded/thread_packet/x2/split_linear,split_linear,0.10453855737726739,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,6,ordinary/padded/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.10458893471575798,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,7,ordinary/padded/thread_packet/x2/split_quadratic,split_quadratic,0.10471761480290839,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,2,8,ordinary/padded/thread_packet/x2/split_cubic,split_cubic,0.10477650926468221,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,1,ordinary/padded/thread_packet/x4/full_lut_shared,full_lut_shared,0.026368556774247834,1
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,2,ordinary/padded/thread_packet/x4/full_lut_global,full_lut_global,0.026679076435617601,1
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,3,ordinary/padded/thread_packet/x4/ex2_approx,ex2_approx,0.043937593399343625,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,4,ordinary/padded/thread_packet/x4/fraction_lut_shared,fraction_lut_shared,0.084090759014261177,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,5,ordinary/padded/thread_packet/x4/fraction_lut_global,fraction_lut_global,0.10141332944234213,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,6,ordinary/padded/thread_packet/x4/split_cubic,split_cubic,0.10149583676639867,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,7,ordinary/padded/thread_packet/x4/split_linear,split_linear,0.10157289796946001,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,4,8,ordinary/padded/thread_packet/x4/split_quadratic,split_quadratic,0.10169566671053568,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,1,ordinary/padded/thread_packet/x8/full_lut_global,full_lut_global,0.025687174785781149,1
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,2,ordinary/padded/thread_packet/x8/full_lut_shared,full_lut_shared,0.026263864579039051,1
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,3,ordinary/padded/thread_packet/x8/ex2_approx,ex2_approx,0.042171541691790375,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,4,ordinary/padded/thread_packet/x8/fraction_lut_shared,fraction_lut_shared,0.083144406140860855,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,5,ordinary/padded/thread_packet/x8/fraction_lut_global,fraction_lut_global,0.10063313951297681,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,6,ordinary/padded/thread_packet/x8/split_quadratic,split_quadratic,0.10063738725623306,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,7,ordinary/padded/thread_packet/x8/split_cubic,split_cubic,0.10083037006611727,0
lns12_r6,fp32,ordinary,gemv,padded,thread_packet,8,8,ordinary/padded/thread_packet/x8/split_linear,split_linear,0.10087869605239558,0
lns12_r6,fp64,fused,dot,dense,cooperative_shuffle,8,1,fused/dense/cooperative_shuffle/x8/ex2_approx,ex2_approx,0.13831511471006605,1
lns12_r6,fp64,fused,dot,dense,cooperative_shuffle,8,2,fused/dense/cooperative_shuffle/x8/fraction_lut_shared,fraction_lut_shared,0.15109527472293738,1
lns12_r6,fp64,fused,dot,dense,cooperative_shuffle,8,3,fused/dense/cooperative_shuffle/x8/split_linear,split_linear,0.15422800183296204,0
lns12_r6,fp64,fused,dot,dense,cooperative_shuffle,8,4,fused/dense/cooperative_shuffle/x8/split_cubic,split_cubic,0.15477000176906586,0
lns12_r6,fp64,fused,dot,dense,cooperative_shuffle,8,5,fused/dense/cooperative_shuffle/x8/fraction_lut_global,fraction_lut_global,0.15508899837732315,0
lns12_r6,fp64,fused,dot,dense,cooperative_shuffle,8,6,fused/dense/cooperative_shuffle/x8/split_quadratic,split_quadratic,0.15515349805355072,0
lns12_r6,fp64,fused,dot,dense,scalar,1,1,fused/dense/scalar/x1/ex2_approx,ex2_approx,0.094720308597271263,1
lns12_r6,fp64,fused,dot,dense,scalar,1,2,fused/dense/scalar/x1/reference_exp2,reference_exp2,0.11245782266963612,1
lns12_r6,fp64,fused,dot,dense,scalar,1,3,fused/dense/scalar/x1/fraction_lut_shared,fraction_lut_shared,0.11551330255907635,0
lns12_r6,fp64,fused,dot,dense,scalar,1,4,fused/dense/scalar/x1/split_linear,split_linear,0.12161600298997832,0
lns12_r6,fp64,fused,dot,dense,scalar,1,5,fused/dense/scalar/x1/split_quadratic,split_quadratic,0.12164721837857875,0
lns12_r6,fp64,fused,dot,dense,scalar,1,6,fused/dense/scalar/x1/fraction_lut_global,fraction_lut_global,0.1217674162329697,0
lns12_r6,fp64,fused,dot,dense,scalar,1,7,fused/dense/scalar/x1/split_cubic,split_cubic,0.12202145995163335,0
lns12_r6,fp64,fused,dot,dense,thread_packet,2,1,fused/dense/thread_packet/x2/ex2_approx,ex2_approx,0.089757381785999651,1
lns12_r6,fp64,fused,dot,dense,thread_packet,2,2,fused/dense/thread_packet/x2/fraction_lut_shared,fraction_lut_shared,0.11371534924174465,1
lns12_r6,fp64,fused,dot,dense,thread_packet,2,3,fused/dense/thread_packet/x2/split_linear,split_linear,0.1211082935333252,0
lns12_r6,fp64,fused,dot,dense,thread_packet,2,4,fused/dense/thread_packet/x2/fraction_lut_global,fraction_lut_global,0.12136194764114008,0
lns12_r6,fp64,fused,dot,dense,thread_packet,2,5,fused/dense/thread_packet/x2/split_quadratic,split_quadratic,0.1215063420737662,0
lns12_r6,fp64,fused,dot,dense,thread_packet,2,6,fused/dense/thread_packet/x2/split_cubic,split_cubic,0.12162497566967476,0
