gpu,compute_capability,cuda_runtime,cuda_driver,cublas_version,mode,dataset,operation,input_type,n,algorithmic_bytes,algorithmic_flops,arithmetic_intensity_flop_per_byte,iterations,samples,min_ms,median_ms,p10_ms,p90_ms,coefficient_of_variation,giga_elements_per_s,algorithmic_gb_per_s,gflop_per_s,result,reference,absolute_error,relative_error,normalized_error,dot_condition_number
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,signed,cublasSdot,float32,1024,8192,2048,0.25,2423,10,0.0052614578077038411,0.00528571175682707,0.005264987740888607,0.0052908059441743194,0.0018486780135527703,0.19372982241746212,1.5498385793396969,0.38745964483492423,-3.28098964691162109375,-3.28098885354535241277,7.93366268680983921513e-07,2.41807060034261523879e-07,3.22841164747139617059e-09,74.8996988112260061732
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,signed,cublasDdot,float64,1024,16384,2048,0.125,2562,10,0.0054755720842824514,0.0054765151498096243,0.0054758645518509143,0.0054767026834242234,6.9330560430347842e-05,0.18698021862234718,2.9916834979575548,0.37396043724469435,-3.28098688815809280683,-3.28098688815809225736,5.49473661015653647155e-16,1.67472068540975409654e-16,2.23594982244922535531e-18,74.8997436612996343383
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,signed,cublasSdot,float32,65536,524288,131072,0.25,2217,10,0.0067059125887363622,0.0067066847337061185,0.0067061851408549353,0.0067071610546671273,6.1197623269731484e-05,9.7717430596718611,78.173944477374889,19.543486119343722,-167.2851715087890625,-167.285160120184684729,1.13886043777711165603e-05,6.80789878169053660974e-08,6.98185383770880040024e-10,97.5084689530631918905
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,signed,cublasDdot,float64,65536,1048576,131072,0.125,2141,10,0.0069601120429860826,0.0069604933345390222,0.0069602467422449719,0.0069615602381927618,7.8299700974075948e-05,9.4154245755542121,150.64679320886739,18.830849151108424,-167.285160980961052246,-167.285160980961094684,4.24382751162966087577e-14,2.53688222358984696802e-16,2.60170451092225432065e-18,97.5084685036184568227
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,signed,cublasSdot,float32,1048576,8388608,2097152,0.25,1641,10,0.0098378450531991495,0.0099326069219892593,0.0098427773103127031,0.0099353114981828548,0.0042335680918518942,105.56906240582364,844.55249924658915,211.13812481164729,-317.36474609375,-317.36476790556554306,2.18118155430602200795e-05,6.87279047608413245208e-08,8.332317164061612807e-11,824.835437821232704325
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,signed,cublasDdot,float64,1048576,16777216,2097152,0.125,1451,10,0.011437431193482539,0.011448413893570167,0.011437768364346989,0.011491101170966413,0.0020462010397846674,91.591377613358063,1465.462041813729,183.18275522671613,-317.364869229543444362,-317.364869229543487467,4.31044089310717026819e-14,1.35819723952795700208e-16,1.64662866257443952765e-19,824.835174072865175365
