gpu,compute_capability,cuda_runtime,cuda_driver,cublas_version,mode,dataset,operation,input_type,n,algorithmic_bytes,algorithmic_flops,arithmetic_intensity_flop_per_byte,iterations,samples,min_ms,median_ms,p10_ms,p90_ms,coefficient_of_variation,giga_elements_per_s,algorithmic_gb_per_s,gflop_per_s,result,reference,absolute_error,relative_error,normalized_error,dot_condition_number
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,positive,cublasSdot,float32,1024,8192,2048,0.25,2461,10,0.0052567640488247521,0.0052581096945231356,0.0052572435985876751,0.0052833766774499575,0.0019534241593075585,0.19474679295234212,1.557974343618737,0.38949358590468425,258.041656494140625,258.041643510259213201,1.29838814117988476937e-05,5.03170001367730199773e-08,5.03170001367730199773e-08,1
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,positive,cublasDdot,float64,1024,16384,2048,0.125,2605,10,0.0054757098089939348,0.0054765820274426244,0.0054758867421214278,0.0054769074116009439,7.8016435408093498e-05,0.18697793530140422,2.9916469648224675,0.37395587060280844,258.041612784323262986,258.041612784323246721,1.62647673107585433172e-14,6.30315674098386105252e-17,6.30315674098386105252e-17,1
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,positive,cublasSdot,float32,65536,524288,131072,0.25,2225,10,0.0067063946670360784,0.0067066822694928458,0.0067064205126815962,0.0067069856879416476,3.6757687894326944e-05,9.7717466500699146,78.173973200559317,19.543493300139829,16329.59765625,16329.5981230401474598,0.000466790147459761328719,2.85855257393717853021e-08,2.85855257393717853021e-08,1
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,positive,cublasDdot,float64,65536,1048576,131072,0.125,2171,10,0.0069601695035691087,0.0069606338212809659,0.0069602489691074961,0.0069609741305821727,4.5144686435460204e-05,9.415234543675421,150.64375269880674,18.830469087350842,16329.5961733017538791,16329.5961733017518132,2.06590300422249129042e-12,1.26512804254165301229e-16,1.26512804254165301229e-16,1
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,positive,cublasSdot,float32,1048576,8388608,2097152,0.25,1641,10,0.0098715031895239419,0.0098898333794165509,0.0098716956678503234,0.0099382188972505694,0.0026438291621022642,106.02564874170415,848.20518993363316,212.05129748340829,261774,261773.998321934581284,0.00167806541871584613546,6.41035943016819323841e-09,6.41035943016819323841e-09,1
NVIDIA H200 NVL,9.0,13010,13030,130201,accuracy,positive,cublasDdot,float64,1048576,16777216,2097152,0.125,1451,10,0.01141729558606874,0.01143434341819758,0.011417454115527815,0.011445048231654625,0.0011117153369004039,91.70408493514438,1467.2653589623101,183.40816987028876,261773.967107501317514,261773.967107501298656,1.8857804207073058933e-11,7.20385010604542907671e-17,7.20385010604542907671e-17,1
